Topic,Tweets,Date,Number,Permalink
,@DukeEnergy Shoot me the fade bruh,2017-09-15 ,4,https://twitter.com/KeeCope/status/908734711559794688
,"Tick tock, @DukeEnergy",2017-09-15 ,4,https://twitter.com/casbergsport/status/908717635327676416
,So is @DukeEnergy it's Scott's ineptitude and corruption.,2017-09-15 ,4,https://twitter.com/j082298/status/908696620472176641
,. @dukeenergy = #heatstroke,2017-09-15 ,4,https://twitter.com/MissChristiLuv/status/908637875562008576
,Id rather have escape $ than pointless waste. @Uber & @Hilton r more valuable than @Spectrum & @DukeEnergy atm. #AltamonteSprings #PowerOutage,2017-09-15 ,4,https://twitter.com/MissChristiLuv/status/908628898606456832
,"Praising you, @DukeEnergy #MVP",2017-09-14 ,4,https://twitter.com/MikaRotunda/status/908500531114586113
,@DukeEnergy whom??,2017-09-14 ,4,https://twitter.com/crabnoises/status/908499340573978624
,@DukeEnergy you can't hide forever..,2017-09-14 ,4,https://twitter.com/CeceOffically/status/908491780039020544
,Eagles Nest..not Eagles meat @DukeEnergy,2017-09-14 ,4,https://twitter.com/RaulersonWrites/status/908487159056920576
,I see you do wills but would a suit against @DukeEnergy be something you could take on?,2017-09-14 ,4,https://twitter.com/UF7Gator/status/908487124458119168
,#thankalineman #DukeEnergy #dukeenergysucks,2017-09-14 ,4,https://twitter.com/nononoitsok/status/908448260884398080
,@DukeEnergy is all about photo ops and drone missions.,2017-09-14 ,4,https://twitter.com/UF7Gator/status/908425469019738112
,Attn: @DukeEnergy,2017-09-14 ,4,https://twitter.com/LauraBoman/status/908420658647982081
,@DukeEnergy yooooooo,2017-09-14 ,4,https://twitter.com/JackkSky/status/908417172803813376
,#BoyCottDuke @DukeEnergy,2017-09-14 ,4,https://twitter.com/MJ_Tanner/status/908408626930470913
,WYA @DukeEnergy,2017-09-14 ,4,https://twitter.com/yohomeboyarden/status/908339315306123264
,That's insane @DukeEnergy,2017-09-14 ,4,https://twitter.com/daijalove97/status/908338522217746433
,@DukeEnergy,2017-09-14 ,4,https://twitter.com/SarahTalkRadio/status/908199816441757696
,@DukeEnergy you're trash.,2017-09-13 ,4,https://twitter.com/WalkingCorpsexx/status/908172553142898688
,where u at @DukeEnergy,2017-09-13 ,4,https://twitter.com/thisisalyssa/status/908159584933728256
,@DukeEnergy y'all dropped the ball on us.,2017-09-13 ,4,https://twitter.com/DOINITFORNIXON/status/908144033746374656
,@DukeEnergy hmm interesting,2017-09-13 ,4,https://twitter.com/DreamCrazzy/status/908140511495585792
,@DukeEnergy ?????,2017-09-13 ,4,https://twitter.com/_A_Alabre/status/908134726040506369
,It's them niggas @DukeEnergy bruh they tweaking,2017-09-13 ,4,https://twitter.com/JtNo_Timberlake/status/908081009207468038
,So disappointed in @DukeEnergy,2017-09-13 ,4,https://twitter.com/mistydhood/status/908038463836041229
,How many of them belong to @DukeEnergy,2017-09-13 ,4,https://twitter.com/revhatty/status/908022079336919044
,Can you take over for @DukeEnergy,2017-09-13 ,4,https://twitter.com/BballKyle420/status/908016796464291840
,@DukeEnergy #bringfplback,2017-09-13 ,4,https://twitter.com/Snipertrades89/status/908000555578089472
,Get your ish together @DukeEnergy,2017-09-13 ,4,https://twitter.com/AJenkins911/status/907972929908084737
,I have @DukeEnergy,2017-09-13 ,4,https://twitter.com/misterorange/status/907959951611613184
,. @DukeEnergy is the biggest racket in the history of highway robbery,2017-09-13 ,4,https://twitter.com/weswebber/status/907946884504924161
,@DukeEnergy i,2017-09-12 ,4,https://twitter.com/Anthonywakins/status/907806009753817088
,wya @DukeEnergy,2017-09-12 ,4,https://twitter.com/jessicaaaaa028/status/907805619536744450
,@DukeEnergy pull up on a kid,2017-09-12 ,4,https://twitter.com/Jordiipordy/status/907804410193084416
,Y'all triflin @DukeEnergy,2017-09-12 ,4,https://twitter.com/DriveSlowHomie2/status/907803574498988033
,@dukeenergy is a criminal corporation.,2017-09-12 ,4,https://twitter.com/UF7Gator/status/907783199564201990
,@DukeEnergy 32835 ?,2017-09-12 ,4,https://twitter.com/GSWilliamsJr/status/907759616322281472
,@DukeEnergy 32703?,2017-09-12 ,4,https://twitter.com/Marbleshark/status/907759126528380931
,DukeEnergy,2017-09-12 ,4,https://twitter.com/ruzamilankov/status/907752458994294786
,@DukeEnergy,2017-09-12 ,4,https://twitter.com/j082298/status/907746202107736069
,@DukeEnergy square up b,2017-09-12 ,4,https://twitter.com/lextexx9/status/907738963795959808
,@DukeEnergy is inefficient!,2017-09-12 ,4,https://twitter.com/MrGiveHimGlory/status/907738741137080321
,@DukeEnergy,2017-09-12 ,4,https://twitter.com/bellamverte/status/907736320335904769
,@DukeEnergy SIS WYD,2017-09-12 ,4,https://twitter.com/SasTheAss/status/907724081369362432
,Disappointment !!!!!!!!! @DukeEnergy,2017-09-12 ,4,https://twitter.com/LookBihh/status/907708392931823616
,@DukeEnergy why are you not answering my questions,2017-09-12 ,4,https://twitter.com/ureadyftness/status/907701380701413377
,@DukeEnergy w,2017-09-12 ,4,https://twitter.com/McJanetta/status/907696683445772289
,When @DukeEnergy dukegets off their ads,2017-09-12 ,4,https://twitter.com/dangleason02134/status/907686266464083968
,@DukeEnergy ay nigga pull up,2017-09-12 ,4,https://twitter.com/RoshiShawty/status/907679902144614400
,@DukeEnergy YOU PULLED THROUGH,2017-09-12 ,4,https://twitter.com/LeekFanny/status/907628504921071616
,@DukeEnergy please,2017-09-12 ,4,https://twitter.com/bxylee/status/907626953854914560
,@DukeEnergy do something.,2017-09-12 ,4,https://twitter.com/Rec663/status/907611983008198656
,Except for @DukeEnergy,2017-09-12 ,4,https://twitter.com/MorganSax19/status/907595345135366145
,@DukeEnergy #Poweruppinellas,2017-09-12 ,4,https://twitter.com/DJSimons7/status/907568947993735169
,@DukeEnergy ...???,2017-09-12 ,4,https://twitter.com/umaruma1/status/907556054048833537
,not all heroes wear caps @DukeEnergy,2017-09-12 ,4,https://twitter.com/zoecacibauda/status/907461348132605952
,@DukeEnergy wya,2017-09-11 ,4,https://twitter.com/walkersimasek/status/907449135699316736
,@DukeEnergy pull up,2017-09-11 ,4,https://twitter.com/london_films/status/907448979557888000
,@dukeenergy wyd,2017-09-11 ,4,https://twitter.com/decooliest/status/907441138386251776
,@DukeEnergy sloooooow,2017-09-11 ,4,https://twitter.com/Unconquered32/status/907435391468404736
,@DukeEnergy ily,2017-09-11 ,4,https://twitter.com/danaallll/status/907419850418659330
,@DukeEnergy get it together,2017-09-11 ,4,https://twitter.com/kain_meek/status/907418336266473477
,Dukeenergy arium,2017-09-11 ,4,https://twitter.com/Portuguesaxx/status/907412632931639298
,. @DukeEnergy do you accept bribes?,2017-09-11 ,4,https://twitter.com/thaatpoppunkguy/status/907405523930185728
,@DukeEnergy #greatservice,2017-09-11 ,4,https://twitter.com/donmillett/status/907401695386378240
,@DukeEnergy sea.,2017-09-11 ,4,https://twitter.com/larnan1021/status/907395639834791941
,@DukeEnergy is preventing me from viewing memes,2017-09-11 ,4,https://twitter.com/evitacampuzano/status/907390408963051520
,@DukeEnergy where y'all at ? #Stpete,2017-09-11 ,4,https://twitter.com/RoquanMcc/status/907385737988976640
,@DukeEnergy They are hopeless,2017-09-11 ,4,https://twitter.com/Katiefl4/status/907385554072997888
,Is @DukeEnergy your provider?,2017-09-11 ,4,https://twitter.com/HCSOSheriff/status/907381434708619265
,@DukeEnergy cheepazz,2017-09-11 ,4,https://twitter.com/lesliemcleod47/status/907353755653419009
,@DukeEnergy Clermont 34711. Any timelines?,2017-09-11 ,4,https://twitter.com/illEssense/status/907337408664006656
,same! props to @DukeEnergy !!!,2017-09-11 ,4,https://twitter.com/BazTastic77/status/907278342449254400
,@DukeEnergy wya?,2017-09-11 ,4,https://twitter.com/ItsJustAshh_/status/907269722252726272
,My sisters have @DukeEnergy still out!!,2017-09-19 ,4,https://twitter.com/bocachica70/status/909997411795382273
,So is @DukeEnergy it's Scott's ineptitude and corruption.,2017-09-15 ,4,https://twitter.com/j082298/status/908696620472176641
,And @DukeEnergy !,2017-09-08 ,4,https://twitter.com/DE_AnneRone/status/906128045509152769
,Can you take over for @DukeEnergy,2017-09-13 ,4,https://twitter.com/BballKyle420/status/908016796464291840
,@DukeEnergy when should I have power back in Leon @DukeEnergy,2017-09-12 ,4,https://twitter.com/dakota3234/status/907709079707144193
,Thank you @dukeenergy #dukeenergy #lettherebelight #thankyou ♡♡♡♡♡♡♡♡,2017-09-14 ,4,https://twitter.com/lynettediaz2/status/908528418110795776
,@DukeEnergy Where is my power?,2017-09-18 ,4,https://twitter.com/Matt_Hickman_/status/909799133904502784
,@DukeEnergy still no power...,2017-09-18 ,4,https://twitter.com/cymaticpro/status/909632123816071168
,Casselberry still no power @DukeEnergy,2017-09-17 ,4,https://twitter.com/rosineldar/status/909568620396720128
,Still no power @DukeEnergy,2017-09-17 ,4,https://twitter.com/Fullmoon626/status/909481417473761281
,Still no power your honor. Now what? @DukeEnergy,2017-09-17 ,4,https://twitter.com/AllDayINC123/status/909269357603192833
,When will the power be back in casselberry @DukeEnergy,2017-09-16 ,4,https://twitter.com/rosineldar/status/909185479291097090
,@DukeEnergy POWER IN BROOKSVILLE,2017-09-16 ,4,https://twitter.com/0neRadDad/status/909185434269384710
,@DukeEnergy still no power,2017-09-16 ,4,https://twitter.com/ClwtrBkAtty/status/909185280850251777
,Still no power @DukeEnergy #oucbetteryullsuck,2017-09-16 ,4,https://twitter.com/BradleyFrankk/status/909183014143451137
,@DukeEnergy still no power,2017-09-16 ,4,https://twitter.com/ClwtrBkAtty/status/909177078217629696
,@DukeEnergy no power between forsythe and goldenrod,2017-09-16 ,4,https://twitter.com/vmaj78/status/909082609619210241
,@DukeEnergy still no power,2017-09-16 ,4,https://twitter.com/ClwtrBkAtty/status/909042219323203584
,Osceola...we have no power... @DukeEnergy,2017-09-16 ,4,https://twitter.com/gertielewish/status/909029146839404544
,@DukeEnergy still no power fam,2017-09-16 ,4,https://twitter.com/jcano323/status/908913742733291520
,No power on Vine still. @dukeenergy,2017-09-15 ,4,https://twitter.com/OfficialBryW/status/908878043564953601
,@DukeEnergy ...everyone around us has their power back on? Please have mercy!!!,2017-09-15 ,4,https://twitter.com/WRGreystock/status/908862285703151618
,@DukeEnergy still no power,2017-09-15 ,4,https://twitter.com/ClwtrBkAtty/status/908854206727147520
,multiply that due to NO POWER @DukeEnergy,2017-09-15 ,4,https://twitter.com/_est87/status/908819926751825920
,@DukeEnergy wheres my power,2017-09-15 ,4,https://twitter.com/SkateSkrt/status/908813829785735168
,@DukeEnergy power please,2017-09-15 ,4,https://twitter.com/Tiffcleaning/status/908706723808071680
,GIVE ME BACK MY POWER @DUKEENERGY !!!,2017-09-15 ,4,https://twitter.com/THE_James_Champ/status/908677446404329472
,@DukeEnergy still no power,2017-09-14 ,4,https://twitter.com/ClwtrBkAtty/status/908522871139524608
,@DukeEnergy where is my power???????!!!!!!!,2017-09-14 ,4,https://twitter.com/ClwtrBkAtty/status/908468339697217536
,@DukeEnergy where my power at dudes ?!,2017-09-14 ,4,https://twitter.com/Stefannoooo/status/908435157455163392
,Still no power @DukeEnergy,2017-09-14 ,4,https://twitter.com/ClwtrBkAtty/status/908432909475999744
,@DukeEnergy still no power,2017-09-14 ,4,https://twitter.com/ClwtrBkAtty/status/908387915524435970
,@DukeEnergy 32712 power back on. A/C rocks in Fla !!!!,2017-09-14 ,4,https://twitter.com/Mas2726/status/908384115183013888
,@DukeEnergy still no power,2017-09-14 ,4,https://twitter.com/ClwtrBkAtty/status/908313398357749760
,"@DukeEnergy its my birthday, can you get my power on?",2017-09-13 ,4,https://twitter.com/pogolmao/status/908154011186028544
,@PointeAtCentral have y'all even contacted @DukeEnergy about the power?,2017-09-13 ,4,https://twitter.com/lesi_t/status/908143746704920582
,@DukeEnergy still no power,2017-09-13 ,4,https://twitter.com/ClwtrBkAtty/status/908077592430960641
,Put my power back on please you're stopping me from being the realest youtuber on youtube @DukeEnergy,2017-09-13 ,4,https://twitter.com/mrmichaelpersad/status/908065054024716289
,Where's my power hoes @DukeEnergy,2017-09-13 ,4,https://twitter.com/Adrianamarieee1/status/907985446285844480
,@DukeEnergy and still no power.,2017-09-13 ,4,https://twitter.com/ClwtrBkAtty/status/907972140951064576
,BUT WHY DO I STILL NOT HAVE POWER @DukeEnergy,2017-09-13 ,4,https://twitter.com/DanielleDTodd/status/907954347660759040
,...and POWER!!! @DukeEnergy,2017-09-13 ,4,https://twitter.com/TB_TimesCurso/status/907852549277077506
,Still no power at 32746!!! @DukeEnergy,2017-09-12 ,4,https://twitter.com/JazzyCruz16/status/907797495002140674
,@DukeEnergy how many of y'all are without power,2017-09-12 ,4,https://twitter.com/Bossftitan12/status/907788575525228544
,Jesus will be back before @DukeEnergy fixes the power,2017-09-12 ,4,https://twitter.com/TimelessDunn/status/907784618803417088
,@DukeEnergy reinstall power in mulberry,2017-09-12 ,4,https://twitter.com/FFlexyy/status/907780960904761344
,STILL NO POWER!!! @DukeEnergy,2017-09-12 ,4,https://twitter.com/Adrenix_/status/907743928820158465
,Where the heck is my power at @DukeEnergy,2017-09-12 ,4,https://twitter.com/JeffAiken/status/907702098745327617
,@DukeEnergy step up y'all slacking where my power at???,2017-09-12 ,4,https://twitter.com/OhhhAdan/status/907683488869969920
,@DukeEnergy lob me some power,2017-09-12 ,4,https://twitter.com/AttawayBryce23/status/907632091080388608
,@DukeEnergy PLEASE get our power back on!!,2017-09-12 ,4,https://twitter.com/L_Nicoleee/status/907601094485970944
,Still no power @DukeEnergy,2017-09-12 ,4,https://twitter.com/ClwtrBkAtty/status/907576925153058821
,@DukeEnergy @wyffnews4 @foxcarolinanews over 8hrs w/o power,2017-09-12 ,4,https://twitter.com/DreamersFFL/status/907522053091274753
,@DukeEnergy power please,2017-09-11 ,4,https://twitter.com/internet_ghoul/status/907446630466678784
,@DukeEnergy when will we get our power back??,2017-09-11 ,4,https://twitter.com/cdwagner86/status/907414986254888960
,@DukeEnergy I still have no power,2017-09-11 ,4,https://twitter.com/_littytitty/status/907413278107856896
,Can I have power please @dukeenergy,2017-09-11 ,4,https://twitter.com/sydneyschatz1/status/907403776021155841
,@dukeenergy where's my power at,2017-09-11 ,4,https://twitter.com/mermaidkaitlynn/status/907401384038944769
,Can we get power on Golderod and Curry ford @DukeEnergy,2017-09-11 ,4,https://twitter.com/91West_/status/907390663611822080
,@DukeEnergy no power at 32825,2017-09-11 ,4,https://twitter.com/ItsDatkan/status/907370480772009984
,@DukeEnergy knights circle is still out of power plEASE,2017-09-11 ,4,https://twitter.com/LeenaMarte/status/907346437217947648
,Can we get our power back pleaseeeeee? @DukeEnergy,2017-09-11 ,4,https://twitter.com/Daviddejesusmg/status/907345384355352576
,@DukeEnergy power still out in 32701,2017-09-11 ,4,https://twitter.com/TonyIsTrending/status/907342437886124038
,@DukeEnergy When will we have power in the 32836/32818????,2017-09-11 ,4,https://twitter.com/BaileyOpie/status/907335747505672193
,@DukeEnergy power is out,2017-09-11 ,4,https://twitter.com/legendowoffical/status/907320252706541570
,@DukeEnergy no power in casselberry.,2017-09-11 ,4,https://twitter.com/raidernation973/status/907317564958810113
,@DukeEnergy you wont give me power back no balls,2017-09-11 ,4,https://twitter.com/hispanicdiego/status/907313369732063235
,@DukeEnergy power is out in Thousand Oaks in Trinity 34655,2017-09-11 ,4,https://twitter.com/cortneyking/status/907309957879660547
,@DukeEnergy when we gettin power back,2017-09-11 ,4,https://twitter.com/joncontreras13/status/907295478135615488
,@DukeEnergy is there power in 33702,2017-09-11 ,4,https://twitter.com/RomerInteriors/status/907257198555918336
,All right we are rising it's 103 now #hotterthenhell @DukeEnergy #DukeEnergy,2017-09-15 ,4,https://twitter.com/Emilylightner3/status/908788253741977605
,#DukeEnergy #puke energy. EAT A BAG OF DICKS! @DukeEnergy,2017-09-13 ,4,https://twitter.com/SnakeIdol/status/907998815864725504
,"Created this accnt so I can @DukeEnergy . Got pulled over 4 having 1 headlight, told the officer, ""that's 1 more light than @DukeEnergy "",,@DukeEnergy @DukeEnergy,,""907757365147193344",2017-09-12 ,4,
,#stillnopower #day5 #dukeenergy @dukeenergy pic.twitter.com/1otF3DWFHj,2017-09-15 ,4,https://twitter.com/xheyxitsxbrit/status/908848501387341824
,Ay y'all ever look at the replies below one of @DukeEnergy 's posts? Everyone loves to complain. As if DukeEnergy is ubiquitous lmfao chill,2017-09-15 ,4,https://twitter.com/__BRxAN__/status/908783200977203202
,Still no power @DukeEnergy in lingwood trail union park #dukeenergy #stillnopower,2017-09-18 ,4,https://twitter.com/AngelRosario160/status/909745723616501761
,@DukeEnergy @DukEnergyFLPres #DukeEnergy #linedown,2017-09-18 ,4,https://twitter.com/maoked/status/909885977258283008
,Today's top 5 big winners in my book: 1. @DukeEnergy 2. @DukeEnergy 3. @GatorsFB 4. @DukeEnergy 5. @DukeEnergyStorm,2017-09-16 ,4,https://twitter.com/407Rob/status/909255444874633216
,@DukeEnergy Knock knock. Who's there? Not the #DukeEnergy guy. :(,2017-09-15 ,4,https://twitter.com/xBlasterMasters/status/908835356971274240
,"Thank you @DukeEnergy lineman, screw you @DukeEnergy execs",2017-09-16 ,4,https://twitter.com/daltonallen3/status/909057461772066816
,"@DukeEnergy #payingcustomer Day 3 still no POWER, where are you Mr. DukeEnergy? 7559 Sand Lake Pointe 32809",2017-09-13 ,4,https://twitter.com/Tony10156950/status/908000666500694016
,THANK YOU @DukeEnergy !!,2017-09-18 ,4,https://twitter.com/BREma_Donna/status/909919682425245696
,@DukeEnergy Thank You Bunches,2017-09-17 ,4,https://twitter.com/DonaldKeyes11/status/909542092585783297
,@DukeEnergy thank you for all you do for us.,2017-09-17 ,4,https://twitter.com/charley_ruiter/status/909470865141768192
,Thank you @DukeEnergy,2017-09-15 ,4,https://twitter.com/dlbthatsme/status/908828657803776005
,@DukeEnergy Energized! Thank you!,2017-09-14 ,4,https://twitter.com/dwgerb/status/908449756703334400
,@DukeEnergy THANK YOU!,2017-09-14 ,4,https://twitter.com/Cinnamonbyte/status/908427265901506562
,Thank You @DukeEnergy,2017-09-14 ,4,https://twitter.com/atomskier/status/908393712065146885
,Thank you @DukeEnergy !,2017-09-13 ,4,https://twitter.com/dog_lick/status/908170055560687617
,Thank you. You're already more helpful than @DukeEnergy,2017-09-12 ,4,https://twitter.com/Not_Aimee/status/907797693795328001
,Thank you SO much @DukeEnergy,2017-09-12 ,4,https://twitter.com/jenvargas/status/907786476414492672
,Thank you @DukeEnergy,2017-09-12 ,4,https://twitter.com/dsbrcka/status/907745266840858625
,Thank you @DukeEnergy,2017-09-12 ,4,https://twitter.com/Flastar23/status/907700456104833024
,Thank you @DukeEnergy,2017-09-12 ,4,https://twitter.com/PiIIsburyJoeBoy/status/907699757107355648
,Thank you for all you do @DukeEnergy,2017-09-12 ,4,https://twitter.com/AmyHapka/status/907696470157033473
,@DukeEnergy Thank you for all that you do!,2017-09-12 ,4,https://twitter.com/slwhidden_/status/907618415816450048
,@DukeEnergy Thank you!,2017-09-12 ,4,https://twitter.com/Frankie_4Fingas/status/907599549245607936
,@DukeEnergy wheres my power for the 32807 region?It's ridiculous three days in a row #DukeEnergy,2017-09-13 ,4,https://twitter.com/avefenix1982/status/908007740307640320
,@DukeEnergy Baycove Apts in Clearwater now has power!!!! #Irma #WeGotThePower #DukeEnergy,2017-09-13 ,4,https://twitter.com/RealestAaron/status/908155559983054849
,I just signed this petition. I am disgusted with @DukeEnergy,2017-09-14 ,4,https://twitter.com/Assurance18/status/908332811995828225
,"NOT AGAIN! @DukeEnergy You, #MotherNature , and #Irma ruined my #DVR recording of #DaysOfOurLives on @DIRECTV ! @DIRECTVservice #EpicFAIL #Mad",2017-09-11 ,4,https://twitter.com/SpencerKarter/status/907290016132591618
,"Please turn on the power, my household is becoming hostile because of the heat @DukeEnergy #DukeEnergy",2017-09-15 ,4,https://twitter.com/Emilylightner3/status/908800771231281155
,@DukEnergyFLPres we need a more reliable president. Can you please resign. #DukeEnergy @DukeEnergy,2017-09-18 ,4,https://twitter.com/maoked/status/909836270905544705
,@DukeEnergy I just ordered you up some knee pads so you could be comfortable with all the blowing your doing after the storm. #DukeEnergy,2017-09-18 ,4,https://twitter.com/DickLaser/status/909761868306239488
,3 DAYS NOW @DukeEnergy GET BACK HERE TO BEACON GROVES!!!,2017-09-13 ,4,https://twitter.com/AlexusNicole787/status/907907293060222976
,"@DukeEnergy is garbage,you people that have them are about to get SCREEEEWED",2017-09-20 ,4,https://twitter.com/JoshMaxwell87/status/910432782219956224
,Friendly Reminder: Somerset Chase in East Orlando has no power! @DukeEnergy #DukeEnergy,2017-09-13 ,4,https://twitter.com/dillon125/status/907945407334023169
,"@DukeEnergy ""working diligently",2017-09-16 ,4,9.09180710447206E+017
,@DukeEnergy why are your phones not working,2017-09-11 ,4,https://twitter.com/jermainepayne/status/907340252829843456
,"Please address them by @DukeEnergy , also fuck @DukeEnergy",2017-09-12 ,4,https://twitter.com/rofflekris/status/907758448896565248
,@DukeEnergy It seems like every house in orlando without power all have @DukeEnergy,2017-09-12 ,4,https://twitter.com/AdamTheRadOne/status/907650749445877761
,@DukeEnergy don't lest us down.,2017-09-17 ,4,https://twitter.com/EdwinBCid/status/909574854453727232
,@CityofAsheville @DukeEnergy have you ever thought about burying the power lines in WNC? #asheville #dukepower #DukeEnergy #avl #wnc,2017-09-12 ,4,https://twitter.com/Linzylu19/status/907604843522658304
,@DukeEnergy Time to get @NancyGrace involved,2017-09-15 ,4,https://twitter.com/EddieFisherWS/status/908867590679928832
,@DukeEnergy https:// youtu.be/_BRv9wGf5pk,2017-09-15 ,4,https://twitter.com/finnyoli/status/908854654347378689
,"Oh @DukeEnergy , why did you tease me...? #Irma #DukeEnergy",2017-09-14 ,4,https://twitter.com/stacey6291/status/908469129128169473
,"God Damn it @DukeEnergy . ""Fuckin' Figure It Out"",,@DukeEnergy,,""908174869413625856",2017-09-13 ,4,
,@DukeEnergy #casselberry fl,2017-09-19 ,4,https://twitter.com/Dian05907241/status/910188289465946118
,Whoever planned @DukeEnergy 's routes for FL should be fired.,2017-09-12 ,4,https://twitter.com/HeyTorreHeyy/status/907687228029227008
,@DukeEnergy where are your trucks #carringtonpark #seminolecounty ?!?!?!?!?!??,2017-09-18 ,4,https://twitter.com/Tiffanyy_bluee/status/909766117903802368
,"Where are the trucks, @DukeEnergy ? Nowhere around here! #PinellasCounty",2017-09-16 ,4,https://twitter.com/StephanieSarkis/status/909092844635398146
,Has anyone see any @DukeEnergy trucks in @MarionCountyGov ?,2017-09-15 ,4,https://twitter.com/francesclynch/status/908739381137207297
,@DukeEnergy trucks are harder to find than Bigfoot,2017-09-13 ,4,https://twitter.com/BballKyle420/status/908020202713034759
,"That is, no @DukeEnergy Trucks....",2017-09-11 ,4,https://twitter.com/ChadDKollas/status/907375196692197376
,Can you volunteer @dukeenergy out of Florida?,2017-09-14 ,4,https://twitter.com/UF7Gator/status/908477615807197185
,What about Florida? #DukeEnergy . #poorcustomerservice,2017-09-12 ,4,https://twitter.com/Gem_Gia/status/907773283176734720
,Vape pen on e. @DukeEnergy are you going to reimburse me for my nicotine withdrawal?,2017-09-15 ,4,https://twitter.com/nilesturner/status/908894715910787072
,@DukeEnergy bruh we going on 12hours now,2017-09-11 ,4,https://twitter.com/itssssssJebrea/status/907328946550734848
,@DukEnergyFLPres @DukeEnergy #DUKEENERGYIRMAFAILURE #DukeEnergy fail #DukeEnergy #fire @FLGovScott,2017-09-18 ,4,https://twitter.com/maoked/status/909799365698555904
,@DukeEnergy #seminolecounty #carringtonpark day 8.,2017-09-18 ,4,https://twitter.com/Tiffanyy_bluee/status/909748672870731776
,any day now @DukeEnergy,2017-09-12 ,4,https://twitter.com/voidchannel/status/907662171554942976
,THANKS @DukeEnergy,2017-09-28 ,4,https://twitter.com/_tyrfing/status/913285796056129536
,@DukeEnergy thanks Back on!,2017-09-14 ,4,https://twitter.com/NewAge721/status/908326170671898624
,"Florida was hit first, so fix the power there first! @DukeEnergy #DukeEnergy",2017-09-13 ,4,https://twitter.com/PayPalx10/status/907817391136047105
,@DukeEnergy Duke?,2017-09-16 ,4,https://twitter.com/stpetemichael/status/909049609380679680
,@DE_JeffB @DukeEnergy @abcactionnews @FoxNews @PamBondi Please investigate!!! Duke #fakenumbers,2017-09-15 ,4,https://twitter.com/Just_toya6/status/908892852364677120
,@DukeEnergy comment on this duke ?,2017-09-14 ,4,https://twitter.com/AndrewHowisen/status/908480403182374912
,Eat a dick @DukeEnergy I know what you're hiding...,2017-09-17 ,4,https://twitter.com/Mitch_The_Boss2/status/909418353600720896
,Please disregard anything from @DukeEnergy They know not what they do.,2017-09-16 ,4,https://twitter.com/Awesomenessly00/status/909111115589783552
,THANK YOU @DukeEnergy WE HAVE POWER!!!!,2017-09-17 ,4,https://twitter.com/Lissawdw0787/status/909560942610001920
,@DukeEnergy I have power! Thank you sooooooo much. I'm crying.,2017-09-17 ,4,https://twitter.com/RosamondFair/status/909513472538443776
,Praise whoever my power is back on!!! Thank you @DukeEnergy,2017-09-15 ,4,https://twitter.com/Asheystew/status/908834574125404161
,Thank you @DukeEnergy we have power again!!,2017-09-15 ,4,https://twitter.com/jjkdogg/status/908707747780231174
,Thank you@Dukeenergy !! We have power!!,2017-09-14 ,4,https://twitter.com/Sonialand/status/908342960441495553
,My power is back on! Thank you @DukeEnergy,2017-09-14 ,4,https://twitter.com/shdyt22/status/908328644275294208
,@DukeEnergy Power is on thank you.,2017-09-14 ,4,https://twitter.com/boyinflorida/status/908322403285176320
,@DukeEnergy Power is back Thank you !,2017-09-13 ,4,https://twitter.com/giggle1509/status/908135644987346946
,Thank you @DukeEnergy I have power now.,2017-09-13 ,4,https://twitter.com/fsuknitter/status/908081075548811264
,Power is back on! Thank you @DukeEnergy !,2017-09-13 ,4,https://twitter.com/TrueFinFan13/status/907960427870605312
,@DukeEnergy power is on thank you!!!,2017-09-13 ,4,https://twitter.com/seheinz/status/907952974932135936
,"Power is back already! Thank you, @DukeEnergy .",2017-09-12 ,4,https://twitter.com/mlafferty1/status/907639305899737088
,@DukeEnergy Power is Back! Thank you!,2017-09-12 ,4,https://twitter.com/Lositoway/status/907606441967661057
,We have power thank you @DukeEnergy !!!,2017-09-12 ,4,https://twitter.com/JeanRomanik/status/907590791945748481
,Power is on!!! Thank you @DukeEnergy !!!,2017-09-11 ,4,https://twitter.com/kesser/status/907423876065480705
,Power is back on thank you @DukeEnergy !!!,2017-09-11 ,4,https://twitter.com/LawandLilly/status/907418768317575169
,Take that back @DukeEnergy power is back on!! Thank u !!,2017-09-11 ,4,https://twitter.com/BartCappabianca/status/907415607834013698
,We have power!!! Thank you @DukeEnergy !!!,2017-09-11 ,4,https://twitter.com/RossTheBearJew/status/907366356487729153
,Thank you @DukeEnergy our power is back on!!,2017-09-11 ,4,https://twitter.com/al3kza_3/status/907352706880327680
,@DukeEnergy My power is back! Thank You!!,2017-09-11 ,4,https://twitter.com/graaff/status/907351631011958784
,Lets see how long this stays unattended @DukeEnergy DAY 3 #DukeEnergy STINKS pic.twitter.com/Otn5ELA5af,2017-09-13 ,4,https://twitter.com/Bumtaint/status/908068723587784704
,@DukeEnergy 3 hours to go,2017-09-18 ,4,https://twitter.com/dagreatest33/status/909924997430497281
,@DukeEnergy t-minus 4 hours.,2017-09-17 ,4,https://twitter.com/HeyDominica/status/909540077956730891
,8 hours @DukeEnergy .,2017-09-17 ,4,https://twitter.com/britton_taylor/status/909505970069495809
,@DukeEnergy help us please this treatment is criminal,2017-09-16 ,4,https://twitter.com/internet_ghoul/status/909075130697097216
,How about some help here @DukeEnergy,2017-09-15 ,4,https://twitter.com/Ananiahsolution/status/908771832421142528
