Tweet,Date,Link,RF,Lex,Manual,Both Manual&RF,Both Lex&Manual,,
"Obama's Ex-Photographer reveals what Trump's ""big and powerful"" nuclear button really looks like (PHOTOS) http://es.rt.com/5jvl pic.twitter.com/4Q3r6s7OCp",2018-01-04,/ActualidadRT/status/948862944812716034,0,0,0,0,0,,
HAPPENING NOW:  #NorthKorea  claims 'successful' hydrogen #bomb  test  http://on.rt.com/8m2i Â   #Korea pic.twitter.com/mUC83EJ7sy,2017-09-03,/RT_com/status/904231935521812485,0,0,0,0,0,,
Drought-hit Cape Town rejoices at rainfall http://bbc.in/2nXWyb7 Â ,2018-02-10,/BBCWorld/status/962320889017663488,0,0,0,0,0,,
"For only $1, are you willing to try it?  Â ",2017-10-20,/USATODAY/status/921527729891233793,0,,0,0,0,,
The mission of Ford's new CEO is being dragged down by the car business  http://read.bi/2BPUCYH Â  pic.twitter.com/M6RAulAGbU,2017-12-22,/businessinsider/status/944257897151819776,0,0,0,0,0,,
The search has been called off for Quiksilver CEO who mysteriously disappeared at sea  http://read.bi/2FCLhEp Â  pic.twitter.com/jD9kvD2C2q,2018-02-01,/businessinsider/status/959071280128458752,0,0,0,0,0,,
BGF would have fulfilled 76 years of foundation at that date http://ow.ly/yFLW30i3wpp,2018-01-29,/VoceroPR/status/957931435352035328,0,0,0,0,0,,
"African fans get into the superhero hype of ""Black Panther""  http://cnn.it/2ET9bMP Â  pic.twitter.com/k50JDOAnv0",2018-02-10,/CNN/status/962415957963694080,0,0,0,0,0,,
.@ASE  is in Puerto Rico with the latest on Hurricane Maria. ,2017-09-19,/ajplus/status/910310808332124160,0,,1,0,0,,
Report: The State Department still wonât recognize Jerusalem as a place that exists https://buff.ly/2AUIZ4C Â ,2017-12-10,/theblaze/status/939895863656288256,0,0,0,0,0,,
"The flu vaccine may help prevent heart attacks, especially among those in high risk groups http://cnn.it/2ojdNUw Â ",2018-02-20,/cnni/status/966010540840640512,0,1,0,0,0,,
# Final Focus: Venezuelan dialogue committees prepare proposals for mediators separately #CDN # CDNendiÃ¡logoVenezuela pic.twitter.com/ZRdmxg8d6S,2018-01-12,/CDN37/status/951983208467435526,0,0,0,0,0,,
Here's how groundhogs became the animal that predicted the weather  https://youtu.be/FDFy7_DM_qQ Â  pic.twitter.com/yVnbuvzlSR,2018-02-01,/businessinsider/status/959276211422732289,0,0,0,0,0,,
Chrissy Teigen tweet-storms about surviving her epic 8-hour flight to nowhere https://usat.ly/2CbIemi Â ,2017-12-27,/USATODAY/status/945890494621540352,0,1,0,0,0,,
Trump's 'timeline' on # Mexico: what were the messages of the president of #EU to the country in its first year in office? http://exp.mx/2kb03uI pic.twitter.com/MNL0FDFPGh,2018-01-22,/ExpansionMx/status/955372061840506881,0,0,0,0,0,,
"COMING UP ON @GMA : International flights snarled at JFK after severe weather slams east coast, causing widespread problems for travelers.  http://abcn.ws/2F8E0wv Â  pic.twitter.com/BAa6yWh9LJ",2018-01-07,/GMA/status/949966344656535552,0,0,1,0,0,,
During today they will take 25 flights. # HuracÃ¡nMaria http: // www. primerahora.com/noticias/puert o-rico / nota / seguuesinelectricidaddelaeeelasportolmm-1248083 / ...,2017-09-28,/primerahora/status/913468500315983872,0,0,1,0,0,,
"Thank you for participating in the #Walk2EndAlz , Cathy!",2017-09-19,/alzassociation/status/910245380570349570,0,,0,0,0,,
# DiÃ¡logoVenezuela __PIPE__ Balance on dialogue between the Government of Venezuela and the opposition in the Dominican Republic pic.twitter.com/YYkZNvmhU9,2017-12-02,/teleSURtv/status/937104961439240193,0,0,0,0,0,,
Glow in the dark with this cool solar-powered jacket pic.twitter.com/uk7fcn4dOw,2018-02-21,/mashable/status/966228762156134401,0,0,0,0,0,,
NOW: Florida Governor Rick Scott arrives at the Capitol along with resident commissioner Jenniffer GonzÃ¡lez. # NotiUno630,2018-03-05,/NotiUno/status/970771352675323910,0,0,0,0,0,,
A history of Venice Film Festival's floating red carpet in photos  http://cnn.it/2wq8TKN Â   (via @CNNstyle ) pic.twitter.com/tHaH0BAYlF,2017-09-01,/cnni/status/903668043322200064,0,0,0,0,0,,
# EnVivoCDN: In these conditions is the Santo Domingo Country Club after hurricane # Maria #NCDNMaria pic.twitter.com/wY8zr7rJAY,2017-09-21,/CDN37/status/911036118531022848,0,1,1,0,1,,
Josh Brolin stars in a new film based on the true story of the 19 firefighters who died in the Yarnell Hill Fire. http://www. npr.org/2017/10/21/559 098473/in-only-the-brave-the-true-story-of-fated-wildland-firefighters?utm_source=twitter.com&utm_medium=social&utm_campaign=npr&utm_term=nprnews&utm_content=2048 Â  â¦,2017-10-21,/NPR/status/921871221595279360,0,1,0,0,0,,
"Cleveland shooting leaves 12-year-old boy dead, 5 teens injured. http://cbsn.ws/2Acy2J4 Â ",2017-11-25,/CBSThisMorning/status/934580965594279943,0,1,0,0,0,,
# BREAKING  Turkish air strike kills 11 civilians in Syria's Afrin: monitor,2018-03-17,/AFP/status/974964479304847360,0,0,0,0,0,,
Intel's fight against EU antitrust to drag on after court ruling  http://reut.rs/2eKzQCN Â  pic.twitter.com/RObpgoIph3,2017-09-06,/Reuters/status/905364967804862465,0,0,0,0,0,,
"Hurricane Maria re-intensifies, lashing Dominican Republic after demolishing Puerto Rico   Â ",2017-09-21,/TB_Times/status/910807083737477122,0,,1,0,0,,
"BREAKING NEWS - Tornado Warning in effect for parts of Missouri until 6:30 PM CT, join us NOW for the latest on this dangerous storm #mowx pic.twitter.com/REP2QcXWy9",2018-03-16,/WeatherNation/status/974782076586266625,0,1,0,0,0,,
The ongoing VA scandal just got worse. http://bit.ly/2D8dfpX Â ,2018-03-07,/theblaze/status/971498304814149632,0,0,0,0,0,,
[Now] @PresidenteAAA in interview by # RadioCatÃ³lica informs #PlanDeContingencia for # MarÃ­aPR #PuertoRicoSePrepara,2017-09-19,/ACUEDUCTOSPR/status/910319624608153600,0,0,0,0,0,,
"Democrat Sandy Levin retiring from House, won't seek 19th term in 2018 http://fxn.ws/2Ak0RWa Â ",2017-12-02,/FoxNews/status/937038744527560705,0,0,0,0,0,,
"Good morning, thanks for writing. Refers to the operational area for comparison. NCC",2018-03-16,/ACUEDUCTOSPR/status/974616800657846272,0,0,0,0,0,,
Cheap international flights are coming to Brazil  https://bloom.bg/2FAMQq2 Â  pic.twitter.com/daZoulKLwx,2018-03-09,/business/status/972097601729417217,0,0,0,0,0,,
Deferral of mandatory measures of coercion to Bolivar UreÃ±a implicated death Emely Peguero delayed by December http://cdn.com.do/?p=1088643,2017-11-21,/CDN37/status/933026338650361856,0,1,0,0,0,,
Teams are deploying next wave of village #water  pumps in #Gambia  #SierraLeone  #IvoryCoast  #BurkinaFaso  #Uganda ,2017-10-11,/humanityfirstuk/status/917977361802579968,0,,0,0,0,,
"[#VIDEO] ""We are against any protectionism"": Brazilian president on steel and aluminum tariffs imposed by EE. UU http://bit.ly/2FzVN3P pic.twitter.com/tZ05NUmdW9",2018-03-15,/NTN24/status/974299431171325953,0,0,0,0,0,,
Today on TODAY: The latest on the major shake-up inside the White House as a former Playmate breaks her silence and a new #RossenReports  on dangers of texting and walking.,2018-03-23,/TODAYshow/status/977132519652057088,0,0,0,0,0,,
The latest update on Hurricane Irma and evacuation orders:  Â ,2017-09-07,/WLRN/status/905949837308424192,0,0,1,0,0,,
# CDN Time with Jean Suriel http://youtu.be/sNLm0b_Md4g?a,2018-02-05,/CDN37/status/960691075605123072,0,0,0,0,0,,
"Sex-doll brothels? Tacky, yes, but better than the human version __PIPE__ Catherine Bennett https://trib.al/qTlL9HQ Â ",2018-03-25,/guardian/status/977825051331518464,0,0,0,0,0,,
LSU fraternity pledge may have been 'forced to drink in excess' before death  http://abcn.ws/2y0Uaap Â  pic.twitter.com/YjnEMNPLZj,2017-10-04,/ABCWorldNews/status/915605992083263488,0,1,0,0,0,,
"A police officer first on the scene of the Russian spy case is fighting for his life, Scotland Yard has revealed, as they confirm that the ""substance"" used against critically ill Colonel Sergei Skripal and his daughter was a nerve agent pic.twitter.com/ri3Q0GOdHp",2018-03-07,/Telegraph/status/971482926457278464,0,1,0,0,0,,
Here's a look at the route and wind speeds of #HurricaneIrma  as it is set to scale over the next few days ,2017-09-06,/Telegraph/status/905355762192580608,0,0,1,0,0,,
The company says it expects the investments to add more than $350 billion to the U.S. economy over the next five years.,2018-01-17,/NPR/status/953705457687855104,0,0,0,0,0,,
"This man was convicted of a ""terrorism"" offence because he refused to give his cellphone password to the police. pic.twitter.com/oL78zTIorG",2017-09-26,/ajplus/status/912719687066124291,0,1,0,0,0,,
Here is whatâs allowed and whatâs not. https://usat.ly/2zUBSbT Â ,2017-11-20,/USATODAY/status/932507566680178690,0,0,0,0,0,,
The UN Security Council unanimously adopted a US-drafted resolution to impose new sanctions on North Korea  http://cnn.it/2fegAKO Â  pic.twitter.com/fE4CgRL256,2017-09-11,/cnni/status/907451479526707200,0,0,0,0,0,,
# BREAKING  Hurricane Nate makes second landfall along US Gulf  Coast,2017-10-08,/AFP/status/916902764550033409,0,1,1,0,1,,
"After 5, #RedSox  still lead 4-3 over @astros . Go #Astros  #EarnHistory",2017-10-08,/abc13houston/status/917131413308178434,0,,0,0,0,,
"Sen. Kirsten Gillibrand: ""The #MeToo  campaign is changing everything"" as people go public with their stories  http://cnn.it/2zq3Wnw Â   #CNNTownHall http://cnn.it/2ArqRLU Â ",2017-11-09,/CNN/status/928816469311356928,0,0,0,0,0,,
"[# PANAMA] ""We hope that on Wednesday you can be free once the procedures are completed"": spokesman of the former Panamanian President Ricardo Martinelli http://bit.ly/2nYHD1s pic.twitter.com/T011FWNxMj",2018-02-14,/NTN24/status/963812583462416384,0,0,0,0,0,,
It was necessary for the OAS to speak at a critical moment: Ambassador of Mexico in response to a resolution by Venezuela http://bit.ly/2HJqjp5 pic.twitter.com/oX1RjK6w0x,2018-02-23,/NTN24/status/967235454197223425,0,0,0,0,0,,
Tiki torch nazis  pic.twitter.com/tMKkADsplz,2017-08-31,/ajplus/status/903460425785688065,0,0,0,0,0,,
"The United States asks China to crack down on postal shipments of synthetic opioids, which President Donald Trump says are fueling a US drug-abuse crisis  http://u.afp.com/4ykr Â  pic.twitter.com/Hmqwc2v2P2",2017-12-06,/AFP/status/938599832767172608,0,1,0,0,0,,
Here is how to help #UnidosPorPuertoRico  #PRStrong : There are drop off locations in Miami-Dade and Broward   dium=social&utm_source=twitter_WPLGLocal10 Â  â¦ ,2017-09-23,/WPLGLocal10/status/911607486599319555,0,,1,0,0,,
"He told me that if I bathe, the blood coagulates inside me: 4 myths about menstruation that persist http://bbc.in/2yS42Au # 100Mujeres pic.twitter.com/vwM2IYgCbO",2017-10-09,/bbcmundo/status/917410096006692864,0,0,0,0,0,,
"Orionid Meteor Shower Will Peak Overnight, With Best Show Before Dawn  Â ",2017-10-20,/NPR/status/921477138980597760,0,,0,0,0,,
You never know! If he is out on a call he vary well could be  us/921954562851840002 Â  â¦,2017-10-22,/PascoSheriff/status/921954921833992194,0,0,0,0,0,,
Central London property prices post their weakest performance since 2008  https://bloom.bg/2xlSFmT Â  pic.twitter.com/8rEdwMcO94,2017-09-13,/business/status/908159061287464961,0,0,0,0,0,,
Snow and wintry weather stretching from Nebraska to Illinois #WeatherNation pic.twitter.com/ptt3J6vBvd,2018-02-24,/WeatherNation/status/967378103923195905,0,0,0,0,0,,
Why are the booze police so worried about what women drink? http://www. telegraph.co.uk/women/life/boo ze-police-worried-women-drink/ Â  â¦,2017-09-12,/Telegraph/status/907563191592378368,0,0,0,0,0,,
"AHEAD on @CBSThisMorning : The parents of a Florida State student who died after a night of drinking speak out about their effort to make hazing a national crime.__NEWLINE____NEWLINE__More on CBS, 7-9am.   http://cbsn.ws/2p9MHjO Â  pic.twitter.com/xZTeq6CFSV",2018-03-13,/CBSNews/status/973502683880546305,0,0,0,0,0,,
Three dead and 14 injured in attack against police in Colombia #AFP http://u.afp.com/o4uc,2018-01-27,/AFPespanol/status/957285823346438144,0,1,0,0,0,,
OAS will send a delegation to Peru to observe the request for dismissal that President Pedro Pablo Kuczynski faces http://bit.ly/2BFFU6B pic.twitter.com/rrrVNW1kti,2017-12-20,/NTN24/status/943608141597564930,0,0,0,0,0,,
Big thanks to @KelseaBallerini  for an amazing morning! pic.twitter.com/nZ26e8cpjU,2017-11-08,/GMA/status/928263458092670977,0,0,0,0,0,,
Intersectionality? Not while feminists participate in pile-ons __PIPE__ Ruby Hamad and Celeste Liddle  Â ,2017-10-11,/guardian/status/917985391420076032,0,0,0,0,0,,
It seemed a life of luxury similar to that of drug dealers [PHOTOS] https://es.rt.com/5j0q,2017-12-19,/ActualidadRT/status/943204919485575169,0,0,0,0,0,,
California wants utilities to cut their carbon in half by 2030  https://bloom.bg/2EwjcC0 Â  pic.twitter.com/QaLfEIRjyC,2018-02-08,/business/status/961727680227041280,0,0,0,0,0,,
"Google, Twitter let advertisers target racist keywords, reports say  http://cbsn.ws/2xqsonm Â  pic.twitter.com/TOfVYfMe9s",2017-09-17,/CBSNews/status/909394776713302017,0,0,0,0,0,,
"Hi Travis, May @weathernation  have permission to broadcast these photos on air and online with full credit to you? Stay safe!",2018-02-25,/WeatherNation/status/967822509105061888,0,0,0,0,0,,
U.S. Senate Republican tax chief wants dividend deduction in tax reform   Â  ,2017-09-19,/Reuters/status/910171671981633536,0,0,0,0,0,,
"Germany keen for dialogue with U.S. on trade, finance minister tells ARD  http://reut.rs/2HHTIiM Â  pic.twitter.com/bJIiRz024b",2018-03-18,/Reuters/status/975429185006194688,0,0,0,0,0,,
At least 366 employers asked not to pay for the Christmas bonus http://bit.ly/2nktPAt pic.twitter.com/3dP8TzrlST,2017-12-01,/Metro_PR/status/936651511530184704,0,0,0,0,0,,
Massachusetts nonprofit helps keep dogs in the family. __NEWLINE__ http://bit.ly/2GHZhhM Â   via @NBCLeftField,2018-03-20,/NBCNightlyNews/status/975975226314973184,0,0,0,0,0,,
Hip-hop star Rick Ross was found unresponsive in his Miami-area home. https://usat.ly/2HXSalG Â ,2018-03-02,/USATODAY/status/969734111295410176,0,0,0,0,0,,
Look at the tender photo of Kokoh Mar https: // www. metro.pr/pr/entretenimi ent / 2017/10/24 / larry-ayuso-proud-second-retono.html ...,2017-10-25,/Metro_PR/status/923139699971100673,0,0,0,0,0,,
Share your best money saving tips https://www. theguardian.com/money/2017/aug /31/share-your-best-money-saving-tips?CMP=twt_gu Â  â¦,2017-09-01,/guardian/status/903559809714311168,0,0,0,0,0,,
"Hotel puts proper gaming rigs in all its rooms, perfect for gamer couples on vacation  Â ",2017-09-20,/mashable/status/910469039717220352,0,,0,0,0,,
"A Michigan medical examiner is calling the death of 4-year-old Gabrielle Barrett the ""worst child death case"" in 27 years of practice. https://usat.ly/2FlyUNJ Â ",2018-01-10,/USATODAY/status/951072404218007553,0,1,0,0,0,,
".@POTUS : ""The fourth and final pillar protects the nuclear family by ending chain migration. Under the current broken system, a single immigrant can bring in virtually unlimited numbers of distant relatives."" #SOTU   http://fxn.ws/2nra0Eg Â  pic.twitter.com/BHioEmoDjy",2018-01-30,/FoxNews/status/958535763553062912,0,0,0,0,0,,
"The Vegas Golden Knights are saying a now-deleted series of sexist tweets were in ""poor taste."" https://usat.ly/2ifBFsG Â ",2017-10-16,/USATODAY/status/919988840085032962,0,0,0,0,0,,
Catalan leader accuses Spanish government of Franco-style crackdown https://trib.al/Jlh27zc Â ,2017-09-22,/guardian/status/911269620509757442,0,0,0,0,0,,
It includes foreign women. http: // www. noticel.com/ahora/rossell- firma-four-projects-de-ley-en-beneficio-de-las-mujeres / 693713629 ...,2018-01-30,/noticel/status/958344063689936896,0,0,0,0,0,,
BREAKING: U.K. police arrest a 21-year-old man in connection with the attack on a London train  https://bloom.bg/2frexDg Â  pic.twitter.com/78wqKhwM61,2017-09-17,/business/status/909319590102147073,0,1,0,0,0,,
Mississippi inmate convicted in buttocks-injection killing dead at 58  http://cbsn.ws/2DyLEzX Â  pic.twitter.com/CR408aHNrT,2018-01-16,/CBSNews/status/953171988788465667,0,1,0,0,0,,
"Amid outcry over Confederate markers, new ones are going up  Â ",2017-09-30,/weartv/status/914164636504723456,0,,0,0,0,,
'Rugrats' Reptar bars are back and it's a '90s dream come true__NEWLINE__  Â  ,2017-10-11,/mashable/status/918317573653123072,0,,0,0,0,,
Cub' Anthony Rizzo travels to Florida to offer support after school shooting:  http://bit.ly/2By3S5V Â  pic.twitter.com/86PEROaH0M,2018-02-16,/komonews/status/964405522869886976,0,0,0,0,0,,
"# Mexico __PIPE__ @coneval alerts social discrimination against women due to poverty, educational backwardness, insecurity and low income http://bit.ly/2FnoFMz pic.twitter.com/q5DmDhzFci",2018-03-09,/teleSURtv/status/971977127418585088,0,0,0,0,0,,
Police #Miami -Dade looks for dangerous thieves in perimeter of #Kendall https: // www. diariolasamericas.com/c4145001,2018-03-05,/DLasAmericas/status/970786046618284038,0,0,0,0,0,,
The UN estimates that a flood affected 630 families in southwestern Colombia http://cdn.com.do/?p=1085603,2017-11-09,/CDN37/status/928769583338676224,0,1,0,0,0,,
JPMorgan and Citigroup expect more credit-card users to fall behind  https://bloom.bg/2gzg22Y Â  pic.twitter.com/xmuLzR0qmv,2017-10-12,/business/status/918514133242400768,0,0,0,0,0,,
The Hostosian Youth / Hostosiano National Independence Movement urges Natalie Jaresko to cut her salary before implementing cuts to the country's public education http: // www. foronoticioso.com/fn/la-juventud -hostosianamovement-independence-national-hostosian-exhorts-to-natalie-jaresko-to-trim-your-salary-before-to-implement-cuts-to-education-public from the country/   â¦,2018-03-09,/Foro_Noticioso/status/972219192727437312,0,0,0,0,0,,
"Traffic: Fatal accident PR-149 road in Villalba in front of junker Bernie. Drivers of two trucks collided, one of them died",2017-09-04,/NotiUno/status/904646578568396800,0,0,0,0,0,,
"Maduro says that in minutes he will make important announcements, pending.",2017-11-01,/RCTVenlinea/status/925835072619601920,0,0,0,0,0,,
"# UPDATE  Trump ends #DACA  program that protects 800,000 people brought to US illegally as minors from deportation http://u.afp.com/4b6G Â ",2017-09-05,/AFP/status/905112024664944641,0,0,0,0,0,,
Two-year-old children die when shot in southwest Miami-Dade http: // www. diariolasamericas.com/c4139517,2017-12-16,/DLasAmericas/status/942171712703037440,0,0,0,0,0,,
"# NoMÃ¡sTerrorismo __PIPE__ At least 2,640 people died and 5,379 were injured in the first nine months of 2017 in # Afghanistan http://bit.ly/2Enux4C pic.twitter.com/17VZrC4tZZ",2018-01-30,/teleSURtv/status/958521465590005760,0,1,0,0,0,,
"[VIDEO] At least 15 dead left new suicide attack against Army unit in Kabul, Afghanistan http://bit.ly/2FpMkr8 pic.twitter.com/52c2QxtANo",2018-01-29,/NTN24/status/958026957182197760,0,1,0,0,0,,
"Radio host says Al Franken kissed, groped her during 2006 USO tour  http://huffp.st/N58h0P1 Â  pic.twitter.com/JQhzw5vcrv",2017-11-16,/HuffPost/status/931188760229838849,0,0,0,0,0,,
# BREAKING  UK targeted by Russia because it 'called out' abuses: Johnson,2018-03-21,/AFP/status/976463665217105920,0,0,0,0,0,,
This 'Stranger Things' poster will make you rethink your pumpkin spice latte__NEWLINE__  Â ,2017-10-02,/mashable/status/914857467657572352,0,,0,0,0,,
"During the Christmas Break 2017-2018 CAROLINA, Friday, December 22, 2017 - The Mayor JosÃ© Carlos Aponte ... https://fb.me/1KeN7hSDz",2017-12-26,/Foro_Noticioso/status/945633761718407169,0,0,0,0,0,,
"The U.S. Geologic Survey confirms that a meteor blew up over the Detroit area tonight, with enough force to register as a 2.0 earthquake. https://twitter.com/MattRudkinWSBT /status/953453991404457984 Â  â¦",2018-01-16,/NPR/status/953470605852102656,0,0,0,0,0,,
Shelter-in-place order shutters San Antonio Air Force base   Â  ,2017-10-15,/WESH/status/919491824380760065,0,,0,0,0,,
# ENDESARROLLO __PIPE__ Earthquake of magnitude 6.4 and 9.4 kilometers deep shook Taiwan http://bit.ly/2FSAJRz pic.twitter.com/E6XUrbb8Pt,2018-02-06,/NTN24/status/960913835405299720,0,1,0,0,0,,
Russian strategic missile forces test potential armament for Topol ICBM  https://on.rt.com/8vnp Â  pic.twitter.com/iSgC8KYqD4,2017-12-26,/RT_com/status/945694445424513024,0,0,0,0,0,,
The curious battle that two Italian brothers beat Apple for the Steve Jobs brand http://bbc.in/2EkXbCq pic.twitter.com/kk8TWwiBJ3,2018-01-07,/bbcmundo/status/950171216194736128,0,0,0,0,0,,
Are you ready to fly with Uber? pic.twitter.com/8pYIjJfFEy,2018-03-16,/mashable/status/974819355736199168,0,0,0,0,0,,
Stressed about sitting down for Thanksgiving dinner and arguing with relatives who have different political views and values? Here are some tips to help you avoid confrontation and keep the peace: pic.twitter.com/qmBPIXPSGK,2017-11-23,/CBSNews/status/933732036195561472,0,0,0,0,0,,
Lounge over the water in this epic ring of hammocks. pic.twitter.com/t5kJUWo4qH,2017-11-04,/mashable/status/926723956534476800,0,0,0,0,0,,
# NCDN  CON RESUMEN FINAL https://www. pscp.tv/w/bNz2mTFXZ0tn YWdacmJtRXZ8MVBsSlFRaldCUVdKRbAXd8JK9QjkA-_mTFyvnYV4eBHUe4V7s0l_PFJG_bKJ Â  â¦,2017-11-16,/CDN37/status/931356120379043840,0,0,0,0,0,,
Iâve seen mental healthcare at first hand â Iâm not shocked patients are dying __PIPE__ Hannah Jane Parkinson https://trib.al/5rGuYNv Â ,2018-03-07,/guardian/status/971286928833302530,0,0,0,0,0,,
Vulnerable population in the US UU in danger under the cold wave http://ow.ly/ItxA30huacl,2017-12-29,/Metro_PR/status/946779055441006592,0,0,0,0,0,,
The organism may be related to the development of brain diseases https://es.rt.com/5cwt,2017-09-14,/ActualidadRT/status/908485770029105152,0,0,0,0,0,,
"By not being in the TPP, the US will lose the possibility of generating 131,000 million dollars annually, says Economy http://ow.ly/dSaG30jermJ",2018-03-30,/ExpansionMx/status/979720016215052288,0,0,0,0,0,,
Dutch gangster famed for kidnap of Heineken boss on trial for murder https://trib.al/JgMfq5a Â ,2018-02-05,/guardian/status/960544881004503040,0,0,0,0,0,,
Learn more about bird-friendly clean energy. #CleanEnergyWeek  Â ,2017-09-26,/audubonsociety/status/912863150432808961,0,,0,0,0,,
# Gallery __PIPE__ Shamans perform ritual to Pope Francis in his visit to Peruvian soil # FranciscoEnPerÃº http://bit.ly/2ESxzwE pic.twitter.com/2fbjFGaCNh,2018-01-19,/teleSURtv/status/954345700044738562,0,0,0,0,0,,
The American voting system is vulnerable for a number of reasons. https://www. npr.org/2018/01/27/579 683042/5-ways-election-interference-could-and-probably-will-worsen-in-2018-and-beyond?utm_source=twitter.com&utm_medium=social&utm_campaign=npr&utm_term=nprnews&utm_content=20180127 Â  â¦,2018-01-27,/NPR/status/957421719496642560,0,0,0,0,0,,
DiCaprio thanks PeÃ±a Nieto for protecting marine vaquitas. http://exp.mx/2yfwXSb,2017-10-14,/ExpansionMx/status/919261802701172737,0,0,0,0,0,,
The unilateral declaration of independence of Catalonia has received criticism from several world leaders https://es.rt.com/5fti,2017-10-27,/ActualidadRT/status/924064222035808256,0,0,0,0,0,,
The president has not made a final decision yet.,2017-09-22,/NPR/status/911313051038683136,0,0,0,0,0,,
".@EricGreitens : ""In Missouri, if you loot, the only safe space you're going to have is in a jail cell."" pic.twitter.com/mKKPvqvLZz",2017-09-17,/FoxNews/status/909360970430124032,0,0,0,0,0,,
FERRY EMERGENCY UPDATE: More info here:  http://komonews.com/news/local/rep ort-car-plunges-into-water-near-anacortes-ferry-dock-rescue-underway Â  â¦ https://twitter.com/wsferries/stat us/956597104981323776 Â  â¦,2018-01-25,/komonews/status/956598604151496704,0,1,0,0,0,,
UPDATE: Cuba blames Washington for deteriorating relations   Â  ,2017-10-03,/MiamiHerald/status/915312250709331970,0,0,0,0,0,,
How was the unusual kidnapping of the Argentine pilot Juan Manuel Fangio in Cuba 60 years ago (and what happens today in the places where he was held in Havana) http://bbc.in/2HMlThw pic.twitter.com/5BRZ1kesbP,2018-02-25,/bbcmundo/status/967748284784762880,0,0,0,0,0,,
LAST MINUTE: First results of the presidential elections in Chile https://es.rt.com/5h7n #ChileElige pic.twitter.com/6WiO5LLh4z,2017-11-19,/ActualidadRT/status/932374866786885632,0,0,,0,0,,
What is the neutrality of the internet and why does it matter that the United States has finished with it? #NetNeutrality http://bit.ly/2zck2QA pic.twitter.com/27HNiKi4Rg,2017-12-14,/Metro_PR/status/941461553735393280,0,0,0,0,0,,
# ENVIVO __PIPE__ TSE: I want to emphasize that there has been a very big effort of the TSE to pass this exam http://bit.ly/teleSUR,2017-11-26,/teleSURtv/status/934948573808078848,0,0,0,0,0,,
Catalonia's ousted regional president will give news conference in Brussels as to whether he will request political asylum in Belgium ,2017-10-31,/WPBF25News/status/925288453327204352,0,0,0,0,0,,
2 pilots report UFO sighting pic.twitter.com/GzNlPQIsmO,2018-03-29,/RT_com/status/979206516199731201,0,0,0,0,0,,
# Final Focus: Villa Gonzalez protests demand of several claims #CDN pic.twitter.com/I4dIyEyWRZ,2018-02-21,/CDN37/status/966488129992523778,0,0,0,0,0,,
"Linda Brown, the African-American woman who led the end of racial segregation in US schools, dies https://bbc.in/2DYclwO pic.twitter.com/8Qs2gXFT50",2018-03-27,/bbcmundo/status/978730130825674753,0,0,0,0,0,,
# Brazil __PIPE__ Michel Temer receives second notification of corruption complaint http://bit.ly/2yH2TMF pic.twitter.com/MbKH5fYXZp,2017-09-28,/teleSURtv/status/913266770475024384,0,0,0,0,0,,
Not sure how to choose between the iPhone 8 and the iPhone X? Here are the most important differences ,2017-09-15,/businessinsider/status/908867285405675521,0,,0,0,0,,
FIRST IMAGES: A strong earthquake shakes Mexico https://es.rt.com/5cey,2017-09-08,/ActualidadRT/status/906117081229385728,0,0,0,0,0,,
"Happy Birthday   Golden Gate National Recreation Area, est. #OnThisDay  in 1972  https://3dparks.wr.usgs.gov/goga/ Â  pic.twitter.com/xllYbecvFL",2017-10-27,/USGS/status/923885742216036352,0,0,0,0,0,,
Snowboarder Tess Coady blames Pyeongchang wind for ACL rupture https://trib.al/3Ifb3g2 Â ,2018-02-11,/guardian/status/962838094708961286,0,0,0,0,0,,
The police knew about Weinstein's crimes and had audio evidence https://es.rt.com/5pbi,2018-03-20,/ActualidadRT/status/976117499841400833,0,0,0,0,0,,
"Oil bulls are back in the driving seat with $60 a barrel in sight, but it could be a short ride  https://bloom.bg/2fNYWhB Â  pic.twitter.com/fsB3oMNmmn",2017-09-26,/business/status/912642601764958208,0,0,0,0,0,,
Vauxhall to cut 400 jobs at Ellesmere Port as demand for Astra falls https://trib.al/wPe6q3u Â ,2017-10-15,/guardian/status/919611151935328258,0,0,0,0,0,,
Senate passes on the veto of the governor in the Minors Act https://notiuno.com/senado-pasa-so bre-el-veto-del-gobernador-en-la-ley-de-menores / ... # NotiUno630,2018-01-16,/NotiUno/status/953381649466773506,0,0,0,0,0,,
NASA launches a new meteorological satellite https: // www. pscp.tv/w/bN6idjI3Mzg0 NTN8MUJSSmpMalJrQmRLd3A7RNCubLrO_jwpPrMkiQryHgYoOXA7sIcUDApadjT7 ...,2017-11-18,/ActualidadRT/status/931815536584826880,0,0,0,0,0,,
High school under fire after 'slavery lesson' outrages parents   Â ,2017-09-21,/ActionNewsJax/status/910850374155857920,0,0,0,0,0,,
Good Morning America!  ,2017-09-27,/GMA/status/913010632286404609,0,,0,0,0,,
Good Morning,2017-11-15,/ricardorossello/status/930738241036279810,0,0,0,0,0,,
Obamacare enrollment slips during shortened sign-up window  https://bloom.bg/2kU4RmQ Â  pic.twitter.com/O0HP3nbpso,2017-12-21,/business/status/943939451595689984,0,0,0,0,0,,
China isnât killing the US in trade by as much as we think  https://read.bi/2GhkWMK Â  pic.twitter.com/msY8KgZ058,2018-03-27,/businessinsider/status/978830514881728512,0,0,0,0,0,,
