Tweet,Category,Date,Permalink
.  facing class-action law suit from residents of  . Would you take FPL to court? Story  .com ,3,09/19/2017,https://twitter.com/WillardNBC6/status/910171034644619264
.  facing class-action law suit from residents of  . Would you take FPL to court? Details  .com ,3,09/19/2017,https://twitter.com/WillardNBC6/status/910170218168815616
"Over a week!!! 1,000's in South Florida have NO power. Lives endangered. FPL needs better plan  sun-sentinel.com/news/weather/h urricane/fl-reg-hurricane-irma-power-restored-20170917-story.html …  ",2,09/19/2017,https://twitter.com/TheRightMelody/status/910166481991798784
".  says ""We tried to get  to come to this meeting. They declined."" Even the nursing home industry has a rep here.",8,09/19/2017,https://twitter.com/Daniel_Sweeney/status/910162545314553858
 I propose the rest of Florida affected by power outages start a class action lawsuit against City of Coral Gables,3,09/19/2017,https://twitter.com/redneckdad0404/status/910160787104288768
 SunnyIslesBeach had power during Irma Now no power since 09/16 worker damaged FPL equipment 46 families affected OLD people,1,09/19/2017,https://twitter.com/erwinjoe/status/910146883049402369
"I'm so sorry for you, Hector - Please stay safe through this next storm!",5,09/19/2017,https://twitter.com/rinrose13/status/910145753229795328
Sorry to hear that Erin. It took12 days for us to get electricity and now we expect another storm. Hope you get electricity soon.,5,09/19/2017,https://twitter.com/HectorCFA/status/910138008111861760
"After slipping their deadline 3 times,  swore we'd have power at 11:45 last night. Still no power",2,09/19/2017,https://twitter.com/Shoq/status/910136926639968256
They will take me to court before I pay one penny of storm charge. I'll start putting up my solar panels now.,1,09/19/2017,https://twitter.com/ajb31969/status/910134816988950528
" Our cancer/oncology practice continues to remain without power a week after the storm, Shocked/saddened  usoncology.com/patients/pract ices/cancer-care-centers-brevard/cancer-care-centers-brevard-sebastian …",2,09/19/2017,https://twitter.com/rchopra0/status/910134199692148737
 11 days of hotel bills. Half the neighborhood has power. According to storm ticket 51 units affected. I guess not a priority,1,09/19/2017,https://twitter.com/BhargavsVivek/status/910126563575914496
"""Last time we had a major hurricane, there wasn't power for a month."" -  rep and marketing genius",8,09/19/2017,https://twitter.com/ninaonthemark/status/910125353313632256
"Ed Morrell and Sam Smith show handwritten drawings and notes from two children in Interlachen, SW of Jacksonville. #IRMArecovery  ",6,09/19/2017,https://twitter.com/GulfPower/status/910125275001901056
So your deadline is at 18hrs to turn my power on according to ur original estimate. A Billion last year in profit eh? ... What a joke.,2,09/19/2017,https://twitter.com/PigFloydBBQ/status/910122011854327810
My mom didn't have to evacuate from hurricane Irma but she is now evacuating from  incompetence.,1,09/19/2017,https://twitter.com/ablarcomRD/status/910118649981210624
" I stand with FPL. Thx for all you are doing. These are natural disasters and no matter how much we prepare, it won't be enough.",6,09/19/2017,https://twitter.com/GraceLitano/status/910116468121010177
"#FPLoutage #irma   Hey  , I'll pay your extra ""storm charges"" when you pay my hotel bill. 10 days and counting.",2,09/19/2017,https://twitter.com/Josh_Kotler/status/910109347799322625
Yall r awesome and yall rock!!! We appreciate everything yall r doing. Im praying that yall stay safe. And praying 4 ur families.,7,09/19/2017,https://twitter.com/amy_hars/status/910106015122776070
 everyday the estimated date & time changes. Pregnant & no power 4 over 1 week! Yet u are quick to charge extra fees 4 disasters!,2,09/19/2017,https://twitter.com/Ms_understood44/status/910095948080144384
 damage cannot be the reason for failure to restore. There's been no trucks assessing my street. It's just a failure. Period.,2,09/19/2017,https://twitter.com/JustinLetoLaw/status/910092030021337088
#WhatILearnedToday  sells disaster trailers before the hurricane hits &  bans solar panel use during a power outage.,1,09/19/2017,https://twitter.com/SleeveDidIt/status/910091715494768640
Well still no power in Yulee maybe fpl's waiting for the hurricane season to be over that way they don't have to do double the work,2,09/19/2017,https://twitter.com/Raymond20953301/status/910083975959498752
Say  get my boy  some power man hurricane irma came thru 2 weeks ago.. yall hella scando..,2,09/19/2017,https://twitter.com/Bldglt/status/910021261757157376
"You should be,  lobbied to make it illegal in Florida to use solar power after acts of nature such as hurricanes; senseless, greed  twitter.com/insidefpl/stat us/908729705569882114 …",3,09/19/2017,https://twitter.com/CasualSec/status/910011867883560960
"It's amazing, you never realize what you have until a major hurricane roles in lol",1,09/19/2017,https://twitter.com/JosephLocus/status/910005905361702912
You missed the deadline you set 3x! It's unfair to give deadlines that you don't meet! Be honest. Right now you have no credibility with me,2,09/19/2017,https://twitter.com/ghaa5454/status/909996486309679104
Hey   been having power surges the last hour. Should we turn off / unplug to prevent damage to our electronics?,5,09/19/2017,https://twitter.com/cruzerflorida/status/909992510616948736
"And if that's not infuriating enough, remember the tone-deaf tweets and self-congratulatory info they fed to residents during #Irma",1,09/18/2017,https://twitter.com/CaitlinReagan/status/909979759454642176
"Is  going to give money back to customers for over a decade of rate hikes to ""better prepare for storms"" only to fail anyway?",1,09/18/2017,https://twitter.com/Tribulacion/status/909978995890032640
"So, remember the weeks that  left you sweltering in the heat during #Irma recovery when it comes time to vote.",1,09/18/2017,https://twitter.com/CaitlinReagan/status/909978619384090624
FPL knowingly Florida is prone to destructive hurricane's. Negligence on FPL having the technology to build new power grid infrastructure,1,09/18/2017,https://twitter.com/kosmikdj/status/909970607286218752
"I think the same, everyone that I know has said 4 or 5 days &, here we're in zones with no flooding or tornados waiting 4  , mercy?",1,09/18/2017,https://twitter.com/a_matar/status/909968336385167361
.  crew member meets with utility workers at  (  ) staging area  heraldtribune.com/news/20170918/ star-of-deadliest-catch-meets-privately-with-utility-workers-at-robarts-arena …,8,09/18/2017,https://twitter.com/ReadCarlos/status/909964976965718016
"In Florida, You Can’t Use Your Own Solar Panels in a Crisis |   libertyblitzkrieg.com/2017/09/18/in- florida-you-cant-use-your-own-solar-panels-in-a-crisis/ …",8,09/18/2017,https://twitter.com/agada1/status/909962855763595264
"All their focus is on Miami...when #Irma made landfall in Naples, yet they keep patting themselves on the back like they're heroes.",2,09/18/2017,https://twitter.com/CaitlinReagan/status/909958164958908416
"Our 80-person storm team works to assist FP&L with restoration. More than 5,000 customers were w/o power Sunday. #IRMArecovery  ",7,09/18/2017,https://twitter.com/GulfPower/status/909952691341729792
" Bill Orlove, come visit us tomorrow in Collier County and explain why we don't have power! Worst recovery rate! #FPLLies",2,09/18/2017,https://twitter.com/RxJedi/status/909948887171035136
" Up our rates and pass along your inflated recovery costs, while we get no answers or explanation! #FPLLies #CollierCounty",2,09/18/2017,https://twitter.com/RxJedi/status/909948454394384384
"It has been 8 days now here in 33125, no debris, no flooding, no poles down, I would really like to understand the delay....",4,09/18/2017,https://twitter.com/Ayran92/status/909939034675404805
 Come visit some homes you've passed over and see the damage caused by your inability to provide the services you are paid for!,6,09/18/2017,https://twitter.com/RxJedi/status/909938895638482944
3 hours and 15 minutes until  deadline that they already moved back. ,2,09/18/2017,https://twitter.com/Betterduck/status/909936918183497729
You missed your second deadline. You are abusing your monopoly status and you have lost any trust you had. Please check my DM.,2,09/18/2017,https://twitter.com/JustinKramm_SF/status/909936694555742208
"An 80-person storm team is assisting FP&L with restoration. More than 5,000 customers were without power Sunday. #IRMArecovery  ",8,09/18/2017,https://twitter.com/GulfPower/status/909935972619554816
Wow my deadline was 11:45 last night and I saw the truck at 10:30 came on a little after,2,09/18/2017,https://twitter.com/5xNatl_Champs/status/909931525390598144
You'd think in 2017 there was a way to prevent what happened after hurricane Wilma from happening again... Yeah right! Crooks! ,1,09/18/2017,https://twitter.com/donata_13/status/909927819404365824
Very impressed with  during this hurricane. Run for president. . Very sad that 20 of us left for 8 powerless by ,1,09/18/2017,https://twitter.com/simplyzenFL/status/909926209949184005
"The storm was a week ago  , where you at though? ",6,09/18/2017,https://twitter.com/MellyOnTheBeat/status/909925557458042880
" numbers as of 7pm: 18,200 accounts affected, 16,730 restored, & 1,470 still out. 92% of the electricity in #NMB has been restored ",8,09/18/2017,https://twitter.com/CityNMB/status/909925042196271104
get ready to pay extra soon  sun-sentinel.com/news/weather/h urricane/fl-bz-fpl-irma-cost-recovery-report-20170918-story.html …,5,09/18/2017,https://twitter.com/mrlovely954/status/909924844371939329
"Am I gonna get power by deadline. Says ""In Progress"",,,,""909924632014331904",2,09/18/2017,
The  deadline is 4 hrs 15 min. Should I check out of hotel and go home then?,2,09/18/2017,https://twitter.com/Betterduck/status/909923642515042304
Incredibly grateful for the KC Missouri residents allowing your guys to come help. 9 days without power!!!! Amen. #SmallMiracles,5,09/18/2017,https://twitter.com/JosephLocus/status/909923105090531328
POWER ON 16:20hrs. Thank You. N.J. & Michigan Tree/Linesman left cuttings pilled high. Said contact FPL to remove & reepair damage. ADVISE.,2,09/18/2017,https://twitter.com/VARCA_Famiglia/status/909922679079276544
Hey  I got no electricity day 10.  said deadline was today. So now I'm fucked.  is doing nothing. Help.,2,09/18/2017,https://twitter.com/Betterduck/status/909922387382108160
    #day10 of no lights in #CutlerBay FPL Outage not storm related! No trucks insight!,2,09/18/2017,https://twitter.com/AleiaElle/status/909922220042063872
They're out there restoring power in places that are still flooded but not in places that are perfectly fine,8,09/18/2017,https://twitter.com/queendsd/status/909916479998611456
8 days without power here. This was a major storm folks. Can't be too precise when estimating repairs with so many affected. 1,2,09/18/2017,https://twitter.com/rRichSarasota99/status/909916194341314560
Martin Co. residents hosted potluck to say thanks to  lineman who restored power after #Irma . #TCOpinion  bit.ly/2ykbQvn ,6,09/18/2017,https://twitter.com/TCPalm/status/909915066090315776
Until someone get seriously injured... that's when the lawsuit comes into place.,3,09/18/2017,https://twitter.com/RiosLarry/status/909911245289029632
"Same crap every storm. Last year,  focused on trying to deceive consumers with that solar initiative, instead of grid resiliency.",1,09/18/2017,https://twitter.com/Sharkonwheels/status/909909272397524993
u keep changing restoration date w/o explanation. 38 condos affected & have no running water due to lack of power. Need answer.,2,09/18/2017,https://twitter.com/MagdaRamada/status/909909164780003328
  We have no power & hence no water. Building w 38 condos affected.  keeps changing restoration date  twitter.com/tomas_regalado /status/909829970624700416 …,7,09/18/2017,https://twitter.com/MagdaRamada/status/909906490198171650
Omg  thanks for the third world experience! #irma #irmarecovery,1,09/18/2017,https://twitter.com/ninaonthemark/status/909905833798103040
"stormie, you got power back?I hope Maria isnt following the same path as Irma all the way",5,09/18/2017,https://twitter.com/soapoperanurse3/status/909904473128095750
#Relativity explains both the lack of toughness of the  customers and the pace of the recovery. Most of us just got a storm.,2,09/18/2017,https://twitter.com/BK_Claynes/status/909904330010120202
Retweeted Stormie Sikb (  ): I'd like to know WHEN YOU WILL BEGIN TO START WORKING ON MY STREET! ,2,09/18/2017,https://twitter.com/mahilena/status/909903294876839936
 Hey guys we have a damaged transform  sw2nd st that was been fixed on 9/16 but someone got hurt. no one came back to fix it ,2,09/18/2017,https://twitter.com/markaramos089/status/909902860531445761
Less than 6 hours for  deadline and I don't see any trucks or anybody digging.     ,2,09/18/2017,https://twitter.com/Betterduck/status/909902765685641217
 what happened to my electricity?? Had it lastnight and this morning and now we return home from work and it's gone!! #zip33024,4,09/18/2017,https://twitter.com/Jaime_Matus_24/status/909901545331920901
Day 9 no power!!!! Neighbor had a heart attack. Haven't seen anyone even working in our neighborhood. It is grim in Fort Myers.,2,09/18/2017,https://twitter.com/lovelandToni/status/909900919734767616
You can check (and track) flooded areas here:  floodmap.io /,5,09/18/2017,https://twitter.com/IrmaResponse/status/909898363566530560
At this point I think hurricane Maria will hit us before FPL has restored everyone's power.,6,09/18/2017,https://twitter.com/ElmerAlvarado95/status/909898356859768832
Thank you  - the power is back on in our Fort Lauderdale shelter. Sweet relief for our youth and babies.,6,09/18/2017,https://twitter.com/CovenantHouse/status/909896636075257861
 has 5 hours left to finish before their deadline. Hope the guys taking selfies in front of their truck doesn't hinder that,1,09/18/2017,https://twitter.com/dagreatest33/status/909892313224278017
No power in  No trucks working  deadline day. ,2,09/18/2017,https://twitter.com/Betterduck/status/909891139972583424
Assuming You don't have power. My facts are exact. 2004 = 3 category 3 Hurricanes (back 2 back )=30 days in generator. This storm =7 days.,6,09/18/2017,https://twitter.com/Above_n_Beyond2/status/909886554918850563
 Can you send someone to restore services to the address below. We understand you are busy (this is easy fix) 3 accounts affected  twitter.com/gene_zamora/st atus/909778768146911232 …,7,09/18/2017,https://twitter.com/DANCE99FLA/status/909885161453637633
Different section. The FPL site says there are only 10 houses affected by our problem. Follow me and I'll DM you my address.,4,09/18/2017,https://twitter.com/alangomez/status/909883261282930689
.  Sacramento Call Center employees helping support  answering calls from #Florida residents still w/out power ,6,09/18/2017,https://twitter.com/PGE_Brandi/status/909881425070977024
 told me via this app I had power day after #Irma . I corrected them. Estimated power up deadline has passed. Still waiting. ,2,09/18/2017,https://twitter.com/jackstevison/status/909876398554320896
"Nearly 3.5 million customers impacted by #HurricaneIrma have had their power restored, amazing work  !  dp-pro.com/2017/09/18/nea rly-3-5-million-customers-impacted-by-hurricane-irma-have-been-restored-so-far-number-of-customer-accounts-remaining-out-is-now-fewer-than-1-million-as-restoration-continues-around-the-clock/ … ",8,09/18/2017,https://twitter.com/Infraresources/status/909876188100915201
 No power in most of South Coconut Grove single-family house. Haven't seen a  truck in my street since the hurricane.,2,09/18/2017,https://twitter.com/n_heuland/status/909874485586743297
 9 days is the best you can do? Imagine if the east coast had gotten a real storm instead of 70mph winds. Ridiculous. ,1,09/18/2017,https://twitter.com/noze_bastrd/status/909873701532897280
 missinU &team off afterstorm all esle very thankful 4 minimal damage dwn lots of help needs Keys those without a.c.  Ty,6,09/18/2017,https://twitter.com/krissymom2/status/909872321992773632
Our IA and WI crews are still on job restoring power in neighborhoods for grateful Florida residents in wake of Irma. #IrmaRelief  ,7,09/18/2017,https://twitter.com/AlliantEnergyIA/status/909867235816148992
Our IA and WI crews are still on job restoring power in neighborhoods for grateful Florida residents in wake of Irma. #IrmaRelief  ,7,09/18/2017,https://twitter.com/AlliantEnergyWI/status/909867234926956545
*  customer service reps in Sacramento are answering calls for  to better assist Floridians affected by Hurricane Irma. ,8,09/18/2017,https://twitter.com/RadioJoe1530/status/909865258814103552
#Irma responders. Still Concerned about #safety at #FieldbrookEstates #Boca #FPL Tix#2492 Pls help    ,8,09/18/2017,https://twitter.com/sjgstone/status/909861896614023168
Palmetto Bay residents just told by lineman that they won't make the  deadline if Tuesday night for restoring power.,2,09/18/2017,https://twitter.com/HammarOlivia/status/909860664004562945
How about TICE fort Myers?? Very little damage here yet no power,2,09/18/2017,https://twitter.com/mahilena/status/909856103835557888
Friends in Palmetto Bay just told by  that they won't make the Tuesday night deadline. May take a couple more days.,2,09/18/2017,https://twitter.com/HammarOlivia/status/909855692168802304
Retweeted Michelle (  ): Day 8 with no power cause of #hurricaneirma  Please help me!!! My...  fb.me/42qeofV16,2,09/18/2017,https://twitter.com/mahilena/status/909854467402559489
"Somehow I don't think the poor folks who DIED in nursing homes while awaiting FPL to get to their grid, don't appreciate your outrage",1,09/18/2017,https://twitter.com/dsmart/status/909854252402708480
Retweeted Robert Fortner (  ):  Got no patience for you FPL. Nothing but trop storm winds...  fb.me/C13ZBehf,2,09/18/2017,https://twitter.com/mahilena/status/909854138044866560
 progress here in lee is slow. Over a million ppl In Miami affected and they're down to 14k. 21st for Power is terrible.,8,09/18/2017,https://twitter.com/Nickmurphy_8904/status/909853584073936896
"...about 6 hours after tropical storm Irma passed (for Miami Dade County, anyway) & neither  or  were ready #Ridiculous  twitter.com/defede/status/ 909487243366105088 …",1,09/18/2017,https://twitter.com/AmandiOnAir/status/909852586907455488
 why no power and no trucks in TICE fort Myers even when there is not damage to the poles or transformers in neighborhood,2,09/18/2017,https://twitter.com/mahilena/status/909851372903903243
Day 9 of no power at our house from #hurricaneirma . I can see the tree laying on our power line and the repair guys drove away! ,2,09/18/2017,https://twitter.com/wellsjmelissa/status/909851278221684736
" please provide insight as to how choose areas to restore. Everyone around has power. I see no damage, yet taking forever",1,09/18/2017,https://twitter.com/therealdeadball/status/909847132181549056
"Thank you to  and other utilities. While Irma did so much damage, it is being restored in record time.  ow.ly/k1SG30ffiT2",6,09/18/2017,https://twitter.com/MitchBlackburn/status/909845665093685249
My area is very accessible and hasnt been affected by tornadoes or flooding that would prevent power from being restored after 9 days,2,09/18/2017,https://twitter.com/paulewalle/status/909843940920217600
There's still flooding in the Naples area Thank you  for your hard work!!! ,6,09/18/2017,https://twitter.com/CGuiselle/status/909841883555405825
Thanks for brightening up our day! We're happy to help  get the power back on for customers impacted by #Irma . ,7,09/18/2017,https://twitter.com/PSEGdelivers/status/909841325859667968
Our crews continue restoring power for storm-weary Floridians. #Irma restoration work for  now neighborhood by neighborhood. ,7,09/18/2017,https://twitter.com/EntergyLA/status/909839453010702338
how are yall allowing the power to go off and on when the hurricane was a week ago  ,1,09/18/2017,https://twitter.com/arianacuIture/status/909839167982534661
Thank you to the men and women of  who are quickly repairing the damaged areas from #HurricaneIrma . ,6,09/18/2017,https://twitter.com/CrowdCtrlStore/status/909837694100017152
 where's my power? Your deadline is 24 hours from now. Your on the clock. Rockdale SW 148st. West of US1.. Haven't see one truck.,7,09/18/2017,https://twitter.com/PigFloydBBQ/status/909836898482483201
        horrible experience #hurricaneirma2017aftermath  twitter.com/wsvn/status/90 9828748635197440 …,1,09/18/2017,https://twitter.com/goldstocktrades/status/909834958205747200
"Fixing lines & working on electricity at Pickwick.  #'s as of 12pm: 18,200 accounts affected, 16,320 restored, & 1,880 still out. ",8,09/18/2017,https://twitter.com/CityNMB/status/909825280889556992
Wow I can't believe I single handedly saved you by praying,5,09/18/2017,https://twitter.com/domingwez/status/909823229203767296
THANK YOU #ElectriCom crew of #PaoliIndiana for restoring power and fixing our mess #hurricaneirma2017 #HurricaneIrmaAftermath ,6,09/18/2017,https://twitter.com/GubnitskyMaria/status/909821795326406657
"Damn no electricity for over a week :/ I'd die, we got ours 6 days after the storm and I was going crazy from my 90 degree house",2,09/18/2017,https://twitter.com/domingwez/status/909821257033699328
"we might be getting our second hurricane over a week after Irma, and  STILL HASNT FIXED MY ELECTRICITY :)",2,09/18/2017,https://twitter.com/rebecunt/status/909820176287371264
"9 days with no power!!! When are you going to recover it??? We need A/C and a normal life!!!Ticket 1978, ZIP 33015",2,09/18/2017,https://twitter.com/mafe_oo/status/909814262733983744
 restore services to 2.7 million customers affected by #Irma #Florida  bit.ly/2vYB6FQ,8,09/18/2017,https://twitter.com/Metering/status/909809574319882240
 would FPL like to explain why my power goes out now when it didnt after a cat 3 hurricane? #hurricaneirma2017 #hurricaneimra,1,09/18/2017,https://twitter.com/autohitch/status/909806464956551169
 why is it you had men pass though our neighborhood the day after the storm and nobody has been there since? please help!,2,09/18/2017,https://twitter.com/anewmanofficial/status/909796604185636864
"Smh  really, really dawg, how y'all gon let another hurricane overlap my house before y'all give me power kid? MAN FUCK YALL",2,09/18/2017,https://twitter.com/KiddoMarv/status/909795807913807872
"You have to wonder, Rosh, that after FPL failed Sun. deadline, and being so profits-focused, if these 96% restored numbers are a blatant lie",6,09/18/2017,https://twitter.com/anostro/status/909793110363959296
"21,510 Sarasota County residents are still waiting for power.  expects to have 100 percent with power...  fb.me/3vOjSwqy4",8,09/18/2017,https://twitter.com/wateratlas/status/909790388382306305
 My entire neighborhood has power. No more trucks in area. Only three sharing same line still affected. Have we been forgotten?,2,09/18/2017,https://twitter.com/JeSuisMeli/status/909789138232147968
"21,510 Sarasota County residents remain without power. By close of business Monday,  hopes to have 90% of county with power. ",8,09/18/2017,https://twitter.com/SRQCountyGov/status/909788574618472448
"21,510 Sarasota County residents remain without power. By close of business Monday,  hopes to have 90% of county with power. ",8,09/18/2017,https://twitter.com/scgovEOC/status/909788573704048640
Being positive is good. I'm sure it's hard sometimes but know you have many Twitter friends who care. You're in my thoughts and prayers.,5,09/18/2017,https://twitter.com/joyce_psycho/status/909784496513454080
".  , others winding down #IrmaHurricane restoration, but #grid rebuild still coming:  bit.ly/2fv10ec ",8,09/18/2017,https://twitter.com/rodwaltonelp/status/909784336722886656
"because Gov. Rick Scott is a corrupt sellout who wont even allow the term ""climate change"" in the florida legislature.",8,09/18/2017,https://twitter.com/stuberry69/status/909780579222036480
You've missed your deadline twice now. And I'm promised today but there are NO WORKERS IN MY NEIGHBORHOOD AGAIN!! #FPL #Lies ,2,09/18/2017,https://twitter.com/apricoco/status/909779080459014144
Thank you  and all of the volunteers from out of state for working non-stop to restore power after #IrmaHurricane .,6,09/18/2017,https://twitter.com/astrl1/status/909777661861523456
We've yet to see a utility truck or tree trimmer. #FPL can't help residents who are forced to rely on them for electricity. ,6,09/18/2017,https://twitter.com/SmartyPantsMama/status/909777052181651456
 will north Miami have electricity today. Supposedly the deadline is Monday,2,09/18/2017,https://twitter.com/Jay_G1991/status/909770036360962049
 if hurricane maria hits us you better be on it I'm not sitting another 4 and half days without air.,2,09/18/2017,https://twitter.com/liamkin65377982/status/909768315731611649
still #nopower ? #emergencyresponseteams from the #RedCross can bring food/water to ur location. What area are u in?,5,09/18/2017,https://twitter.com/OverhaulVintage/status/909762274264539136
Is FPL surprised it went down in a Tropical storm or at worst a Category 1 H....? BAD Maintenance which u r paid Millions of $$$.,1,09/18/2017,https://twitter.com/roddge/status/909760333962731520
 - still no power! And no FPL trucks on our street to fix the downed power lines. How will you meet today's deadline? Ticket#2880 ,2,09/18/2017,https://twitter.com/ozgecenberci/status/909757736514211840
Had storm damage. Rooftop door blew off. Rained in my house for 12 hours. Ceiling/Floor/Wall damage. Power needs to come back to dry it out.,2,09/18/2017,https://twitter.com/JeffMartinMedia/status/909757621606977536
Luckily no damage. A bunch of trees were down nearby but she ended up ok. Thanks for checking in,8,09/18/2017,https://twitter.com/Sabotage20/status/909754821854531584
" get on your shit, this is embarrassing. You knew the power of this storm and obviously didn't prepare",1,09/18/2017,https://twitter.com/gr3gLarnz/status/909754541398220801
"How can it take so long to suspect in a damage to your equipment, specially if we see no crews in a large surrounding area? Send someone!",7,09/18/2017,https://twitter.com/amigoramone/status/909752021980459008
#FPL was not prepared for cat 1 storm in #Miami . What happens when cat 4 hits. These people who lost their lives  amp.miamiherald.com/news/weather/h urricane/article173865956.html …,1,09/18/2017,https://twitter.com/DotCott20716086/status/909747959482454016
As of 9/17- 227 affected in my ticket. 9/18- 2245 affected. Are you guys working backwards?,1,09/18/2017,https://twitter.com/bpaez0828/status/909746333338292225
"Its terible to die lk heather did,but its awful to live in constant terror frm corrupt law in fl da.Again its all at  fbi.gov",3,09/18/2017,https://twitter.com/cafebacon007/status/909738035138453504
we remain without power past the deadline of 9/ 7. Breathing Fumes from neighbors generators can't blame them #poweroutage,2,09/18/2017,https://twitter.com/YMacare/status/909736771763785728
"10 days after the hurricane #Irma Pinecrest FL is a ghost town.  , .  and .  forgot their residents",2,09/18/2017,https://twitter.com/estebangerbasi/status/909736374391238656
"Its still out all ovr s fl da. How many days since hurricane, theyr all same",1,09/18/2017,https://twitter.com/cafebacon007/status/909726587578404865
I'm really disappointed. I lost power before the hurricane even got here and have not gotten it back yet. 10 days already!,2,09/18/2017,https://twitter.com/PeteyGonzalez/status/909721261668028417
2/2 Cat 1 storm in our area. Why is it taking so long to get a crew out? We are now past the 9/16 11:45PM deadline set by  . #help,7,09/18/2017,https://twitter.com/felixjmelendez/status/909701504126341120
1/2 I’m sorry but this isn’t good enough. I have a month old baby and we have now been displaced from our home for 8 days. This was only a,2,09/18/2017,https://twitter.com/felixjmelendez/status/909700909680271360
"Due to #lobbying from  , #Florida residents without power because of #HurricaneIrma cannot use their own #Solar panels.",3,09/18/2017,https://twitter.com/ZKevinBai/status/909700338688548871
I'd honestly be surprised if they meet the deadline at the rate they are fixing accounts affected.,2,09/18/2017,https://twitter.com/SenpaiSebby/status/909700237995986945
 get the F*k out of Palm Beach &get 2where the real damage was u dumbasses Gables/CoconutGrove/S Miami area! HORRIBLE organization,2,09/18/2017,https://twitter.com/ginnykc/status/909631774950555648
"It is past the 11:45pm  deadline, and only 2,970 home in #PBC don't have power but some are still in #CCA community. ",2,09/18/2017,https://twitter.com/db_ccaa_1958/status/909628294538186752
"We did not have a tornado, flooding or severe damage. Yet still without power... hmm....",2,09/17/2017,https://twitter.com/courtney_kitten/status/909620942791462912
 Only couple of buildings in our commty is impacted. So it is not major issue. Nearing ETA. No show of FPL ppl till now. Irritatng,2,09/17/2017,https://twitter.com/girishnandanan/status/909620373058187264
 hard at work 2 weeks after the storm no downed power lines or trees ,6,09/17/2017,https://twitter.com/MisterRifin/status/909618359335112705
People need to know how hard and even dangerous restoring power after such a disaster can be.,6,09/17/2017,https://twitter.com/McLem0nBac0n/status/909618037782966272
" numbers as of 11pm: 18,200 accounts affected, 15,710 restored, & 2,490 still out. 86% of the electricity is restored in #NMB . ",8,09/17/2017,https://twitter.com/CityNMB/status/909617371526189057
 threatening FPL because you do not have power in Pinecrest due to a natural disaster..shameful!  ,2,09/17/2017,https://twitter.com/glo1115/status/909606696242335744
 complete disaster. Very disorganized.,1,09/17/2017,https://twitter.com/RitaRAM20496340/status/909594907035279361
If  had 24k workers and restored 4.2 million out of 4.6 million affected. Why do we still not have power? Where is the 24k at?,4,09/17/2017,https://twitter.com/ozgecenberci/status/909592379467948032
" is a joke. No recovery plan whatsoever. If a real hurricane would have hit us, we would b w/out power for a year. #endmonopoly",1,09/17/2017,https://twitter.com/LJSECU/status/909587891298406400
Peaches & I are just a couple nomads in #Bradenton #Florida thanks to #hurricaneirma &  blackout #HurricaneIrmaAftermath ,2,09/17/2017,https://twitter.com/MRMasferrer/status/909583263555047424
we lost power before the storm even hit and it looks like we'll be the last ones to get it!!! Beyond frustrating!,1,09/17/2017,https://twitter.com/22Marlenne/status/909581886686662656
Kudos to  &  for an AMAZING job helping our beautiful Sunshine State recover after Irma. Take a bow!  twitter.com/pbpost/status/ 909542728375128065 …,6,09/17/2017,https://twitter.com/Ise12/status/909578964137635840
 I would like to thank everyone at fpl and those working with them to get electrical power restored after hurricane Irma,6,09/17/2017,https://twitter.com/OsceolaHoliday/status/909571978981494789
 is frustrated with very slow  restoration process and concerned with significant flooding #HurricaneIrmaAftermath,1,09/17/2017,https://twitter.com/MunCerv/status/909571507134844928
"It's been 9 days. There's only 8% that remain powerless. But still, not enough trucks to spare to send to coral gate to assess damage",2,09/17/2017,https://twitter.com/GEEK5TER/status/909568323918221312
"3/3 Same tree (caught in p.line) is also on roof. FPL told us ""Leave all alone!"" Since we can't remove it=causing more roof damage -8 days!",2,09/17/2017,https://twitter.com/milhealth/status/909566804716113920
"Although neighbors have light, still in the dark here! What's  going to do when a hurricane hits  directly? ",2,09/17/2017,https://twitter.com/miamicityman/status/909566801054486530
" Still without power. No more than a Tropical storm here, yet buddy down south got hit with the eye wall and has pwr restored....",2,09/17/2017,https://twitter.com/VICTORIOUS_Yoda/status/909564846479478785
"1/1 Thnks, 1st reply/8 days! Power line DOWN IN tree. SAME tree also on roof & since we can't remove it ourselves, roof incurring + damage",2,09/17/2017,https://twitter.com/milhealth/status/909559117399957504
My elec went out the Friday before the storm. Now out 9 days. What??,2,09/17/2017,https://twitter.com/ellyn007/status/909555423463837696
Guess FPL is not satisfied with the 8 deaths at the nursing home. Are you out for more?,3,09/17/2017,https://twitter.com/CatCc34102/status/909553789664993280
 &  should rebuild the power lines in Florida with steel poles. #HurricaneIrma just proved the entire state needs them.,1,09/17/2017,https://twitter.com/TheUXBA/status/909553068487987201
" trucks are parked because supervisors can not give orders, very disorganized #nopower #missingdeadlines #33176",5,09/17/2017,https://twitter.com/BildProperties/status/909552373839867909
Tuesday? new South Dade deadline for power  RESTITUTION A MUST! CASH & FOOD   therealdeal.com/miami/2017/09/ 16/fpl-expects-to-restore-power-in-south-dade-by-tuesday/ … via ,8,09/17/2017,https://twitter.com/SURVIVOR_NO1/status/909549579397468160
"20+ yrs w/  , 1st ""late"" statement. Reason? That's right, hurricane & no power for 6 days. Glad you had power back to mail these ",1,09/17/2017,https://twitter.com/ITSM_Lisa/status/909548568595361798
