Tweet,Category
Many places still out since yesterday afternoon. Crazy,3
Until gas runs out,3
Who's Obama,3
"she seems more nerve rattling than others, prob combo of harvey + strength + size....",3
Sponsored content?,3
Balloon ban at Palm Beach County beach parks takes effect Sept. 1 http://www. wptv.com/news/region-c- palm-beach-county/balloon-ban-at-palm-beach-county-beach-parks-takes-effect-sept-1 … via @rightrelevance thanks @wptv,3
True heroes & patriots,3
How many were calling themselves John miller?,3
Dead vet’s long-lost dog tag found amid hurricane debris http:// wsvn.com/news/local/dea d-vets-long-lost-dog-tag-found-amid-hurricane-debris/ …,3
TRUE,3
Very poor taste,3
She lies about every thing though.,3
Matthew 18:20(John 14:15)&Luke 10:19&Psalms 23/1-6&John 14:18,3
Miami overrated PERIOD,3
Worst than Cali?,3
@wsvn Next hurricane name?,3
“suddenly?” Wrong.,3
75 shelter animals relocated after power pole explodes in North Miami Beach http:// wsvn.com/news/local/75- shelter-animals-relocated-after-power-pole-explodes-in-north-miami-beach/ … pic.twitter.com/ptDezoOBFN,3
Awesome players!!!,3
Next week?,3
TRUE,3
Who tf watches NASCAR races,3
Independent lab findings demonstrating serious contamination & mosquito infestation. Residents request emergency meeting w/ city officials,3
Still?,3
Go away already,3
Aww poor little snowflake,3
Many wonderful memories,3
Something's wrong,3
Poor baby! ...RIP.,3
"I haven't had wifi or tv yet, i've been seeing a lot of att trucks",3
Sad,3
Sad,3
poor dog,3
Litty asf RT @wsvn : . @LIVmiami nightclub shows off new look after $10M renovation; @decodrive (cont) http:// tl.gd/no4m2k,3
WTF!,3
She’s disgusting,3
Way go @TimTebow !,3
crazy,3
Who care about miami gardens,3
Clown,3
https:// phys.org/news/2013-12-h umans-smarter-animals-experts.html …,3
True heros,3
Sick,3
Pls find him,3
Kids ;-;,3
Poor little guy!!!!,3
via @wsvn,3
KTLA 5 reports attack!!,3
EXISTENTIAL CRISIS ACTIVATED,3
". @insideFPL 9 pm power outage #update : Miami-Dade: 65,370 Broward: 18,180 Palm Beach: 4,050 pic.twitter.com/FcZhcvOWHW",3
getting fatter everyday...,3
Those poor manatees!,3
More FREE STUFF,3
SICK,3
". @insideFPL 9 pm power outage #update : Miami-Dade: 139,720 Broward: 56,040 Palm Beach: 25,660 pic.twitter.com/CKQxZmmyAC",3
". @insideFPL 8 pm power outage #update : Miami-Dade: 150,830 Broward: 60,680 Palm Beach: 29,270 pic.twitter.com/ha5EiA3axe",3
". @insideFPL 7 pm power outage #update : Miami-Dade: 156,710 Broward: 64,410 Palm Beach: 31,510 pic.twitter.com/t1UHPL4J55",3
". @insideFPL 6 pm power outage #update : Miami-Dade: 162,460 Broward: 67,760 Palm Beach: 32,900 pic.twitter.com/2UJSkdatK0",3
". @insideFPL 4 pm power outage #update : Miami-Dade County: 174,400 Broward County: 75,500 Palm Beach County: 38,370 pic.twitter.com/3CDWNRqwQB",3
RIDICULOUS.,3
Score settling rarely makes sense,3
lies,3
Who cares,3
Spider-Man isn’t real,3
Disgusting,3
wtf,3
Terrible.,3
@CNN @MSNBC @Foxnews @CBSNews @NBCNews @ABC @CNNnewsroom @BBC @MiamiHerald @wsvn Cover #VirginIslands #StJohn more http://www. dailymail.co.uk/news/article-4 879482/The-starving-pets-left-homeless-Hurricane-Irma.html …,3
Dang. Sad.,3
Did anyone catch he said crane damaged by Hurricane Andrew? Lol,3
Still beautiful,3
Priceless - I'm still laughing,3
Miami-Dade mayor says 27 senior residence facilities still without power; county providing ice to those locations.,3
Ridiculous,3
Poor peeps,3
What about Palm Beach county?,3
BRAVO FPL!!!! aBRAVO,3
Dont forget Hollywood,3
@MiamiDadePD Go sister!,3
@wsvn where can I find gas,3
Still under a boil water order.,3
"Toujours bien de rappeler que les local TV américaines peuvent aussi faire de la super info locale avec un vrai sens de leur community""""",3
Palm beach?,3
I didn't now hurricanes differentiated between cities....,3
@HeaterLou3 I totally understand lol,3
F. Miami P.D.,3
When will South Florida receive more fuel? @wsvn,3
Beach Life...,3
A co miało się zmarnować ?!!,3
RT @MiamiDadePD @MiriRod @CoralSpringsFL @CoralSpringsPD @CoralSpringsFD @CityofMiami @MiamiPD @FLGovScott @wsvn @nbc6 … https://t.co/FmdDrGI,3
Disgusting. Smfh,3
need gas ? station now open west dixie hwy & 167 street north miami beach @wsvn,3
Animals,3
False.,3
Bunch of fucking animals!!!,3
Lee Ford makes shoes.,3
"Retweeted Yanina Hernández ( @yanina_rubia ): Los medios preocupados xq huracán se acerca a Florida, cuando se dirigía a Cuba callaban.",3
Animals,3
Should get punishment doubled. Animals,3
Disgusting human beings...,3
"Arrested yea, shot? Smh",3
Disgusting thieves,3
Thief*,3
Fine upstanding citizens,3
Fucking animals,3
Most horrible thing I've ever seen,3
rt,3
Shoes?,3
"Humanity"" lol""",3
", Jim said",3
FUCK A FOOTLOCKER,3
Typical thugs,3
Absolutely ridiculous,3
Classic Miami style,3
Shoot!,3
Disgusting,3
"Wow, thought Miami caught a break until now.",3
Theyre fuckin animals.,3
I hate a thief...,3
Still boring @AnnCoulter ???,3
Food i could understand but shoes!,3
SHOES matter! Lol,3
Same old story,3
Low down dirty.,3
Animals,3
Animals,3
Such a joke!,3
"I disagree, still someone's property.",3
Shoot those fuckers,3
Very true pretty lady,3
Miami flooding @lookner,3
Check eBay tonight.,3
Yeah! Life ain't fair,3
Crazy.,3
Hell yea,3
Sad,3
Poor little fella :(,3
I guess “advised” evacuation,3
Thugs!!!,3
Crazy,3
Bunch of animals,3
Disgusting!,3
Ridiculous,3
"Still bored, @AnnCoulter ?",3
"Still bored, @AnnCoulter ?",3
"#irma fort_lauderdale_florida #broward #county #florida @wsvn cnn @cnnireport @Broward County,… https://www. instagram.com/p/BY36smYg8b3/",3
Across South Florida,3
Miami Beach is now Miami Lake,3
@AnnCoulter still bored?,3
Miami lakes,3
Sick man,3
Sharknado anyone?,3
I blame George W. Bush,3
Yeah definitely enough said.,3
Someone tell A. Coulter,3
Thats crazy,3
Oh South Florida,3
Shoot em,3
This looks crazy! #Hurricane #Miami #Blessings,3
sick,3
Hell yea,3
@AnnCoulter yup. Still bored.,3
@rushlimbaugh FYI,3
"Hey @AnnCoulter , looks like a little more than light rain""",3
reason i #evacuated #HurrcaneIrma,3
Damn RT @wsvn : UPDATE: Broward County Schools closed until further notice.,3
Fastest stop/go sign ever.,3
Sad..,3
אן אמונה הגויים 40 שנה בקבר,3
crazy,3
MiAmi north Bayshore Drive @cnn @cbsmiami @wsvn https://www. pscp.tv/w/bIQgyzFvTmps RGdtSmV2and8MURYR3lPYXFFWXZ4TSSIddsP0MVBi8jj_lqNQ-82RVKzUv1zsA5ZUul0bqvc …,3
Pompano beach,3
#crazy,3
Thats a damn big liberal hoax!,3
fucking hell,3
UPDATE: Broward County Schools closed until further notice.,3
Jose next,3
Hell nah,3
In Central Miami Dade. Grapeland heights area!,3
Crazy,3
Liberals make me sick. Go away.,3
MIAMI UNDER SEIGE RIGHT NOW!!!!!!!!!!!!!!!!!! #irma #HurrcaneIrma,3
Surge 6 ft. maybe more downtown Miami,3
"Terrible, tenebroso",3
Someone tell . @AnnCoulter,3
Cell towers next?,3
"Yep , more than one",3
A co phai con nguoi k,3
High risk,3
"“ @wsvn : Power outage totals: MIAMI-DADE: 574,490 BROWARD: 360,750 PALM BEACH: 135,730 KEYS: 34,321 (ENTIRE CHAIN) SO FLA TOTAL: 1,105,291”",3
"Power outage totals: MIAMI-DADE: 574,490 BROWARD: 360,750 PALM BEACH: 135,730 KEYS: 34,321 (ENTIRE CHAIN) SO FLA TOTAL: 1,105,291",3
FUCK JETS,3
Yea. A summer shower floods Miami Beach.,3
"Easy 93.1, HITS 97.3, 99.1 JAMZ, HOT 105.1",3
@wsvn has Miami Dade / Downtown lost power? #IrmaHurricane,3
Retweeted Sandy ( @sandee51960 ): @wsvn @NWSKeyWest Deerfield Beach powerline & Hillsboro getting hit... http:// fb.me/8Rk52dahT,3
Miami beach always flood bro,3
cc: @AP,3
Stop stop stop!,3
Crazy,3
Fuck Irma Fuck Jose Fuck Katia Fuck Lee @wsvn,3
"STOP STOP STOP STOP STOP""""",3
Haven't lost power...yet.....,3
I saw,3
Yes stop sign saying stop Irma STOP.,3
Most impressive.,3
Check FS1,3
She better take ha ass inside,3
Better b getting paid,3
"Vía @wsvn as of 7:30 pm No power: 57,000 Miami-Dade, 25,000 Broward Sin luz: 57 mil Miami-Dade, 25 mil Broward #Irma2017 #HurricaneIrma",3
Bon Konbyen Tornado kap pase apre midi a menm smh,3
Northern Broward County - seek shelter NOW. https:// twitter.com/PhilFerro7/sta tus/906650174210048001 …,3
Retweeted Brent Cameron ( @bcameron7 ): Tornado Warning Monroe Co. Lower Keys until 6 pm #flKeys #FLwx @wsvn ... http:// fb.me/D77Iak9r,3
I’m fucking dying fuckkkkk,3
Nice little fun break,3
Terrible.,3
"Sa pa fè tro lwen kotem ye la non,m menm jwenn alert la sou telephone mw",3
Pfft..... still waiting bored.,3
@wsvn isnt normandy north miami beach,3
mandatory curfews starting at 8 pm -7am starting tonight until Monday in Miami dade county via @wsvn,3
4 pm? Man I wanna fish!!!,3
Shit crazy,3
High tide along #MiamiBeach https://www. pscp.tv/w/bIKtRjExNDUx NjB8MUJSS2p5WGtWTGF4d-xhtAR5upc1QnDhbco1Qv6JSndhzNOnak4OWcRmTskX …,3
Worse than Matthew,3
Toque de queda a partir de las 4 pm en el condado de Broward #IrmaHurricane2017,3
Yesterday night south Florida didn't have winds.,3
UPDATE: Broward County Transit Bus Service suspended until further notice,3
Disgusting,3
Wtf,3
Vive le pétrole vive le gaz.....ont récolté ce que l'ont sème,3
Isn’t there about 30 states closer than SF?,3
"Retweeted WSVN 7 News ( @wsvn ): South Florida animal shelter finding pets abandoned, chained to trees ahead of... http:// fb.me/EX7NirHA",3
risk takers FRFR lol,3
"Retweeted WSVN 7 News ( @wsvn ): South Florida animal shelter finding pets abandoned, chained to trees ahead of... http:// fb.me/9r1RU0I7H",3
Sad,3
Animals fly but humans cant fly...,3
I'll sign a waiver,3
Absolutely right,3
east I mean!,3
Retweeted Brian Entin ( @BrianEntin ): South Florida now officially under hurricane warning. #HurricaneIrma @wsvn,3
#ALERT : South Florida now under a #hurricane warning @wsvn #Irma,3
South Florida now officially under hurricane warning. #HurricaneIrma @wsvn,3
Top,3
Merica FUCK YAH,3
Who fuckn cares. Hes a douche bag.,3
Crazy Mr. Cheeks.. lol,3
"U-Haul offering month of free self-storage in Broward, Miami-Dade http:// wsvn.com/news/local/u-h aul-offering-month-of-free-self-storage-in-broward-miami-dade/#.WbGbt5WGH7s.twitter … via @WSVN #HurricaneIrma #Irma2017 #HurricanePrep",3
How bout Dade,3
Sad,3
Exactly. Same thing I said.,3
every single gas station pretty much lol,3
I'll check now,3
Environmental Working Group says otherwise https://www. ewg.org/tapwater/syste m.php?pws=FL4130901#.WbAtWNEkodA …,3
Crazy,3
. @wsvn en #Periscope : Live: Broward County Emergency Operations Center. https://www. pscp.tv/w/bH7QmzFvTlFs eUxwYmFLd1J8MWxEeExrWHFvVkxKbTmMaRBc_eg-puGL0Gl-bjwWny-7semz7iKvc-jp4O-4 …,3
Miami-Dade Transit will continue operations until sustained winds reach 35 mph,3
Miami-Dade Mayor Gimenez says special needs evacuations have already begun,3
Deerfield beach!,3
Live: Broward County Emergency Operations Center. https://www. pscp.tv/w/bH66DDExNDUx NjB8MWxEeExrWHFvVkxKbcNXJ5msC7PP5_4t1fexkvmoc8f5aChmvX-cvDY4vgJR …,3
thats miami wat about homestead,3
Stop lying,3
How about south Dade or Homestead,3
Where are gas stations w/GAS?,3
@AGPamBondi so why r has gas stations closing west broward 33331 -4?? @nbc6 #irmawatch #HurricaneIrmaTracking,3
Makes sense,3
Broward?,3
I can't find storm surge maps. Miami Dade site doesn't have areas named or numbered.,3
@Supt_Avossa FYI,3
Fuck,3
What about Miami Dade County?,3
Please go away!,3
who supported him?,3
LOW ENERGY,3
Jesus fuck RT @wsvn : #Irma now a Category 4 Hurricane,3
15$ WTF LMAO,3
Labor Day strike outside of Miami Beach McDonald’s http:// wsvn.com/news/local/lab or-day-strike-outside-of-miami-beach-mcdonalds/ …,3
Go away Irma!,3
Watch who u bring yo daughters around smh,3
I want him,3
Poor pup,3
I Want him,3
Wish I could take him.,3
Poor pup.,3
he's trying his best,3
@Sid_Hopson_ I want him,3
Go girl,3
Terrible.,3
I NEED HIM/HER,3
I want him!,3
@rlina022 poor doggo,3
Man found shot dead inside parked SUV in Miami http:// wsvn.com/news/local/wit nesses-man-found-shot-dead-inside-suv-in-miami/ …,3
Ohh myyy goodness. Hahahahhh Ooops. Lil'bitta! Humor! .. haa .. Butt'a .. Absolutely. True.,3
POOR BB,3
Poor baby. He looks stressed,3
He looks ace,3
WTF!!,3
I SAW,3
@Cierra_Pinkney I want him,3
Fuck em,3
Police state! Who's right though ?,3
I want him,3
I want him,3
https:// vine.co/v/OeInuetWH0Z,3
Poor little fellla,3
Ohh myyy goodness. RIDICULOUS.,3
Wtf,3
531 15th st apt 14 Miami Beach 33139 FL U.S. @Clarencehouse @NASA,3
First Female Marine Completes Grueling Infantry Officer Course via @wuftnews https://www. wuft.org/nation-world/? p=132446 …,3
which one? a new one?,3
Any idea how long until more gas arrives?,3
Nice find!,3
"strong tropical storm force winds overnight at 4AM (greater than 58mph), hurricane winds Monday from 8AM-12PM (greater than 74mph)",3
"Burger King, Larry's Giant Subs, 3 Natives, Gator China also open.",3
North Central Florida counties are under a tornado watch until midnight.,3
Floridians Should Expect Days Without Power https://www. wuft.org/news/2017/09/0 9/floridians-should-expect-days-without-power/#.WbR9QiJnLFs.twitter …,3
Florida Public Radio Emergency Network via @wuftnews https://www. wuft.org/?p=2418,3
"More PBS stations in FL include, #WEFS Cocoa Bch, @WUCFTV Orlando, @wusf Tampa, @WXELTV Palm Beach, @WJCTJax Jacksonville...RT! #COPD",3
@CMGTampa @COXMG I would #FireMikeCalta before he does something worse than selling sex tapes. @BN9 @10NewsWTSP @WTSPReg,4
Wtf ew,4
AMEN,4
I haven't.,4
Ridiculous,4
very sad !!!! Total neglect,4
Yet another one!,4
I'd suggest calling Pasco County.,4
COACH house.,4
I'll check!,4
John Lithgow wins Best Supporting Actor #Emmys,4
Little late,4
Go away,4
Nice ladies!,4
20-70% seems a big range...,4
Amen!,4
"Orlando, FL.... East Orange county",4
Yet!,4
Real life super heroes.,4
Blue tape Special???,4
Would serve him right.,4
Gusts 190 @130mph,4
Two additional pet friendly??,4
Finally free parking!,4
Seriously,4
"Sheriff has a Special Shelter, Its Reinforced""""",4
Sharing,4
American Communist Lawyers Union.,4
Best wishes.,4
Very sad.....,4
Damn...,4
I like breakfast food.,4
Other non official options...,4
LOL - Right??,4
"Cops killed nearly four hundred civilians, so wtf?",4
I'm still curious how NFL players disrespecting veterans promotes their cause? @JakeElman,4
"Also, practicing his Freedoms.",4
Damn white Nazi strikes again.,4
Should already been retired,4
Cook anything other than Raman noodles?,4
Sending,4
i want one!!!!,4
Yea I would wear one proudly! !,4
Irmas back?,4
ok. any damage?,4
North! Go NORTH!,4
Big Little Lies wins Best Limited Series #Emmys,4
Who cares honestly?,4
Cute thnks 4 sharing,4
Try tweeting Gov Scott.,4
Excellent work FPL,4
I wish FAU could start a law school!,4
He made his own GIF.....,4
"St. Lucie Public Schools will reopen Monday, per @StLucieSchools",4
Lies lies lies,4
Palm Beach County Library system opens today. @pbclibrary,4
SAD,4
Blowing hot air.,4
Air conditioner,4
Pets!!!!!,4
such a pretty group,4
AMEN,4
"no, east Delray Beach",4
Still without power!!!,4
West palm beach,4
Internet,4
#respect,4
Palm beach,4
Which county does he represent?,4
Anybody who kidnaps her would take her back right away,4
Martin County EOC: Approximately 71,4
"Ron Parrish, St. Lucie County Public Safety Director: St. Lucie County doesn't have any protected beaches.""""",4
"#BREAKING #FPL : Duke, Florida had very significant outages",4
#BREAKING #FPL : We have started restoration efforts,4
Palm Beach County curfew has been lifted! @CBS12,4
Fort pierce (near I-95 & Okeechobee),4
@cbs12 Port St. Lucie still getting hit... updates?,4
Poor guy,4
Looks like he had a blast!,4
Restoration will take weeks,4
#HurrcaneIrma #WestPalmBeach,4
"Red zone, bruh",4
Same parent company.,4
Sunday ticket ?,4
East Lake Worth during last tornado warning,4
Lake Ida?,4
West boynton beach,4
Woahhhh coach watch yourself,4
@AndrewRuizWPTV @MikeTrimWPTV @AshleighWalters @StephanieWPTV @JunoBeachPier,4
Crazy!!,4
Remember few years ago one got slammed into a condo,4
Omg. Poor Mexico,4
WTF,4
@cityofboynton operating under county curfew.,4
Mmmm getting hungry,4
Palm Beach Central will now serve a second special needs shelter @CBS12,4
Mar-a-Lago under evacuation order.,4
I mean 72 hrs old.,4
"Low low pressure, could intensify",4
one scenario...,4
still sad....,4
Become citizens!,4
OMG already?,4
Amen.,4
@CariChampion @Thomas_Forester @Broncos_21,4
Already????,4
@weartv @WKRG @FOX10News @pnj @srpressgazette @navarrepress @nwfdailynews @WJHG_TV @WMBBTV @pulsegulfcoast @WPNNTalk790 @OANN @foxandfriends,4
WTF?!?!?,4
"Mr. Brexit"" Nigel Farage",4
Taken before @POTUS 's speech.,4
HALF @trmillertigers 14 @LeopardFtball 13 @FOX10News,4
Hot cops,4
Wtf,4
Damn!,4
Send her back!,4
St. Luke's 57 - Luverne 12 ... FINAL @WNSP @aldotcomPreps @WKRG @FOX10News @espn @LOCAL15NEWS,4
@unsignedpreps look,4
LOL got a link?,4
I want one!!,4
C. U. Next. Tuesday,4
Beautiful,4
"Um, isn’t every day?",4
Poor baby,4
Interesting. S Tampa still looks like a war zone. Some streets u can barely drive down,4
Beautiful picture,4
Amen.,4
I find him abhorrent,4
im still seeing only 140,4
Clown mayor.,4
Amen Stu,4
Brave stance,4
Fuck off ya bot.,4
Arrest her asap.......,4
Kim Jong Un calls Trump deranged,4
World wide !!!,4
I'd suggest calling Pasco County.,4
How's I-75 heading south look?? Any idea?,4
Life??,4
"Retweeted FOX 13 Tampa Bay ( @FOX13News ): BREAKING: A powerful earthquake has shaken Mexico City, @AP reports",4
"BREAKING: A powerful earthquake has shaken Mexico City, @AP reports",4
"Happy Born Day, Scotty Bananas!!!!!!!",4
"Happy Birthday Scotty Bananas""",4
Largo.,4
Sorry 6 days,4
Nice ladies!,4
I actually spot six,4
Let's pray she never hurts anyone else anywhere again!,4
"WALL, VOTER ID'S, TAX CUTS & TERM LIMITS! #maga #teflondon #tupacshakur #La2028 #trumptrain #pelosi #schumer #NoRinosNoDems #drunkana",4
#FSU #GONOLES #FEARTHESPEAR,4
Welcome @ChompJohnsonTV #GONOLES #FSU #FEARTHESPEAR,4
Forget Gators. Go @USouthFlorida Bulls!,4
Such a pretty building,4
Got ya!,4
No power plant city area. MLK Blvd Marshall middle school. Jarret Scott ford. Felton's. #teco #hurricaneirma2017 #HTTR,4
"Hahaha a lot, I bet!",4
Noah's arc,4
Largo 33771,4
Amen. Could've been worse,4
Following!,4
Manu muy lindo Lunes. para tí gracias por tus menciones! Dulce!! MiMi,4
Totally agree young lady!,4
I totally agree young lady!,4
Exactly young lady! I apparently have also!,4
gusts 80-90,4
Tiki torch Nazis encouraged!,4
Such elegant birds.,4
Wow! Theyre better behaved than ppl!,4
Fishhawk skylarkcrest still has power,4
@Krasnostein look!,4
North Lakeland,4
east lake has power,4
St Pete Beach still has power,4
"Pretty disciplined, better than some humans!",4
WTF,4
noah's ark?,4
Julie I'Anson,4
More sense than most humans,4
@lukewestaway Never say die.,4
Ridiculous,4
Beautiful!,4
Disgusting,4
@joanwalsh Some sweet day,4
Looks a little windy,4
Way bettern than herding cats or puppies!,4
Beautiful,4
better behaved than school kids,4
Valid point.,4
9/10/ 2017 Hurricanes! - 9/11/ 2001 Terrible Memories!!,4
"Beautiful, graceful creatures!",4
I Bush Gardens.,4
winds,4
"Ah, right.",4
@DaveOFox13 Yeah,4
VERY SAD,4
Try Brighthouse / Spectrum613,4
Yeah sure!,4
Damn,4
. @ScottforFlorida : haven't left SW FL by noon,4
Poor little gasparilla island...,4
Sustained winds?,4
Finally free parking!,4
Pinellas zone site down !?,4
Amen!,4
Illegal !,4
North Dale Mabry.... sorry !!,4
He's a goofy little cat,4
Got 7 one gallon jugs.,4
@Farrington94 @NickIgnoffo @CatfishBilly18 fuck lol,4
1800 miles away ?,4
Time time start getting important things together,4
@PaulFox13 THANKYOU PAUL,4
Deport him,4
Thnx a bunch Paul,4
Looks bad,4
Thx bud,4
Thx Marnie!,4
I remember those days. Man I feel old. Congrats Mark.,4
Terrible,4
beautiful,4
@USCERT_gov @SDSheriff @ChertoffGroup @RidgeGlobal @ohiohidta @AC360 @fox5sandiego @AirForceOSI @FOX29WFLX @FoxBusiness @FoxNewsInsider,4
Really sick!,4
Screw football im watching 9/11 stuff,4
. @FOX29WFLX,4
@foxandfriends @FoxABCMaine @FOX29WFLX @FOXAfrica @foxsearchlight @FOXSportsGOHelp @foxstarhindi @FoxSportsRadio,4
@Fort_Belvoir @AirForceTimes @USAFHealth @fop50_FL @DanMarinoFdtn @drumausa @FOX29WFLX @FortPolkPAO,4
@scottmadaus @FonteJohn @FOX29WFLX @Fox4Now @FOXLA @USAFSecurity @Kevin_Faulconer @AirForceOSI @WFULawSchool,4
@Fox29WFLX eeeeeewwww,4
ridiculous behavior!,4
ridiculous,4
Wtf,4
Wwsb,4
Wwsb,4
@DuhaneClive - when does @mysuncoast air Lindo Almanac?,4
wwsb,4
WWSB.,4
wwsb,4
True heroes!!!!,4
wwsb,4
wwsb,4
wwsb,4
Wwsb,4
Wwsb,4
wwsb,4
Including Indian Beach area?,4
Wwsb,4
wwsb,4
wwsb,4
Yes - regular business hours.,4
wwsb,4
Absolutely!,4
wwsb,4
wwsb,4
@MarleeMatlin @NyleDiMarco look!,4
Terrible!!,4
wwsb,4
wwsb,4
wwsb,4
Wwsb,4
wwsb,4
wwsb,4
wwsb,4
Wwsb,4
Very sad.,4
Beautiful!,4
yeah seriously!,4
American,4
I'm sure Orlando has a Dolphins following.,4
"Current odds: Troy 2:1, Candace 5:1, Adrienne 10:1, Clay 15:1",4
@CBSNews : Torrential downpours,4
Sure,4
@CBSNews : Torrential downpours,4
@CBSNews : Torrential downpours,4
Orange County Courthouse closed tomorrow?,4
@news6wkmg still majorly angry here still.,4
Lake buena Vista.,4
Oops... Set = Point,4
@news6wkmg have some humanity!! save james 2017!! #freejames,4
Fucking sad.,4
How's County by county looking tonight ?,4
Stop playing man,4
He does nothing.,4
News.. Orange County curfew 7pm until@6am,4
IM TRYNA WATCH NFL @news6wkmg,4
. @PalmBayPD says 6 mobile homes destroyed after tornado hits #hurricaneirma @news6wkmg,4
Sure,4
WTF,4
WFTV 96.5 FM WHTQ Talk Radio,4
Exactly! Act. Prepare. Now.,4
City residents.,4
dam smh,4
@WESH @news6wkmg Ronald Reagan & Dog Track Rd.,4
@Fox35News @wjxt4 @ActionNewsJax @WCJB20 @WESH,4
"ACSO: **Missing Child**20917 SE County Rd 234 13 yr old Emalee Herbst wearing red shirt, whi shorts,purple backpack @wcjb20",4
@WCJB20,4
"Where??? TV 20, where??? I'm calling BS!",4
BREAKING: UF cancels football home opener against Northern Colorado @WCJB20,4
Awesome lady Pats,4
@WCJB20,4
@WCTV @Fox26Houston @abc27 @abc13houston @nbc6 @NBCNewYork @NewsHour @NPR @womensmarchlon @RVAwonk @KPRC2 @CTVToronto @Inc @Virgin,4
@25WomenTLH @alisonvoorhees @alittles @LizIsNeXt Club25 says Congrats Lucy 2008 honoree,4
Thomasville 21 -- Cook 7. 1:55 1st qrt. ( @WCTV @swganetwork @SoGaFootball ),4
Amen,4
"#HSFB : @TvilleDogsFB 69 Worth County 14 (4:29, 3rd Quarter) @gahsscoreboard @Kristi_Kopanis @sgasportsnet @sogafootball @theowalb @wctv",4
"#HSFB : @TvilleDogsFB 63, Worth County 14 (5:05, 3rd Quarter) @gahsscoreboard @Kristi_Kopanis @sgasportsnet @sogafootball @theowalb @wctv",4
"#HSFB : @TvilleDogsFB 56, Worth County 14 (7:36, 3rd Quarter) @gahsscoreboard @Kristi_Kopanis @sgasportsnet @sogafootball @theowalb @wctv",4
"#HSFB : @TvilleDogsFB 49, Worth County 14 (11:17, 3rd Quarter) @sgasportsnet @sogafootball @Kristi_Kopanis @theowalb @gahsscoreboard @wctv",4
Lowndes 14 -- Newton 0. 6:19 1st. ( @WCTV @SoGaFootball @swganetwork ),4
Outstanding humanitarian efforts #tallahassee love,4
Liked “ @WCTVMike liked: @WCTV @weatherchannel evacuees heading home,4
Old St Augustine?,4
Longer than most UM fans.,4
Cut down these damn trees Tally,4
@WCTV who still has power?,4
Maybe @WCTV should take its auto post off.,4
"Tallahassee hotels full, extensive wait lists, city manager says @WCTV",4
"Tallahassee City offices closed Monday, city manager says @WCTV",4
Madison County won 49-6,4
FUCK #BAMA,4
Dude might kill somebody tonight,4
"#HSFB : Cairo 24, Thomas County Central 0 (Final) @AsherWildMan6 @gahsscoreboard @Kristi_Kopanis @sgasportsnet @theowalb @walbsports @wctv",4
"#HSFB #GHSA : Cairo 21, Thomas County Central 0 (Halftime) @AsherWildMan6 @gahsscoreboard @sgasportsnet @sogafootball @theowalb @wctv",4
Nope I won't look !!,4
Best moving forward,4
Or murder anyone,4
2 BEAUTIFUL ladies,4
Both excellent questions,4
Happy Wednesday & welcome back!!!,4
Sad..........,4
Meanwhile Puerto Rico needs everything,4
Some crazy shit patch,4
Miami?,4
Independent lab findings demonstrating serious contamination & mosquito infestation. Residents request emergency meeting w/ city officials,4
"A little bit stronger than caffeine, I guess LOL",4
"Real life Beavis, lol",4
Terrible,4
Pls find him,4
"north miami,340 ne 121 terrace",4
En Colombia gobierno quiere imponer dictadura criminal de izquierda entregando el país a secretariado de las FARC seria el fin de democracia,4
Buy a generator,4
Sad,4
Sad,4
She ain't coming....,4
Amen!,4
#whereisMaria @realDonaldTrump @POTUS,4
i totally understand :(,4
Beautiful,4
Maria path looks scary,4
Go away,4
Miami shores still without power. Haven't seen FPL trucks near our house,4
Absolutely,4
I say smart man #BaseBall,4
Looking spectacular Jacey,4
#post surgical patients #nursing homes #new borns #infants #cancer #hospice #priority,4
Palm beach county ever stopped,4
Sad,4
Sad,4
sad!!!!!,4
Which weekend?,4
Same!,4
Disgusting,4
Very sad #BFM,4
Sooooo old,4
@HeaterLou3 I totally understand lol,4
Shoot looters,4
Still waiting,4
Oops I meant #FPL,4
LIES!!!!,4
"Lies, lies, lies",4
Does he poo everywhere?,4
"Ah,yes societies scum!",4
STAHP IM CRYING,4
Omg Jesus Christ,4
Pathetic looters,4
minimum 1 year jail,4
BLM clothing drive.,4
Further notice,4
Who knew turds could run?,4
Isso é um absurdo ta igual aquele filme uma noite de crime. Se um furacão desses vem ao Brasil rsrs ai fudeuuuu,4
Undocumented shoe salespeople,4
Poor mites.,4
TRUE,4
Heartless person,4
Poor babies!!,4
Smh,4
Disgusting.,4
Ohhhh poor birdies X,4
Truck looks very top heavy.,4
Start shooting,4
Omg. Those poor things.,4
I learned something new. Lol.,4
Poor things.,4
Aw poor babies,4
oh poor things... omg,4
Disgusting.,4
Blacks stealing shoes. Surprise surprise.,4
Surprised??? Really???,4
Damn Irish!,4
More gold star citizens...,4
Sure,4
Any update?,4
Poor birdie's,4
RIGHT?!,4
Fly away find shelter,4
Very true pretty lady,4
Poor babies,4
Poor babies.,4
"Cara que triste, morador e animal de rua agora não tem pra onde ir",4
Damn Amish,4
Damn Trumpers,4
Thugs!,4
Feral animals!,4
Trying!,4
Poor baby's :(,4
Call rescue!!,4
Anyone surprised?,4
Animals.,4
Rat bastard thugs...,4
Ahhh poor birds,4
