Topic,Tweets,Date,Number,Permalink
,Warning flooding at Anclote River by bridge located on Celtic Dr. New Port Richey FL. Please stay clear of this area.,2017-09-10,1,/PascoSheriff/status/906999521821052930
,"Jax remains under a flash flood warning. If you live in Evacuation Zone A or B, or low-lying areas, move to higher ground. #HurricaneIrma",2017-09-11,1,/CityofJax/status/907344315051016192
,"We do not know when the flooding will be down; however, we are keeping a close watch on this area & will be posting updates.",2017-09-12,1,/PascoSheriff/status/907649851881672704
,we'll know more once we can begin assessing damage!,2017-09-11,1,/PascoSheriff/status/907152263982055429
,"Standing #flood  waters can spread infectious diseases, bring chemical hazards, and cause injuries.      #Maria",2017-09-23,1,/CDCgov/status/911621207073501184
,"1 of 2: #Irma : Users tweeting on flooding will be contact by Risk Map US chatbot.Users can add location, flood depth, photo & description.",2017-09-08,1,/ReadyBroward/status/906267096329461760
,There are multi-layered plans to keep the public safe and informed if any NWS office is impacted directly by hazardous weather.,2017-09-06,1,/NWSMiami/status/905330269363863552
,4 ways fuel cells are helping to power America's military ➜   4-ways-fuel-cells-power-us-military   …,2017-09-18,1,/ENERGY/status/909816798094045184
,Pay attention to tornado alerts in your area. Stay indoors and move to an interior room away from windows.,2017-09-10,1,/FLGovScott/status/906784855052218368
,All evacuated areas are welcome to return home. Please be cautious of hazards that may still be on the roadways.,2017-09-11,1,/CityofTampa/status/907333155300024321
,"Just because it's doesn't mean it's safe to venture out. Downed trees, flooded areas and downed powerlines can be deadly. #HurricaneIrma",2017-09-11,1,/PIOMikeJ/status/907253660656324608
,Likely hit hard as inner eye wall impacted it. Severity of damage is unknown at this time. Should learn more today as damage surveys begin.,2017-09-11,1,/NWSKeyWest/status/907118472903176192
,"Join #Pasco  Sheriff's Office for an evening of neighborhood safety awareness at The Shops At Wiregrass, Oct. 18 at 6 p.m.",2017-09-23,1,/PascoSheriff/status/911598669312544770
,"Join #Pasco  Sheriff's Office for an evening of neighborhood safety awareness at The Shops At Wiregrass, Oct. 18 at 6 p.m.",2017-09-22,1,/PascoSheriff/status/911213894441619458
,"Join #Pasco  Sheriff's Office for an evening of neighborhood safety awareness at The Shops At Wiregrass, Oct. 18 at 6 p.m.",2017-09-26,1,/PascoSheriff/status/912821674676047872
,"If you're under a tornado warning, seek shelter right away. Be safe. #Irma",2017-09-09,1,/femaregion4/status/906551089092337666
,Fantastic job today to the food service staff   and volunteers throughout all of PBC.  #MakeItCountPBC  L/status/908741290032025600   …,2017-09-15,1,/pbcsd/status/908745163811454977
,Is your house prone to flooding? Check out ways to stay safe and prevent associated health problems:  epa.gov/natural-disast ers/flooding   …,2017-09-12,1,/EPA/status/907609745527160832
,# KingTides  are affecting #Miami . Tomorrow will be highest tides of the month. Be prepared & take steps to mitigate effects of tidal flooding,2017-09-19,1,/CityofMiami/status/910214965281411072
,Heavy rains continue in parts of Texas where several flash flood warnings have been issued today.  912782913472745473   …,2017-09-26,1,/NWS/status/912791255142342656
,"In Miami Beach, no meter parking enforcement at this time except for freight loading zones so our businesses can get deliveries & reopen.",2017-09-13,1,/MiamiBeachNews/status/907986985847009286
,@ SRQCountyGov  asking gated communities to disable&secure gates in open position so easy access for public safety purposes after #Irma  tatus/906893031219060736   …,2017-09-10,1,/SarasotaPD/status/906946504644055040
,"If you don't need to be on the roads, please don't be out and about. There is still a lot of dangerous debris and flooding out there.",2017-09-11,1,/PBCountySheriff/status/907326918256730113
,".  officers are providing public safety patrols in Colombia, Alachua, Gilchrist & Suwannee Counties due to Santa Fe River flooding.",2017-09-17,1,/FLGovScott/status/909518754081644545
,"Given the magnitude of damage, the avg wait time for an inspection to be scheduled is 30 days. We thank you for your patience.",2017-09-29,1,/fema/status/913780148520079360
,"Although #militarychaplains  are not always in the forefront, they play a vital role when transporting fallen #warriors  back home.",2017-09-03,1,/DeptofDefense/status/904192456207474689
,A stalled front will bring the potential for flash flooding for parts of TX & OK in the coming days. Remember: NEVER drive into flood waters,2017-09-26,1,/NWS/status/912705833745698825
,Cleaning up from #Maria ? Avoid floodwaters & watch out for downed power lines. Wear protective clothing.    ,2017-09-23,1,/PHEgov/status/911545704232783872
,Proud to thank our first responders and law enforcement officers in Miami for all their hard work in preparing and responding to #Irma .,2017-09-25,1,/FLGovScott/status/912421868338139138
,"To minimize damage in high winds, keep your home in good repair. Tack down loose roofing, trim trees and keep gutters clean. #IrmaPrep",2017-09-07,1,/PascoSheriff/status/905913769343242240
,Surveyed damage in Jacksonville.   will be conducting aerial assessments throughout the day.,2017-09-12,1,/FLGovScott/status/907615377005453312
,The City will not close bridges unless there is structural damage to the bridge. Please evacuate Marco Island.,2017-09-08,1,/MarcoIslandPD/status/906245492887179264
,Roads are hazardous after #Maria . Be careful. Don't text and drive. Don't drive through flooded areas. Turn around.  Don't drown!,2017-09-23,1,/PHEgov/status/911668757558206464
,Sugarloaf Key was impacted by the inner eye wall and sustained damage. Exact extent and severity of the damage is unknown at this time.,2017-09-11,1,/NWSKeyWest/status/907110107867119616
,There are multi-layered plans to keep the public safe and informed in case a particular office is impacted by any form of hazardous weather.,2017-09-06,1,/NWSMiami/status/905325463408693248
,Before & after satellite imagery of Mexico is used to identify areas of quake damage & produce maps for responders:    ,2017-09-21,1,/NASA/status/911035549288460289
,we have teams doing damage assessments in east Pasco now.  As soon as we receive any updates we will provide them,2017-09-11,1,/PascoSheriff/status/907166402695630849
,The curfew is lifted & we are conducting our initial damage assessment. The bridge is accessibly but proceed with caution due to down debris,2017-09-11,1,/CityofTampa/status/907238443088007168
,Take a break from debris cleanup & join Commissioners   &   for a community picnic at 4pm - Regatta Park! #Miami,2017-09-15,1,/CityofMiami/status/908751612604280832
,Have illegal drugs in Pasco County?  Consider this your warning.  We will find you.,2017-09-03,1,/PascoSheriff/status/904333556578738176
,"ICYMI - AmeriCorps crews are mucking & gutting flood-damaged homes in #Texas , helping families recover after #Harvey . ( :  )",2017-09-20,1,/AmeriCorps/status/910577786984812544
,# Harvey : AmeriCorps muck & gut crews begin the rebuild process for flood-damaged homes in #Texas . ( :  ),2017-09-18,1,/AmeriCorps/status/909786704982233088
,Starting tomorrow 9/19 thru 9/21 - #KingTides  will be affecting #Miami . They are the highest tides of the year and may result in flooding,2017-09-18,1,/CityofMiami/status/909848589253464066
,".  said, ""Only by the reliable enforcement of immigration law can we produce safe communities, a robust middle class & econ. fairness.""",2017-09-05,1,/VP/status/905110727505137665
,Another successful #IrmaCleanUp  today   Join us tomorrow at 46 ST at 9 AM for our second beach cleanup. Gloves & bags will be provided.,2017-09-15,1,/MiamiBeachNews/status/908772328187850752
,2 northbound lanes 395 closed Rd for two APD cruisers struck by 3rd vehicle. There were no serious injuries. Use caution in area.,2017-09-11,1,/AlexandriaVAPD/status/907166229550583808
,Returning home after #HurricaneHarvey ? Protect your health from mold. Important info on reentering a flooded home:    ,2017-09-02,1,/CDCgov/status/904071459936509952
,we don't like seeing our home like this but it's important that everyone evacuates for their safety,2017-09-08,1,/MiamiBeachNews/status/906125299796070401
,Do you want to donate unused wager or non-perishable food?  See below!  #PascoProud  status/909014562258718720   …,2017-09-16,1,/PascoSheriff/status/909024720196075520
,This locations back porch was completely destroyed. There is roof damage & debris in the yard & street. Residence unoccupied. #PascoStorm,2017-09-11,1,/PascoSheriff/status/907211696384684032
,Today through Thursday the King Tides are expected. Please be alert and prepare for flooding if you live in a low lying area. ,2017-09-19,1,/miamiparks/status/910096142943215616
,Several #Florida  companies have generously donated generators as well to power critical infrastructure in #PuertoRico  2/4,2017-09-22,1,/marcorubio/status/911203867009994752
,554pm: Strong thunderstorms will affect Lake Okeechobee over the next couple hours. Mariners should seek safe harbor.,2017-09-26,1,/NWSMiami/status/912797713942622209
,"If your house has flooded, protect your family from mold while cleaning up - especially if anyone has #asthma !  epa.gov/indoor-air-qua lity-iaq/flood-cleanup-protect-indoor-air-quality#publications   …",2017-09-08,1,/EPA/status/906189138352893952
,"If your house has flooded, protect your family from mold while cleaning up - especially if anyone has #asthma !  epa.gov/indoor-air-qua lity-iaq/flood-cleanup-protect-indoor-air-quality#publications   …",2017-09-22,1,/EPA/status/911246212099137537
,.  is down at City Hall so there is no live streaming on      or,2017-09-19,1,/CityofMiami/status/910152023554879488
,".Uber_Florida now helping vulnerable older adults in #Florida  get to safety #AfterIrma . For a free ride, call 844-800-9425 #Sayfie",2017-09-15,1,/marcorubio/status/908727084742258693
,"How to keep yourself safe, avoid dangerous fumes, and properly dispose of debris while cleaning up after #Harvey :  epa.gov/natural-disast ers/dealing-debris-and-damaged-buildings   …",2017-09-08,1,/EPA/status/906283506375983105
,1pm: Strong thunderstorms over Biscayne Bay. Mariners should seek safe harbor until the storms pass.,2017-09-29,1,/NWSMiami/status/913811602733924352
,"Some are more sensitive to mold, mainly those w/ allergies & respiratory conditions. Flood cleanup is key!      #Harvey",2017-09-05,1,/PHEgov/status/905113310160240640
,"Just a reminder, if you see damage or flooding on your property, please tag pictures with #PascoStorm , we will be tracking.",2017-09-11,1,/PascoSheriff/status/907167300016590848
,"Please remember, if you see damage or flooding on your property please send those to us and use #PascoStorm .  We will be tracking.",2017-09-11,1,/PascoSheriff/status/907183252737335296
,3 teams -22 LEOs- of pre-staged   officers are en route to Jacksonville areas where flooding is reported.,2017-09-11,1,/FLGovScott/status/907228305845301249
,Thank you to Michelle Palisi from Chocolates By Michelle who donated 5 trays of goodies to deputies who are satisfying their sweet tooth!,2017-09-13,1,/PascoSheriff/status/908071694501380096
,Cleaning up mold or spending time in a flooded home? Wear an N95 respirator while in the building. #HurricaneHarvey     ,2017-09-03,1,/CDCgov/status/904433847286218752
,"Nice photo of mammatus from severe thunderstorms in Albuquerque.  Hail and heavy rain is possible, and a Flash Flood Watch is in effect.  tus/913886818793164800   …",2017-09-29,1,/NWS/status/913893450772307968
,"A very good warning, remember #Pasco  is under curfew until 11AM.  You CAN go out and check your property for damage.  status/907161363381932032   …",2017-09-11,1,/PascoSheriff/status/907161567468408833
,It may take up to 30 days for an inspection due to the severity of the damage.,2017-09-27,1,/fema/status/913170516151762947
,"Due to the severity of the damage, it may take up to 30 days for an inspection.",2017-09-28,1,/fema/status/913487706872844289
,If you are out to look around you are intentionally putting first responders at risk. Stay home and be smart  tus/907218541937659904   …,2017-09-11,1,/FHPOrlando/status/907218842627256322
,Both were hit hard as they both were impacted by the inner eye wall. Exact extent and severity of the damage is unknown at this time.,2017-09-11,1,/NWSKeyWest/status/907109878308765696
,Avoid flooding or obstacles on your way home. We're working w/   & the community to provide real-time updates.    ,2017-09-14,1,/HillsboroughFL/status/908442740303826945
,Can you send us the address of this location so that we can send our damage assessment team to inspect? Thank you.,2017-09-11,1,/CityofTampa/status/907265031393472513
,"Each year, ~36,000 people go to ERs w/ chainsaw-related injuries. Be safe when cleaning up after #Harvey .",2017-09-03,1,/PHEgov/status/904418723045416960
,"Suspects identified, 2 behind bars following home invasion robbery investigation.          ",2017-09-21,1,/WCSOFL/status/910926228902830080
,"To everyone on the road, please go home. There is a curfew in effect. Meaning, for your safety, you cannot be on the road right now. #IRMA",2017-09-11,1,/PBCountySheriff/status/907407963534569472
,Weekend flood advisory in Collier:   facebook.com/colliersheriff /posts/1547450011981442   …,2017-09-29,1,/CollierSheriff/status/913817328806178817
,driving at night is EXTREMELY dangerous as many lights are still out & we're still working to clear the roads. This is for everyone's safety,2017-09-13,1,/MiamiBeachNews/status/908023978379415552
,"Things that go  !   #soldiers  fire an AT-4 rocket launcher during a live-fire exercise at #Grafenwoehr  Training Area, #Germany .",2017-09-14,1,/DeptofDefense/status/908420100046426112
,Heavy rain from a strong tstorm could cause some flooding in low lying areas of NE Miami dade and SE Broward counties. #flwx .,2017-09-13,1,/NWSMiami/status/908067052333793280
,"5 arrests in Dade City felony charges drugs/warrants:Jerome Foxworth;Allante“Tay-Tay”Murray;Antwan Grandberry,Rebecca Griffin;Percy Shields",2017-09-15,1,/PascoSheriff/status/908783476157112320
,# LAPD  News: Active Shooting investigation in the area of Hollywood & Highland. Suspects at large. Significant impact on area traffic.,2017-09-26,1,/LAPDHQ/status/912801839094972416
,Can you send us the address of this location so that we can pass it on to our damage assessment team?,2017-09-11,1,/CityofTampa/status/907264224854003712
,"While traveling out of Miami-Dade County, Road Rangers are here to assist with any issues at *347 #hurricaneirma2017",2017-09-07,1,/MyFDOT/status/905883377063956480
,K9 Jango is in Collier County with his partner Dep Lennox and 50 other #Pasco  deputies to provide security while they rebuild! #IrmaRecovery,2017-09-18,1,/PascoSheriff/status/909879823660670976
,.  has completed damage assessments on major highways. Every interstate and turnpike is open for Floridians.,2017-09-13,1,/FLGovScott/status/908151313879285760
,An unreported tree in a yard.  Remember to document any damage and tag us with #PascoStorm,2017-09-11,1,/PascoSheriff/status/907409796688728064
,It may take up to 30 days for an inspector to come. This is longer than normal due to the severity of the damage.,2017-09-25,1,/fema/status/912425780617019392
,Today we recognized U.S. military prisoners of war and those missing in action during our annual POW-MIA Ceremony at City Hall.,2017-09-27,1,/citybeautiful/status/913093627915771904
,"Taking back our social media accounts, thank you   ! Heat indices in 90s stay hydrated during cleanup. #flwx  #FLKeys",2017-09-18,1,/NWSKeyWest/status/909814543118995457
,The Pasco Sheriff's Office has arrested a juvenile responsible for committing auto burglaries in Beacon Woods West.,2017-09-28,1,/PascoSheriff/status/913379075150016512
,This is just one example of trash & debris we’ve picked up at several parks thanks to volunteers and our communities coming together! #Miami   – at  Margaret Pace Park,2017-09-23,1,/CityofMiami/status/911617936065953792
,Remember if you see damage or flooding on your property please send those to us and tag it with #PascoStorm . We will be tracking.,2017-09-11,1,/PascoSheriff/status/907268451382722560
,We are inspecting flooded Superfund sites as quickly as our personnel can access them as the floodwaters recede.,2017-09-02,1,/EPA/status/904040476692623364
,A few thunderstorms developing across #Broward  and #Miami -Dade. Movement NE at 5 mph.    ,2017-09-13,1,/NWSMiami/status/908045085396361222
,"In the aftermath of a difficult time for all of us, the Pasco and Collier Sheriff's Office are able to come together for our communities.",2017-09-15,1,/PascoSheriff/status/908737656888135680
,Our cleanup crews are working hard to clear debris from our roadways!  tus/907276659098886151   …,2017-09-11,1,/CityofTampa/status/907338326432198656
,"# BreakingNews    crews rescued 2 missing boaters 37mi W of St. James City, FL. Read more >>    ",2017-09-18,1,/USCGSoutheast/status/909814792709427201
,# Troopers  are starting to see damage on the east coast.,2017-09-10,1,/FHPOrlando/status/906955095987945474
,Each individual's case is different. Inspections may take up to 30 days due to the severity of the damage.,2017-09-27,1,/femaregion4/status/913174770186940417
,"A glacier dammed lake release, which happens about every 2 years, has flooded areas along Kenai Lake, Alaska.  tatus/912820276215377922   …",2017-09-26,1,/NWS/status/912826526940450817
,"In hot weather, power failures can be deadly. Check on friends and loved ones. #HurricaneHarvey     ",2017-09-03,1,/CDCgov/status/904464033524310016
,"Heartbreaking news from Polk County, GA as two officers have been shot, one fatally. We pray for those impacted by this terrible event.",2017-09-29,1,/PascoSheriff/status/913824160849293313
,Uprooted trees can cause damage to gas lines. Report the smell of gas by calling 9-1-1.    ,2017-09-11,1,/citybeautiful/status/907240735908487169
,In #FloridaKeys    estimates 25% of homes have been destroyed & another 65% sustained major damage.      #Sayfie,2017-09-12,1,/marcorubio/status/907712242468179968
,Update on the current #LAPD  shooting investigation in  . Please avoid the area as officers complete their investigation.  s/912827952848568320   …,2017-09-26,1,/LAPDHQ/status/912836369701113856
,: NB Turnpike or SB Turnpike you can NOT exit onto SR60(Exit 193). SR60 is flooded at this time.,2017-09-10,1,/FHPOrlando/status/906925221013331974
,"LSR: N Wauchula [Hardee Co, FL] county official reports TORNADO at 09:00 AM EDT (report of roof damage to bus...   9101300/201709101300   …",2017-09-10,1,/NWSTampaBay/status/906881454340280320
,"Tornadoes associated with hurricanes develop quickly, take protective action immediately if a Tornado Warning is issued for your area.",2017-09-10,1,/NWS/status/907006771809718277
,# MarcoIsland  police ask boaters to travel at no wake speed at Marco River and Collier Creek to prevent further damage,2017-09-16,1,/MarcoIslandPD/status/909045342062116865
,"To ensure first responders can focus on emergencies, please let your loved ones know your ok so they don't call us to find you.",2017-09-06,1,/PascoSheriff/status/905581901674680320
,"If there is a chance flooding could threaten your home, move important items, such as electronics, antiques and furniture off the floor.",2017-09-06,1,/PascoSheriff/status/905521123349200897
,Whoops! Looks like john_r_photography caught our City Hall photobombing from the right!,2017-09-19,1,/CityofTampa/status/910313449586118657
,Showers & storms likely across much of #SoFla  today. There is a High Risk of Rip Currents for Palm Beach County thru this evening. #NWSMiami,2017-09-02,1,/NWSMiami/status/903899676759527425
,APD investigating robbery Sanger Ave & Shetfield Ct. 2 men brandished handgun-stole items from two women-no injuries. Expect police in area.,2017-09-05,1,/AlexandriaVAPD/status/904930621025394688
,Can you send us the address of this location so that we can send our damage assessment team to inspect?,2017-09-11,1,/CityofTampa/status/907264051528585216
,Inland flooding remains a possibility throughout Broward.,2017-09-10,1,/PPinesPD/status/906994628246872071
,"# USCG  crews make the ""impossible"" possible in #harvey 's aftermath  s/903633841587445762   …",2017-09-02,1,/USCG/status/904071799444561922
,11 PM Sept 2nd: band of showers/thunderstorms moving through Hendry County with heavy rain affecting LaBelle area through midnight. #swfl,2017-09-02,1,/NWSMiami/status/904178799948046336
,# TuesdayThoughts : Do you know when the first muster of militia troops in the continental United States took place?    ,2017-09-26,1,/FLGuard/status/912682411774836736
,# LAPD  investigation into traffic collision will have Gage & Central closed till at least 8am. Pls avoid the area. ,2017-09-05,1,/LAPDHQ/status/905068516625100800
,"Cuando estés viajando fuera del condado Miami-Dade, llame a los #RoadRangers  al *FHP (*347) para recibir ayuda gratis #hurricaneirma2017",2017-09-07,1,/MyFDOT/status/905883383766638592
,The helpline has been overwhelmed due to the severity of the damage. Try calling early or late for shorter wait times.,2017-09-25,1,/fema/status/912427549292158978
,The phones have been overwhelmed by calls due to the severity of the damage. Try calling early or late when volume is lower.,2017-09-25,1,/fema/status/912427471206744065
,"Here's the ""Lucky Duck"" on the baseball field at Peacock Park in #CoconutGrove  - backdrop for volunteers picking up the smaller stuff.",2017-09-23,1,/CityofMiami/status/911578992775434240
,9/22: Astronomical fall arrives later today. Of course here in SFL it will be just like summer with showers & storms across the area,2017-09-22,1,/NWSMiami/status/911164313712365568
,"At home or abroad, Marines choose action over apathy and make a difference wherever they are. How have Marines impacted your community?",2017-09-03,1,/USMarineCorps/status/904411222648479744
,Heavy flooding in some areas already   facebook.com/colliersheriff /posts/1547680931958350   …,2017-09-29,1,/CollierSheriff/status/913914335679959040
,"APD investigating a report of ""shots fired"" near the 100 blk of S. Bragg St. No injuries have been reported. Expect police activity in area.",2017-09-14,1,/AlexandriaVAPD/status/908268176206647296
,".  #soldiers  and #airmen  train to serve at home and abroad, in all conditions and are #AlwaysReady  to answer the call.  atus/912069341830631425   …",2017-09-24,1,/DeptofDefense/status/912087482300272640
,Sheriff Nocco is wearing the bracelet his daughter gave to him before she evacuated and he went to serve.,2017-09-10,1,/PascoSheriff/status/906858332530659328
,Join us next Wednesday at 11 am at City Hall to honor U.S. military prisoners of war and those missing in action -->    ,2017-09-21,1,/citybeautiful/status/910952181754400769
,We do not. You should be good to go. Just get home before landfall,2017-09-07,1,/FHPOrlando/status/905931134877528066
,Thousand Oaks neighborhood in Trinity has flooding from Kish Blvd. and Short Birch Ln. most families are evacuating their homes at this time,2017-09-11,1,/PascoSheriff/status/907341635180220417
,Pasco deputies participated in two separate Rotary Club events this weekend. They honored all first responders who gave so much on 9/11,2017-09-25,1,/PascoSheriff/status/912463011176165379
,.  officers rescued a man who was in need of medical attention 16 miles off the coast of #Queens,2017-09-22,1,/NYPDnews/status/911387229259431937
,"See how the #LAPD  is helping combat counterfeit goods, which have been linked to organized crime & terrorists groups  rities-sale-counterfeit-sneakers-lead-terrorist-financing/story?id=49682960   …",2017-09-12,1,/LAPDHQ/status/907786707843477504
,NEVER run a generator inside of your home; they can produce deadly carbon monoxide poisoning. Wait for weather to clear & set it up outside.,2017-09-10,1,/PPinesPD/status/906936493247270912
,"Dames Point, 95 and Buckman are open. All other river bridges are closed (due to flooding). All ICW bridges are closed.",2017-09-11,1,/CityofJax/status/907348221202194433
,You can see the street-by-street damage in #PuertoRico  using this interactive map.   miamiherald.com/news/nation-wo rld/world/americas/article176164216.html   …  #Sayfie,2017-09-29,1,/marcorubio/status/913856933169377283
,Our crews are aware and fixing damaged traffic lights as quickly as possible.  Thanks for making sure we are aware!,2017-09-12,1,/CityofTampa/status/907700071160000513
,Since the #hurricaneimra  we have had ten   and over 20   Officers on a daily basis plus many from   atus/910021199534714880   …,2017-09-19,1,/MarcoIslandPD/status/910081598367965184
,Tornado Watch #483 for Dixie & Lafayette Counties expired. Too much stable air for tornadoes in our forecast area tonight.,2017-09-10,1,/NWSTallahassee/status/907090871912423424
,If you own livestock make sure you have a stable fence (preferably woven wire) to protect your animals from getting injured or getting out.,2017-09-06,1,/PascoSheriff/status/905419181948096512
,"Only use the shoulder when directed by law enforcement &  at less than 40 mph. If in doubt, DON’T do it.",2017-09-08,1,/FLHSMV/status/906143290059358210
,Moisture from TS Lidia will spread into the Southwest and could produce flash flooding in southwestern California on Sunday.  /status/903717420715700224   …,2017-09-02,1,/NWS/status/903945447047344129
,Aggressive driving accounts for more than half of all traffic fatalities. Don’t be a statistic #DriveSafe,2017-09-21,1,/MiamiBeachPD/status/910881504926081027
,Jenner Ave between Seven Springs Blvd and Vidal Street is closed due to flooding.,2017-09-16,1,/PascoSheriff/status/909048983561150464
,"Evacuate, please heed the warnings   status/906165828193837056   …",2017-09-08,1,/PascoSheriff/status/906166534426505216
,Darnell Cookman Update: Law enforcement has issued an all clear for students/staff to return to school for instruction & normal dismissal.,2017-09-06,1,/DuvalSchools/status/905489763494498304
,"Common flooding zones in District 3: Lost Trail, Elfers Prkwy & Rochelle Ave, Anthem Court & Old C.R. 54 N, New Port Richey",2017-09-10,1,/PascoSheriff/status/906922607190179841
,Prior to School Board Mtg.   discusses the make up calendar due to #hurricaneirma2017  and the discussion on#HB7069,2017-09-27,1,/pbcsd/status/913143379235569665
,Interested in joining #Pasco   ?! Check out their calendar to see all of their great upcoming events!    ,2017-09-22,1,/PascoSheriff/status/911266466967715840
,# LAPD  News: Narco Lab Unit at scene of an explosion at a Canoga Park residence. Ongoing investigation as to cause. Fortunately no injuries.,2017-09-20,1,/LAPDHQ/status/910672436051402752
,"Seven Springs/Jenner Ave,  NB lanes are shut down due to flooding.  The S.O. is on scene.  Road & Bridge are enroute with barricades.",2017-09-16,1,/PascoSheriff/status/908997338731024384
,BARDA sponsors antibiotic development to prevent secondary infections following a bioterrorist attack.    ,2017-09-11,1,/PHEgov/status/907270637596631040
,FHP has six troopers assigned to the Key West Police Department to assist with area law enforcement.,2017-09-18,1,/FLGovScott/status/909802951107002368
,"To ease congestion, we’ve activated use of shoulders on I-75 from Wildwood to the GA line. Please drive safely & listen to law enforcement.",2017-09-08,1,/FLGovScott/status/906174036308144128
,.  confirmed an EF-1 tornado touched down Friday evening near Pink Hill in eastern NC (Lenoir County)   09021956-KMHX-NOUS42-PNSMHX   …,2017-09-02,1,/NWSEastern/status/904109064506003457
,"While most were sleeping, our   officers were protecting NYC by making an arrest & recovering this gun #NYPDprotecting",2017-09-02,1,/NYPDnews/status/904136884913397762
,Piraja was implicated in 13 car burglary cases ofF West Hewitt Drive in Walton County.         itional-suspect-arrested-in-car-burglary-cases-two-still-sought/   …,2017-09-08,1,/WCSOFL/status/906268112923873282
,# HappeningNow : A packed house of police officers & their family/friends to celebrate our promotional ceremony.,2017-09-28,1,/NYPDnews/status/913402755510882305
,Our   officers arrested two men for stealing tires/rims from multiple cars in #Queens . That’s #NYPDprotecting,2017-09-24,1,/NYPDnews/status/911949642597896192
,TRAFFIC ALERT SB US41 down to 1 lane Point Dr following single vehicle crash. Driver taken   w/ nonlife threatening injuries.,2017-09-12,1,/SarasotaPD/status/907628283004686337
,Great job to our officers participating in the   5K Run which honors police & firefighters who died in the 9/11 attacks.,2017-09-23,1,/PPinesPD/status/911583330818314241
,Quake rescuers in Mexico use a   +   suitcase-sized radar that can find human heartbeats under rubble:    ,2017-09-23,1,/NASA/status/911719798979080195
,Both entrances to the subdivision are flooded. It is passable with larger vehicles driving down the center. Hogan Dr.,2017-09-11,1,/PascoSheriff/status/907260231637446657
,"When spotting for tornadoes, consider the following. Remember, trees play a huge factor in spotting here in the southeast.",2017-09-28,1,/NWSTallahassee/status/913556031124287488
,"Our deputies and firefighters are well-prepared to respond,   Scott Israel w/  Mayor Sharief & ",2017-09-06,1,/PIOMikeJ/status/905480078125133825
,Never mix ammonia and bleach to clean #mold . The fumes are deadly. #HurricaneHarvey   ,2017-09-02,1,/CDCgov/status/904116744976908289
,Great job by   police officers for making an arrest & getting this illegal gun off the streets of #Brooklyn  #NYPDprotecting,2017-09-13,1,/NYPDnews/status/907948290431483904
,Celebrate #HispanicHeritageMonth  in the City of Miami Beach:   facebook.com/events/1819865 581360313/?acontext=%7B%22ref%22%3A%223%22%2C%22ref_newsfeed_story_type%22%3A%22regular%22%2C%22feed_story_type%22%3A%22117%22%2C%22action_history%22%3A%22null%22%7D   …,2017-09-19,1,/MiamiBeachNews/status/910146371759558656
,# Stroke  death rates increased in the South since 2013. Access new stroke data & geographic trends. #VitalSigns .   ,2017-09-12,1,/CDCgov/status/907740623800696832
,Demonstration of #SelflessService .   #soldier  saves a family from drowning in #Hawaii  waters:    ,2017-09-05,1,/DeptofDefense/status/904917006092181504
,School Bus VS. White SUV crash on Australian Ave and Hill Ave. There were 55 elementary school students on the bus. No reported injuries,2017-09-19,1,/PBCountySheriff/status/910235265133891587
,"In our darkest hour, we came together and made it clear we would never allow terrorists to defeat us. - Acting   Sec. #NeverForget",2017-09-11,1,/USCG/status/907264035657273345
,During the week of Sept 18 to Sept 24 our officers made 22 arrests; see Facebook for a breakdown of the charges -    ,2017-09-25,1,/PPinesPD/status/912349526173847552
,"Our phone lines are overwhelmed due to recent disasters, so we appreciate your patience getting through.",2017-09-22,1,/fema/status/911215194034069505
,"Dont touch, cut, move or otherwise interact wpowerlines.  = High likelihood of death or injury Damaging lines causes more repair ",2017-09-17,1,/MarcoIslandPD/status/909382387125096449
,". : We condemn in the strongest terms the barbaric terrorist attacks that took place in Nassiriya, #Iraq .",2017-09-14,1,/StateDept/status/908405640875278336
,APD investigating robbery in 2900 blk Montrose Ave. Suspect brandished handgun & stole bag from victim. No injuries. Expect police activity.,2017-09-16,1,/AlexandriaVAPD/status/908945907776937984
,Domestic Violence is not acceptable and will not be tolerated. The following were arrested on separate charges of Domestic Battery.,2017-09-13,1,/PascoSheriff/status/908050293094576129
,Domestic Violence is not acceptable and will not be tolerated. The following were arrested for separate charges of Domestic Battery.,2017-09-18,1,/PascoSheriff/status/909816923516481537
,Domestic Violence is not acceptable and will not be tolerated. The following were arrested on separate charges of Domestic Battery.,2017-09-26,1,/PascoSheriff/status/912761354301341696
,Domestic Violence is not acceptable and will not be tolerated. The following were arrested on separate charges of Domestic Battery.,2017-09-20,1,/PascoSheriff/status/910662445265539073
,Domestic Violence is not acceptable and will not be tolerated. The following were arrested for separate charges of Domestic Battery.,2017-09-07,1,/PascoSheriff/status/905853438893969408
,Domestic Violence is not acceptable and will not be tolerated. The following were arrested on separate charges of Domestic Battery.,2017-09-07,1,/PascoSheriff/status/905838403861798912
,Domestic violence is not acceptable and will not be tolerated. The following were arrested on separate charges of Domestic Battery.,2017-09-22,1,/PascoSheriff/status/911341945913475074
,Domestic Violence is not acceptable and will not be tolerated. The following were arrested on separate charges of Domestic Battery.,2017-09-18,1,/PascoSheriff/status/909862073496162306
,Domestic Violence is not acceptable and will not be tolerated. The following were arrested for separate charges of Domestic Battery.,2017-09-12,1,/PascoSheriff/status/907650316652478464
