Tweet,Category,Code #,Subcode,Date,Permalink
"@insideFPL Ticket #5041 says 4 affected. At least 35 houses without power, not 4. Pls investigate. NE19th Street @Bayview Drive",1,12,,9/16/2017,https://twitter.com/GatorEMS/status/909151086426157056
My backyard and backdoor are not safe and 7 days after storm I still have not been told when FPL will cut these branches. pic.twitter.com/AaYE7akvrY,1,12,,9/16/2017,https://twitter.com/skilo1557/status/909125754402824192
praying @insideFPL does some magic and brings my #power back tonight!!! seriously can't take it any longer,1,12,,9/16/2017,https://twitter.com/j0j04LYF/status/909096414961168384
have been on storm recovery over twenty years and I have to say this is the worst i have ever seen..no crews anywhere to be found,1,12,,9/16/2017,https://twitter.com/aaronatkinson20/status/909096474855788545
@DukeEnergy I'm in Pinellas county and it's 8:30pm. Is it safe to say as the 2nd deadline approaches I will still not have power?,1,12,,9/16/2017,https://twitter.com/Sarah61898921/status/909212761334468609
"@DukeEnergy less than 4 hrs to go before you miss another deadline. The phrase is ""under promise and over deliver"" BTW. #Pinellas",1,12,,9/16/2017,https://twitter.com/koshtoo/status/909208692154912768
"People plan their lives based on what theyre being told. Duke continues to commit to deadlines, not meet them, and offer zero updates.",1,12,,9/16/2017,https://twitter.com/fltomtom/status/909194710840901632
@DukeEnergy With your 2nd deadline approaching in 6hours.Downed lines dont seem to matter and neither does my 94 yearold grandmother#nopower,1,12,,9/16/2017,https://twitter.com/JZukelman/status/909171294939308033
@DukeEnergy we have 350 units impacted on our grid - are we not important? @Kriseman how can you let them treat your residents this way?,1,12,,9/16/2017,https://twitter.com/jamiryan_/status/909168697469784064
"Duke energy is killing people and doesnt care, 5 elderly people dead due to heat and a child going without o2 and dukes reply ""be patient"",,,,""909141323524931584",1,12,,9/16/2017,
To bad we can't switch to FPL or OCU. Need to get it opened up like in Texas. Then they might be more motivated not to put residents last,1,12,,9/16/2017,https://twitter.com/chanurn/status/909124377924505601
"You realize this reads as a guarantee and not an estimate right? ""...residents WILL be restored..."",,,,""909064045692620800",1,12,,9/16/2017,
@DukeEnergy Would appreciate plans to improve reliability of service over canned responses. Another hurricane WILL hit Florida. #beprepared,1,12,,9/16/2017,https://twitter.com/UCFMatthew/status/909056068248104960
@DukeEnergy restoration is not levelized across customers paying the same. The damage is similar across the territory.,1,12,,9/16/2017,https://twitter.com/ceogozaly1/status/909020739180859392
1st it was Friday now it's today what is it really I'm in town and all my meds are damaged due to heat wires r still down.,1,12,,9/16/2017,https://twitter.com/thfjjd/status/909010537102626817
"@DukeEnergy , I have not complained, until now. Still no power, down line across from my house. Not in your ""affected"" area of Pinellas? https:// twitter.com/DukeEnergy/sta tus/908900001912418304 …",1,12,,9/16/2017,https://twitter.com/nathanharens/status/908966768378556416
"yes but people expect them to turn EVERYONE'S power back in 1,2,3! #ungreatful w/ other hurricanes we've had to wait wks & wks #smh",2,12,,9/16/2017,https://twitter.com/Mnkygrl0384/status/909257746977091584
Yeah nice words! But @OfficialFPL needs to get their sh*t together. It was barely a cat 1 storm winds we got!,2,12,,9/16/2017,https://twitter.com/rudimuss/status/909225993713438720
Thnx however our power has been going out when a slight breeze blows for at least a decade. I've reported it to @insideFPL dozens of times,2,12,,9/16/2017,https://twitter.com/ellenwidom/status/909207270109696000
That company @insideFPL was never hurricane ready as they claimed. They have no plan/process in place. 8 days no power. @MiamiDadeCounty,2,12,,9/16/2017,https://twitter.com/tellyathis/status/909200902988410880
"I have called many times about a cable down on my property to no avail. The entire neighborhood has power, except us. It is a safety hazard.",2,12,,9/16/2017,https://twitter.com/ohap33/status/909173671981445120
7th day of no power while ALL my neighbors have power! We had tropical storm impact! This is UNACCEPTABLE!,2,12,,9/16/2017,https://twitter.com/Its_LidiBaybayy/status/909125426353713152
24/7 ? Stop lying! Your customers are suffering because your inability to respond to a natural disaster effectively,2,12,,9/16/2017,https://twitter.com/reeda15/status/909100826215329792
I know! But I lost power before the hurricane! It's incredible,2,12,,9/16/2017,https://twitter.com/Maria_Barahona/status/909099582352740352
Same there hasn't been one! We also lost power on sept 11 at 8 am. The complex next to us and the nursing home next to us has power.,2,12,,9/16/2017,https://twitter.com/palepixie09/status/909073229934981122
"If @insideFPL doesn't totally botch power restoration, did a storm even hit? http://www. miaminewtimes.com/news/city-of-c oral-gables-threatens-to-sue-fpl-over-hurricane-irma-power-outages-9674026 …",2,12,,9/16/2017,https://twitter.com/AlfredSpellman/status/909068657908752384
Congrats @insideFPL - I now have elderly patients clinically dehydrated bc their nursing home has no AC or power.,2,12,,9/16/2017,https://twitter.com/BromoSouthern/status/909050874160386048
@insideFPL @FPL_Newsroom Why does CEO Eric Silargy have buried power lines in Palm Beach Gardens & his total compensation for 2016 was $4M?,2,12,,9/16/2017,https://twitter.com/MSarelson/status/909043431418290176
@wsvn @Local10Sports this emergency was reported 6 days ago on 77 terr14 place. i guess it only counts depending on your area @insideFPL pic.twitter.com/Wrfb8IZLPA,2,12,,9/16/2017,https://twitter.com/tooeasy2829/status/909033497322541058
@insideFPL please come fix the fuse you damaged at Blu Atlantic instead of throwing away our tickets please believe we're out of power!!!,2,12,,9/16/2017,https://twitter.com/mariya_feldman/status/909019606622375937
BTW @insideFPL was not prepared for a Cat 1-2 storm. They are not going to be ready for anything else. Let's end this monopoly.,2,12,,9/16/2017,https://twitter.com/JuanG_Arango/status/909000481606905856
And I have live cables in my yard and no sight of @insideFPL all this time. I thought that was considered an emergency. But oh well.,2,12,,9/16/2017,https://twitter.com/xxsabribrixx/status/908919664142618624
"I am in Madeira ave, Coral Gables, and I have no electricity since Saturday. The storm can no longer be an excuse.",2,12,,9/16/2017,https://twitter.com/juanfariall/status/908913500931706881
Worst storm response ever.. Like a ghost town.. Meaning no crews anywhere in north or east lakeland..I have rode everywhere..pathetic,2,12,,9/16/2017,https://twitter.com/aaronatkinson20/status/909066667803766785
@DukeEnergy hey my power is still off and I don't need none of yall fees. It's a hurricane not my fault,2,12,,9/16/2017,https://twitter.com/ApexCotureMag/status/909237206367293442
Getting tired of seeing everyone else on my street have power. 7 days of no power. Not a single truck has been out to assess damage near us.,2,12,,9/16/2017,https://twitter.com/HippJaclyn/status/909234952860049408
And wouldn't that mean if I'm still without power they will once again knowingly miss their self imposed 1159 Pinellas County deadline?,2,12,,9/16/2017,https://twitter.com/jschintgen1/status/909232739722891264
"@DukeEnergy duke wont even remove a power line in a lake thats been there for a weeweek, has stolen money from feema and have killed people",2,12,,9/16/2017,https://twitter.com/550792/status/909193811749777408
"There's a knot of power lines in my backyard and @DukeEnergy hasn't even come to cut the dead ones out yet, let alone put up new ones.",2,12,,9/16/2017,https://twitter.com/MikeManganello/status/909182831678623744
One thing you can beside of is the AC is full blast at @DukeEnergy headquarters. I wonder if they will try and flee when LE shows up.,2,12,,9/16/2017,https://twitter.com/daylightdis/status/909169194905866240
"@DukeEnergy just so you know, not having power in FL in summer IS an emergency. People can die from the heat.",2,12,,9/16/2017,https://twitter.com/jupiterstar/status/909166280720158721
They are hoping for the afternoon thunderstorm in pinellas so they have their excuse again.,2,12,,9/16/2017,https://twitter.com/eyecansee714/status/909162325680300032
Thousands in #Florida fume as @DukeEnergy misses deadline to restore power after #HurricaneIrma http://www. tampabay.com/news/weather/h urricanes/power-update-19-million-customers-in-florida-still-powerless-five-days/2337576 … via @ZackSampson,2,12,,9/16/2017,https://twitter.com/craigtimes/status/909162237788553217
6 days without power @DukeEnergy I know it's not as easy as this but c'mon. Pay overtime and work overnight. State of emergency in Florida! pic.twitter.com/sMB6cDdfw1,2,12,,9/16/2017,https://twitter.com/shoddycast/status/909159170259210242
@DukeEnergy there is no point in talking with them obviously deadlines are not as important to them #falsestatements,2,12,,9/16/2017,https://twitter.com/Christo48734153/status/909131842158235649
Yes. They claim its a computer not handling the volume of traffic. I call bullshit! They were woefully unprepared for this storm!,2,12,,9/16/2017,https://twitter.com/NickiMurphy1/status/909115477628252161
I call bullshit on that!!! You are hedging your beys because you KNOW you will miss tonights deadline as well!,2,12,,9/16/2017,https://twitter.com/NickiMurphy1/status/909115004850462720
Its not the 1st hurricane they have been through. 1st couple of days i understand confusion but they should be better than this.,2,12,,9/16/2017,https://twitter.com/dbuckeyes2/status/909103711980531714
FL legislature must investigate why Duke was so crippled by a weak hurricane.,2,12,,9/16/2017,https://twitter.com/TomCalen/status/909086458354520066
"Tell me why the fuck I am one of 21k without power when I see no damage, downed lines, etc. give me my fucking power",2,12,,9/16/2017,https://twitter.com/bjohnjr91/status/909067063595032576
So why can’t you get your system back up and running. We certainly pay enough money. It is sad that in the face of a major storm it failed!,2,12,,9/16/2017,https://twitter.com/bluboy137/status/909063992903168001
96% restoration in Pinellas County? I guess the downed power line safety issue in my backyard is a 4% issue.,2,12,,9/16/2017,https://twitter.com/walsh_matt_r/status/909037916558647297
"They should be worried, people are going to become unhinged if these deadlines pass and nothing! The heat index is over 100 degrees!",2,12,,9/16/2017,https://twitter.com/AskSuSu/status/908972463090012165
Thousands fume as @DukeEnergy misses deadline to restore power. By @TB_Times @ZackSampson @Josh_Solomon15 http://www. tampabay.com/news/weather/h urricanes/power-update-19-million-customers-in-florida-still-powerless-five-days/2337576 … #Irma,2,12,,9/16/2017,https://twitter.com/jthalji/status/908903472736751621
@insideFPL transformer and power lines done. Fpl has yet assessed the situation. Wondering how can crew see damage if pole is on ground. pic.twitter.com/vFApDKGiIa,3,12,,9/16/2017,https://twitter.com/Agutz86/status/909250376939040768
@insideFPL tentatively will b 8 days w/o power w Irma versus 12 w Wilma. Yet 4 past 12 yrs u have tacked on a hurricane surcharge 4 what? pic.twitter.com/WBVWFLMQZD,3,12,,9/16/2017,https://twitter.com/Michael62200340/status/909167003528826881
"Ask FPL the hard questions.. no lip service, things need to change! http://www. miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …",3,12,,9/16/2017,https://twitter.com/theiceman1729/status/909156046157045761
With @RepMannyDiazJr @SenReneGarcia @RebecaSosaMiami sharing the numerous concerns and complaints from area residents with @insideFPL pic.twitter.com/27thnjdPYF – bei Maruch Restaurant,3,12,,9/16/2017,https://twitter.com/CommBovo/status/909139864687448065
@insideFPL Hurricane Irma did not cause as much frustration as the FPL did...the real aftermath,3,12,,9/16/2017,https://twitter.com/the_morning_owl/status/909114376988356608
Lies!!! You will get sued after this. I've been without power for a week. I lost power BEFORE the hurricane,3,12,,9/16/2017,https://twitter.com/vicpad32/status/909055496480526337
@insideFPL We still have a tree on a power line from the emergency I called in. Is anyone coming to check? #HurricaneIrmaAftermath pic.twitter.com/B9oa34SfFe,3,12,,9/16/2017,https://twitter.com/KurtBell28/status/909020522746466308
Quit whining. Next time try being prepared for a hurricane.,3,12,,9/16/2017,https://twitter.com/MissRable/status/909246623951319041
@DukeEnergy is incapable of dealing with the aftermath of Irma. Horrendous customer service and management.,3,12,,9/16/2017,https://twitter.com/kimmyflamingo/status/909187320166920192
FPL cleared utilities easement regularly so we avoided these disasters/extended outages. Duke never does & now leaves a huge mess?,3,12,,9/16/2017,https://twitter.com/Myhiddenmadness/status/909179976745963520
bingo! @DukeEnergy is clearly incompetent during this crisis @marcorubio @realDonaldTrump @FLGovScott https:// twitter.com/elocbob/status /909175006579609600 …,3,12,,9/16/2017,https://twitter.com/SnakeIdol/status/909176599639183368
@DukeEnergy *Headline* man dies 7 days after hurricane Irma because Duke Energy won't respond.,3,12,,9/16/2017,https://twitter.com/LiftedHybrid/status/909082427431243777
"I've seen repairs for category 5 Hurricanes made MUCH faster than this. They didn't spend 3 days ""assessing"" damage before working either.",3,12,,9/16/2017,https://twitter.com/codeslinger2/status/908911038661382145
. @insideFPL : we know where the outages are but in most cases we don't know the extent of damage until we lay eyes on it. @CBSMiami pic.twitter.com/FXu1oBd20r,4,12,,9/16/2017,https://twitter.com/silvaharapetian/status/909157993555615744
@insideFPL hasn't even driven thru our neighborhood. We were w/o power 12-14-14 days in '04 & '05 hurricanes. FP&L lies about restoration % https:// twitter.com/HeraldTribune/ status/909075353322315777 …,4,12,,9/16/2017,https://twitter.com/LiveFreeorDie3/status/909135197823696896
"Cannot be considered more than a joke from @insideFPL and @FLGovScott again here in zip 33907 there was mayor damages, is this real? 3/3 https:// twitter.com/FLSERT/status/ 909083359606951936 …",4,12,,9/16/2017,https://twitter.com/a_matar/status/909125868206936070
"7 days after storm,can u tell me,when will you cut the tree hanging on my power line and blocking my back door?",4,12,,9/16/2017,https://twitter.com/skilo1557/status/909122653377695744
So a category 1 hurricane knocked all of South Florida's power out @insideFPL A very resilient system. https:// twitter.com/JohnMoralesNBC 6/status/909073028251873282 …,4,12,,9/16/2017,https://twitter.com/earlmanwich/status/909073691144867840
Lack of power to lift stations causing sewage in residential streets. Want a worse disaster on your hands due to poor @insideFPL response?,4,12,,9/16/2017,https://twitter.com/smallbiztrends/status/909063677348892673
What a goddamn joke @insideFPL is. Miami Dade only got tropical storm winds and I'm still without power after more than a week after Irma!! https:// twitter.com/mwrightreports /status/908989486272573440 …,4,12,,9/16/2017,https://twitter.com/Iki1690/status/909056824757940224
"Safely under ice cold ac and sending one truck out every hour. Idgaf about your safety. U charge me a shit ton, NOW GO GET ME POWER",4,12,,9/16/2017,https://twitter.com/Julius77439076/status/909055665074790400
I agree. I went 17 days without electricity after hurricane wilma. People were bitching about no power the next day. Plan ahead.,4,12,,9/16/2017,https://twitter.com/iluvrsmith/status/908924828769558528
Nearly 16K @DukeEnergy customers without power in Pinellas after they twice fail to meet their self imposed deadlines for restoration. pic.twitter.com/xgWppWWrtt,4,12,,9/16/2017,https://twitter.com/IONTB/status/909253398641414144
"#DukeEnergy , Please explain why/how homes w/ buried power lines are STILL WITHOUT power over one whole week. WE WANT TO KNOW.",4,12,,9/16/2017,https://twitter.com/realBLOTUS/status/909251818689060864
Got electricity back after the hurricane but power goes off again for no reason yesterday night and still dont have it back on. @DukeEnergy,4,12,,9/16/2017,https://twitter.com/PaulieWalle991/status/909222585568829440
"@MarcFi I'm sure you're aware but I'm being told some @DukeEnergy victims are seeing their ""dots"" disappear from the outage map, and when",4,12,,9/16/2017,https://twitter.com/AuburnCCR/status/909156455705665536
"@DukeEnergy said power would be restored to our area by midnight tonight. Based on this damage, I can't see that happening. #AfterIrma pic.twitter.com/iV0AfkYtWz",4,12,,9/16/2017,https://twitter.com/XanderRich/status/909111504057896960
So @DukeEnergy missed their self imposed deadline? I knew my power wouldn't be on last night,4,12,,9/16/2017,https://twitter.com/AuttyW/status/909073054097186816
"@DukeEnergy what happened to the deadline of midnight last night, my power is still not on on 14th Way, Northeast in St. Petersburg",4,12,,9/16/2017,https://twitter.com/RalphRnhd/status/909052457845772289
@DukeEnergy what sucks is we didn't lose power till after the storm. Is that why we are last to get fixed?,4,12,,9/16/2017,https://twitter.com/maxcap60/status/909046998191439872
Still no power in my neighborhood 32725. Not seen anyone even surveying the damage. Are we still on for Sunday at midnight?????,4,12,,9/16/2017,https://twitter.com/jezzra13/status/909044593538342914
@insideFPL there's no legitimate reason why brantley pines in fort myers does not have power yet. we've barely had any damage!,5,12,,9/16/2017,https://twitter.com/shiningrandomly/status/909085785059717120
this should have been done waaay before the storm came to avoid the present problem! Did we not learn anything after Andrew?!,5,12,,9/16/2017,https://twitter.com/MillyGB/status/909019218259185664
They are full of it! In crisis management you do the.small stuff 1rst & bring as many ppl online as possible & snowball into big rebuilds.,5,12,,9/16/2017,https://twitter.com/K1er/status/908910194159169536
@DukeEnergy 300 seniors at Top of the World. No AC. Many are trapped as no elevators. How is that midnight deadline working?,5,12,,9/16/2017,https://twitter.com/artistinthehood/status/909244099001282560
Seems like the crews down at #lakewoodestates are wrapping up the day. Guess new sunday #deadline ?,5,12,,9/16/2017,https://twitter.com/hijodelande/status/909214103167799296
"That's the problem. This is an emergency and they're ""housed"" instead of working even the 5-9 they claim to work.",5,12,,9/16/2017,https://twitter.com/UF7Gator/status/909206248284925953
@DukeEnergy Give your customer service reps raises. They have been pleasant and professional despite your mismanagement of this crisis.,5,12,,9/16/2017,https://twitter.com/StephanieSarkis/status/909147950751916032
They are telling people 5 days into the hurricane that they were the 1st to report an outage. Thier outage map online is not accurate.,5,12,,9/16/2017,https://twitter.com/dbuckeyes2/status/909122830880690182
Amazing how they have time to take that drone footage as nothing gets done. @DukeEnergy people want power not footage. Save your gimmicks!,5,12,,9/16/2017,https://twitter.com/ericksuarez1013/status/909116148079263744
It's the majaority of the neighborhood and the affected area you'd previously outlined on the map. Not one or two houses.,5,12,,9/16/2017,https://twitter.com/FrickenWin/status/909090571444035584
@76_BC was not very confident in that midnight deadline last night... come up to gville and hang with us!!,5,12,,9/16/2017,https://twitter.com/FrankiePesce/status/909038180892069888
I hope things get better. Wish FPL would put all lines underground & other measures to counter power loss from storms.,7,12,,9/16/2017,https://twitter.com/arboretumlvr/status/909061225828495360
Maybe you should have prepared better before the storm rather than allow some areas to be 30+ years out of date!,7,12,,9/16/2017,https://twitter.com/theonlyeggie/status/908930047431540736
Waiting for @DukeEnergy to restore Pinellas and Pasco Counties power by the deadline of 11:59am. pic.twitter.com/eYm71D1Uk2,8,12,,9/16/2017,https://twitter.com/AmandaBCO/status/909264320667750400
@DukeEnergy Let's talk about why Duke Energy is putting all these residents in extreme danger. Not even the police can respond to calls! pic.twitter.com/Sh3oGoch86,8,12,,9/16/2017,https://twitter.com/erinemack/status/909161725718552576
Will @DukeEnergy start maintenance now on utility easements to avoid tree damage in future?,8,12,,9/16/2017,https://twitter.com/SusieWatkinsFLA/status/909142855737802752
Rick @Kriseman 'extremely disappointed' after @DukeEnergy fails to restore power to everyone by midnight Friday http:// saintpetersblog.com/rick-kriseman- says-hes-extremely-disappointed-duke-energy-fails-make-midnight-deadline/ …,8,12,,9/16/2017,https://twitter.com/MitchEPerry/status/909060363634794497
. @StPeteFL mayor upset that @DukeEnergy missed its own Friday deadline to fully restore power. New deadline: End of Saturday. #irma https:// twitter.com/kriseman/statu s/908899506820931584 …,8,12,,9/16/2017,https://twitter.com/WFLACorey/status/909044367045865472
So who do I have to bribe at #FPL to get my power back up. We know y'all are crooked. #sevendays #hurricaneirma @insideFPL,9,12,,9/16/2017,https://twitter.com/titohax/status/909196332056895490
@DukeEnergy get off your knees you're blowing the deadline.,5,12,,9/17/2017,https://twitter.com/DickLaser/status/909501760053682181
This is a flat out lie. I watched your trucks high tail it out of affected areas yesterday at 6PM on the dot. Stop lying to people.,5,12,,9/17/2017,https://twitter.com/RobbBlak/status/909451418225999872
"Since you guys love posting pics, can you post one of your crews working after sunset by flood lights? Because they are working 24hrs right?",5,12,,9/17/2017,https://twitter.com/JimBailey01/status/909448537385127937
"Since you guys love posting pics, can you post one of your crews working after sunset by flood lights? Because they are working 24hrs right?",5,12,,9/17/2017,https://twitter.com/JimBailey01/status/909414840552366081
"Maybe instead of buying politicians, you all should buy a better disaster prep program or just upgrade the grid.",7,12,,9/17/2017,https://twitter.com/JeanMarcCroix/status/909529397207687170
Irma was a hurricane Cat1 and managed to screwed-up our power and internet services. Comcast #FPLOutage are bad prepared for the worst.,7,12,,9/17/2017,https://twitter.com/Luis_sin_Zeta/status/909515111848660992
@Kriseman @DukeEnergy this is how we were left. No one has been back. There are wires all over the place!! How can you meet a deadline pic.twitter.com/W1APUAfb5e,7,12,,9/17/2017,https://twitter.com/heatherw1ll/status/909418720577167360
@insideFPL Gouging customers and bribing politicians to essentially outlaw clean energy? Sounds about right. http://www. miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,8,12,,9/17/2017,https://twitter.com/sand/status/909557262217248768
"20+ yrs w/ @insideFPL , 1st ""late"" statement. Reason? That's right, hurricane & no power for 6 days. Glad you had power back to mail these pic.twitter.com/ionHdYL2LH",8,12,,9/17/2017,https://twitter.com/ITSM_Lisa/status/909548568595361798
Why Didn't @insideFPL Do More to Prepare for Irma? http://www. miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 … via @miaminewtimes,8,12,,9/17/2017,https://twitter.com/JMikkola/status/909513826957238273
Sign the Petition now!!! https://www. change.org/p/florida-cabl es-wires-to-be-buried-after-hurricanes?recruiter=482012426&utm_source=share_petition&utm_medium=twitter&utm_campaign=psf_combo_share_message.combo_new_control_header_next_step&utm_term=autopublish&utm_content=nafta_twitter_large_image_card%3Acontrol … via @Change @insideFPL @FLGovScott @WPTV @Power965 @kiss999 @KVJShow @jimmyfallon,8,12,,9/17/2017,https://twitter.com/WrApPzZ/status/909500805618847745
"@DukeEnergy all you have to do is show up, clear the limb run a new line and boom you've met the deadline. 32725 atmore circle off Normandy pic.twitter.com/stjq8rvz9R",8,12,,9/17/2017,https://twitter.com/HeyDominica/status/909539488682184705
Ok @DukeEnergy your deadlines have come and gone still looking at power line in the road. #DUKEENERGYIRMAFAILURE #falsehope #stopthelie pic.twitter.com/mXxd5XOqzZ,8,12,,9/17/2017,https://twitter.com/202Skaters/status/909408212427919360
"@insideFPL Before ""this prevents danger to workers",9,12,,9/17/2017,9.10E+17
"Although neighbors have light, still in the dark here! What's @insideFPL going to do when a hurricane hits @CityofMiami directly? pic.twitter.com/xDDwV4q3pI",9,12,,9/17/2017,https://twitter.com/miamicityman/status/909566801054486530
@insideFPL My blown fuse is in my backyard. 4 houses upstream have power...,9,12,,9/17/2017,https://twitter.com/sam_paullin/status/909525694534778880
Where in S.Florida? Y should GIVE RELIEF to victims of #IRMA S. FL still no power in many areas! @insideFPL should compensate! WHAT PHOTOS?,9,12,,9/17/2017,https://twitter.com/SURVIVOR_NO1/status/909486506263371776
"I can see the damaged powerline, plain as day. It's sunny outside, can you send someone to work on this very clear problem? Lee county",9,12,,9/17/2017,https://twitter.com/poisonmariie/status/909486145217732610
Hey you just created a huge life safety issue. Power went out at our building and now no one can get out of the building.,9,12,,9/17/2017,https://twitter.com/rizlack/status/909451519795310592
@DukeEnergy you've failed to meet your deadlines for getting power back on. You've failed to update your site maps etc. can you answer?,9,12,,9/17/2017,https://twitter.com/KittyMercado86/status/909611424426676227
"What would've been nice was, I dunno, a single word from @DukeEnergy letting the over 1500 residents know this. ANYTHING would've been nice.",9,12,,9/17/2017,https://twitter.com/XanderRich/status/909580095995727873
"By that time, the next hurricane will hit and we won’t get power this time and will have to wait until October 10th!!!!!!",9,12,,9/17/2017,https://twitter.com/redhtflchick25/status/909518041045770240
"Same story with @DukeEnergy where I live near Orlando. Prep and response has been massively botched, but they have no incentive to do better",9,12,,9/17/2017,https://twitter.com/joerob577/status/909510266139889664
@DukeEnergy the deadline is approaching. Still no updates. Get off your knees you're blowing the deadline. #DukeEnergy,9,12,,9/17/2017,https://twitter.com/DickLaser/status/909506082464321543
"@DukeEnergy 32703 Wekiva Springs @436 strip malls have power but screw the residents, no repair crews in the neighborhoods all week!",9,12,,9/17/2017,https://twitter.com/BasilHa37256146/status/909484052851372033
. @DukeEnergy So... what's the new deadline?,9,12,,9/17/2017,https://twitter.com/DrRyeBourbonMD/status/909469746038476800
Why are power companies just like @DukeEnergy still using primitive technology to provide erratic power at massive $$ rates-let's sue em',9,12,,9/17/2017,https://twitter.com/SuperJohnny123/status/909457484577992706
"If it's not, because I see where the damage is and it's easy and LITERALLY ON 17/2, y'all gonna hear from me...",9,12,,9/17/2017,https://twitter.com/BlueLipsLuv3/status/909452098542161920
add @Ask_Spectrum to the list..no internet for over a week...had 7 days to prepare and a week after the storm..still no service-unacceptable,9,12,,9/17/2017,https://twitter.com/Fitzzi55/status/909451981609201664
Good job 2 days late still have no power you know what happen to the real world people that don't meet there job deadline TERMINATED!!,9,12,,9/17/2017,https://twitter.com/DeezNut59104333/status/909417293851045888
@DukeEnergy you have to get crews into Pinellas and restore our power 2 more days is just unacceptable for a low damage area,9,12,,9/17/2017,https://twitter.com/STRATTrading/status/909416831743651840
Lmfao the 30 mph winds do knock out everything what about a real hurricane @DukeEnergy your not ready at all,9,12,,9/17/2017,https://twitter.com/DeezNut59104333/status/909407200010997761
@Kriseman citizens of our community are being lied to and mistreated by @DukeEnergy to spare their floundering PR. When do we get relief?,9,12,,9/17/2017,https://twitter.com/KanthEvolved/status/909302765880569856
"It blows my mind that it's taking this long. I lived in Polk county and had 3 hurricanes in 1 year, lost power but had it back in days x.x",9,12,,9/17/2017,https://twitter.com/ProksHandled/status/909288367686340609
"I swear, @DukeEnergy probably has the worst customer service ever. Going on day 7 without power & haven't seen one truck ""assess"" any damage",9,12,,9/17/2017,https://twitter.com/ripkait/status/909270706915028993
@DukeEnergy midnight still powerless. This is why you don't set deadlines that are not attainable. #DUKEENERGYIRMAFAILURE #falsehope,9,12,,9/17/2017,https://twitter.com/202Skaters/status/909266306129637377
@DukeEnergy day 7 no power. Where's the update for Pinellas since you can't meet your SECOND deadline. #givemehonesty,9,12,,9/17/2017,https://twitter.com/h0whel0ves/status/909265759486046208
That's because @DukeEnergy can't keep their deadlines and now we get pushed to the back while they scramble to make up for missed deadlines,10,12,,9/17/2017,https://twitter.com/FaeDreamdance/status/909529948624490496
"Tonight at midnight is @DukeEnergy 's deadline for the county. I'm half expecting a press release with words like ""unexpected""/""unforeseen""..",10,12,,9/17/2017,https://twitter.com/MarcFi/status/909438598432350208
we lost power before the storm even hit and it looks like we'll be the last ones to get it!!! Beyond frustrating!,12,12,,9/17/2017,https://twitter.com/22Marlenne/status/909581886686662656
@PalmettoBayVlg is frustrated with very slow @insideFPL restoration process and concerned with significant flooding #HurricaneIrmaAftermath,12,12,,9/17/2017,https://twitter.com/MunCerv/status/909571507134844928
"@insideFPL Still without power. No more than a Tropical storm here, yet buddy down south got hit with the eye wall and has pwr restored....",12,12,,9/17/2017,https://twitter.com/VICTORIOUS_Yoda/status/909564846479478785
Guess FPL is not satisfied with the 8 deaths at the nursing home. Are you out for more?,12,12,,9/17/2017,https://twitter.com/CatCc34102/status/909553789664993280
"@insideFPL trucks are parked because supervisors can not give orders, very disorganized #nopower #missingdeadlines #33176",12,12,,9/17/2017,https://twitter.com/BildProperties/status/909552373839867909
I'm on day 8 with no power and no relief in sight!!! WTF @insideFPL #fpl,12,12,,9/17/2017,https://twitter.com/227_shells/status/909503067883700224
"Can anyone explain why ""The Sunshine State"" isn't leading the way in #SolarPower or allowing residents solar panels privately. @insideFPL",12,12,,9/17/2017,https://twitter.com/BostonRobb/status/909490436103950337
. @insideFPL Can't use your own solar PV in and emergency/power outage... Wtf Florida? #Irma #Corruption http://www. miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,12,12,,9/17/2017,https://twitter.com/erickeVolved/status/909465190709768192
@insideFPL feel free to die in a fire. @BillNelsonJrFL put a hammer down on these clowns http://www. miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,12,12,,9/17/2017,https://twitter.com/Skjaastad/status/909459979823874048
"Sorry 2 hear that. @insideFPL said they were ready for possible cat 5 aftermath, but weren't even prepared for the tail-end of a cat 2. #SMH",12,12,,9/17/2017,https://twitter.com/GroddLy/status/909450983360614400
miami-dade fire truck just pulled up. probably someone passing out in this heat. #nopower #noAC #northmiami #hurricaneirma @insideFPL,12,12,,9/17/2017,https://twitter.com/miamibully/status/909449310579904512
Ppl are showing videos and pics of thousands and thousands of trucks and they ain't doing shit.. Bonita springs is still fuckin flooded(1/2),12,12,,9/17/2017,https://twitter.com/Oscb0ng/status/909442299473616896
"We can deal with the flooding. Look at the money spent on supplies due to no power/air/refrigerator/freezer, losing food…all that crap!",12,12,,9/17/2017,https://twitter.com/UK88TL/status/909424411102662657
"9 days after the hurricane #Irma Pinecrest FL is a ghost town. @MiamiDadeCounty , @pinecrestfl and @insideFPL forgot their residents",12,12,,9/17/2017,https://twitter.com/estebangerbasi/status/909403198334566401
