Tweet,Date,Link,Relevance,Manual 
"In what has already become a passionate primary election season in North Texas, a judge was allegedly caught on camera vandalizing a campaign sign.  https://usat.ly/2oApSFK Â ",2018-03-01,/USATODAY/status/969143973569757184,0,
# NCDN Continues dialogue Government and Venezuelan opposition in DR in search of understanding http://youtu.be/fAN2qklP-tQ?a,2017-09-13,/CDN37/status/908081915806277633,0,
These are the new sanctions adopted by the UN Security Council against North Korea http://bit.ly/2f0fuWs pic.twitter.com/7r4ZeGF78J,2017-09-12,/teleSURtv/status/907679454297677824,0,
Heavy Rotation: 10 Songs Public Radio Can't Stop Playing https://n.pr/2J7w2pz Â ,2018-03-31,/NPR/status/980167848608911360,0,
Vehicle fire shuts down both directions of SR 429 in Winter Garden   Â  ,2017-10-26,/orlandosentinel/status/923522117647421441,,
This bike helmet is like an airbag for your head pic.twitter.com/eJAmrYCW3i,2018-02-16,/mashable/status/964688619263819777,0,
UK's claims questioned: doubts emerge about source of Salisbury's novichok https://trib.al/InXxQi9 Â ,2018-03-16,/guardian/status/974518271109033988,0,
'Empire' salutes Prince; Jane Lynch visits 'Will & Grace'   Â  ,2017-10-15,/orlandosentinel/status/919595512403320832,,
A good week for gold gets even better as U.S. and China exchange blows on trade  https://bloom.bg/2pyktQa Â  pic.twitter.com/pPtXKbBHnq,2018-03-23,/business/status/977111875681955840,0,
All trains from London Euston station cancelled due to damaged wires https://trib.al/fUHJsLk Â ,2017-12-03,/guardian/status/937254819416477696,1,
"New job, quick training, and welcome to the emergency operations center  Â ",2017-09-08,/TB_Times/status/906258611529170944,,
Independence referendum # Iraqi Kurdistan: 92% vote Yes http://bit.ly/2fS0WW7 pic.twitter.com/Sz4yi9fqh4,2017-09-28,/teleSURtv/status/913455773065240576,0,
# China says it does not need anyone to tell them what to do http://bit.ly/2j4czxt pic.twitter.com/EKVbbYSgNK,2017-11-06,/teleSURtv/status/927519702410317824,0,
Apple's 'defining moment' is here â and it may mean moving past the iPhone  http://read.bi/2nLutnw Â  pic.twitter.com/i10zpCJKSQ,2018-02-05,/businessinsider/status/960578755268837382,0,
# BREAKING  16 policemen killed in Egypt shootout - official toll,2017-10-21,/AFP/status/921757263735422976,0,
President Trump expands US military footprint despite candidate Trump's rhetoric  http://cnn.it/2DdFiFc Â  pic.twitter.com/u93MwDHZbQ,2018-01-17,/cnni/status/953535100674871296,0,
"As many flee south Florida ahead of Irma, some hope a grotto will save their town  http://cbsn.ws/2wN5abd Â  pic.twitter.com/zYDlqWJFGL",2017-09-08,/CBSNews/status/906095541431541761,0,
# TheTrumpEffect : @Reuters  cuts through the noise to show you the major actions and impacts  http://reut.rs/2HCIlJ7 Â  pic.twitter.com/DyGKSwZbqR,2018-03-18,/Reuters/status/975320718614433798,0,
CRASH: I-75 SB & Royal Palm Blvd. Expect delays with heavy rain & use caution. #TRAFFIC ,2017-10-05,/WPLGLocal10/status/915975637269131265,,
Saudi blockade of #Yemen  must be lifted for 'life-saving work' to continue â UN Under-Secretary  https://on.rt.com/8t0n Â  pic.twitter.com/5K8NnS8FN2,2017-11-24,/RT_com/status/934275452834893824,0,
"On @CBSThisMorning âs series âA More Perfect Union,â we head to a childrenâs hospital that opened up next to a university's football stadium pic.twitter.com/FGo70fsbSl",2017-11-02,/CBSNews/status/926068318129311744,0,
It's already on the air # NoticiasAhora37 ----) full of information from @KariSanchezC and @JeanSuriel pic.twitter.com/z68UNCuPqZ,2017-12-04,/CDN37/status/937714756303118336,0,
How did Northern California fires become so devastating?  http://cnn.it/2yeYyCI Â  pic.twitter.com/31FS7Y0m6c,2017-10-11,/cnni/status/918130344750182401,0,
Democrats say they have leverage after shutdown fight. Here are their options:  http://cnn.it/2F7T4tC Â  pic.twitter.com/SXsSUS1N1L,2018-01-24,/CNN/status/956126962283622400,0,
Thank you so much! We hope you are staying safe.,2017-09-11,/news6wkmg/status/907139526656741377,,
NOW: @NBCNightlyNews  is on the air for many of our viewers in the Pacific and Mountain time zones. pic.twitter.com/edKwLWUEAN,2017-09-25,/NBCNightlyNews/status/912474048407388160,0,
".@POTUS : ""In 2016, we lost 64,000 Americans to drug overdoses: 174 deaths per day. 7 per hour. We must get much tougher on drug dealers and pushers if we are going to succeed in stopping this scourge."" #SOTU   http://fxn.ws/2nra0Eg Â  pic.twitter.com/bMmpi8S615",2018-01-30,/FoxNews/status/958536528355119109,0,
David promises to share all the behind the scenes moments so you don't miss a thing!,2017-10-11,/abc13houston/status/918188896718065665,,
may we have permission to feature your video? Verify here:  https://capture.com/request/ce5cedb Â ,2017-09-11,/weatherchannel/status/907201482033909761,0,
Oopsâ¦ Hawaii governor was late in retracting false missile alert because he âforgotâ Twitter logon  https://on.rt.com/8xjs Â  pic.twitter.com/EnNfquFVIQ,2018-01-23,/RT_com/status/955761528854245376,0,
# Venezuela expresses its rejection of international silence after repression of security forces in #Argentina http://bit.ly/2CIn1iy pic.twitter.com/WIgeWCXKBc,2017-12-20,/teleSURtv/status/943489667608875008,0,
Austria. France. Part of Canada. More regions consider or adopt laws that restrict face coverings in public.   Â ,2017-10-20,/nytimes/status/921269509117358080,,
"The number of injured, we are using the number of 515, Sheriff Joe Lombardo says of Las Vegas attack  http://cbsn.ws/2keVmBH Â  pic.twitter.com/NicShzFHCh",2017-10-02,/CBSNews/status/914878126865477632,0,
Will these pricey brownies actually make your period a little less painful?  http://on.today.com/2BWCFYj Â  pic.twitter.com/ptLW4O70cq,2017-12-08,/TODAYshow/status/939147671473975296,0,
Tony Blair tells UK voters: time is running out to stop Brexit folly http://reut.rs/2E5nv3l Â ,2018-01-04,/Reuters/status/948863723275476992,0,
Now you can sleep on the cool side of the pillow literally all night. pic.twitter.com/buLtCTaW10,2017-11-08,/mashable/status/928458647310499840,0,
"We have to come and eat here every day: the soup kitchen that serves about 1000 meals a day in Caracas, Venezuela http://bbc.in/2EN7yPO pic.twitter.com/giff8mOe9m",2018-02-23,/bbcmundo/status/967165447320764423,0,
# ATTENTION __PIPE__ Brooklyn federal judge blocks President Donald Trump's decision to cancel the DACA migratory program http://bit.ly/2EEDEQQ pic.twitter.com/q7P5RbW6u6,2018-02-13,/NTN24/status/963525847662637058,0,
Italy won't be at the World Cup for the first time since 1958  https://bloom.bg/2AIBECG Â  pic.twitter.com/S8JthZklin,2017-11-14,/business/status/930352369119977472,0,
"Public schools across West Virginia are closed today as teachers and other school employees hit the picket lines, demanding higher wages and better benefits  http://cnn.it/2FkpJNT Â  pic.twitter.com/hdYPJYFvsa",2018-02-22,/CNN/status/966755742719139841,0,
US officials: 4th Green Beret missing after Niger ambush has been found dead   Â  ,2017-10-06,/businessinsider/status/916399034868346880,,
These photos of a hedgehog going camping are too cute   Â  ,2017-10-20,/WESH/status/921400401907277825,,
# NCDN Minister of Public Health says that Waldo Ariel Suero uses strikes to press for election http://youtu.be/sYoINKKoOlE?a,2017-10-19,/CDN37/status/921204225669033984,0,
9-year-old Cape Coral boy reported missing   Â  ,2017-10-25,/10NewsWTSP/status/923339678438305792,0,
Rose McGowan has been suspended from Twitter for 12 hours  Â ,2017-10-12,/mashable/status/918468332185178112,,
The Israeli Air Force attacks Hamas positions in #Gaza http://bit.ly/2Cz2v4f pic.twitter.com/e8mBafJPjA,2017-12-18,/teleSURtv/status/942904561265623041,0,
World's oldest panda dies in China   Â  ,2017-09-14,/10NewsWTSP/status/908293028636438528,0,
"Who needs a flu shot? Everyone over 6 months old, the CDC says.",2017-10-10,/WLRN/status/917903071358922754,0,
Live video of the picket against #MensajeGobernador. #PRNoSeVende https://m.facebook.com/story.php?stor y_fbid = 2261754807171707 & id = 193812630632612 ...,2018-03-05,/PPTPR/status/970782221870256128,0,
Why airlines pay to fly over other countries pic.twitter.com/IXdJX80asv,2017-10-04,/businessinsider/status/915526184179425280,0,
The individuals were arrested last Tuesday in a residential in ComerÃ­o http://ow.ly/XmW330hIhnx,2018-01-11,/VoceroPR/status/951461384319045632,0,
Is peanut butter actually good for you?  http://cnn.it/2goUC7T Â   (via @CNNhealth ) pic.twitter.com/3Wqa3lb6Rq,2017-09-01,/cnni/status/903597985044594689,0,
Four Boston College students attacked with acid at French train station; police say incident not terror-related   Â  ,2017-09-17,/ABC/status/909529668914728962,,
Today # 9Mar at 20Hrs @ NTN24Zoom focuses its lens on EE. UU and the announcement of President Donald Trump to agree to meet North Korean leader King Jong-un #ZoomNuclear __PIPE__ Lead and lead @ andrebernal26 pic.twitter.com/m7KAhu5FbP,2018-03-09,/NTN24/status/972272322701701123,1,
"New York City's MTA is doing away with the phrase ""ladies and gentlemen"" in its announcements on subways and buses, and will nave gender neutral announcements instead   http://cbsn.ws/2iO4rNX Â  pic.twitter.com/JmFKX7cilw",2017-11-11,/CBSNews/status/929368122511056897,0,
The aircraft crashed at the end of the take-off runway at the Bartow Municipal Airport http://ow.ly/rbAJ30hpXdH,2017-12-24,/VoceroPR/status/945016261951541248,0,
"A lawsuit that accuses President Trump of taking illegal gifts from foreign governments through his family's business will be allowed to proceed in Washington, a federal judge said  https://cnn.it/2uvUqhv Â  pic.twitter.com/eDKqtb3Jqq",2018-03-28,/CNN/status/979057541501128704,0,
"Pasco schools to reopen Monday, Sept. 18. 5 shelters to remain open for evacuees with home damage:   Â  ",2017-09-11,/FOX13News/status/907260559745306625,0,
General Motors is planning to test self-driving cars in New York City early next year   Â  ,2017-10-22,/cnni/status/922032560414355457,,
They prohibit the AEE from charging the energy consumption that they did not generate https://notiuno.com/prohiben-la-ae e-charge-the-consumption-of-energy-that-have-not-generated / ... # NotiUno630,2018-01-17,/NotiUno/status/953717360124416000,0,
# Mexico __PIPE__ 7 false news that has gone viral after the earthquake in Mexico http://bit.ly/2xxIXxo pic.twitter.com/5QNvIt5GWx,2017-09-24,/teleSURtv/status/911928709858287616,0,
[#EEUU] Prosecutor imputes charges to a Guatemalan citizen for the death of NFL player Edwin Jackson http://bit.ly/2FVOAa5 pic.twitter.com/Qbt9AwLDeB,2018-02-08,/NTN24/status/961638505217699840,0,
"Georgia, here we go again. This time it's the NRA.  http://cnn.it/2F9eQlc Â   (via @CNNOpinion ) pic.twitter.com/Y6LsIVxUuU",2018-03-03,/CNN/status/970109114058715136,0,
# Technology Know the date on which the first Central American satellite will be launched https: // www. diariolasamericas.com/c4145089,2018-03-06,/DLasAmericas/status/971145837165383683,0,
His girlfriend leaves him after discovering that his Porsche was a Chinese copy https://es.rt.com/5lfz pic.twitter.com/AD2RsTwfbM,2018-01-26,/ActualidadRT/status/956973950453600256,0,
Governor Ricardo RossellÃ³ Nevares went to the Veterans Hospital today with Lieutenant General Jeffrey ... http://fb.me/Ig6Niwfi,2017-11-10,/Foro_Noticioso/status/929136682615570433,0,
Where it went wrong for the teams who missed out on the World Cup  https://www. theguardian.com/football/2017/ nov/16/world-cup-2018-fans-holland-italy-ireland?CMP=share_btn_tw Â  â¦ pic.twitter.com/b1psietZH7,2017-11-16,/guardian/status/931314694169575425,0,
DefSec welcomes @NATO  SecGen @jensstoltenberg  to HM Naval Base Clyde to mark the 350th nuclear deterrent patrol.__NEWLINE__ https://www. gov.uk/government/spe eches/defence-secretary-michael-fallon-at-faslane Â  â¦ pic.twitter.com/9j2AqPmHk3,2017-09-29,/UKinUSA/status/913846747566428160,0,
He died intestate: 4 stories that you will not want to live http://bit.ly/2vSH0Z2,2017-09-13,/ExpansionMx/status/908031853688442880,0,
The only current connection between the cases is the victimsâ approximate ages. https://usat.ly/2yuWyT6 Â ,2017-12-15,/USATODAY/status/941533339898580992,0,
Subject: Arrest a third of the four inmates who had escaped from the Aguadilla Guerrero Prison. Place: ... http://fb.me/28HpP88fR,2017-09-29,/Foro_Noticioso/status/913821194163384320,0,
.@AnnCoulter : Bannon-Trump Clash Won't Much Affect White House Agenda http://bit.ly/2CPo3dZ Â ,2018-01-03,/FoxNews/status/948776592930721792,0,
Turkey summons German envoy over Kurdish rally in Cologne  http://reut.rs/2fcQJGB Â  pic.twitter.com/4Dl3GywMeq,2017-09-16,/Reuters/status/909147393437962242,0,
My house was very old ... Georges took it completely http://ow.ly/qlrH30fhGKU pic.twitter.com/HdPEVk5kf6,2017-09-20,/noticel/status/910468610354761728,0,
# Russia and #Pilipinas sign military technical cooperation agreement http://bit.ly/2y2h5hC pic.twitter.com/OE0cfOYcjX,2017-10-24,/teleSURtv/status/922886409920434176,0,
Opposition media propagated the idea that Chavismo has no competition. Clear the main doubts of #MunicipalesVenezuela http://bit.ly/2AIWHY2 pic.twitter.com/9svE3bcWtt,2017-12-08,/teleSURtv/status/939351147629780992,0,
Gary Shilling calls bitcoin a black box and says he doesn't invest in things he doesn't understand ,2017-10-18,/businessinsider/status/920780796981477376,,
"The family that blocks the construction of Chelsea's new stadium, the most expensive in Europe http://bbc.in/2EHPsON pic.twitter.com/NRpJtpBT8A",2018-01-14,/bbcmundo/status/952559436689702912,0,
"20-9-1958: the statue of the lazador, work of AntÃ´nio Caringi and official symbol of the city of Porto Alegre is inaugurated in Porto Alegre.",2017-09-20,/RCTVenlinea/status/910470366866345984,0,
Talking Horses: Cracksman and Enable could clash in King George https://trib.al/yUBsbUb Â ,2018-03-27,/guardian/status/978557013255860224,0,
Florida congresswoman @RosLehtinen  details damage in Miami after #Irma . http://cbsn.ws/2eQTPfu Â ,2017-09-11,/CBSThisMorning/status/907274673020391424,0,
"JUST IN: RNC pulls out of joint fundraising agreement with Roy Mooreâs campaign, according to new FEC filings",2017-11-14,/CBSNews/status/930569899465945088,0,
Harvey Weinstein's statement doesn't deny sexual harassment allegations   Â  ,2017-10-05,/HuffPost/status/916034664137199616,0,
John Kelly just drew a line in the sand over congressional negotiations on 'Dreamers'  http://read.bi/2BZZ05S Â  pic.twitter.com/12spiVUIIA,2018-02-06,/businessinsider/status/960931171583578112,0,
Remains of Roman aqueduct uncovered in Spain after Storm Emma https://www. telegraph.co.uk/news/2018/03/0 6/remains-roman-aqueduct-uncovered-spain-storm-emma/?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter Â  â¦,2018-03-06,/Telegraph/status/971160198978162689,0,
Nowhere will be safe: Can scary words save public from Irma?   Â  ,2017-09-08,/abcactionnews/status/906352279179100165,0,
Man Arrested in 1980 Killing of Pregnant Woman   Â ,2017-09-29,/WKRG/status/913945810521477120,,
# Barcelona  square lit up as hundreds demand freedom for jailed #Catalan  politicians (VIDEO)  https://on.rt.com/8sjg Â  pic.twitter.com/5J2cRcPpfQ,2017-11-17,/RT_com/status/931738737821802496,0,
Count us in! @ShakeOut  @Readygov https://twitter.com/Readygov/statu s/920695494359310336 Â  â¦,2017-10-18,/NWS/status/920701426837475328,0,
# USA At least two dead and several injured by shooting at a #Colorado Walmart http: // www. diariolasamericas.com/c4136020,2017-11-02,/DLasAmericas/status/926051287493378049,0,
"Stunning timelapse shows dense fog rolling across Pittsburgh, Pennsylvania, at times completely obscuring the city Friday morning.  http://abcn.ws/2BHVvlZ Â  pic.twitter.com/jBlZxVZeph",2017-12-03,/GMA/status/937362390911455233,0,
Ohio State quarterback's knee injury before Michigan game prompts calls for investigation http://fxn.ws/2hSEJHO Â ,2017-11-26,/FoxNews/status/934873944527724550,0,
In short #MaduroHablaAlMundo at an international press conference Watch our live broadcasts! pic.twitter.com/A92zyP9kns,2017-10-17,/teleSURtv/status/920312507344080897,0,
"The drama of the children trapped in eastern Ghouta, the suburb of Damascus bombed almost daily http://bbc.in/2FmbG9A pic.twitter.com/hAyp8lcqUo",2018-01-28,/bbcmundo/status/957659295390355466,0,
Exiled Parisian Impressionists reunite for major exhibition at London's Tate Britain ,2017-10-31,/AFP/status/925379351561908225,0,
"'Ghost boat' owner facing attempted murder charge, FWC says   Â  ",2017-09-25,/news6wkmg/status/912377934928797697,,
The NY TImes reports @Dick 's Sporting Goods will immediately stop selling assault-style rifles in all stores.__NEWLINE____NEWLINE__  Puerto Rico's governor says the U.S. Treasury Dept. cut a $4.7 billion dollar loan for disaster relief to just $2B.__NEWLINE____NEWLINE__  New Air Force One deal reached pic.twitter.com/ceptdOMdoO,2018-02-28,/CBSThisMorning/status/968830261592051712,0,
Man believes discovery of woman's remains solves decades-long family mystery:__NEWLINE__ http://cbsn.ws/2HbK73z Â  pic.twitter.com/26qZzYOsmo,2018-03-06,/CBSNews/status/970992396816277504,0,
"We bombed everything that moved, the attacks that explain North Korea's historic rancor towards #EEUU http://bbc.in/2vXfAFF pic.twitter.com/sqnLSul63v",2017-09-10,/bbcmundo/status/906848240892567552,0,
BBC apologises over interview with climate sceptic Lord Lawson   Â ,2017-10-24,/guardian/status/922871246685077504,0,
BBC launches investigation after radio presenter accused of sexual harassment https://trib.al/8VShTlw Â ,2017-10-27,/guardian/status/923982823345807360,0,
"Kellyanne Conway signals she'd be open to taking the White House communications director job: ""I'm here to support the President however he sees is most important.""  https://cnn.it/2ujoHjA Â  pic.twitter.com/3RPADMHCNx",2018-03-23,/cnni/status/977227262297870342,0,
Hundreds gather at candlelight vigil to remember slain teenager:   Â   @SteveGWSB  LIVE at 9 on Channel 2. ,2017-09-03,/wsbtv/status/904325727016935426,0,
"200-pound, 85-year-old tortoise gets a lift from California wildfires in a wheelbarrow  http://abcn.ws/2ifPCXA Â  pic.twitter.com/olXWKq2qow",2017-10-16,/ABC/status/920026791955369984,0,
A new organization called Pinned By Pearls urges men in the entertainment industry to wear pearl pins as a symbol of their support for projects starring and created by women  http://nbcnews.to/2neK7bu Â   via @TODAYshow,2018-01-26,/NBCNews/status/957083680853450752,0,
Netflix's rocky year of original movies  http://huffp.st/jMWsFPb Â  pic.twitter.com/CeGZRTwSpa,2017-12-31,/HuffPost/status/947606521424371713,0,
America: The Cookbook is a must-have kitchen bible  https://bloom.bg/2gHNF2A Â  pic.twitter.com/JaRXgVhZDF,2017-10-15,/business/status/919587395829366786,0,
"The collapse on Wall Street, should it worry Mexico? http://ow.ly/Q7VK30iia2W",2018-02-08,/ExpansionMx/status/961718489085042688,0,
"She is Ana, she tells us that she takes to the streets of # Catalonia to fight against a repressive government that goes against the people # 26Oct pic.twitter.com/xfbhT6fAbA",2017-10-26,/teleSURtv/status/923543802585014272,0,
Breaking News: A breach at Equifax may have exposed the data of 143 million U.S. consumers   Â ,2017-09-07,/nytimes/status/905905161759010820,,
NHS slashes funds for top homeless mental health team https://trib.al/mPPgfLY Â ,2018-03-10,/guardian/status/972510895925612544,0,
"OP-ED @GreggJarrett : Sessions should resign, but not before taking action against Clinton, Comey and Rice http://fxn.ws/2fxcRIE Â ",2017-09-19,/FoxNews/status/910087451875692544,0,
"Abi Morgan: âWomen can be as violent, mercurial and complex as menâ https://trib.al/TZDLtVz Â ",2018-02-22,/guardian/status/966579387901587456,0,
"Is that...?  Â No. It couldn't be. Say it ain't #SNOW ! Didn't quite hit jackpot  on this forecast, did you Vegas? pic.twitter.com/BoRduu3d5Z",2018-02-23,/WeatherNation/status/967154718899228674,0,
VIDEO: Are you looking for a relaxed vacation? Think of Isla Mujeres http://exp.mx/2FLjBhS pic.twitter.com/MoIxig700O,2018-03-04,/ExpansionMx/status/970184618690347008,0,
"Olga TaÃ±Ã³n and Chyno Miranda come together to sing ""Como en Las Vegas"" http: // www. diariolasamericas.com/c4141031",2018-01-09,/DLasAmericas/status/950818832440004609,0,
George Papadopoulos and the Russia investigation: A timeline  http://cnn.it/2zRDuja Â  pic.twitter.com/N9omCjY2HL,2017-10-30,/cnni/status/925074176033067008,0,
Judge who was ridiculed by Trump paves the way to fulfill his promise to build the wall http://uni.vi/844U30iEU6b POR @alevargas pic.twitter.com/Tn6Px0vVC2,2018-02-27,/UniNoticias/status/968662504271474688,0,
.@TGowdySC : FISA Memo Does Not 'In Any Way' Discredit Mueller Investigation http://insider.foxnews.com/2018/02/03/tre y-gowdy-fisa-memo-does-not-any-way-discredit-mueller-investigation Â  â¦,2018-02-03,/FoxNews/status/959936877297094656,0,
One of the biggest diamonds in history is discovered in a mountainous kingdom  https://bloom.bg/2mYxxNf Â  pic.twitter.com/ELMOKPrtKg,2018-01-21,/business/status/954990746913910784,0,
"Thirty-eight injured in police charges in Catalonia, say emergency services  http://reut.rs/2xT9Koy Â  pic.twitter.com/6DbsJ1WnZM",2017-10-01,/Reuters/status/914439770813730816,0,
# ReddeNews: Summary of news from La Romana #CDN pic.twitter.com/Yvyv4PlMrR,2017-12-20,/CDN37/status/943627697879769088,0,
Dramatic rescue in a frozen river of an old woman of 70 years pic.twitter.com/O9hFuQ5AHq,2017-12-30,/ActualidadRT/status/947318467132383232,0,
Here are the latest facts and figures on the @USACEHQ 's storm response efforts in #PuertoRico  and the #USVirginIslands . pic.twitter.com/Z7I2BTGA8W,2018-03-27,/femaregion2/status/978590736517160961,0,
# UPDATE   China's Xi Jinping secured a path to rule indefinitely as parliament abolished presidential term limits  http://u.afp.com/oiVJ Â  pic.twitter.com/R1tk9bKagn,2018-03-11,/AFP/status/972749182522949633,0,
Iran's foreign minister spoke to FRONTLINE about Iran and Saudi Arabia's roles in the Middle East. Read his interview:  http://to.pbs.org/2Cg0n54 Â  pic.twitter.com/aPTKjwNvuW,2018-02-23,/frontlinepbs/status/967183662293966856,0,
"Co-founder, #SteelyDan  guitarist Walter Becker passes away at the age of 67.   walterbecker.com / Â  ",2017-09-03,/abcactionnews/status/904342168915116038,0,
# LoMÃ¡sVistoEnObras @UNAM_MX ends map of fractures in Mexico City; the largest number of them is in 5 delegations http://ow.ly/gLvj30hvsHv pic.twitter.com/0rsIIkbIND,2017-12-31,/ExpansionMx/status/947625979215798272,0,
RNC jumps back in Alabama Senate Race after Trump endorses Roy Moore  http://nbcnews.to/2ipmdaq Â  pic.twitter.com/p9dOMANyJf,2017-12-05,/NBCNews/status/938090370617004032,0,
Are juice cleanses really worth all that money and hype? We got down to the bottom of it pic.twitter.com/HxOtn0r5Px,2017-12-16,/mashable/status/942188360877072384,0,
. @ evoespueblo recalls #EEUU economic embargo against #Cuba in 1960 http://bit.ly/2yzMlbw pic.twitter.com/YC0SgvDYeM,2017-10-19,/teleSURtv/status/921109449414270976,0,
Long-lost Congo notebooks may shed light on how trees react to climate change https://trib.al/UBd4NQC Â ,2017-09-22,/guardian/status/911192312633593856,0,
"Rajoy says Catalan ballot is void, defending police crackdown  https://bloom.bg/2yiwOhs Â  pic.twitter.com/rMuLA8WlMn",2017-10-01,/business/status/914610355992702978,0,
Putin's missiles are pointing at Tampa Bay but local mayors take laidback view https://trib.al/7tk6iBS Â ,2018-03-01,/guardian/status/969295659902951430,0,
"Dennis Ross: ""No one should think that we will determine the future of what's going on in Iran."" pic.twitter.com/jTcMg2efWH",2018-01-06,/FoxNews/status/949725502910140416,0,
Winners of a #Epcot35  commemorative map:__NEWLINE____NEWLINE__@pinkerbell __NEWLINE__@dsnyemily __NEWLINE__@kristenburford __NEWLINE__@JamesPoole61 __NEWLINE__@whitydarling__NEWLINE__@acciobritt __NEWLINE__@mydisneybump,2017-10-03,/WDWNT/status/915387226607013894,0,
"Some dogs shake, some dogs rollover... Penny spells pic.twitter.com/rky0UwIsgo",2017-10-15,/mashable/status/919568817843421185,0,
Twitter and Facebook are facing a new world of regulation over political ads  https://bloom.bg/2yoj4SE Â  pic.twitter.com/sf41DJJD0r,2017-11-02,/business/status/926117730289442822,0,
"Go beyond the headlines tonight with @ZainabSalbi  to examine what's necessary for transformative change. Don't miss #MeToo , Now What? at 8:30/7:30c.  #MeTooOnPBS pic.twitter.com/MuRKV9HVCM",2018-03-02,/PBS/status/969603240282218496,0,
# In Pictures: The center and south of #EEUU are under the snow https: // www. diariolasamericas.com/c4141545 pic.twitter.com/fPgPvIlNlE,2018-01-17,/DLasAmericas/status/953772704334798849,0,
"Jennifer Aniston and Justin Theroux announce they are separating, a rep for the couple tells the AP.  http://abcn.ws/2Hjt7Jp Â  pic.twitter.com/Eq69sib3JN",2018-02-15,/GMA/status/964280354340311040,0,
"NEW: Attorney General Sessions aware of and monitoring the situation in New York City, law enforcement official says - @PierreTABC http://abcn.ws/2AKNFba Â ",2017-12-11,/ABC/status/940215057622986752,0,
Consumer Watchdog Proposes New Rules On Payday Lenders  http://n.pr/2xXewBJ Â ,2017-10-06,/NPR/status/916351364166385664,0,
These houses can survive natural disasters ,2017-09-12,/businessinsider/status/907534250341105666,,
"Airplane bound for Tokyo returns to Los Angeles for a ""wrong passenger"" http: // www. diariolasamericas.com/c4140205",2017-12-27,/DLasAmericas/status/946114743248523265,0,
"Aviso de Tornado incluye Miami FL, Miami Beach FL, Key Biscayne FL hasta las 3:30 PM EDT ",2017-09-10,/NWSMiami/status/906959510639607808,,
Incredible but true ... the kilo of garlic in Venezuela does not fall of Bs.160 thousand. pic.twitter.com/HQrb9IDlvZ,2017-11-26,/RCTVenlinea/status/934715850044661760,0,
"2017 National Coffee Day: Deals from Krispy Kreme, Dunkin' Donuts, more  Â ",2017-09-29,/WFTV/status/913767098509389824,0,
TODAY VISIT IMAGE NUESTRA SEÃORA DE FÃTIMA A BARQUISIMETO. pic.twitter.com/ifQOjdr2qm,2017-09-12,/RCTVenlinea/status/907533708412022784,0,
"At least 580 traffic accidents in Houston, Texas, in the middle of the winter storm. In some areas temperatures of up to 20 Â° F are reported. Report: @projas_p pic.twitter.com/lvMEwuQLwg",2018-01-17,/UniNoticias/status/953697874289639426,0,
"Remy Cointreau's growth beats estimates, thanks to surging demand for cognac in China  https://bloom.bg/2mTz5bu Â  pic.twitter.com/9OH7XLixpl",2018-01-19,/business/status/954255603735711744,0,
Super Bowl LII: Patriots and Eagles are set for a rematch:  http://abcn.ws/2Bl0F5X Â  pic.twitter.com/9QK3uoVadR,2018-01-23,/GMA/status/955892902940602368,0,
# Florida NOAA offers its satellite to victims of #Irma to evaluate their properties http: // www. diariolasamericas.com/c4131826,2017-09-13,/DLasAmericas/status/907851352629497857,0,
Walmart is putting even more robots in its stores  http://cnn.it/2zJqrjE Â  pic.twitter.com/ImdV7nRZ9I,2017-10-26,/CNN/status/923726265798021121,0,
"JUST IN: Lower Manhattan incident being investigated as possible terror incident, source tells @ABC . -@JoshMargolin  Â ",2017-10-31,/ABCWorldNews/status/925465140144803842,,
"The colony took its toll on us again and the one who comes to tell me that it is because of my management, that of the Governor ... himself (HÃ©ctor Ferrer) was lobbying to achieve the same ... this is called having no political power in the Congress..I'm glad you realized JGO",2017-12-15,/NotiUno/status/941624598960984065,0,
Perspectives 2017: @TonyMunroe1  looks back on Chinaâs year in politics and looks ahead to 2018. Read more of our coverage on China:  http://reut.rs/2pCuzln Â  pic.twitter.com/Ia2Tpx35is,2017-12-31,/Reuters/status/947444749761331202,0,
Reduced Mississippi Oyster Season Opens Monday  Â ,2017-10-01,/WKRG/status/914547966882480129,,
Thousands of Catalans protest to demand the liberation of pro-independence leaders and in rejection of # 155AR http://bit.ly/2xWDP2M pic.twitter.com/gQr9DFNLCi,2017-10-21,/teleSURtv/status/921907716196655104,0,
# EXTENSION: London Fire Brigade moved 15 firefighters to the area of ââthe incident http://bit.ly/2A8rlb1 pic.twitter.com/J8QIgZzHyK,2017-11-24,/NTN24/status/934114539716661248,0,
This floating LED lightbulb can last up to 22 years. ,2017-10-14,/mashable/status/919114066945122304,,
Sen. Duckworth on breaking barriers in the Senate  http://cbsn.ws/2Ek0bjA Â  pic.twitter.com/qWOPakuwfg,2018-01-29,/CBSNews/status/957883028960837632,0,
# HurricaneIrma  remains a 180-mph hurricane as it heads toward the Turk and Caicos islands   Â  ,2017-09-07,/10NewsWTSP/status/905774500742139904,1,
WhatsApp service returns after a global outage  http://read.bi/2DFCeS2 Â  pic.twitter.com/ydvyga57rF,2017-12-31,/businessinsider/status/947575858088341504,0,
"# Panama President @JC_Varela says that fight against poverty ""has not ended"" https: // www. diariolasamericas.com/c4138095",2017-11-28,/DLasAmericas/status/935617271027945472,0,
