ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Code #,New Code,Subcode,content,unk,directed,hashtag,geocode,source,,,
,0.6463927646,09682,Broward_Bar,,9/14/17,9/14/2017 0:00,11:41:00 AM,2,2,,,0,,"Hello SoFlo @WPLGLocal10 @wsvn @CBSMiami Just in case you have people in need, we can help with #Legal @nbc6 https:// twitter.com/Broward_Bar/st atus/908341080541757440 â€¦",,@WPLGLocal10 @wsvn @CBSMiami @nbc6,#Legal,9.08E+17,https://twitter.com/Broward_Bar/status/908355128775856129,,,
,0.6673790077,57036,thefourthrock_,,9/18/17,9/18/2017 0:00,1:45:00 AM,0,0,,,0,,Thank god!,,,,9.10E+17,https://twitter.com/thefourthrock_/status/909654556048543744,,,
,0.5658031377,31191,jontae911,,9/10/17,9/10/2017 0:00,4:52:00 AM,0,0,,,0,,Not Miami #FakeNews,,,#FakeNews,9.07E+17,https://twitter.com/jontae911/status/906802438115663872,,,
,0.0867928697,62549,WPLGLocal10,,9/17/17,9/17/2017 0:00,12:25:00 PM,0,5,,,0,,League source confirms: Dolphins LB Lawrence Timmons is not currently with the team. They know where he is. Status for game unknown,,,,9.09E+17,https://twitter.com/WPLGLocal10/status/909453185034661888,,,
,0.3513017321,27755,isles9,,9/25/17,9/25/2017 0:00,10:22:00 AM,0,0,,,0,,Unbelievable! How strong would winds need to be to destroy that?,,,,9.12E+17,https://twitter.com/isles9/status/912321334910361600,,,
,0.933911012,01658,10NewsWTSP,,9/9/17,9/9/2017 0:00,8:51:00 PM,1,1,,,0,,Bobby Deskins 8pm forecast: http:// youtu.be/71N_ExThoNA?a via @YouTube,,@YouTube,,9.07E+17,https://twitter.com/10NewsWTSP/status/906681431614779393,,,
,0.7418264811,17180,deborahalex,,9/10/17,9/10/2017 0:00,4:57:00 PM,0,1,,,0,,#DarwinWeeps,,,#DarwinWeeps,9.07E+17,https://twitter.com/deborahalex/status/906984887177011201,,,
,0.5043608893,57917,toby_dorena,,9/4/17,9/4/2017 0:00,7:54:00 PM,2,4,,,0,,Of course Jesus answers prayers! #Catholic ! #Christian,,,#Catholic #Christian,9.05E+17,https://twitter.com/toby_dorena/status/904855154545094656,,,
,0.7364096701,48199,Rachelmarieu_,,9/5/17,9/5/2017 0:00,1:40:00 PM,0,1,,,0,,@FIU !!!!!!!!!!!!,,@FIU,,9.05E+17,https://twitter.com/Rachelmarieu_/status/905123435721969664,,,
,0.66316813,33977,kpmaddie,,9/11/17,9/11/2017 0:00,3:46:00 PM,0,1,,,0,,"Co-sign. @WCTVMike and @robnucatola calm, reasoned voices in a sea of hype. Thank you!!",,@WCTVMike @robnucatola,,9.07E+17,https://twitter.com/kpmaddie/status/907329551356907520,,,
,0.7865339939,04275,allnullandvoid,,9/5/17,9/5/2017 0:00,4:27:00 PM,0,0,,,0,,Right now there are a few hundred DACA individuals openly serving in the military. You feel better knowing that they'll be deported?,,,,9.05E+17,https://twitter.com/allnullandvoid/status/905165609117343744,,,
,0.7509154875,59250,Unibabble,,9/13/17,9/13/2017 0:00,2:57:00 PM,0,1,,,0,,"I heard 5 dead this morning, not 1? Terrible. :(",,,,9.08E+17,https://twitter.com/Unibabble/status/908041971368960000,,,
,0.9817909733,29087,Jcoccia0184,,9/5/17,9/5/2017 0:00,4:39:00 PM,0,0,,,0,,"@SteveWeagleWPTV @WPTV another weather reporting channel keeps the models much closer to middle/east. If dont go cuba, Fla flat &go middle",,@SteveWeagleWPTV @WPTV,,9.05E+17,https://twitter.com/Jcoccia0184/status/905168652940582912,,,
,0.2676335229,34489,LamhDeargAbu,,9/11/17,9/11/2017 0:00,1:21:00 AM,0,0,,,0,,Oh that's ok then,,,,9.07E+17,https://twitter.com/LamhDeargAbu/status/907111905793372160,,,
,0.9012821319,08334,BillybSportGuru,,9/22/17,9/22/2017 0:00,4:43:00 PM,0,0,,,0,,@news6wkmg send people out to cover HS sports that know what they're talking about. #PaintingTheFieldNotDrawingLines #TheyAreCalledAD 's,,@news6wkmg,#PaintingTheFieldNotDrawingLines #TheyAreCalledAD,9.11E+17,https://twitter.com/BillybSportGuru/status/911330235018301440,,,
,0.2081192681,63963,WPTV,,9/7/17,9/7/2017 0:00,4:20:00 PM,3,2,,,0,,Why DACA recipients can't apply for Citizenship http:// bit.ly/2wMoWBf pic.twitter.com/lUI6RdsbnI,,,,9.06E+17,https://twitter.com/WPTV/status/905888429946400768,,,
,0.855409901,59225,UncleNedKid,,9/16/17,9/16/2017 0:00,12:12:00 PM,0,0,,,0,,Manda Pinga!!,,,,9.09E+17,https://twitter.com/UncleNedKid/status/909087633531396096,,,
,0.876150865,10352,candrson,,9/10/17,9/10/2017 0:00,1:03:00 PM,0,0,,,0,,Very minimal damage expected luckily,,,,9.07E+17,https://twitter.com/candrson/status/906926160193445888,,,
,0.2807082837,23654,FtLaudFire,,9/10/17,9/10/2017 0:00,11:15:00 PM,4,9,,,0,,#FLFR catching up on rescue calls-proud of our police&fire relationship&our City leaders and neighbors @JackSeiler @FTLCityNews @wsvn,,@JackSeiler @FTLCityNews @wsvn,#FLFR,9.07E+17,https://twitter.com/FtLaudFire/status/907080049043673088,,,
,0.3455026571,03529,aey1004,,9/10/17,9/10/2017 0:00,4:51:00 PM,1,24,,,0,,Ridiculous,,,,9.07E+17,https://twitter.com/aey1004/status/906983578986311681,,,
,0.109612039,39853,Miami1683,,9/20/17,9/20/2017 0:00,1:33:00 PM,0,0,,,0,,How can any company have a deadline for a situation like this .. #peoplecompmaintoomuch,,,#peoplecompmaintoomuch,9.11E+17,https://twitter.com/Miami1683/status/910557525786980356,,,
,0.7148562651,52809,ShannonMarieTV,,9/9/17,9/9/2017 0:00,12:19:00 PM,2,3,,,0,,Law enforcement @CityofSarasota WILL be protecting ppl from going to the barrier island at 8 TONIGHT. No one goes WEST after 8 @10NewsWTSP,,@CityofSarasota @10NewsWTSP,,9.07E+17,https://twitter.com/ShannonMarieTV/status/906552672144240640,,,
,0.2544279764,49870,RobertoLago,,9/5/17,9/5/2017 0:00,6:51:00 PM,0,0,,,0,,@wsvn .... Anyone living near a construction crane is advised to move. That's all of #Miami !,,@wsvn,#Miami,9.05E+17,https://twitter.com/RobertoLago/status/905201702718103553,,,
,0.1375265259,66439,wsvn,,9/2/17,9/2/2017 0:00,10:42:00 PM,14,5,,,0,,"1 teen fatally shot in Northwest Miami-Dade, 1 teen injured in Opa-locka shooting, all within 24 hours http:// wsvn.com/news/local/1-t een-dead-1-hospitalized-after-nwmd-opa-locka-shootings/ â€¦ pic.twitter.com/ZjcBFHvNMP",,,,9.04E+17,https://twitter.com/wsvn/status/904172600355684352,,,
,0.4776735289,41838,mspatricia317,,9/21/17,9/21/2017 0:00,2:55:00 PM,0,0,,,0,,They're too big.,,,,9.11E+17,https://twitter.com/mspatricia317/status/910940664271196160,,,
,0.6829410385,08853,BonarDoug,,9/2/17,9/2/2017 0:00,4:36:00 PM,0,0,,,0,,wwsb,,,,9.04E+17,https://twitter.com/BonarDoug/status/904080513832452097,,,
,0.8686029288,39314,Meggypaul,,9/24/17,9/24/2017 0:00,12:58:00 AM,0,2,,,0,,Taken before @POTUS 's speech.,,@POTUS,,9.12E+17,https://twitter.com/Meggypaul/status/911817057506914306,,,
,0.815136443,13714,chriscato,,9/29/17,9/29/2017 0:00,6:10:00 PM,4,30,,,0,,. @WilliamShatner let's get #ReubenCuban trending @FOX13News #MegaConTampaBay pic.twitter.com/1cKhYYwjq4,,@WilliamShatner @FOX13News,#ReubenCuban #MegaConTampaBay,9.14E+17,https://twitter.com/chriscato/status/913888694330937345,,,
,0.8861823393,59009,Txgal5725,,9/8/17,9/8/2017 0:00,4:27:00 AM,0,2,,,0,,Good morning from New Port Richey,,,,9.06E+17,https://twitter.com/Txgal5725/status/906071389312086016,,,
,0.0029496317,12917,CBS12,,9/4/17,9/4/2017 0:00,1:45:00 PM,3,2,,,0,,"New Texas law allows open carry of large knives, swords. http:// bit.ly/2x592Vh pic.twitter.com/sqgFutcQcg",,,,9.05E+17,https://twitter.com/CBS12/status/904762235620397056,,,
,0.5204949507,45369,ObligedFriend,,9/10/17,9/10/2017 0:00,11:36:00 PM,0,0,,,0,,There's many flipped trucks on the highway's every day.,,,,9.07E+17,https://twitter.com/ObligedFriend/status/907085485641687040,,,
,0.6640393428,52743,ShannonMarieTV,,9/28/17,9/28/2017 0:00,10:23:00 AM,1,1,,,0,,With new bathhouse ordinance-- all massage parlor clients will HAVE TO enter from a door facing the street. NOT the rear door. @10NewsWTSP,,@10NewsWTSP,,9.13E+17,https://twitter.com/ShannonMarieTV/status/913408759833272326,,,
,0.617040193,09886,buckmstr7399,,9/11/17,9/11/2017 0:00,3:14:00 PM,0,0,,,0,,He was just waiting on the right moron to reply to probably.,,,,9.07E+17,https://twitter.com/buckmstr7399/status/907321453036662790,,,
,0.2369546345,57452,thewiwitos,,9/8/17,9/8/2017 0:00,11:23:00 AM,0,2,,,0,,Stay Safe Brother... and to all our Media Bretheren... Don't be STUPID... be SAFE,,,,9.06E+17,https://twitter.com/thewiwitos/status/906176154066923521,,,
,0.8841751561,45967,pablo_miliani,,9/11/17,9/11/2017 0:00,11:49:00 PM,0,0,,,0,,@WPLGLocal10 the cavalry forgot about 144 families living across the street from the resort where they are staying.,,@WPLGLocal10,,9.07E+17,https://twitter.com/pablo_miliani/status/907451051103723520,,,
,0.0411957641,53227,sike43,,9/10/17,9/10/2017 0:00,10:01:00 AM,0,1,,,0,,@WPTV sorry for the bad language pic.twitter.com/BaReFogQC8,,@WPTV,,9.07E+17,https://twitter.com/sike43/status/906880329645948928,,,
,0.7182676059,51275,samsminkWPTV,,9/1/17,9/1/2017 0:00,2:30:00 PM,1,0,,,0,,#BREAKING : Bond set at $250K for #LewisBennett ... http://www. wptv.com/news/state/lew is-bennett-husband-of-missing-isabella-hellmann-back-in-federal-court-friday-for-bond-hearing â€¦ #wptv @WPTV pic.twitter.com/vkZmIBEkw7,,@WPTV,#BREAKING #LewisBennett #wptv,9.04E+17,https://twitter.com/samsminkWPTV/status/903686553708503040,,,
,0.056576762,42069,myerscmyers2,,9/11/17,9/11/2017 0:00,12:11:00 AM,0,0,,,0,,Because they are so down trodden and can't get enough from their welfare.,,,,9.07E+17,https://twitter.com/myerscmyers2/status/907094097919389701,,,
,0.5316496811,05123,anastasialie83,,9/9/17,9/9/2017 0:00,9:32:00 PM,0,0,,,0,,It really is sad. Stay safe.,,,,9.07E+17,https://twitter.com/anastasialie83/status/906691789901455361,,,
,0.2346889733,19043,dwightyoakamfan,,9/9/17,9/9/2017 0:00,3:17:00 PM,0,0,,,0,,@wsvn The story about Janae in West Park who saved folks from a building fire is PRICELESS! She's a superstar. Please post on your website.,,@wsvn,,9.07E+17,https://twitter.com/dwightyoakamfan/status/906597369273311233,,,
,0.2687680025,35644,liolicious,,9/13/17,9/13/2017 0:00,3:31:00 PM,0,0,,,0,,"oh hey @SeidenLocal10 , always a pleasure catchin' your appearance on @WPLGLocal10 !",,@SeidenLocal10 @WPLGLocal10,,9.08E+17,https://twitter.com/liolicious/status/908050449856712704,,,
,0.0781205259,23024,FOX29WFLX,,9/23/17,9/23/2017 0:00,9:00:00 PM,0,1,,,0,,Monday DIRECTV could remove WFLX from your lineup. Learn more>> https:// buff.ly/2fFTCNa,,,,9.12E+17,https://twitter.com/FOX29WFLX/status/911757087419617285,,,
,0.2547752133,53562,smackmouthed,,9/10/17,9/10/2017 0:00,8:37:00 PM,0,3,,,0,,@FOX13News @BuschGardens I'm shrieking. Legitimately shrieking.,,@FOX13News @BuschGardens,,9.07E+17,https://twitter.com/smackmouthed/status/907040479207927809,,,
,0.1615689173,56399,tauntstyles,,9/3/17,9/3/2017 0:00,4:27:00 AM,0,2,,,0,,cuuuute! But Gavel how did that name win out of all those suggestions,,,,9.04E+17,https://twitter.com/tauntstyles/status/904259551607775232,,,
,0.976823197,37251,m_weber,,9/10/17,9/10/2017 0:00,7:31:00 AM,21,10,,,0,,Here's a live camera from Marathon https://www. pscp.tv/w/1jMJgPOvONkxL @10NewsWTSP #seeiton10 #IrmaHurricane,,@10NewsWTSP,#seeiton10 #IrmaHurricane,9.07E+17,https://twitter.com/m_weber/status/906842623842963456,,,
,0.5151090058,27305,ilorijean2016,,9/24/17,9/24/2017 0:00,1:10:00 PM,0,1,,,0,,http://www. cnn.com/2016/08/31/opi nions/star-spangled-banner-criticisms-opinion-clague/index.html â€¦ . If Krapernick was so worried about speaking for the voiceless he should have done it in Cuba.,,,,9.12E+17,https://twitter.com/ilorijean2016/status/912001302200307713,,,
,0.3067165677,43359,nerdlogic0_o,,9/11/17,9/11/2017 0:00,12:38:00 AM,0,0,,,0,,"Winner, winner, chicken dinner!",,,,9.07E+17,https://twitter.com/nerdlogic0_o/status/907100898295414784,,,
,0.8668049458,27733,IslandDunesGal,,9/9/17,9/9/2017 0:00,8:53:00 PM,0,4,,,0,,"Thank you, Chief Katz!",,,,9.07E+17,https://twitter.com/IslandDunesGal/status/906682046734589954,,,
,0.8486802646,56825,ThatDamnTwerk1,,9/1/17,9/1/2017 0:00,9:31:00 AM,2,0,,,0,,Old tea RT @wsvn : Woman posts picture of premature baby born in amniotic sac http:// wsvn.com/news/us-world/ woman-posts-picture-of-premature-baby-born-in-amniotic-sac/ â€¦ pic.twitter.com/RQsjQ6Xf7c,,@wsvn,,9.04E+17,https://twitter.com/ThatDamnTwerk1/status/903611299325730816,,,
,0.4543956439,42547,mysuncoast,,9/6/17,9/6/2017 0:00,8:47:00 AM,0,0,,,0,,Two Florida businessmen pleaded guilty in a $3.6 billion money-laundering case involving South American gold. STORY: http:// buff.ly/2gGA8HJ pic.twitter.com/rBGFnq7jjY,,,,9.05E+17,https://twitter.com/mysuncoast/status/905412022006939648,,,
,0.7634507844,50583,Russ_Schwartz,,9/10/17,9/10/2017 0:00,3:11:00 PM,0,5,,,0,,Yes! We are hanging in. Can't stop eating junk but besides that we're good.,,,,9.07E+17,https://twitter.com/Russ_Schwartz/status/906958386570424326,,,
,0.6397362893,15241,COVERGIRL_SHINE,,9/10/17,9/10/2017 0:00,9:00:00 PM,0,1,,,0,,Yeah like they shot the boy that killed all those ppl in the church .. oh no the police took him to Burger King. Smdh,,,,9.07E+17,https://twitter.com/COVERGIRL_SHINE/status/907046112980340736,,,
,0.1924657396,58489,Trish_Entin,,9/9/17,9/9/2017 0:00,6:49:00 PM,0,1,,,0,,I was DYING!! Hilarious!! Told our Brian we adore you! #hugefans,,,#hugefans,9.07E+17,https://twitter.com/Trish_Entin/status/906650758891884544,,,
,0.4876476056,07584,BeanfromPa,,9/11/17,9/11/2017 0:00,9:09:00 AM,0,0,,,0,,did you get the license plate? If not you are culpable,,,,9.07E+17,https://twitter.com/BeanfromPa/status/907229505676333056,,,
,0.365138817,65424,wsvn,,9/28/17,9/28/2017 0:00,4:15:00 PM,77,70,,,0,,Poll: Almost half of Americans unaware Puerto Ricans are U.S. citizens http:// wsvn.com/news/us-world/ poll-almost-half-of-americans-unaware-puerto-ricans-are-u-s-citizens/ â€¦ pic.twitter.com/G67WWgJKYh,,,,9.13E+17,https://twitter.com/wsvn/status/913497518008340480,,,
,0.7987653061,22721,FOX13News,,9/18/17,9/18/2017 0:00,2:45:00 PM,2,7,,,0,,MORE: Small plane lands on Sand Key beach: http://www. fox13news.com/news/local-new s/small-plane-lands-on-sand-key-beach â€¦ pic.twitter.com/b1xYmkcQPj,,,,9.10E+17,https://twitter.com/FOX13News/status/909850778726223872,,,
,0.7750045032,56429,Tayla924mc,,9/27/17,9/27/2017 0:00,12:14:00 AM,0,2,,,0,,Omg yesss,,,,9.13E+17,https://twitter.com/Tayla924mc/status/912893264050704384,,,
,0.9549976674,65320,wsretv,,9/7/17,9/7/2017 0:00,3:24:00 PM,0,2,,,0,,"Join us TONIGHT @7, #TheVietnamWar Screening: by Ken Burns & Lynn Novick, free #AtTheAmos @PSC_Pirates main campus. https://www. eventbrite.com/e/preview-scre ening-the-vietnam-war-a-film-by-ken-burns-lynn-novick-tickets-36592542279 â€¦ pic.twitter.com/qGandl3lVm",,@7 @PSC_Pirates,#TheVietnamWar #AtTheAmos,9.06E+17,https://twitter.com/wsretv/status/905874461357957120,,,
,0.1838446663,62186,WPLGLocal10,,9/28/17,9/28/2017 0:00,1:01:00 PM,2,3,,,0,,"Pet owners say Broward County tricked, pressured them to sign animal death warrants http:// bit.ly/2yJSIXV?utm_me dium=social&utm_source=twitter_WPLGLocal10 â€¦ pic.twitter.com/XaZizDeMVN",,,,9.13E+17,https://twitter.com/WPLGLocal10/status/913448640726872065,,,
,0.2857216526,00789,10NewsWTSP,,9/22/17,9/22/2017 0:00,8:05:00 PM,0,1,,,0,,Teen dies after peanut allergy reaction http:// on.wtsp.com/2xAKGT3 pic.twitter.com/uncJzOrjnw,,,,9.11E+17,https://twitter.com/10NewsWTSP/status/911380878118531072,,,
,0.1956402423,57725,timprince,,9/10/17,9/10/2017 0:00,10:41:00 AM,1,3,,,0,,Come on dude that's two inches of water lol,,,,9.07E+17,https://twitter.com/timprince/status/906890384449486848,,,
,0.0995257298,64447,WPTV,,9/21/17,9/21/2017 0:00,2:26:00 PM,0,1,,,0,,"Man exposed himself to woman in Lake Worth, grabbed her, sheriff's office says http:// bit.ly/2hnfhtg pic.twitter.com/7M9IndTclb",,,,9.11E+17,https://twitter.com/WPTV/status/910933245755367425,,,
,0.9260992866,26800,HowerySandi,,9/11/17,9/11/2017 0:00,5:52:00 PM,0,0,,,0,,Glad your all safe. HAPPY BIRTHDAY DANNI,,,,9.07E+17,https://twitter.com/HowerySandi/status/907361180540329984,,,
,0.9416016247,19781,endoftheisland,,9/29/17,9/29/2017 0:00,2:35:00 PM,0,0,,,0,,Thank you Uber...,,,,9.14E+17,https://twitter.com/endoftheisland/status/913834680285265920,,,
,0.1859566271,09898,buddy853,,9/13/17,9/13/2017 0:00,5:39:00 AM,0,4,,,0,,I love Tampa!,,,,9.08E+17,https://twitter.com/buddy853/status/907901496557273088,,,
,0.8916561885,60878,WCTV,,9/21/17,9/21/2017 0:00,8:22:00 AM,0,0,,,0,,Girl fatally shoots self while reaching into grandma's purse http://www. wctv.tv/content/news/G irl-fatally-shoots-self-while-reaching-into-grandmas-purse-446406273.html â€¦,,,,9.11E+17,https://twitter.com/WCTV/status/910841705074536449,,,
,0.0499273901,32608,Kathycorona3,,9/3/17,9/3/2017 0:00,4:53:00 PM,0,0,,,0,,These are florida hs graduates who speak fluent English. Let's legitimize them for a work force,,,,9.04E+17,https://twitter.com/Kathycorona3/status/904447161752059904,,,
,0.5774494731,63221,WPTV,,9/28/17,9/28/2017 0:00,4:30:00 AM,1,0,,,0,,Water quality monitors detect signs of blue-green algae in Indian River Lagoon http:// bit.ly/2k46QI1 pic.twitter.com/8iRMCV8Qpl,,,,9.13E+17,https://twitter.com/WPTV/status/913319915079241729,,,
,0.6138482169,18916,Ducati848corse,,9/10/17,9/10/2017 0:00,5:43:00 PM,0,0,,,0,,Wrong. The cranes take weeks to take down. There is no way to take them down quickly. Know the facts before u speak.,,,,9.07E+17,https://twitter.com/Ducati848corse/status/906996673171390464,,,
,0.0826142734,38789,MattnshellFL,,9/28/17,9/28/2017 0:00,3:00:00 PM,0,0,,,0,,Like how the news said the teacher would not be in trouble for calling the parent. Wtf. Why would she have been in the first place?,,,,9.13E+17,https://twitter.com/MattnshellFL/status/913478556000378880,,,
,0.8860641631,54014,sparklyfaith,,9/9/17,9/9/2017 0:00,6:23:00 PM,0,4,,,0,,Thank you!!,,,,9.07E+17,https://twitter.com/sparklyfaith/status/906644132805988354,,,
,0.2650605796,36279,LordNibblets,,9/10/17,9/10/2017 0:00,5:38:00 PM,1,21,,,0,,Explain to me the validation process of you making this comment pic.twitter.com/XWF5G8xUuA,,,,9.07E+17,https://twitter.com/LordNibblets/status/906995295870910464,,,
,0.0809584602,06220,ArtSpaulding,,9/24/17,9/24/2017 0:00,2:54:00 PM,0,0,,,0,,I had to turn it off. I can't take two days of garbage football in a row. 1st FSU and now the Bucs! YIKES!!!,,,,9.12E+17,https://twitter.com/ArtSpaulding/status/912027373591285760,,,
,0.7751352696,56027,Tampa_Live,,9/29/17,9/29/2017 0:00,11:10:00 AM,0,2,,,0,,RT @10NewsWTSP DUI deaths and injuries down as ridesharing gains popularity https:// tampanews.co/dui-deaths-and -injuries-down-as-ridesharing-gains-popularity/ â€¦ #Florida pic.twitter.com/HkiQoMcqdz,,@10NewsWTSP,#Florida,9.14E+17,https://twitter.com/Tampa_Live/status/913783144175857669,,,
,0.1151101226,23903,GagarinWasFirst,,9/11/17,9/11/2017 0:00,12:30:00 PM,0,0,,,0,,It's like a sweat box that smells like Marines on leave on the inside. But anything that can assault from the ocean is cool in my books.,,,,9.07E+17,https://twitter.com/GagarinWasFirst/status/907280305001779205,,,
,0.9326583335,14216,cinde_rose,,9/13/17,9/13/2017 0:00,7:57:00 PM,0,0,,,0,,@cbs12 Thank you from all the thousands of seniors at Century Village. We know you're working hard. We so so appreciate you!,,@cbs12,,9.08E+17,https://twitter.com/cinde_rose/status/908117411399966720,,,
,0.3301260786,02583,305_9068,,9/17/17,9/17/2017 0:00,6:52:00 PM,0,0,,,0,,Yes..,,,,9.10E+17,https://twitter.com/305_9068/status/909550685078908929,,,
,0.8466984667,53495,Slave4AT,,9/18/17,9/18/2017 0:00,12:41:00 AM,0,0,,,0,,"No comment"" but it's got some good vibes.""",,,,9.10E+17,https://twitter.com/Slave4AT/status/909638572260691973,,,
,0.0187192191,26181,HelpMeHoward7,,9/14/17,9/14/2017 0:00,5:21:00 PM,0,1,,,0,,Notice if @realDonaldTrump talks @MikePenceVP nods his head over and over. A loyal sidekick. @wsvn @HelpMeHoward7,,@realDonaldTrump @MikePenceVP @wsvn @HelpMeHoward7,,9.08E+17,https://twitter.com/HelpMeHoward7/status/908440606736822273,,,
,0.8093890941,36640,LucasBoggPhotog,,9/15/17,9/15/2017 0:00,5:07:00 PM,3,2,,,0,,"Joe Ruthven is the owner of the entire warehouse. He says company involved is Taste Advantage, a food flavoring company. @FOX13News pic.twitter.com/3LvbN6Ok5q",,@FOX13News,,9.09E+17,https://twitter.com/LucasBoggPhotog/status/908799388868386817,,,
,0.4865070351,08959,bossb1000,,9/28/17,9/28/2017 0:00,2:22:00 PM,0,0,,,0,,Trumpland,,,,9.13E+17,https://twitter.com/bossb1000/status/913468887898951680,,,
,0.8787276232,50189,RonStevro,,9/27/17,9/27/2017 0:00,4:56:00 PM,0,0,,,0,,"The purple dress gives you a nickname. Suzanne Barney"" Boyd.""",,,,9.13E+17,https://twitter.com/RonStevro/status/913145358074744833,,,
,0.7682795725,03281,Account,,Date,Date,Time,retweets,likes,,,0,,content,unk,directed,hashtag,geocode,source,,,
,0.2476342702,16638,datboiii_,,9/5/17,9/5/2017 0:00,9:09:00 AM,0,1,,,0,,Well damn..,,,,9.05E+17,https://twitter.com/datboiii_/status/905055204869115904,,,
,0.0975231384,08523,blindpreacher35,,9/16/17,9/16/2017 0:00,12:42:00 PM,0,0,,,0,,I wish FAU could start a law school!,,,,9.09E+17,https://twitter.com/blindpreacher35/status/909095248562925568,,,
,0.0694166468,59626,vee817,,9/11/17,9/11/2017 0:00,2:30:00 AM,0,0,,,0,,This just broke my heart!! What's wrong with PEOPLE!!!,,,,9.07E+17,https://twitter.com/vee817/status/907129162867134464,,,
,0.9558529306,36851,luisateyepez,,9/10/17,9/10/2017 0:00,12:07:00 PM,0,0,,,0,,Maja! !!,,,,9.07E+17,https://twitter.com/luisateyepez/status/906911996175683584,,,
,0.5286884985,38595,marylcreekmore,,9/10/17,9/10/2017 0:00,3:33:00 PM,0,0,,,0,,So true! It's only political when liberals say it is.,,,,9.07E+17,https://twitter.com/marylcreekmore/status/906963975589519360,,,
,0.5181732106,50106,rohit_jumani,,9/11/17,9/11/2017 0:00,11:34:00 AM,0,0,,,0,,https:// youtu.be/XJ9DqdzvEXQ,,,,9.07E+17,https://twitter.com/rohit_jumani/status/907265985995980801,,,
,0.7294428963,63258,WPTV,,9/27/17,9/27/2017 0:00,6:20:00 AM,0,1,,,0,,Trump tweets supporting losing candidate deleted http:// bit.ly/2xF1oQE pic.twitter.com/Eh8Ct8fAjK,,,,9.13E+17,https://twitter.com/WPTV/status/912985171644870658,,,
,0.7686583239,59934,visovich_gz,,9/12/17,9/12/2017 0:00,3:10:00 PM,0,0,,,0,,crash it...,,,,9.08E+17,https://twitter.com/visovich_gz/status/907682833417809920,,,
,0.0618084602,52261,SEAHAWKS_FAN25,,9/24/17,9/24/2017 0:00,7:00:00 PM,0,0,,,0,,@RMcCranieWFTV @JimCantore @JenCarfagno @StephanieAbrams @WESH @WFTV @news6wkmg @TroyNews6 @NWSMelbourne @NWSMiami @tomsorrells https:// twitter.com/NWSSanJuan/sta tus/912088552145645568 â€¦,,@RMcCranieWFTV @JimCantore @JenCarfagno @StephanieAbrams @WESH @WFTV @news6wkmg @TroyNews6 @NWSMelbourne @NWSMiami @tomsorrells,,9.12E+17,https://twitter.com/SEAHAWKS_FAN25/status/912089416918863873,,,
,0.1843962063,23102,FOX29WFLX,,9/29/16,9/29/2016 0:00,1:00:00 PM,0,1,,,0,,24 New bus stop seats coming to Palm Beach Co.>> http:// bit.ly/2damzTn pic.twitter.com/eRx9SDIjYi,,,,7.82E+17,https://twitter.com/FOX29WFLX/status/781539258725232644,,,
,0.9217777288,45557,OldSchBucFan98,,9/28/17,9/28/2017 0:00,8:54:00 AM,0,1,,,0,,Dude it's been hot as Hades round here! Bring the rain!,,,,9.13E+17,https://twitter.com/OldSchBucFan98/status/913386360320544769,,,
,0.0941905231,35464,lillysimmons1,,9/28/17,9/28/2017 0:00,6:16:00 PM,0,0,,,0,,Wow!,,,,9.14E+17,https://twitter.com/lillysimmons1/status/913527947583254534,,,
,0.4529049572,15257,cowdick1982,,9/11/17,9/11/2017 0:00,9:03:00 PM,0,0,,,0,,Put their heads on a stake,,,,9.07E+17,https://twitter.com/cowdick1982/status/907409216050274304,,,
,0.7871256596,06792,athomemusic,,9/16/17,9/16/2017 0:00,10:21:00 AM,0,0,,,0,,"A great time to climb trees, help with yard work, wash laundry in a bucket, play acoustic instruments, camp outside. #BuildingMemories",,,#BuildingMemories,9.09E+17,https://twitter.com/athomemusic/status/909059797261197312,,,
,0.3209780114,35168,Lestat305,,9/27/17,9/27/2017 0:00,12:56:00 PM,1,2,,,0,,Are you fucking kidding me 2 weeks after those are American lives this dam. Administration,,,,9.13E+17,https://twitter.com/Lestat305/status/913084915499102208,,,
,0.2041256461,04958,Amberleigh1029,,9/10/17,9/10/2017 0:00,6:37:00 PM,1,5,,,0,,I just gotta give mad respect to those POC who are condemning this shit!,,,,9.07E+17,https://twitter.com/Amberleigh1029/status/907010085737648129,,,
,0.8909648311,29188,JeannieReiser,,9/10/17,9/10/2017 0:00,2:25:00 PM,0,0,,,0,,@wsvn fire alarms at century village,,@wsvn,,9.07E+17,https://twitter.com/JeannieReiser/status/906946759590629376,,,
,0.309815076,09764,bryceharper24,,9/25/17,9/25/2017 0:00,11:58:00 AM,0,0,,,0,,Kill them,,,,9.12E+17,https://twitter.com/bryceharper24/status/912345671130402816,,,
,0.1151025274,67136,YaremiNEWS,,9/26/17,9/26/2017 0:00,1:18:00 PM,4,5,,,0,,Judge sentences Lucas to life in prison for 1st degree murder of her former partners' daughter & 30 years for attempted murder @CBS12 pic.twitter.com/2Ba90QRxYT,,@CBS12,,9.13E+17,https://twitter.com/YaremiNEWS/status/912728130183417857,,,
