ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Code #,Relevance,content,unk,directed,hashtag,geocode,source,,,
1055,0.1954018067,36938,Lunaneko514,,9/11/17,9/11/2017 0:00,9:10:00 PM,0,0,,6,1,For the effected areas. Which is Dade and Broward with Monroe being completely devestated.,,,,9.07E+17,https://twitter.com/Lunaneko514/status/907411090849636353,,,
1073,0.0674972376,31891,JulieDurda,,9/3/17,9/3/2017 0:00,5:39:00 PM,22,37,1,6,1,"Friends while I hope you are all enjoying your Labor day weekend, I want you to be aware that Irma is a powerful hurricane @WPLGLocal10 pic.twitter.com/HW6UwNV0tU",,@WPLGLocal10,,9.04E+17,https://twitter.com/JulieDurda/status/904458743575916544,,,
1075,0.9598506942,14236,CindyLemoine,,9/9/17,9/9/2017 0:00,10:24:00 PM,0,1,,6,1,I hope that's the case & Irma weakens considerably once the eyewall makes landfall,,,,9.07E+17,https://twitter.com/CindyLemoine/status/906704965930020864,,,
1076,0.8157371488,17629,DhananjayAsia,,9/10/17,9/10/2017 0:00,2:52:00 PM,0,0,,6,1,Retweeted Brian Entin ( @BrianEntin ): Stay away from Brickell in Downtown Miami. The water is NOT receding. @wsvn ... http:// fb.me/3z1GYe0jF,,@BrianEntin @wsvn,,9.07E+17,https://twitter.com/DhananjayAsia/status/906953591088443395,,,
1077,0.6253891618,30664,Joe_Fernandez,,9/10/17,9/10/2017 0:00,9:01:00 AM,0,0,1,6,1,@wsvn my screen porch has lost a panel and I have lost a branch to the avocado tree pic.twitter.com/9pXMqPy1Rm,,@wsvn,,9.07E+17,https://twitter.com/Joe_Fernandez/status/906865176359698432,,,
1080,0.8190444294,17255,Deemaaziz90,,9/10/17,9/10/2017 0:00,12:11:00 PM,0,0,,6,1,"I'm 27 and I never watched the news in my life but the past two days I've been watching you 24hors ,my sister and brother are in Miami :(",,,,9.07E+17,https://twitter.com/Deemaaziz90/status/906913107238408192,,,
1084,0.8437314826,35205,lexi_j_smith,,9/27/17,9/27/2017 0:00,6:30:00 AM,0,1,,6,1,Found and in the hospital! Thatâ€™s for working so quickly SRQ!,,,,9.13E+17,https://twitter.com/lexi_j_smith/status/912987806397554689,,,
1085,0.2721836464,42087,MykingRichard1,,9/29/17,9/29/2017 0:00,7:21:00 AM,0,3,,6,1,I just got my free cup of coffee at Wawa gas station. Asleep online to pay and the lady said it's free! What a way to start Friday,,,,9.14E+17,https://twitter.com/MykingRichard1/status/913725350940745728,,,
1087,0.6366419528,26309,HeySandyPR,,9/7/17,9/7/2017 0:00,7:01:00 PM,0,0,1,6,1,RaceTrac on Blue Heron west of I-95 still has gas. No premium. @CBS12 @WPTV @WPBF25News pic.twitter.com/YtcCmq3Dar,,@CBS12 @WPTV @WPBF25News,,9.06E+17,https://twitter.com/HeySandyPR/status/905929092394090496,,,
1108,0.5935055866,47251,PhotogEricP,,9/12/17,9/12/2017 0:00,4:06:00 PM,1,0,1,6,1,Sent to me a short while ago from @insideFPL Hope #florida gets power back. The crews are working hard. #Irma @WPTV pic.twitter.com/cNJ84VN5CW,,@insideFPL @WPTV,#florida #Irma,9.08E+17,https://twitter.com/PhotogEricP/status/907696831932633089,,,
1122,0.8906107696,19428,El_Kuki,,9/14/17,9/14/2017 0:00,6:39:00 PM,0,3,,6,1,Shameful. Stealing from our very own AND at a time like this? Public stoning is in order. Â¯\_(ãƒ„)_/Â¯,,,,9.08E+17,https://twitter.com/El_Kuki/status/908460205981216768,,,
1133,0.4591387746,31746,judyblue51,,9/12/17,9/12/2017 0:00,5:22:00 AM,0,0,,6,1,We all dont have power in Century Village of WPB,,,,9.08E+17,https://twitter.com/judyblue51/status/907534993676783616,,,
1140,0.5538033447,39434,MelissaKMarrero,,9/5/17,9/5/2017 0:00,5:34:00 PM,0,1,,6,1,I've been prepared since May.,,,,9.05E+17,https://twitter.com/MelissaKMarrero/status/905182321992708097,,,
1142,0.088600476,45291,nycWeatherGuy,,9/10/17,9/10/2017 0:00,11:54:00 AM,0,5,,6,1,Somewhat disturbing to hear children's voices in the background.,,,,9.07E+17,https://twitter.com/nycWeatherGuy/status/906908862716026881,,,
1157,0.6438661786,31201,Joosef,,9/10/17,9/10/2017 0:00,5:22:00 PM,0,0,,6,1,No one learned shit from the tsunamis.,,,,9.07E+17,https://twitter.com/Joosef/status/906991361752100864,,,
1158,0.6809056155,49808,Rob10News,,9/5/17,9/5/2017 0:00,9:17:00 AM,5,9,1,6,1,"My wife just sent me this, no more water at the @Walmart on Gandy. #HurricaneIrma @10NewsWTSP @grant_gilmore pic.twitter.com/HR1ijmSfSG",,@Walmart @10NewsWTSP @grant_gilmore,#HurricaneIrma,9.05E+17,https://twitter.com/Rob10News/status/905057256588402689,,,
1167,0.4451675817,64730,WPTV,,9/13/17,9/13/2017 0:00,5:50:00 AM,4,14,1,6,1,Neighbors helping neighbors clean up from Hurricane Irma http:// bit.ly/2jmZq2i pic.twitter.com/6cQAT2fd6L,,,,9.08E+17,https://twitter.com/WPTV/status/907904193930952704,,,
1172,0.5630265448,07960,Bet22325450ste,,9/10/17,9/10/2017 0:00,8:47:00 AM,0,0,,6,1,They need to be inside where it is safe! We don't need a blow by blow. We can't do a thing about it. Drama is not a need for pay raise.,,,,9.07E+17,https://twitter.com/Bet22325450ste/status/906861671024603136,,,
1173,0.1847302956,37531,MajaSuc,,9/10/17,9/10/2017 0:00,3:28:00 AM,0,0,,6,1,I think panama should evacuate right now too.,,,,9.07E+17,https://twitter.com/MajaSuc/status/906781315084820480,,,
1188,0.580441573,27259,ihavebpd94,,9/10/17,9/10/2017 0:00,5:26:00 PM,8,72,,6,1,"These ppl were poor before Irma, couldn't evacuate bc they have no $. So now they are making sure they won't be broke after. What's the prob",,,,9.07E+17,https://twitter.com/ihavebpd94/status/906992337938784259,,,
1192,0.1268418589,19401,EJB_Roadhouse,,9/16/17,9/16/2017 0:00,10:55:00 AM,1,0,1,6,1,"They said midnight yesterday, now maybe EOD today... we will see. It's garbage that we can't change power companies... #Monopoly",,,#Monopoly,9.09E+17,https://twitter.com/EJB_Roadhouse/status/909068237287120896,,,
1195,0.7696116065,46538,PBLLady,,9/23/17,9/23/2017 0:00,5:25:00 PM,0,0,,6,1,This was a vet that took care of my babies during the hurricane. I paid to have them looked after and took them home when the storm was over,,,,9.12E+17,https://twitter.com/PBLLady/status/911703206996189185,,,
1196,0.51093771,21032,FactsVsOpinion,,9/19/17,9/19/2017 0:00,1:29:00 AM,0,0,,6,1,I've headed that too from friends up north. Florida sucks! @bocachica70 @insideFPL @wsvn @FLGovScott @MayorGimenez @DukeEnergy,,@bocachica70 @insideFPL @wsvn @FLGovScott @MayorGimenez @DukeEnergy,,9.10E+17,https://twitter.com/FactsVsOpinion/status/910012922893619200,,,
1201,0.28727599,41636,MrsDigger,,9/12/17,9/12/2017 0:00,7:16:00 PM,0,2,,6,1,"I understand that; however, I don't place the responsibility for my survival, or those for whom I am responsible, upon the govt.",,,,9.08E+17,https://twitter.com/MrsDigger/status/907744854008123394,,,
1202,0.5799197924,59629,veeveesparks,,9/9/17,9/9/2017 0:00,3:50:00 AM,1,4,,6,1,It's slowly getting there though. The winds have been building up all night. It's very eerie outside.,,,,9.06E+17,https://twitter.com/veeveesparks/status/906424547439718402,,,
1204,0.3956007732,53674,snapahtha,,9/9/17,9/9/2017 0:00,7:35:00 PM,0,0,,6,1,Watching @wsvn on #HurricaneIrma its not raining in my city of Lauderdale lakes but it's windy,,@wsvn,#HurricaneIrma,9.07E+17,https://twitter.com/snapahtha/status/906662500342657025,,,
1208,0.3138020682,39348,MeghanWPTV,,9/10/17,9/10/2017 0:00,1:28:00 PM,19,31,1,6,1,Water breaching the land on Sewells point in Martin County @WPTV pic.twitter.com/FTkx2FErJH,,@WPTV,,9.07E+17,https://twitter.com/MeghanWPTV/status/906932496931201025,,,
1215,0.9621784929,25990,heatherlspurge3,,9/11/17,9/11/2017 0:00,12:35:00 PM,0,1,,6,1,"pets are the best friend you will ever have,they just want to be loved,& taken care of,they give you so much love in return.they are family",,,,9.07E+17,https://twitter.com/heatherlspurge3/status/907281569534156805,,,
1217,0.6058460023,34404,LadyLaraD,,9/9/17,9/9/2017 0:00,10:59:00 PM,0,1,,6,1,Had generator on truck and turned it around. I begged 2 go pick it up 15 min away. Was told me 2x on the phone over 8 hours I'd get it-liars,,,,9.07E+17,https://twitter.com/LadyLaraD/status/906713601309908992,,,
1221,0.262635665,59477,vabule,,9/20/17,9/20/2017 0:00,9:31:00 AM,0,1,,6,1,"Day 12th in north miami ,not a single truck!@insideFPL",,@insideFPL,,9.10E+17,https://twitter.com/vabule/status/910496745179803648,,,
1229,0.3294696092,12079,CBS12,,9/11/17,9/11/2017 0:00,1:20:00 PM,0,1,1,6,1,The birds are certainly enjoying it. Golf and batting cage now a lake due to #Irma @NewsGuyGreg pic.twitter.com/3lQSqg2eoM,,@NewsGuyGreg,#Irma,9.07E+17,https://twitter.com/CBS12/status/907292765599531008,,,
1238,0.5215124973,29010,jcdiazpadron,,9/11/17,9/11/2017 0:00,7:43:00 AM,0,1,1,6,1,#GablesCEE #CoralGables #Irma #HurricaineIrma @wsvn @MiamiHerald @CBSMiami pic.twitter.com/mHc5Og5TX5,,@wsvn @MiamiHerald @CBSMiami,#GablesCEE #CoralGables #Irma #HurricaineIrma,9.07E+17,https://twitter.com/jcdiazpadron/status/907207931925540865,,,
1250,0.3575777066,31206,joProducerrr,,9/29/17,9/29/2017 0:00,11:18:00 AM,2,4,1,6,1,"I95SB near 10th Ave backed up. Looks like the left lane is shutdown ahead, I see flashing lights @CBS12 pic.twitter.com/y3mU8oJ34S",,@CBS12,,9.14E+17,https://twitter.com/joProducerrr/status/913785020749402113,,,
1261,0.612129488,51131,SammieSammiehub,,9/4/17,9/4/2017 0:00,1:49:00 PM,0,0,,6,1,Plenty in Delray beach Home Depot,,,,9.05E+17,https://twitter.com/SammieSammiehub/status/904763387606958081,,,
1271,0.6993388987,16999,DCMonteverde,,9/9/17,9/9/2017 0:00,8:23:00 AM,0,1,,6,1,I hear ya. Would be lying if I said I didn't have the same flashbacks. But all indications are west coast of Fla. will be the strike zone.,,,,9.06E+17,https://twitter.com/DCMonteverde/status/906493141703938048,,,
1275,0.9469821187,21865,fox_sheldon,,9/9/17,9/9/2017 0:00,7:57:00 PM,3,8,1,6,1,Just had to drive under building's concrete protection when this came over our phones in Sunny Isles. #TornadoWarnings @wsvn #7News pic.twitter.com/pkp2Z5ikw8,,@wsvn,#TornadoWarnings #7News,9.07E+17,https://twitter.com/fox_sheldon/status/906667920851456000,,,
1280,0.1704150599,52239,seabiscuit7,,9/8/17,9/8/2017 0:00,6:18:00 PM,0,1,,6,1,People ARE leaving dogs/animals chained/tied to backyards...it is a FELONY..remind ppl...pls . http://www. wptv.com/news/region-c- palm-beach-county/palm-beach-county-animal-care-and-control-finding-dogs-left-chained-to-trees-and-parked-cars?utm_content=bufferafb7e&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer â€¦,,,,9.06E+17,https://twitter.com/seabiscuit7/status/906280509231087617,,,
1283,0.7802938191,11979,CBS12,,9/12/17,9/12/2017 0:00,2:17:00 PM,2,2,1,6,1,"Huge trees collapsed into a yard in St. Cloud, just outside of Kissimmee, Fla. Thanks for the photos, Amber T. pic.twitter.com/2efftpNNQL",,,,9.08E+17,https://twitter.com/CBS12/status/907669511670726656,,,
1286,0.7198159168,13134,ceci_dezignz06,,9/15/17,9/15/2017 0:00,8:56:00 PM,0,0,,6,1,Guess what @SunSentinel @wsvn @WPLGLocal10 My power is restored but MY JOB IS ON THE LINE. Does @ComcastFL plan on handling lost wages?,,@SunSentinel @wsvn @WPLGLocal10 @ComcastFL,,9.09E+17,https://twitter.com/ceci_dezignz06/status/908857123802578944,,,
1289,0.7735074155,34883,LBisogne,,9/4/17,9/4/2017 0:00,9:20:00 AM,0,0,,6,1,This does not look good,,,,9.05E+17,https://twitter.com/LBisogne/status/904695759257210881,,,
1292,0.8767038428,30155,jientho,,9/9/17,9/9/2017 0:00,2:11:00 PM,0,1,,6,1,It might help if they gave it in probabilities. For every 1000 people still staying in the Keys," we expect about 10 deaths from Irma.""""",,,,9.07E+17,https://twitter.com/jientho/status/906580854545281025,,
1295,0.7878639363,34537,Lanuria,,9/10/17,9/10/2017 0:00,1:30:00 AM,0,0,1,6,1,"In WI, watching @WPTV reliving summers back home in Okeechobee with these guys & my family. Sorry 4 bad pic @JohnFavolewptv stay safe y'all! pic.twitter.com/m2Wk2wdLpU",,@WPTV @JohnFavolewptv,,9.07E+17,https://twitter.com/Lanuria/status/906751605034438662,,,
1303,0.3620870192,07816,Bencolinkennedy,,9/7/17,9/7/2017 0:00,6:15:00 PM,0,0,,6,1,Category 5 hurricane vs gas tanks= explosion hence the police escort.,,,,9.06E+17,https://twitter.com/Bencolinkennedy/status/905917491565735936,,,
1306,0.6019298754,33682,kipraley,,9/15/17,9/15/2017 0:00,8:26:00 PM,0,1,,6,1,very nice!,,,,9.09E+17,https://twitter.com/kipraley/status/908849531348905984,,,
1310,0.0067054507,50807,RyanWard76,,9/9/17,9/9/2017 0:00,8:31:00 PM,1,4,,6,1,No one can say that people didn't offer! pic.twitter.com/LeNnLhOu36,,,,9.07E+17,https://twitter.com/RyanWard76/status/906676489252458501,,,
1313,0.5228164245,39303,megangodley83,,9/9/17,9/9/2017 0:00,5:52:00 PM,0,7,,6,1,Then please don't get another pet again. They r family and if u decide u don't want to care for them during a horrible storm them shame on u,,,,9.07E+17,https://twitter.com/megangodley83/status/906636467086049280,,,
1316,0.0256965814,56740,Texas4Wine,,9/10/17,9/10/2017 0:00,10:34:00 AM,0,1,,6,1,Please tell me they have been rescued and will never be returned to the scumbag owners.,,,,9.07E+17,https://twitter.com/Texas4Wine/status/906888569079439360,,,
1320,0.7009966495,07739,belkysnerey,,9/17/17,9/17/2017 0:00,7:25:00 AM,0,6,1,6,1,Enough Irma. Weâ€™re back in the kitchen this morning #todayinflorida #bitewithbelkys @wsvn pic.twitter.com/dJ5ZYstl9q,,@wsvn,#todayinflorida #bitewithbelkys,9.09E+17,https://twitter.com/belkysnerey/status/909377668671565825,,,
1333,0.1941426586,55392,SupportPets,,9/9/17,9/9/2017 0:00,3:03:00 PM,0,1,,6,1,Those should be identified by address and charged! #Animalcruelty Must be punished. PERIOD!,,,#Animalcruelty,9.07E+17,https://twitter.com/SupportPets/status/906594013863661568,,,
1336,0.7157731589,41847,MsPeacock1,,9/10/17,9/10/2017 0:00,5:03:00 AM,0,0,,6,1,"Very windy , I think we'll lose fence",,,,9.07E+17,https://twitter.com/MsPeacock1/status/906805271661613057,,,
1345,0.0154477117,17844,DirtySouthTV,,9/12/17,9/12/2017 0:00,1:12:00 PM,0,0,,6,1,"Can't get pumps on, or can't take credit and debit cards? Is cash still king?",,,,9.08E+17,https://twitter.com/DirtySouthTV/status/907653268171575299,,,
1346,0.2859841886,43127,NeedRogaine,,9/11/17,9/11/2017 0:00,4:44:00 PM,0,1,,6,1,@SrtaFlannery Not sure if you're still looking. Mine closed at 5:00.,,@SrtaFlannery,,9.07E+17,https://twitter.com/NeedRogaine/status/907344231844458496,,,
1360,0.7495597019,12234,CBS12,,9/10/17,9/10/2017 0:00,4:45:00 PM,5,5,1,6,1,The wind blasts are getting stronger by the second. #HurricaneIrma in #Sarasota . pic.twitter.com/UmGcvePZj2,,,#HurricaneIrma #Sarasota,9.07E+17,https://twitter.com/CBS12/status/906981885095620614,,,
1363,0.660892304,52157,scottykissell,,9/10/17,9/10/2017 0:00,10:54:00 PM,1,1,1,6,1,Rough night with Irma pic.twitter.com/dooTixTwA8,,,,9.07E+17,https://twitter.com/scottykissell/status/907074751180558336,,,
1372,0.4697755295,56382,TASTYSNAC,,9/19/17,9/19/2017 0:00,12:06:00 AM,0,1,,6,1,So sad. It is amazing how the effects still keep effecting so many long after the storm.,,,,9.10E+17,https://twitter.com/TASTYSNAC/status/909992065962053632,,,
1373,0.5654505384,21765,FoloWorld,,9/9/17,9/9/2017 0:00,8:00:00 PM,0,0,,6,1,Power has just went out in the area next to the Broward BLVD exit in fort Lauderdale @insideFPL @wsvn,,@insideFPL @wsvn,,9.07E+17,https://twitter.com/FoloWorld/status/906668624949252097,,,
1394,0.4859820721,54773,stevegiglio,,9/5/17,9/5/2017 0:00,8:55:00 PM,0,0,1,6,1,"This is the kinda that terrifies me about this storm. ... the worst weather this planet has ever seen."" - @FOX13News #GoAwayIrma pic.twitter.com/akv67BgQaR""",,@FOX13News,#GoAwayIrma,9.05E+17,https://twitter.com/stevegiglio/status/905233044499464194,,,
1397,0.5942438782,33234,kevbrown618,,9/10/17,9/10/2017 0:00,11:09:00 PM,0,0,,6,1,This is Brickell in downtown Miami. Totally underwater. #HurrcaneIrma @wsvn w,,@wsvn,#HurrcaneIrma,9.07E+17,https://twitter.com/kevbrown618/status/907078592127016962,,,
1399,0.7355352218,26808,HPNthetruth,,9/10/17,9/10/2017 0:00,11:05:00 AM,0,1,,6,1,That's a summer rainstorm,,,,9.07E+17,https://twitter.com/HPNthetruth/status/906896325685469184,,,
1402,0.2698033194,17378,Demiurge_33,,9/10/17,9/10/2017 0:00,4:44:00 PM,0,4,,6,1,"Gosh, if only someone had mentioned that there was a likelihood of flooding. If only.",,,,9.07E+17,https://twitter.com/Demiurge_33/status/906981738697674753,,,
1407,0.9422060589,60405,wandresimmons,,9/27/17,9/27/2017 0:00,4:41:00 PM,0,0,,6,1,"@wsvn @ABC @CBSNews @CNN - hereâ€™s an idea. Send 1-2 cruise ships to Puerto Rico & the FLkeys to provide housing,food,relief for 1week.",,@wsvn @ABC @CBSNews @CNN,,9.13E+17,https://twitter.com/wandresimmons/status/913141686053822466,,,
1408,0.0774978779,15447,Cruiz1022,,9/4/17,9/4/2017 0:00,3:38:00 PM,1,0,1,6,1,Publix at Dadeland Station water aisle @wsvn #HurricaneIrma pic.twitter.com/I4GCGSDwIC,,@wsvn,#HurricaneIrma,9.05E+17,https://twitter.com/Cruiz1022/status/904790810390093824,,,
1417,0.3523140935,37867,margieyoung2017,,9/16/17,9/16/2017 0:00,6:10:00 PM,0,0,,6,1,i hope it does not come to florida,,,,9.09E+17,https://twitter.com/margieyoung2017/status/909177723150639104,,,
1427,0.1212139294,20527,ErinCBS12,,9/12/17,9/12/2017 0:00,12:07:00 PM,0,0,,6,1,We have seen a few places with gas. Where are you located?,,,,9.08E+17,https://twitter.com/ErinCBS12/status/907636835366719488,,,
1435,0.3192479564,61367,WedgeAloha,,9/10/17,9/10/2017 0:00,2:33:00 PM,0,0,,6,1,Same as people right b4 tsunami,,,,9.07E+17,https://twitter.com/WedgeAloha/status/906948787826028544,,,
1441,0.3254033456,55792,Swell_Connect,,9/10/17,9/10/2017 0:00,1:23:00 PM,1,1,1,6,1,North end of #palmbeach #hurricaneIrma @pbpost @WPTV @weatherchannel pic.twitter.com/1yCuNJqWPz,,@pbpost @WPTV @weatherchannel,#palmbeach #hurricaneIrma,9.07E+17,https://twitter.com/Swell_Connect/status/906931098680258560,,,
1447,0.4446503917,17885,Disqeet,,9/10/17,9/10/2017 0:00,3:57:00 PM,0,0,,6,1,who does this to their pet? A monster!,,,,9.07E+17,https://twitter.com/Disqeet/status/906969805990846464,,,
1472,0.2946476188,67561,zacle12,,9/8/17,9/8/2017 0:00,8:09:00 PM,0,1,,6,1,"@news6wkmg @WESH @FoxNews told tonight at 7 can't get my critical supplies, asked to go pick up myself UPS said no and basically good luck!",,@news6wkmg @WESH @FoxNews,,9.06E+17,https://twitter.com/zacle12/status/906308558945431552,,,
1507,0.183521743,13518,ChewMH53,,9/10/17,9/10/2017 0:00,7:00:00 PM,0,0,1,6,1,@WPTV @SteveWeagleWPTV SE Belle Glade now #fallowfieldislakenow pic.twitter.com/OtqQ4gHVLG,,@WPTV @SteveWeagleWPTV,#fallowfieldislakenow,9.07E+17,https://twitter.com/ChewMH53/status/907015944488341510,,,
1522,0.6903308539,27344,Iluvinspireu,,9/10/17,9/10/2017 0:00,11:26:00 AM,0,2,,6,1,"@CBS12 @Eric_Roby @SuzanneBoyd I lost power, i am using the radio that i was going2give Eric listening2 Chris Farrell right now on 97.9",,@CBS12 @Eric_Roby @SuzanneBoyd,,9.07E+17,https://twitter.com/Iluvinspireu/status/906901781564805120,,,
1533,0.0939167052,14593,CLINT419,,9/10/17,9/10/2017 0:00,6:15:00 PM,0,0,,6,1,"Yeah, thats the area we stayed in",,,,9.07E+17,https://twitter.com/CLINT419/status/907004562988560386,,,
1543,0.980303856,19570,elleboca,,9/6/17,9/6/2017 0:00,5:11:00 AM,0,0,,6,1,"Gas stations near us show red on map, others don't answer phone, ones who did didn't have gas. Wish someone would report on gas status.",,,,9.05E+17,https://twitter.com/elleboca/status/905357900503289856,,,
1544,0.0719091071,53049,shermandorn,,9/10/17,9/10/2017 0:00,1:39:00 PM,0,1,,6,1,My daughter's research team left a seismometer @a Pasco sinkhole. Hope the nearby lake doesn't flood it in storm surge!,,@a,,9.07E+17,https://twitter.com/shermandorn/status/906935259731697664,,,
1574,0.1312007008,50423,rsacconejr,,9/10/17,9/10/2017 0:00,12:44:00 PM,0,2,,6,1,I agree,,,,9.07E+17,https://twitter.com/rsacconejr/status/906921227511635974,,,
1575,0.3675424519,50746,RyanBernat,,9/10/17,9/10/2017 0:00,12:10:00 PM,2,2,1,6,1,The wind was really kicking by the marina #Irma @wptv pic.twitter.com/FnSlYPj4RS,,@wptv,#Irma,9.07E+17,https://twitter.com/RyanBernat/status/906912840757530626,,,
1577,0.0239971919,09839,bubba0401,,9/10/17,9/10/2017 0:00,11:16:00 AM,0,0,1,6,1,@MichaelRyanRuiz @SuzanneBoyd @CBS12 @KaraDuffyCBS12 finally found the lil awesome hiding spot in #Irma2017 #fuirma pic.twitter.com/5hS8iDSSYq,,@MichaelRyanRuiz @SuzanneBoyd @CBS12 @KaraDuffyCBS12,#Irma2017 #fuirma,9.07E+17,https://twitter.com/bubba0401/status/906899148271751168,,,
1587,0.8512429271,46231,papaesquire,,9/10/17,9/10/2017 0:00,9:28:00 PM,0,0,,6,1,Could have been a lot worse.. Fortunately for them it went further west than expected..,,,,9.07E+17,https://twitter.com/papaesquire/status/907053110383857664,,,
1594,0.1768735453,13089,ccmia,,9/4/17,9/4/2017 0:00,9:34:00 AM,1,0,1,6,1,@wsvn weather #dam pic.twitter.com/Cq1UCS82U3,,@wsvn,#dam,9.05E+17,https://twitter.com/ccmia/status/904699148456386561,,,
1598,0.3956356429,59254,UniquelyLuvable,,9/11/17,9/11/2017 0:00,7:07:00 AM,0,1,1,6,1,@wsvn @WPLGLocal10 @nbc6 a car underneath this tree... Palm tree still standing! #Irma #HurricaneIrma pic.twitter.com/UWH9uFg2d1,,@wsvn @WPLGLocal10 @nbc6,#Irma #HurricaneIrma,9.07E+17,https://twitter.com/UniquelyLuvable/status/907198898103611392,,,
1599,0.2166490395,23572,frrff3,,9/6/17,9/6/2017 0:00,11:09:00 PM,0,0,1,6,1,@Local12 @WPLGLocal10 So yeah I know someone in Florida and not allowed to leave because of fear of loosing there job at amazon pic.twitter.com/yuct7Sq3zs,,@Local12 @WPLGLocal10,,9.06E+17,https://twitter.com/frrff3/status/905629016064970754,,,
1601,0.7979357309,10450,CanvasArtbyBart,,9/2/17,9/2/2017 0:00,7:21:00 AM,1,6,1,6,1,@WPLGLocal10 @JenniferLocal10 @NekiMohan @toddtongen @MWrightReports @LJLiveTV @SabovicSanela Good morning from Fort Lauderdale Beach #flwx pic.twitter.com/0kpcST8AM0,,@WPLGLocal10 @JenniferLocal10 @NekiMohan @toddtongen @MWrightReports @LJLiveTV @SabovicSanela,#flwx,9.04E+17,https://twitter.com/CanvasArtbyBart/status/903941056466649088,,,
1613,0.8005203054,24749,GlennaOn10,,9/1/17,9/1/2017 0:00,2:23:00 PM,0,1,1,6,1,"...when you keep working overheated & sweaty, but your electronics won't... @WPLGLocal10 #Summer in the #City #Miami #Florida pic.twitter.com/4PHZgNw0bV",,@WPLGLocal10,#Summer #City #Miami #Florida,9.04E+17,https://twitter.com/GlennaOn10/status/903684737004429312,,,
1615,0.4197845803,04999,AmerPride777,,9/9/17,9/9/2017 0:00,11:03:00 PM,0,1,,6,1,Same thing to us in the past...they fail to deliver but won't allow pick up. Sorry to hear they did this to you ahead of this horrible storm,,,,9.07E+17,https://twitter.com/AmerPride777/status/906714602704195585,,,
1619,0.620663317,54781,SteveHaz,,9/9/17,9/9/2017 0:00,1:12:00 PM,0,0,,6,1,@wptv @comcast has shut you off and Irma isnâ€™t even here yet,,@wptv @comcast,,9.07E+17,https://twitter.com/SteveHaz/status/906565991227809792,,,
1628,0.1868460154,04256,AllisonKropff,,9/4/17,9/4/2017 0:00,5:11:00 PM,0,1,,6,1,"Your grandmother was kind, right? Which would mean this storm is kind and leaves us alone!",,,,9.05E+17,https://twitter.com/AllisonKropff/status/904814217638883329,,,
1629,0.0665715425,18574,dparla,,9/9/17,9/9/2017 0:00,7:47:00 PM,0,0,1,6,1,@WPTV from Lake Clark Shores pic.twitter.com/b0Xeijk61f,,@WPTV,,9.07E+17,https://twitter.com/dparla/status/906665430269546503,,,
1633,0.858176752,64970,WPTV,,9/8/17,9/8/2017 0:00,8:14:00 PM,25,59,1,6,1,The calm before the storm. Here's a great sunset pic from Rick Alovis in Boca Raton. #HurricaneIrma pic.twitter.com/UuiWRr9yAx,,,#HurricaneIrma,9.06E+17,https://twitter.com/WPTV/status/906309753491554304,,,
1639,0.8015877228,29933,jgalan707,,9/9/17,9/9/2017 0:00,3:13:00 PM,0,0,1,6,1,@wsvn #hurricaneirma2017 #MiamiBeach pic.twitter.com/n72ZdQXbpR,,@wsvn,#hurricaneirma2017 #MiamiBeach,9.07E+17,https://twitter.com/jgalan707/status/906596405954977799,,,
1640,0.7215935981,50005,rockafowlers,,9/8/17,9/8/2017 0:00,8:27:00 PM,0,0,,6,1,This is heartbreaking. Our pets are our family members. These people never should have had pets,,,,9.06E+17,https://twitter.com/rockafowlers/status/906313141172228096,,,
1642,0.3695327592,57073,thehalfling,,9/8/17,9/8/2017 0:00,5:49:00 AM,0,0,,6,1,So.... Your evacuating right?,,,,9.06E+17,https://twitter.com/thehalfling/status/906092078127489025,,,
1655,0.8295442636,13630,ChocolateTrvp,,9/10/17,9/10/2017 0:00,7:49:00 PM,0,12,1,6,1,it does now... pic.twitter.com/BxljhWLiPm,,,,9.07E+17,https://twitter.com/ChocolateTrvp/status/907028338459496449,,,
1656,0.9843573613,40521,MikeThekid7,,9/11/17,9/11/2017 0:00,7:22:00 PM,0,0,,6,1,No power here in Tamarac,,,,9.07E+17,https://twitter.com/MikeThekid7/status/907383958408704001,,,
1659,0.9530181048,13291,chantelbelle_xo,,9/10/17,9/10/2017 0:00,12:56:00 PM,0,0,,6,1,animals are probably more equipped than us . Hurricanes are a natural disaster,,,,9.07E+17,https://twitter.com/chantelbelle_xo/status/906924331778940928,,,
1670,0.9020548341,18240,DolphinasdGamin,,9/12/17,9/12/2017 0:00,10:08:00 AM,0,0,,6,1,"I got power, but no #internet",,,#internet,9.08E+17,https://twitter.com/DolphinasdGamin/status/907606911092236288,,,
1674,0.6562137408,12175,CBS12,,9/11/17,9/11/2017 0:00,7:36:00 AM,2,2,1,6,1,Daylight in #Sarasota pic.twitter.com/xlx0O1qlAK,,,#Sarasota,9.07E+17,https://twitter.com/CBS12/status/907206108485484544,,,
1677,0.6178429151,42944,Natalia___fit,,9/13/17,9/13/2017 0:00,12:02:00 AM,0,1,,6,1,"95 south is empty, very easy ride. But extremely hard to find an open gas station, most are closed without power",,,,9.08E+17,https://twitter.com/Natalia___fit/status/907816708425093120,,,
