Tweet,Code,Sub-Code,Date,Permalink,,
INTERACTIVE MAP: Find the Suncoast's hurricane shelter locations http://www. mysuncoast.com/news/interacti ve-map-find-the-suncoast-s-hurricane-shelter-locations/article_036c78c0-94ed-11e7-b71b-63964e042ea1.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,1,,09/09/2017,https://twitter.com/ShaneDCorrea/status/906634851515817984,,
"Brookside Middle School, 3636 S. Shade Ave., Sarasota, is now open as a host shelter for residents and evacuees from south Florida",1,,09/08/2017,https://twitter.com/SRQCountyGov/status/906132426719711233,,
FIRST ALERT: Hurricane Warning in effect north to Anna Maria Island http://www. mysuncoast.com/news/first-ale rt-hurricane-warning-in-effect-north-to-anna-maria/article_c26696b0-9444-11e7-b154-b7f46a3323e5.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,1,,09/09/2017,https://twitter.com/U_Ought_2_Know/status/906719884196884480,,
"Friday: #Waterspouts prompt beach warnings in Volusia County, FL - https:// buff.ly/2xZWlfe via @news6wkmg #flwx pic.twitter.com/AtNm6QDRzL",1,,09/24/2017,https://twitter.com/tornado_talk/status/912002634445414400,,
"Mayor Jacobs says if you can't find water, clean bath tub and fill it, it's how she grew up in #Miami #hurricanes in emergencies. @news6wkmg",1,,09/08/2017,https://twitter.com/TroyLeeCampbell/status/906257598369984520,,
"BREAKING: Mayor Lauren Poe has signed a declaration of emergency for Gainesville. It'll be in effect until Wednesday, Sept. 13. @WCJB20 pic.twitter.com/cwtt4Xg76y",1,,09/06/2017,https://twitter.com/DarlingReina/status/905498279131189250,,
"Emergency crews will not be responding to calls while the winds are over ~40 mph. But in case of crisis, still call 911. @WCJB20 https:// twitter.com/alachuasheriff /status/907100859418456064 …",1,,09/11/2017,https://twitter.com/SaraGirardNews/status/907101851790856193,,
New study shows that closing all interior doors in your house can help protect your roofing during a storm! #hurricaneirma @WCTV,1,,09/06/2017,https://twitter.com/tiffanywctv/status/905467832254771200,,
Families evacuated for #HuricaneIrma are staying in their motor homes of the #Walmart parking lot in #Pace . #C3N @weartv pic.twitter.com/n1lQwqHQRt,1,,09/10/2017,https://twitter.com/Hudson_Miller15/status/906976393652731905,,
"Brookside Middle School, 3636 S. Shade Ave., Sarasota, is now open as a host shelter for residents and evacuees from south Florida",1,,09/08/2017,https://twitter.com/SRQCountyGov/status/906132426719711233,,
Interested in seeing an emergency news app take shape? Watch work on @WLRN and @KBIA 's collaborative Irma tracker: https:// github.com/NathanLawrence /IrmaTracker …,1,,09/09/2017,https://twitter.com/NathanBLawrence/status/906700208876277760,,
Follow our @NewsHour #IrmaHurricane2017 team + Florida public media stations like @WUFTNews @WJCTJax @WLRN and @WUSF https:// twitter.com/NewsHour/lists /hurricane-irma-coverage/members …,1,,09/08/2017,https://twitter.com/NewsHour/status/906185379664896001,,
@WPBF25News the line outside of Lowes in Jensen Beach at 5:45am. Surprisingly calm before the storm. #HurricaneIrma #FloridaStrong #Pray,1,,09/08/2017,https://twitter.com/MicSlingers/status/906092441161396224,,
Hurricane Preparedness , Lungcare - http://www. lungcare.net/lung-care-serv ices-fort-myers/lung-diseases/hurricane-preparedness … @WPLGLocal10,2,1,,09/05/2017,https://twitter.com/barkway/status/904999159337545728
LATEST: South Florida is under a hurricane warning- https://www. local10.com/weather/hurric ane-irma/hurricane-watches-florida-irma … @WPLGLocal10 #Irma #FL #ABC,1,,09/07/2017,https://twitter.com/BDormanTV/status/905993810597044224,,
Swagger? Optimism? Both? @MangosMiami boarding up with a #hurricane #hitlist #HurricaneIrma #OceanDrive #MiamiBeach @WPLGLocal10 pic.twitter.com/QX9G2HLzA0,1,,09/07/2017,https://twitter.com/GlennaOn10/status/905898107979931648,,
"Wondering about your location? -- EVACUATION ORDERS, ROUTES, enter zip for personalized map #hurricaneirma @wptv http://www. wptv.com/weather/hurric ane/storm-surge-maps-evacuation-routes-for-palm-beach-county-treasure-coast … pic.twitter.com/CJ8S5MYdMg",1,,09/08/2017,https://twitter.com/AshleighWalters/status/906120140000976896,,
"#HurricanePrep Checklist, pet safety, shelter details, more: @WPTV Hurricane Survival Guide: http:// bit.ly/2eZ3dhy #HurricaneIrma pic.twitter.com/PRRWD3D5Qu",1,,09/05/2017,https://twitter.com/AshleighWalters/status/905071624684281857,,
What not to do during a hurricane evacuation. #HurricaneIrma #KeyWest #Miami #evacuateflorida @CNN @WPTV @MSNBC @CBSNews @StephenAtHome pic.twitter.com/gxhZWiQDsI,1,,09/09/2017,https://twitter.com/BarefootHIMedia/status/906598284361388032,,
@CastronovoShow @CBS12 @WPTV Remind folks the recovery effort starts ahead of the storm by preparing. Clean yards! Tie stuff down,1,,09/07/2017,https://twitter.com/CardellaMatt/status/905765828087472128,,
#Tampa General Hospital says it's prepared for #HurricaneIrma . @WPTV http://www. abcactionnews.com/news/local-new s/local-hospital-staff-in-full-hurricane-preparation-mode-ready-before-irma-arrives … pic.twitter.com/RlV7cNxQMC,1,,09/09/2017,https://twitter.com/CStewartWPTV/status/906646409784512512,,
South Florida needs to prepare for impact of a major category 4 hurricane. 5am Friday track for #HurricaineIrma @WPTV #weather #hurricane pic.twitter.com/NejV4BPqZp,1,,09/08/2017,https://twitter.com/MikeTrimWPTV/status/906104098197524480,,
@weartv @WMBBTV @WJHG_TV @LOCAL15NEWS @FOX10News @WECPTV @WKRG As of 11pm EDT Puerto Rico is under a hurricane watch #Irma,1,,09/04/2017,https://twitter.com/JasonBXNY0619/status/904912346992316416,,
St. Pete-Clearwater Intl. Airport to close Friday @WFLA #hurricaneirma2017 http:// wfla.com/2017/09/07/st- pete-clearwater-intl-airport-to-close-friday/ …,1,,09/07/2017,https://twitter.com/Aims2bereal/status/905868147571519488,,
"PINELLAS COUNTY: Mandatory evacuation for Level A residents begins Friday, More evacs possible @WFLA http:// wfla.com/2017/09/07/pin ellas-leaders-to-vote-about-hurricane-irma-evacuations/ …",1,,09/07/2017,https://twitter.com/CamCrossFit/status/905859693704335363,,
"PINELLAS COUNTY: Mandatory evacuation for Level A residents begins Friday, More evacs possible http:// 8.wfla.com/2gK0MzJ via @wfla",1,,09/07/2017,https://twitter.com/CellarSinger/status/905831658347225088,,
Sarasota County Evacuation: Mandatory for Zone A residents http:// 8.wfla.com/2wNLUtn via @wfla,1,,09/09/2017,https://twitter.com/DonnaDTaylor/status/906458215252152320,,
Sarasota County Evacuation: Mandatory for Zone A residents http:// 8.wfla.com/2wNLUtn via @wfla,1,,09/09/2017,https://twitter.com/DSarasota/status/906412540531314688,,
"PINELLAS COUNTY: Mandatory evacuation for Level A residents begins Friday, More evacs possible http:// 8.wfla.com/2gK0MzJ via @wfla",1,,09/07/2017,https://twitter.com/hieu_oi/status/905843123322019840,,
Hillsborough County residents can prepare up to 25 sandbags per household at no cost at these active service units: http:// HCFLGov.net/StaySafe .,1,,09/06/2017,https://twitter.com/HillsboroughFL/status/905548541917102080,,
Citrus County Evacuation: Mandatory for certain residents http:// bit.ly/2weJUqr via @wfla,1,,09/09/2017,https://twitter.com/lawexpert/status/906643685483323393,,
"PINELLAS COUNTY: Mandatory evacuations for Level A residents beginning Friday, More evacs possible http:// 8.wfla.com/2gK0MzJ via @wfla",1,,09/07/2017,https://twitter.com/LeslieHodz/status/905825346725040129,,
"PINELLAS COUNTY: Mandatory evacuations for Level A residents Friday, More evacs possible http:// 8.wfla.com/2gK0MzJ via @wfla #HurricaneIrma",1,,09/07/2017,https://twitter.com/MichelleMazuros/status/905825656331698176,,
"PINELLAS COUNTY: Mandatory evacuation for Level A residents begins Friday, More evacs possible http:// 8.wfla.com/2gK0MzJ via @wfla",1,,09/07/2017,https://twitter.com/MintcoFinancial/status/905844946976067584,,
Some #Tampa Bay area first responders to start suspending services due to Hurricane #Irma dangers http:// bit.ly/2eXlSOf via @wfla,1,,09/10/2017,https://twitter.com/nicolaxoxo1/status/906991568061648896,,
CHECKLIST: Disaster supply list for hurricane http:// 8.wfla.com/2wy7IsG via @wfla #Irma,1,,09/06/2017,https://twitter.com/PatsCSW/status/905472808788008961,,
"#PinellasCounty : Mandatory evacuation for Level A residents begins Friday, More evacs possible http:// 8.wfla.com/2gK0MzJ via @wfla #Irma2017",1,,09/07/2017,https://twitter.com/sanityfound/status/905868615936815110,,
Citrus County Evacuation: Mandatory for certain residents http:// bit.ly/2weJUqr via @wfla,1,,09/08/2017,https://twitter.com/TamyeWhitener/status/906235931446960129,,
‘Evacuate now': Officials urging residents living along Withlacoochee River to leave http:// bit.ly/2ww3Ntf via @wfla,1,,09/16/2017,https://twitter.com/tresbaby/status/908986026189877248,,
"Pasco County recommends voluntary evacuation for residents west of U.S. 19, special needs residents http:// 8.wfla.com/2wcXCKr via @wfla",1,,09/08/2017,https://twitter.com/US1035/status/906091161353379842,,
"Island of Venice Florida Sarasota County Evacuation: Voluntary for Zone A residents http:// 8.wfla.com/2wNLUtn via @wfla """"",1,,09/08/2017,https://twitter.com/VeniceFla/status/906193206139920384,,
Sarasota County Evacuation: Mandatory for Zone A residents http:// 8.wfla.com/2wNLUtn via @wfla,1,,09/09/2017,https://twitter.com/VRWCTexan/status/906582401245163521,,
"PINELLAS COUNTY: Mandatory evacuations for Level A residents beginning Friday, More evacs possible @WFLA http:// wfla.com/2017/09/07/pin ellas-leaders-to-vote-about-hurricane-irma-evacuations/ …",1,,09/07/2017,https://twitter.com/Zerrick_Gerard/status/905826423981694976,,
"Retweeted WJCT ( @WJCTJax ): Our area is now under a Hurricane Watch, meaning hurricane force winds are *possible*... http:// fb.me/7GBVAbuWU",1,,09/09/2017,https://twitter.com/AmyWalters_/status/906423054770647040,,
"For those last in line, lunch at Miami Edison shelter is a slice of pizza, water. Staff telling evacuees to keep your water bottle."" @WLRN""",1,,09/10/2017,https://twitter.com/stein_katherine/status/906917906839216128,,
PBC schools will be closed tomorrow and Friday. Here's the latest on school closings. http://www. wpbf.com/article/school -closings-hurricane-irma/12178369 … via @WPBF25News,1,,09/06/2017,https://twitter.com/GuardiansCU/status/905449944902971393,,
@WPBF25News Good resource: http:// calculate-this.com/how-much-water -store-hurricane-calculator … #Irma2017,1,,09/05/2017,https://twitter.com/MrAddy71/status/905009405992820736,,
It's a mass exodus on Florida's turnpike as folks are evacuating the state ahead of #Irma @WPBF25News . #HurricaineIrma #hurricaneirma2017 pic.twitter.com/A6eiughPV3,1,,09/06/2017,https://twitter.com/ThomasDBradley/status/905526890039050240,,
Hurricane Effects , Lungcare - http://www. lungcare.net/lung-care-serv ices-fort-myers/lung-diseases/hurricane-effects … @WPLGLocal10 Help neighbors w/chronic illness prep for #Irma,3,1,,09/05/2017,https://twitter.com/barkway/status/904999522623000576
BREAKING: Shelters start to open in Miami Dade County #hurricaneirma2017 @WPLGLocal10,1,,09/06/2017,https://twitter.com/ChristianWplg/status/905551572654059520,,
Miami Dade shelter address: South Dade Senior 28401 SW 167th Avenue Homestead 33030 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905809315239518209 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905809532017938432,,
Miami Dade shelter address: Robert Morgan Senior 18180 SW 122nd Avenue Miami 33177 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905809007117574144 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905809315239518209,,
Miami Dade Shelter address: Felix Varela Senior 15255 SW 96th Street West Kendall 33196 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905808762899980288 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905809007117574144,,
Miami Dade shelter address: Terra Environmental Senior 11005 SW 84th Street Miami 33173 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905808561841811459 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905808762899980288,,
Miami Dade shelter address: South Miami Senior 6856 SW 53rd Street South Miami 33155 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905808326063255552 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905808561841811459,,
Miami Dade shelter address: W.R. Thomas Middle 13001 SW 26th Street West Miami-Dade 33175 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905807766765359104 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905808326063255552,,
Miami Dade shelter address: Miami Coral Park Senior 8865 SW 16th Street Westchester 33165 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905807602319273984 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905807766765359104,,
Miami Dade shelter address: Ronald Reagan Senior 8600 NW 107th Avenue Doral 33178 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905807266036817921 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905807602319273984,,
Miami Dade shelter address; Charles Drew Middle 1801 NW 60th Street Miami 33142 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905807027938709504 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905807266036817921,,
Miami Dade shelter address: Booker T. Washington Senior 1200 NW 6th Avenue Miami 33136 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905806742671515649 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905807027938709504,,
Miami Dade shelter address: Hialeah Gardens Sr. 11700 Hialeah Gardens Blvd. Hialeah Gardens 33018 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905806396842749953 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905806742671515649,,
Miami Dade shelter address: Barbara Goleman Senior 14100 NW 89th Avenue Miami Lakes 33018 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905806206001926145 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905806396842749953,,
Miami Dade shelter address: Country Club Middle 18305 NW 75th Place Northwest Miami-Dade 33015 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905805968268820484 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905806206001926145,,
Miami Dade shelter address: Lawton Chiles Middle 8190 NW 197th Street Northwest Miami-Dade 33015 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905805738622283777 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905805968268820484,,
Miami Dade shelter address: Miami Carol City Senior 3301 Miami Gardens Drive Miami Gardens 33056 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905805545852067840 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905805738622283777,,
Miami Dade shelter address: Miami Central Senior 1781 NW 95th Street Miami 33147 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905805323226796033 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905805545852067840,,
Miami Dade shelter address: North Miami Senior 13110 NE 8th Avenue North Miami 33161 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905804820803670017 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905805323226796033,,
Miami Dade shelter address: North Miami Beach Senior 1247 NE 167th Street North Miami Beach 33162 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905804640842915840 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905804820803670017,,
Miami Dade shelter address: Highland Oaks Middle 2375 NE 203rd Street North Miami-Dade 33180 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf … https:// twitter.com/EricYutzy/stat us/905804220087103488 …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905804640842915840,,
Miami Dade shelter address: Dr. Michael M. Krop Senior 1410 NE 215th Street North Miami-Dade 33179 @WPLGLocal10 https://www. miamidade.gov/fire/library/h urricane/hurricane-evacuation-centers.pdf …,1,,09/07/2017,https://twitter.com/EricYutzy/status/905804220087103488,,
"More #ThisJustIn @FLGovScott just declared state of emergency, expedites local govts ability to prep @WPLGLocal10 #Hurricane #Irma #Florida pic.twitter.com/zUCK81nFAZ",1,,09/04/2017,https://twitter.com/GlennaOn10/status/904815062916923393,,
This gas station in Marathon is totally shut down and shuttered up for the storm. @WPLGLocal10 pic.twitter.com/t2kMAbxPpr,1,,09/07/2017,https://twitter.com/IanMargol/status/905815149281497088,,
@Walmart Pem Pines employee just said the store has to save some water for associates #hurricaneirma2017 @WPLGLocal10,1,,09/07/2017,https://twitter.com/Karen33102363/status/905752535687888897,,
Where is this? Other #miami residents are reporting 600-700 people lined up waiting to get in https:// twitter.com/ericarakow/sta tus/906182265272770561 … @WPLGLocal10,1,,09/08/2017,https://twitter.com/LisetteCRuiz/status/906185152912609280,,
"Wish I could see you but @WPLGLocal10 preempts WNT to show lines at gas stations and other breaking news.""""",1,,09/07/2017,https://twitter.com/Scott_Zona/status/905865138305191939,,
“I should have been more prepared.” Inside #FortPierce apartment #HurricaneIrma blew his windows out @WPTV http://www. wptv.com/news/region-st -lucie-county/fort-pierce/fort-pierce-damaged-by-hurricane-irma …,1,,09/11/2017,https://twitter.com/AshleighWalters/status/907242609059536896,,
"Be prepared for Irma-- the latest on the storm and what you need to know-right now, LIVE on @WPTV",1,,09/08/2017,https://twitter.com/RSteinWPTV/status/906174707237564416,,
NEW: @pbcgov imposes curfew beginning at 3pm SATURDAY! Must have legitimate reason for being on the road. @WPTV #hurricaneIrma,1,,09/08/2017,https://twitter.com/StephanieWPTV/status/906211476272283649,,
BREAKING: South Florida including #PalmBeachCounty is now under a Hurricane Watch. More ahead on @WPTV at 11. #hurricaneIrma pic.twitter.com/M9vAPYSW6w,1,,09/07/2017,https://twitter.com/StephanieWPTV/status/905807166476607488,,
@SenBillNelson to visit PBC Emergency Ops Center @2pm. County declared a state of emergency as of midnight. @WPTV @FOX29WFLX #HurricaneIrma,1,,09/06/2017,https://twitter.com/StephanieWPTV/status/905352716192555008,,
People started leaving the shelters! Not a good idea this storm is huge & dangerous. #HurricaneIrma #WestPalmBeach @WPTV,1,,09/10/2017,https://twitter.com/TopShelfMommy1/status/906936064467771392,,
the needs of pet owners when developing disaster preparedness plans. It also authorizes the director of the agency to,1,,09/10/2017,https://twitter.com/wcorbe/status/907082898540560384,,
". @pbpost . @WPTV . @CBS12 . @FOX29WFLX NSU canceled classes as of Wed., 9/6 -offices clsd Thur 9/7 until further notice http:// nova.edu/hurricane",1,,09/05/2017,https://twitter.com/NSUnews/status/905208941302489088,,
@BCSPanthers no school tue due to #hurricaneirma @BN9 @bradentonherald @mysuncoast @SNNTV,1,,09/11/2017,https://twitter.com/BCSPanthers/status/907242825733099521,,
@BCSPanthers closed Tuesday if power is out. @BN9 @bradentonherald @SNNTV @mysuncoast #hurricaneirma,1,,09/09/2017,https://twitter.com/BCSPanthers/status/906560238442237955,,
Here's the flood zone map for Sarasota County. @mysuncoast pic.twitter.com/iYqnf7TOZC,1,,09/08/2017,https://twitter.com/JessDoudrick/status/906187505845886979,,
"Shelters will be managed by National Guard, city and county officials and local law enforcement. @mysuncoast",1,,09/08/2017,https://twitter.com/JessDoudrick/status/906187370583732224,,
"Sarasota has ordered mandatory evacuation in place for flood zone A, mobile homes, barrier islands, etc. Starts at 2pm today. @mysuncoast",1,,09/08/2017,https://twitter.com/JessDoudrick/status/906186832441995264,,
"@bradentonherald @mysuncoast Shell at the corner of 301blvd and 9St E, out of regular gas #hurricaneirma2017 pic.twitter.com/I4ITLXFVlU",1,,09/06/2017,https://twitter.com/JohnFClemmer/status/905478459614531585,,
. @WellsFargo closing across most of Florida due to Hurricane Irma #IrmaHurricane2017 http://www. mysuncoast.com/mobile/wells-f argo-closing-across-most-of-florida-due-to-hurricane/article_1ac598e8-94bc-11e7-974f-7f6eaaa87035.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,1,,09/08/2017,https://twitter.com/KSFriedlanderWF/status/906229637302427648,,
INTERACTIVE MAP: Find the Suncoast's hurricane shelter locations via @mysuncoast http://www. mysuncoast.com/news/interacti ve-map-find-the-suncoast-s-hurricane-shelter-locations/article_036c78c0-94ed-11e7-b71b-63964e042ea1.html …,1,,09/08/2017,https://twitter.com/LehnandVogtIns/status/906311711044620288,,
New hurricane evacuation zone map for Sarasota County residents http://www. mysuncoast.com/news/new-hurri cane-evacuation-zone-map-for-sarasota-county-residents/article_7d0edacc-358b-11e7-816d-6f63aa818f37.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,1,,09/06/2017,https://twitter.com/MockingJayMom/status/905432886517616641,,
INTERACTIVE MAP: Find the Suncoast's hurricane shelter locations via @mysuncoast http://www. mysuncoast.com/news/interacti ve-map-find-the-suncoast-s-hurricane-shelter-locations/article_036c78c0-94ed-11e7-b71b-63964e042ea1.html …,1,,09/08/2017,https://twitter.com/PhotoFreymann/status/906309731618365447,,
State of Emergency declared in Sarasota County http://www. mysuncoast.com/mobile/state-o f-emergency-declared-in-sarasota-county/article_0cd2aeac-93da-11e7-bbf2-67153057c671.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @mysuncoast,1,,09/08/2017,https://twitter.com/ResaGrace/status/906127615043530752,,
@WESH my family is on Royal Caribbean cruise and our return 2 Pt Canaveral has been delayed we will remain at sea longer until storm passes,2,,09/06/2017,https://twitter.com/omasaid/status/905470820755099649,,
It's not going to rush in like a tsunami. This phenomenon occurs because of the strength of the hurricane and wind direction.,2,,09/10/2017,https://twitter.com/amazingwx/status/906944308456148993,,
Gov. Scott declares state of emergency in all Fla. counties in response to Hurricane Irma http:// 8.wfla.com/2wzft1m via @wfla,2,,09/04/2017,https://twitter.com/AntoinetteZim13/status/904827895960313857,,
Gov. Scott declares state of emergency in all Fla. counties in response to Hurricane Irma http:// 8.wfla.com/2wzft1m via @wfla,2,,09/05/2017,https://twitter.com/baberu/status/905068465077198853,,
Gov. Scott declares state of emergency in all Fla. counties in response to Hurricane Irma http:// 8.wfla.com/2wzft1m via @wfla,2,,09/05/2017,https://twitter.com/CAR_nyc/status/905166858751488000,,
Gov. Scott declares state of emergency in all Fla. counties in response to Hurricane Irma @WFLA http:// wfla.com/2017/09/04/gov -scott-declares-state-of-emergency-in-all-fla-counties-in-response-to-hurricane-irma/ …,2,,09/04/2017,https://twitter.com/Drew_King/status/904818565240557568,,
Gov. Scott declares state of emergency in all Fla. counties in response to Hurricane Irma http:// 8.wfla.com/2wzft1m via @wfla,2,,09/04/2017,https://twitter.com/NY_Sassy/status/904896856798396416,,
Gov. Scott declares state of emergency in all Fla. counties in response to Hurricane Irma http:// 8.wfla.com/2wzft1m via @wfla,2,,09/04/2017,https://twitter.com/PatiRoell/status/904834721351393284,,
Gov. Scott declares state of emergency in all Fla. counties in response to Hurricane Irma http:// 8.wfla.com/2wzft1m vía @wfla,2,,09/04/2017,https://twitter.com/roraimay1/status/904869506308243457,,
Gov. Scott declares state of emergency in all Fla. counties in response to Hurricane Irma http:// 8.wfla.com/2wzft1m via @wfla,2,,09/04/2017,https://twitter.com/suzenxriley/status/904911089636429824,,
Gov. Scott declares state of emergency in all Fla. counties in response to Hurricane Irma http:// 8.wfla.com/2wzft1m via @wfla,2,,09/05/2017,https://twitter.com/wcdennes/status/905169251094450177,,
this graphic doesn’t indicate WHAT the risk is. Isolated showers??? if it’s for tornadoes it should say on the graphic.,2,,09/09/2017,https://twitter.com/sunnyjim4/status/906684571135172609,,
Waiting for @FCC chair @AjitPaiFCC at the Miami-Dade emergency management center. We'll let you know what he said this afternoon on @WLRN . pic.twitter.com/inSThzG9v3,2,,09/18/2017,https://twitter.com/ebherwick3/status/909791743750664192,,
The southeastern US has been getting hit by hurricanes for thousands of years. CLIMATE CHANGE HAS NOTHING TO DO WITH IRMA. Dear god.,2,,09/10/2017,https://twitter.com/Greymarch/status/906897102789279746,,
I think the residents have more important shit to worry about then separating garbage. Glad I'm not in @CityofMiami !!!,2,,09/26/2017,https://twitter.com/MarlinsCub/status/912772065706545154,,
"Not true, @comcast out before the storm and still out. What are you good for if when we need it is not available?",2,,09/09/2017,https://twitter.com/MCG2929/status/906720046348685312,,
"I think I'm going to put on a bird suit, go to Florida, and try to rescue as many animals as possible.",2,,09/10/2017,https://twitter.com/Normal_Human333/status/906935956011405312,,
@JenniferLocal10 it is my first storm! I am keeping myself informed watching @WPLGLocal10 your team is doing a great job!,2,,09/09/2017,https://twitter.com/pabloacademar/status/906640018671796225,,
Kinda speaks to just how big and bad this storm is going to be...,2,,09/09/2017,https://twitter.com/Robert_W_GA/status/906696112215556096,,
Of course! We all know natural disaster means free stuff for people. And nothing will happen to them.,2,,09/10/2017,https://twitter.com/RudyCara42/status/906960591453028352,,
Of course my spot to ride out and cover the storm on @WPLGLocal10 faces this place pic.twitter.com/oN6iaZmnOR,2,,09/08/2017,https://twitter.com/WillManso/status/906207421496008704,,
"We get to see you all day , the storm is not all bad.",2,,09/10/2017,https://twitter.com/smythek/status/906863222191509505,,
"@wptv @FOX29WFLX @WPBF25News @CBS12 If the storm continues moving west like this, @pbso needs to drop curfew tomorrow.",2,,09/09/2017,https://twitter.com/jfb880/status/906671439012646912,,
@mysuncoast change the name@of the hurricane ;) pic.twitter.com/ytq9QwrZAg,2,,09/10/2017,https://twitter.com/duardo13/status/906918469815472130,,
Vincent (here from Alabama helping w/ storm coverage) & I are going strong at 1:40 am. @mysuncoast live on air 24/7. pic.twitter.com/zMid0VBMWW,2,,09/10/2017,https://twitter.com/JessDoudrick/status/906753401614213121,,
"storm is not as dangerous as the hype.....was best public policy to panic 10MM +++....people in FL, GA, SC??????",2,,09/10/2017,https://twitter.com/AlamoIliniRx/status/906978924315455490,,
"Not sure...let me see if I can find out. If you have power, you can watch the livestream http://www. clickorlando.com",2,,09/11/2017,https://twitter.com/AmandaNCastro/status/907188207145639936,,
Will be fine i live in Palm Bay FLA been through Matthew and last forty years of storm,2,,09/09/2017,https://twitter.com/bjman1800/status/906687949584171008,,
"let's not make light of a storm that #freejames is suffering through , michael @news6wkmg",2,,09/10/2017,https://twitter.com/brynrio/status/907058580423147521,,
I love how you pay an HOA but they ask for volunteers to do heavy lifting they should pay maintenance people to do.,2,,09/09/2017,https://twitter.com/FUpatriarchy/status/906381854093266944,,
Why are they using buildings not approved by the State of Florida for use as hurricane risk shelters? http://www. floridadisaster.org/Response/engin eers/SESPlans/2016SESPlan/documents/2016-SESP-AppxA-Leon.pdf …,2,,09/10/2017,https://twitter.com/dave_bujak/status/906931718799679489,,
