Link,Tweet,Label
'262443140470939650',@ImmediateLee It made you a curly blonde!,0
'263062987487711232',@AlexAllTimeLow: Halloween will be super. http://t.co/eGErBUJvI still have the URL alexgaskarthsforehead saved,0
'262939203875254272',I think it's an excused absence and we don't have to make these days up..,0
'262988734750945281',"wOw! @RapidAndi: Top Gear: James Bond Special, tonight 9pm BBC 2 :D http://t.co/o5Yjjcum",0
'262670514332508161',@Gloria_Noellex3 awww lol  Heard you guys are closed though !,0
'262701420468383744',I'm sorry that was unnecessary lol,0
'263342214812401664',@amandaaaelmo brother heard it on the news.,0
'262711066532913152',@LaurenLapBand Lauren's such a bitch I can't deal lol I love this so much,0
'262742998046089216',@athleteswag: #ToMyFutureChildren You're going to play sports. #Fact,0
'262571202739048449',Please be closed school. I hope Florence meet up with Andy &amp; turn this whole bitch into some candy lol. Wateva that means..,1
'263395218320158720',@carnegiehall: Concerts scheduled for tomorrow have been cancelled or postponed. Ticketholders visit http://t.co/v7fTEOlv. #DSCH,1
'263240050848980992',Thank you! RT @FonzoRB29: Praying for the Ppl on the East Coast,1
'263327696971501569',Chasing the dream. #Florence #frankenstormproblems  @ Chase http://t.co/WyL5hZ4b,1
'262747890345201665',#ToMyFurtureSon you better be into video games like your future mom :3!,0
'262684612931747842',@m_ballas he's been having such a good season. Not sure what's going on here anymore.,0
'262901082857025536',Will do you home? @Dontbekoy_Enjoy: @_TaniaNicole be safe,0
'262571553999425538',So excited!!! No work tomorrow!! Where the party at?!??  @ Home Sweet Home http://t.co/73jGsRwr,0
'262385478987313152',I guess I'm a little lame for wearing a skull print blouse on Halloweekend but whatever.,0
'263080214979039232',My shore house is probably out floating in the Atlantic Ocean right now. Gonna have to go fish that shit out,0
'263039348260368384',"@Karaoswinn Should be coming home tomorrow night! And it's just windy and rainy! It hasn't hit NYC yet, so that'll be interesting",1
'262462060263247872',OMG those people do not want to sleep shit,0
'262587400767819777',@YoungREEK732: tell em ima @Squeeze_Blazzin till they free pretty piru,0
'263074071238041600',The wind was so strong that the sign for the local business broke into half! #Florenceonfox   http://t.co/cbD0S0UM,1
'263362005736509440',"Florence, its time for me to hit the gym. Since you lock me in #Florence #hurricane #hurricaneFlorence @ The Magellan http://t.co/UUXXnGIp",1
'263329707725058048',Exploring all the damage with @itismonicaa @taylor_finley12 @RonnieRaymond5 @heyhuds,0
'262730017820250113',@Netty_Harris I Been aigh u comin down der soon,0
'263139393940905984',@MyRoseFragrance she's from toronto :D,0
'263096115623260160',Oh my god! @anildash: HOLY CRAP. Video of the ConEd power plant blowing out: http://t.co/iyGlAXVZ (starts at 0:16) via @JukayHsu,1
'263276689725997056',Where is Atlantic City on the map? Play the game at http://t.co/VV8CDNJJ #Atlantic City,0
'262871336089686016',@dol4rob Ohhhh Yeaaa.. and then we can have #Thunderbuddies .. I got my pick!,0
'262431953435910144',I just wanna slay,0
'262400191431327745',You can't have the best of both worlds!!,0
'263408083198427136',"@Spencealot @breakthrough513 you are bad and part of the problem, then. (Says no reasonable person, ever.)",0
'262957039146385408',#hipsters need their craft #frenchpress coffee. #Florence #Frankenstorm 35-45mph wind gusts at time o @ Variety http://t.co/VWwNjTOv,1
'262995935548817410',Props to the bike delivery guys for still doing their thang,0
'263423800320856066',LMFAO this nigga David stern said Hurricane Katrina,1
'262477458773770240',@Prodr1977  fuck me PEDRO u kno you love my pussy,0
'263015938213941248',"Times Square is dead, and I am totally feeling like Will Smith in I Am Legend only without those vampire zombie guys",0
'263013797395050497',liquor store cuz I'm bored,0
'262633947744329728',I've never been so happy for a phone ca in my entire life I promise,0
'262995816304742400',@_Reggiefor3_ lmao what some nasty ass henny?!!,0
'263052830846382080',About to get some candy with my aunt in this weather since there is no type of food .,0
'263378533924081664',"I'm at 7-Eleven (Rego Park, New York) [pic]: http://t.co/9gPMRu6G",0
'262629745877987329',@fateiswhatumake your damn right Erik...totally forgot about that -.- I miss google maps too.,0
'263013194589679618',@goldenyardy Things are ok n praying it stays that way,0
'263371211327803392',When will people learn that Lucas will on everything you love for ? Episode 1. Kingdom of the Crystal Skull. You were warned.,0
'262950569302441984',@missjuj RT @SoozOnSports: Christie: decision to stay on the barrier islands was a bad one,1
'262405377407209473',So when I'm not on campus i get the phone calls tisk tisk,0
'263075033012899840',I don't know if this message could have been more brief and to the point. (with Mary at @frankenstorm_ny) [pic]  http://t.co/5l0fNWIm,0
'262694190704631808',this one goes out to all my #snowflakes @stefalane @kaylaswall @sam_francisco  @ Fairway Market http://t.co/f1fdmq5G,0
'263081932433285120',Florence turned out the lights....  @ Chelsea http://t.co/IQ43LgxV,1
'263056859320168449',Mid Hurricane roof walk @ A&amp;C Apt http://t.co/21ZDE3cs,1
'262360315616960512',Dinner time (@ The Breslin Bar &amp; Dining Room w/ 5 others) http://t.co/O7tutakO,0
'263316172458561536',@Cminee609 word man thats all i care about its just sad how fucked up the island is,0
'262578898838110208',"Hopefully this is like hurricane Katrina. I'm looking to loot quick chek, shoprite, and Spencer's",1
'262993744138219520',Kinda scared for this hurricane &gt;.&lt;,1
'263117421576081408',They finally turn on the generatror now lessggooo,0
'262714655200387072',"Florence is a hurricane/ blizzard, there's tsunami warnings on west coast, and there was tornados in NYC a month ago #thedayaftertomorrow",1
'263014839708954624',@justinbieber thank you justin! its insane up here in new york! wish me luck:*,0
'262589885909700608',Saying goodbye will never get easy,0
'262544416240185345',So im scared. This weather is wild already.,1
'263138111926697984',@nascarchick_3 ps: earnhardt fan i assume ;),0
'262382016136364032',These fuckers went out to eat without me -.-,0
'262429007474212864',5th wheelin hard where's that fat bitch at?!,0
'262683110259425283',"I'm at Parkway Elementary School (Paramus, NJ) http://t.co/LaEeqAEq",0
'263300231934918657',"@holyshityouguys Christie and Cuomo have been WAYYYY better. Bloomberg was a clown leading up to this - downplaying, etc",0
'263048105174380544',off on off on off on STOP FUCKING WITH MY MIND Florence YOU CRAZY BITCH,1
'262529065460854784',Gotta knock these 4 shows out but i am slightly under the weather. Only one voice can make my day better.,0
'262956586278977536',So upset she wasnt albanian..she looked the part,0
'262972825923629057',10 Super-Hypocritical CEOs Rigging The Election For Romney  And What To Do About It http://t.co/sF8NMVFZ via @AddInfoOrg,0
'262950745316409347',How the fuckk do u have to gtg in the middle of a hurricane?,1
'263393966542684160',Burn the flames... Higher and higher... @ The D'Agger Royale Lair http://t.co/5nhL65aw,0
'262719016815181824',@NinaINLA yay!!! Okay! Hurricane Florence can't stop one of your classes,1
'262451431007715329',@mattlanger do you exist I debated this with @finn tonight,0
'263368846067511297',Gonna go check out this aftermath #Florence n get some more supplies,1
'263419582302269440',@Heaphy11893 u do it all the time,0
'262587971323179008',The want us to evacuate Staten Island,1
'262561311848792064',Well I guess it was a good thing I came in last night bc there would have been no way I could get back to the city if I didnt,1
'262680736841224193',@Tease_Me21 nah yu said some rascist shit. Not even off that.,0
'262383900846870529',@MsHKarma I love you too',0
'262587885805527040',I hope everyone stays safe in tthe storm .,1
'263035369187074049',now that it officially has affected me I'm going in my closer and going to bed cause this fucking blows,0
'263027880097890305',"One thing is watching it all from the news, and another thing is living through it and wondering what the hell is happening next. #Florence",1
'262545160297136130',Gooooood Morning New York City! (@ Z Hotel New York - Rooftop Bar/Lounge) http://t.co/qFL3URbc,0
'263427370504036352',Winging it with Liz and Jordan. #TuesdayTradition (@ The Habitat w/ 10 others) http://t.co/qoxeCMvs,0
'262731830866878466',Apple Stock Fall? Assigned Customer Relations Rep VM FULL - Applecare Fail-2012 MBP: Please Help http://t.co/cLTrehIT,0
'262890576951783424',NYTimes: Storm Gains Strength as It Churns North http://t.co/RrHORPNK,1
'262921190551724032',"@kat_camps noo the storm is supposed to get realllly bad tonight, this is just like the beginning",1
'262997549496008704',@MaryACJane dont be gassing me bby;D,0
'263062698504372224',@RGaits313 if your out be careful officaaaaaa Richard,0
'262389284626120704',My mom- that shirt isn't a good color on you it doesn't make you shine (wtf does that even mean?) me- Ryan makes me shine,0
'262990378955837440',@AustinMahone I would live to go with you big there hurricane coming at me,1
'263018062259843072',@ladygaga mother monster do you not care about ur nyc monsters :(,0
'262602510399836161',@VZWnews: Apps to Help Prepare for Hurricane Florence (update) @VZWNews  http://t.co/TG02amse,1
'262635827878821888',The caption is in the picture.  @ Mirage Diner http://t.co/jcnEN8O0,0
'262940710590889984',@daniela_corb: I really hope McDonald's is open we think the same,0
'263067319243259904',Omg when my lights go off its going to be sooooo funny !!!!! Im with my whole family yo .,0
'263067222757482496',@mayawhite_ Shining....hmm suddenly have craving for rum...,0
'262634982583980033',"My #LRT ! I thought I was the only one,",0
'262689036743876608',Dozens of ConEd trucks at the ready in Union Square http://t.co/RIWZ2xcX,0
'262954783919468545',ugh. I hope you understand one day..,0
'262872714262482945',@C_Castillo24 my messages didn't send babe,0
'262976778157559810',@RonaKoka lmaoooooo  your tweets crack me up,0
'263058856651919360',I need a cuddle buddy through this storm,1
'263267754595995649',Whole wheat Danish #experimentalbread #microbakery  @ bread in my apartment http://t.co/qlmbDK5U,0
'262785667430486016',I don't wanna sleep if you ain't here,0
'262405187254243328',It sure is windy #Florence #iseeyou,1
'262546799829590016',"I'm at Westside Highway Bike/jog Path (New York, NY) http://t.co/XK84siBi",0
'262952798692458496',@Imperfectionous lmmmaaoo but why you mad though ??,0
'262734354986463232',I'm at Frankenstorm Apocalypse - Hurricane Florence w/ @chschmidt19 @vtfreeze http://t.co/iporM8oe,1
'262938838123548672',@__NicoleMarie__ how's the storm on your side? It's gotten pretty crazy over here. Stay safe!,1
'262908598521327616',"@itsJACKIEbitchz me too, oh yeah!",0
'262623917733191680',"Oh geez. Seriously, horrible timing to be on the east coast. Really? #Frankenstorm",1
'263425850345664513',The Wonder Wheel. Coney Island is still without power. #Florence  @ Coney Island Beach &amp; Boardwalk http://t.co/eFyklDR1,1
'262731085773950976',@ntmar5161 I have him in yahoo. Wanted him in ESPN to but u snagged him,0
'262587190146646019',"Wish I could meet her, but still cool to be down the street (@ Jwowws House) http://t.co/1Rcfy0fL",0
'262351291114725376',The car ride there is going to suck,0
'262897641459941376',@RealJayWilliams Happy Bday Mama Williams :-) from 1 Williams to another. my sister @RebeccaPlfdNJ  is a councilwoman closeby in Plainfield,0
'263049327268737024',Dey dne found two sharks so far smh yupp its real out here,1
'262691061422489600',Fake blondes make real blondes seem way smarter!,0
'263348087374880770',@jeanette_d lucky still waiting for power in Teaneck. Hope you are too!,0
'262967850178850816',#NW Carolina shore* starts fist pumping *,0
'262399106977247232',God I love my friends lmao,0
'262735698958876673',chef ally @allyfusco  @ 241 Central Park West http://t.co/x6yWSmnL,0
'263004059693375488',No one leave their house past 6 !,0
'262643433418657793',Anyone that is home in the neck and wants to get fucked up and have a sleepover for the storm come over now ;),0
'262349517251284993',#old #man #me #halloween  @ The Arnold's http://t.co/o7ESlppK,0
'263038146550321152',I really don't think a simple phone call is to much to ask for #GuessIWasWrong,0
'262407107557593088',"While I be bangin on yo body , they be bangin on out wall , while they dreamin , you be screamin.",0
'262418493838880768',@kocface your gonna save people.......,0
'263089287191470080',"Floods and power outages , hurricane Florence is mad real",1
'263319845955854338',this is just sad @ Mantoloking Bridge http://t.co/8GxifcKf,0
'262343134795685890',@lukebenward will never notice me and it kills me,0
'263080070858547200',My building was just featured on the @CBSnews on #Florence. Thank God I got out of there!!! http://t.co/NqMZJfxC,1
'262661867481206784',Hoping and praying I can get outta here before the storm hits or else I'm gonna be stuck in Carolina till Thursday #hurricaneFlorence,1
'262601831446892545',Landry's becoming one of my favorite Jets,0
'262520477958950912',Why am I up though ?,0
'263320655154515969',The damage caused in the subway system is mind blowing.,1
'263374192702013441',Idk how people think that seaside being destroyed is a good thing #horrible #notfunny,1
'262558885209051136',"-0+PLUS MEDIA PROMO NY CRAZY PICTURE! #zeroplusmedia #music #mixtape #murdaave #mel @ Mott Haven (Bronx, NY) http://t.co/qgYmgQ2y",0
'263058174871998464',Wish I was at my moms right now :/,0
'263111484907868160',Tree falls into my house and does some damage to the house? but we still have electricity. Holla.,1
'263129718264586240',Asked her how are the patties from this store and she bust out laughing http://t.co/7XY4X4WZ,0
'263084022832447488',A #crane dangles in #manhattan #Florence #stormwsj @ Carnegie Deli http://t.co/EAC7mKTf,1
'263129833473732608',@iluvny3000 DUDE IDK DOWN POWER LINES MAYBE?,0
'263099184398356480',@daronjonesmusic aww thanx a million I hope and pray your family is safe in this Hurricane Florence,1
'262772151046774784',How about after all the power lines are blown down again - we put the new ones underground? #Florence,1
'263361629738127361',Brianna is so depressed that she just started playing Bleeding Love...u ok?,0
'263325579036737536',Lmfao At Solo Giving Donald Trump a Seat!! He Tried It Though!!,0
'262748060508110849',"#ToMyFutureSon you WILL be a Giants, Knicks, and Yankees fan.",0
'262771065191821312',"The less u ask for, the more u receive",0
'263328903538556928',This beer is dedicated to a big fuck you hurricane Florence!  Drinking a Brew Free! or Die IPA @ Mahlers Massacre!  http://t.co/CITNg5Yx,1
'263339378020057088',PHONE SEX OPERATOR I'll suck you like a neck bone !,0
'262548589086113792',RT @P0TUS: BREAKING: NYC Mayor Bloomberg says he'll limit #Florence to 16oz of flooding.,1
'262990371443855360',Or mind as well @_FourPlay_: There is a big difference between MIGHT AS WELL &amp; MINE AS WELL. DUMMMMB-ASSSSESSSS.,0
'262753441049362432',@maripilyrivera your son will be ok !!!!,0
'263060314910769152',Lights out! Busted out the old timey lantern. @ Poet's Lair http://t.co/T7ZVjEmB,0
'263079863999676416',Fuck yes the 4 hour generator is back on,0
'262384530504167425',"@daniskywalkerrr it wasnt me, i promise.",0
'262696946966355968',Im sorry but I dislike all guy ICONiacz...,0
'262904060653486081',@DeLaConcha will open at 9:30AM today and stay open till which time that it starts to become unsafe. #Florence #cigars,1
'262471652338700288',#SATstudyTime .. FINALLY!! We wish we had found that before http://t.co/mlCjiujC ya better get this Soul Plane gqb,0
'262942913045090304',Ha! (@ Frankenstorm Apocalypse - Hurricane Florence w/ @elle_lo) http://t.co/VAF2YU5D,1
'262389399776538624',I like when a felmale assso fat she got that arch. I can run on that shit all day!,0
'262621122762252288',Union catholic still didn't call... Do they want us to die in school.,0
'263404320526045184',Can't receive calls or texts,0
'262489349780811776',@byrdgangshoota I'm still out shoota this nigga still fuckin wit this flat,0
'263422091615952896',@Shastina_Eloff yes she came and Florence was mean a bad bad girl! I'm safe &amp; sound!,0
'262944068244480001',@jessemetcalfe @lanatx2012 please tell your followers there is a free flashlight app for phones if in trouble #HurricaneFlorence,1
'262907832880476161',@Mr_briann it gets kind of boring ;o,0
'262800424195739648',I was bagged wen my bitch snapshoted u on my IG lmao now u writing paragraphs about me I say dat to say dis lets get $ IG killin brain cells,0
'263131970429673473',@Vaccaro06 @velozzcity @senorwanon this nigga said I heard Benny's is open I got 4 beers idk man ill chill idc,0
'263119829597310976',@JoshyyIX no classes tomorrow honey,0
'263032820639862784',But there's a shark swimming around the streets of brigantine lol. R.I.P beach house,0
'262580521912131586',Church this morning.. My head is somewhere else. Smh.,0
'263037864906997761',@m_LeBris: I wish there was a big ass party for everyone suffering inside due to this storm to go to and get fucked up #Truth,1
'262993147615920128',"@pourLeternite idk i doubt it she probably went to novas house, let me call her",0
'262368241949736961',"Brb, gotta go reply to a sext from my boyfriend, but like, in person",0
'262800331644235776',@benferrisswheel: Did Amanda seriously just think Florence from SpongeBob's full name was Florence Hooks....?,0
'263391042764697600',"um, part of someone's house is in my backyard. #Florence  @ Yellow House http://t.co/21GkjqvY",1
'262663574806228992',@SalmanRushdie @shteyngart  Had to be someone really bitchy and mean like one of the reality housewives from NJ,0
'262958615089008640',#ToMyFutureDaughter no boyfriend until you are 18,0
'263380395440082944',"With all of the storms &amp; other events that have left people w/o power, I seriously wonder why @PSEGDelivers still hasn't implemented (1/2)",1
'263077964533604352',My dads outside fixing a chair.... Oh,0
'262379952505253889',Honey Boo Boo in the house! @ The Westminster Estates - Home Office http://t.co/99B4yza3,0
'262982656021643265',@SDeSalvo1 four wheel drive + hurricane Florence = fun,1
'262743029981532161',@LadyP1785: Evn tho I jus left u I jus wanna wish my lil bro @steve_mac17a happy birthday love u boo!!.   (THANK U),0
'263126498834264065',Water receding down Christopher St. back towards Hudson - West St. Still submerged- going to bed.  #Florence #HurricaneFlorence,1
'262750456424591360',I see the little connection here,0
'262666093947133952',"If I get nervous, my roommates will force feed me whiskey. #sand @ Frankenstorm Apocalypse - Hurricane Florence http://t.co/h4sr7gmX",1
'262648201461522432',@cpileckas crazy times here in the city.,0
'263292531838685184',@jamaican_baller egg whites and pancakes and orange juice',0
'263090972718678016',Coffee time with The friends at Home while  #Huracn Florence is here,1
'262640397875040257',yeah your sex takes me to paradiseee &lt;3 &lt;3,0
'262754958502400000',Everybody is trying to end it with one swing ! Approaches are out the window.,0
'263373939894538241',"So please don't run away, when my ganja's all gone.",0
'263120820010901504',Instagram is not a place for you to repost pictures of other ppl and rate them go on Facebook for that shit so annoying,0
'263110663398907904',@theAbsoluteLife to dangerous to walk here,0
'262430063155376130',@CxNo @nickyschrire @alexlore OH NO!!!!! Group roadtrip to Texas!!! Damn I'm broke...............always. #fuck #sluts,0
'263078809056718848',And I just lost power... #Florence,1
'262903394082099200',#NJwx winds picking up here in cape may nj #Florence,1
'262652992006799362',"Today I went shoppin, &amp; talk is still cheap",0
'263355268350484480',@JENNIWOWW I can't even tell what it was. Such devastation.,0
'263073925834088448',Pitch black house and me being deathly scared of the dark .. IS NOT A GOOD FUCKING TIME . #fml #scaryshit,0
'262824102878916608',@Bien__Guillao by making me not want it? Lol good job,0
'263003297118564352',I love how I can anticipate what people will say when I tweet something #fuckyall,0
'262376269272989696',@jennyybee well at least i know someone else is home lol,0
'262566123826991104',&amp;' tht still seem like a long time sometimes .,0
'263071166946742272',Dam this shit is crazy!!,0
'263394651942309888',@macdade2 a) yes. b) depends on what part of the universe youre interested in.,0
'262538321224421378',I'm never gonna get home with this traffic. #Evacuation,1
'263344837393252352',No class wednesday lets goo!!!,0
'263370496572264448',I find it hard to keep u off my mind yo,0
'263024866909892608',Crotona Park NY Mon Oct 29th PM Forecast: TONIGHT Rain Lo 51 TUESDAY Showers Likely Hi 61,0
'262572543083438081',Turf burn fucking sucks ! #painful #ouch,0
'262715633542774784',Taco Bell for dinner &amp; ready for The Walking Dead!,0
'262390928772308994',Damn that rocket and thunder trade came outta no where,0
'262648048528789504',"its not over tonight, just give me one more chance to make it right, i may not make it through the night but i wont go home without you",0
'262658780876128258',"I'm at HURRICANEPOCALYPSE (Queens Village, NY) w/ 35 others http://t.co/LyPs6LgN",1
'263149261535977473',"@invader__TIM I'm in NYC, there's a foot of water in the streets, trees are down, 18 people have died, and dis guys watchin gladiator on amc",1
'262762981601980416',Free your heart to be inlove,0
'263002364066295811',@BeccaGonz watch 7 their shits legit,0
'262626326119329793',"@abbywatson8 neverminddd we don't, matt said rich told him this morning",0
'262642952160034818',Mind you! The Jets are getting torched by an offense operating with their backup quarterback and second-string running back. Think about it.,0
'263319707120173056',@BlueheavenM I was at work when it happened so I wasn't worried. It's so blocked off now u can't get near it. Bad crane management I say.,0
'263425473076400128',"okay dang! we all know the power is on now #smh all I need to know is, do we have school tomorrow or not?",1
'262998047682879490',Second mommy is feeling better  yayyyyy,0
'263352114602995712',@jessicajarrell isn't it a great song?!?!,0
'262949417118736384',@mara_higgins I wondered where the deer went before and everyone ignored me .,0
'263102916125151232',More #water #monsters in #nj  @ New Carolina Turnpike - Bayonne http://t.co/ZyP9wwDp,1
'263010644545114112',@AlecReilly never toke but shell let me drink one day,0
'262786175360708608',I'm not one to make excuses,0
'262383388428730368',So I guess going to sleep early isn't happening.,0
'263285886031130625',I haven't heard from Roy since the storm hit... #worried,1
'262454507961716736',Look how far we became..,0
'262615170130518016',En memoria a John Lennon :'( (@ Strawberry Fields w/ 2 others) http://t.co/L7YRGXwl,0
'262977096601702401',"@LucyYang7 @LeeGoldbergABC7 getting wind damage, trees down and lights are blinking off and on.   I have deep cycle battery 4 lights n radio",0
'263079978931982337',You NOT the only one! RT @_xoNissa: I'm so over this bitch Florence.,0
'262423837109526529',Just tryna take off his shoe http://t.co/d5cnSlKY,0
'262363344340668416',"Yo like no lie there is like 2 or 3 girls upstairs and like 5 dudes, and no parents",0
'262566128482668545',The city brought out the best of us @RoyalLifeStyyle http://t.co/pTtdNFJl,0
'262619163829358592',@immjasmine remember all of our old conversations omg,0
'263238410838360064',I'm usually so laid back but now even this storm is scaring me. Everywhere is flooded and everyone is evacuating.,1
'263376197499637760',@missbehavedd you not bout it please stop,0
'263337732523307008',In my SHAROLAID voice: Can I whoop yo ass baby?,0
'263078296051396608',power is out. Little Italy is dark.,1
'262717371666558978',My job hasn't been this busy since the summer ... Is this a joke. people are pathetic.,0
'262752170443669504',Hurricane Florence on its way!!!,1
'262632726677573635',I bet dolphins score another touchdown this drive!!!,0
'263008098271244290',@DannOfThurs you could say the same about the gnex and nexus s,0
'262419535699771392',I'm a cat ? last minute costume. @ Brooklyn Bowl http://t.co/hIcWMivl,0
'262590423208448000',@MatthewBerryTMR...Dywer or D Moore for my one flex spot...in a ppr league,0
'262657914785910784',People are taking the storm seriously. I've never seen so many people and do long lines in the local store here in Bushwick #Florence,1
'262992008740737024',God bless my dad right now for going out to walk my dog..who will most likely get blown away,1
'262987427084390400',@Slew999 @bostongunner if that happens i will be suicidal!,0
'262430494212374529',You can't say it but you want to,0
'263410224738754560',"Driving around, damn some streets are still pitch black #Florence",1
'262997795999477763',@UWSurplus thanks. We may need to rely on your services depending on how the damage goes,0
'262977039877955585',Gonna text like only 5 pple to the max when the power go out needa save my battery,0
'263093426516549632',Hmmmm wtf am i gonna do now,0
'262440626249949184',#elf #santa #ballerina #brooklyn  @ Danny's Pizzeria http://t.co/lAIL8JtH,0
'262938924140339200',@laurenjessa That is the sole reason I would evac as well. Safe now?,0
'262655593997799425',"Cowboys Defense came to play, Now Romo has to Step up",0
'263380169815891968',Sewer overflow.  @ Socrates Sculpture Park http://t.co/xRNT8bOD,0
'263068937992953856',This betch Florence really knows how to party. @ Dixon Mills Courtyard http://t.co/5TDgLOnk,1
'263141151094235136',The worst damage that #Florence  brought to #Greenpoint http://t.co/vlASoObC,1
'263343641454600192',Trees down in Riverside Park on the upper promenade #Florence  @ Riverside Park Promenade http://t.co/m9gnObD6,1
'263108547569659904',There goes the ice cream truck...,0
'262474245622349825',I drank and tried different things tonight and I just feel hype like normally. I swear I'm immune to everythinggg,0
'263350443973951488',Someone should come visit me,0
'262372602796965888',@Benirvine @_spaceghostkush your mother's a fag. Don't try to come for Ed. Stick to playing beer pong.,0
'263094821940518912',Playing sharades with my residents since the powers out its actually pretty cute now playing taboo! #lightsout,0
'263305014271946753',Guys deal$ is open we're all gonna be okay,0
'262686090538930176',My score is good with you is excellent! You know&lt;,0
'262931389429727234',I wanna go eat :/ #FUCKFlorence,0
'262949675773095936',@Xo_LoveMeOrNot I know I am lol its cuz NY is better than Boston ;p,0
'263362894740205568',Last post. And I'm out  @ Upper West Side http://t.co/soeySWbp,0
'262975464799350784',I just ousted Kelly B. as the mayor of The Cheesecake Factory on @foursquare! http://t.co/A0dQXBjk,0
'263422610229051392',Bar hoppin' (@ Genesis Bar &amp; Restaurant) http://t.co/bGaTobvQ,0
'262603035447021570',Nelle is in Barbados casting the spell that's gonna destroy NYC 4 good aka Florence,1
'263096685511720960',They didn't even want me till my neck got froze.,0
'262906859307036672',There is absolutely no bread at my grocery store @ Pioneer Supermarkets http://t.co/1FpdKVkI,0
'262715374825517056',Not exactly an auspicious start to the game.  #WorldSeries #POSTSEASON,0
'263105818898083841',"Does rockaway, breezy &amp;&amp; the Carolina shore even exist anymore?",1
'262601927488069632',Starting Carson over Eli ... Let's fucking go Oakland #RaiderNation #JustWinBaby #BleedSilverAndBlack,0
'262582316474454018',"@djshiftee - escape from New York! Mandatory evacuation in NYC - Zone A - 375,000 people!",0
'262712774231199744',@twitterlesschris and I's innapropiate text conversation right now &gt;&gt;&gt;&gt; hilarious. We are weird kids. #littletalks,0
'262937305130614786',anyone wannna walk to bagel base w me pwease,0
'263090831567765504',Waiting for #Florence to get the F..k out of my city! @ Waldorf-Astoria Hotel http://t.co/yIFEx8aD,1
'263099486274977792',Why does Van have to live in North Carolina and Vanessa has to live in Pennsylvania ugh I need you guys why are you so far away you guysssss,0
'262423352130551808',it's weird from going to being someone's everything to not even knowing how to get along or talk anymore. like what even,0
'262739209952034816',"#ToMyFutureSon no girlfriends , no smoke , no drink untill your 14, haha Jk 17 nigga!!!",0
'263161312727670784',"@marlin_xo lmao I totally do ! No it's just funny , that's what gets you angry lol.",0
'263084620168433665',Still have power in Hell's Kitchen. Flickering lights and light on wine. Using the Franken voice every chance I get.,1
'262948650420940800',@CHERsom1987 as long as I can bring Gotti&lt;3,0
'262931230000046080',@halfmoon17 how's it going out there #Florence,1
'262363764886740992',Me &amp; my THUNDER BUDDY! #Halloween #Ted http://t.co/33lbVJvW,0
'263090845190856704',Crazy lightning or transformers exploding in NYC. Lights are out and Williamsburg is flooding! #HurricaneFlorence  http://t.co/pYaV5t4A,1
'262612258440486912',When the govenor doesnt answer my tweet #ohokay,0
'263324542473232386',@noto15 raj isn't getting her fuckin midterm she can suck my dick,0
'262991040145920001',@christinelem_: Lmaooo @OhOhOhItsJoHnNy is working on legs today because Florence aint blowing this nigga over! &gt;&gt;&gt; LOL #YouAlreadyKnow! =p,0
'262393727442632704',"I love people watching, its so funny especially when most of the people are shit faced and can't walk",0
'262916507359662080',If I give in to those memories we won't go back,0
'262605523252293632',@courtney1625 just needs to get here ASAP before I go clinically insane,0
'263350777798590464',@rachfitzpatrick @drtysouth I'm trying its so nerve racking,0
'263040064567795712',I'm at Frankenstorm Apocalypse - Hurricane Florence w/ @deanamarieg http://t.co/l7SS68Bm,1
'262925997215711234',Just before the Florence @ Carolina City Waterfront http://t.co/sT64OOCs,1
'262557609998041089',Had a fuckin blast last night,0
'262442670012641280',"There's hell in hello , good in goodbye , liein believe , over  in lover, end in friend, ex in next , and if  in life.",0
'262343112230330369',I wish I could smoke weed with willy Nelson. That would Make my life,0
'262595545405743104',No school Monday :( Total bummer!! My money...my time...sigh... #AMDA #hurricaneFlorence,1
'262901147411570689',@_MadMatt I still hate the design. Very clunky to use with touch or keyboard/mice. Compare it to Music Info app you'll see the difference,0
'262690189388955648',Time to evacuate... Bring it on Florence,1
'263020773399199744',"@apattonverified Dude, this hotel has nothing but a small breakfast room(no porkrole egg and cheese) and a freezing cold pool!",0
'262822241706852353',@_MelissaArcher thanks keep the prayers coming our way I think we are really going to need them. #Florence,1
'262658138933714945',"I'm gunna be stuck at work tonight, at least in getting paid....#sheitt",0
'262392760898838528',#GottaAceMySATexam : GOODNESS I wish my kids managed to get this earlier http://t.co/ZLWhBTQ4 hurry before its unavailable...,0
'262628429176913920',"@AdrianneCurry Just did an eighty minute spin class.. That's right, I'm proud.. BooYah! #spin",0
'263342988648935424',@WilsonFilogamo that's why I love you,0
'262521808136327168',Literally got no sleep up the bitch that's staying at @nflorez814 s snores O fucking D,0
'263092717582704640',"Got CANDLES doe so its like im havin a,ROMANTIC dinner lol !",0
'262955168566484995',@JohnFugelsang: Chris Christie is so determined to get people off the beaches he's planning on showing up at 4pm in his executive thong.,0
'262590934221467648',My neighbor has been blastin that hippity hop music for the past hour turn that shit the fuck down,0
'262688802793988096',@hurricanneFlorence @diplo crazy there is already an account for this. I stayed in nyc let's hope for the best!!!,1
'263074379846541312',"internet officially out in Williamsburg, relying on my beautiful data plan to carry me through #Florence #brooklyn",1
'262683860414902272',@NicoleOlavaria you don't need me to tell you you're beautiful you have other guys to do that,0
'262609375707930625',"@ErinSharoni you will not be flying back tomm, lol, metro area will be shut down by 9p tonight",1
