,'username','date','retweets','favorites','text','cleantext','is_retweet','ID','permalink','Translation',Category
893,AEEONLINE,2018-01-29 12:04:27,1,0,"Saludos, cuál es el municipio. CC6","Saludos, cuál es el municipio. CC6",False,958023045825822721,/AEEONLINE/status/958023045825822721,"Greetings, what is the municipality. CC6",2
894,AEEONLINE,2017-09-06 14:11:05,1,4,"Ahora: Director Ejecutivo AEE, Ricardo Ramos, habla con Carlos Josè Ortega de Radio Isla 1320, sobre situación del sistema elèctrico. CC1 pic.twitter.com/9TMwEuzm0y","Ahora: Director Ejecutivo AEE, Ricardo Ramos, habla con Carlos Josè Ortega de Radio Isla 1320, sobre situación del sistema elèctrico. CC1 ",False,905493573931589632,/AEEONLINE/status/905493573931589632,"Now: AEE Executive Director, Ricardo Ramos, speaks with Carlos Josè Ortega of Radio Isla 1320, about the situation of the electrical system. CC1 pic.twitter.com/9TMwEuzm0y",2
895,AEEONLINE,2017-08-31 12:09:48,0,0,Puede realizar su querella a través de  http://aeepr.com    registrándose en Mi Cuenta__NEWLINE__Obtendrá número de querella y actualizaciones CC5,Puede realizar su querella a través de      registrándose en Mi Cuenta__NEWLINE__Obtendrá número de querella y actualizaciones CC5,False,903288723961520128,/AEEONLINE/status/903288723961520128,You can make your complaint through http://aeepr.com by registering in My Account__NEWLINE__Obtend complaint number and updates CC5,2
896,AEEONLINE,2017-11-10 10:09:12,10,41,"Ahora: Director de Generaciòn AEE, Justo González, en entrevista en vivo con Maribel Meléndez Fontán de Telenoticias. pic.twitter.com/5susOal1gf","Ahora: Director de Generaciòn AEE, Justo González, en entrevista en vivo con Maribel Meléndez Fontán de Telenoticias. ",False,929003012345028609,/AEEONLINE/status/929003012345028609,"Now: Director of Generation AEE, Justo González, in live interview with Maribel Meléndez Fontán de Telenoticias. pic.twitter.com/5susOal1gf",2
897,AEEONLINE,2017-12-24 09:34:12,1,13,"[HOY] El Director de Transmisión y Distribución, Ing. José Sepúlveda nos habla sobre el restablecimiento del sistema eléctrico. CC6 https://www. facebook.com/aeepronline/vi deos/150743895579195/   …","[HOY] El Director de Transmisión y Distribución, Ing. José Sepúlveda nos habla sobre el restablecimiento del sistema eléctrico. CC6  facebook.com/aeepronline/vi deos/150743895579195/   …",False,944939270401396736,/AEEONLINE/status/944939270401396736,"[TODAY] The Director of Transmission and Distribution, Ing. José Sepúlveda talks to us about the restoration of the electrical system. CC6 https: // www. facebook.com/aeepronline/vi deos / 150743895579195 / ...",2
898,AEEONLINE,2017-10-15 16:35:32,0,0,Buenas tardes... CC6,Buenas tardes... CC6,False,919663049149177858,/AEEONLINE/status/919663049149177858,Good afternoon ... CC6,2
899,AEEONLINE,2018-01-03 17:52:02,8,12,CONSEJO SEGURIDAD GENERADOR ELÉCTRICO__NEWLINE____NEWLINE__Al tener un generador eléctrico en el hogar es necesario seguir unos pasos que ayuden a mantener a todos seguros en la casa. No permita que niños y animales domésticos se acerquen al generador. CC6 pic.twitter.com/pjRCKOLhqr,CONSEJO SEGURIDAD GENERADOR ELÉCTRICO__NEWLINE____NEWLINE__Al tener un generador eléctrico en el hogar es necesario seguir unos pasos que ayuden a mantener a todos seguros en la casa. No permita que niños y animales domésticos se acerquen al generador. CC6 ,False,948688433110798337,/AEEONLINE/status/948688433110798337,"ELECTRICAL GENERATOR SAFETY TIP__NEWLINE ____ NEWLINE__When having an electric generator in the home, it is necessary to follow some steps that help to keep everyone safe in the house. Do not allow children and pets to approach the generator. CC6 pic.twitter.com/pjRCKOLhqr",2
900,AEEONLINE,2018-01-26 15:36:41,12,35,"RESUMEN 26-1-18 - Continuan los trabajos de reparación del sistema eléctrico; contamos con 3,610 trabajadores en las líneas de distribución y 962 en las de transmisión. Al momento (26-1-18) hay 82.9% de generación y 68.53% clientes con servicio. CC6","RESUMEN 26-1-18 - Continuan los trabajos de reparación del sistema eléctrico; contamos con 3,610 trabajadores en las líneas de distribución y 962 en las de transmisión. Al momento (26-1-18) hay 82.9% de generación y 68.53% clientes con servicio. CC6",False,956989291925778432,/AEEONLINE/status/956989291925778432,"SUMMARY 26-1-18 - Repair work continues on the electrical system; we have 3,610 workers in the distribution lines and 962 in the transmission lines. At the moment (26-1-18) there is 82.9% of generation and 68.53% customers with service. CC6",2
901,AEEONLINE,2017-09-07 13:34:27,8,8,SECTORES SIN SERVICIO EN DORADO. CC6 pic.twitter.com/RqTvwLISWj,SECTORES SIN SERVICIO EN DORADO. CC6 ,False,905846741651652608,/AEEONLINE/status/905846741651652608,SECTORS WITHOUT SERVICE IN GOLD. CC6 pic.twitter.com/RqTvwLISWj,1
902,AEEONLINE,2018-02-26 13:23:57,8,12,"26-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 pic.twitter.com/CnWqu2pmyv","26-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 ",False,968189912838176769,/AEEONLINE/status/968189912838176769,"26-2-2018 - WHAT THE BRIGADES ARE DOING ... Regions Mayagüez, Ponce, and San Juan. CC6 pic.twitter.com/CnWqu2pmyv",2
903,AEEONLINE,2017-10-26 06:50:02,35,119,"Buenos días, compartimos parte de los trabajos de reconstrucción en la línea 50200 que corre de sur al norte. ¡Seguimos! #PRSeLevanta  CC6 pic.twitter.com/9zJjpmuC8I","Buenos días, compartimos parte de los trabajos de reconstrucción en la línea 50200 que corre de sur al norte. ¡Seguimos! #PRSeLevanta  CC6 ",False,923501973189660673,/AEEONLINE/status/923501973189660673,"Good morning, we share part of the reconstruction works on line 50200 that runs from south to north. We continue! #PRSeLevanta CC6 pic.twitter.com/9zJjpmuC8I",2
904,AEEONLINE,2018-02-17 18:24:34,3,19,17-2-2018 - Sectores  restablecidos en el día de hoy (hasta 5:00 pm).; no se incluye la información de la Región de Caguas.__NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/rubwZkm329,17-2-2018 - Sectores  restablecidos en el día de hoy (hasta 5:00 pm).; no se incluye la información de la Región de Caguas.__NEWLINE____NEWLINE__Seguimos... CC6 ,False,965004070921662464,/AEEONLINE/status/965004070921662464,17-2-2018 - Sectors restored today (until 5:00 pm); the information of the Caguas Region is not included .__ NEWLINE ____ NEWLINE__We continue ... CC6 pic.twitter.com/rubwZkm329,2
905,AEEONLINE,2017-12-30 07:45:44,14,40,FOTOS: Río Grande empieza a recuperar su verdor y hasta el servicio eléctrico __PIPE__ NotiUno 630 CC1 https://notiuno.com/fotos-rio-gran de-empieza-recuperar-su-verdor-y-hasta-el-servicio-electrico/   …,FOTOS: Río Grande empieza a recuperar su verdor y hasta el servicio eléctrico __PIPE__ NotiUno 630 CC1  de-empieza-recuperar-su-verdor-y-hasta-el-servicio-electrico/   …,False,947086297709137920,/AEEONLINE/status/947086297709137920,PHOTOS: Rio Grande begins to recover its greenery and even the electric service __PIPE__ NotiUno 630 CC1 https://notiuno.com/fotos-rio-gran de-begins-recover-your-greenery-and-until-the-electric-service / ...,2
906,AEEONLINE,2017-09-19 20:05:38,0,1,Gracias... CC6,Gracias... CC6,False,910293841747595264,/AEEONLINE/status/910293841747595264,Thanks ... CC6,6
907,AEEONLINE,2018-01-24 20:57:24,4,16,Otra unidad de Palo Seco entra en servicio __PIPE__ Telemundo Puerto Rico CC1 https://www. telemundopr.com/noticias/desta cados/Unidad-1-de-Palo-Seco-entra-en-servicio-AEE-470961763.html   …,Otra unidad de Palo Seco entra en servicio __PIPE__ Telemundo Puerto Rico CC1  telemundopr.com/noticias/desta cados/Unidad-1-de-Palo-Seco-entra-en-servicio-AEE-470961763.html   …,False,956345227786309633,/AEEONLINE/status/956345227786309633,Another Palo Seco unit enters service __PIPE__ Telemundo Puerto Rico CC1 https: // www. telemundopr.com/noticias/desta cados / Unit-1-de-Palo-Seco-entre-en-servicio-AEE-470961763.html ...,2
908,AEEONLINE,2018-01-13 19:14:33,22,104,Grupo de Ingeniería acaba de completar los trabajos en la línea 36800 que va de Sabana Llana TC a Canóvanas TC; no vamos a detenernos hasta iluminar a PR completo. CC6 pic.twitter.com/unbc1A3ivT,Grupo de Ingeniería acaba de completar los trabajos en la línea 36800 que va de Sabana Llana TC a Canóvanas TC; no vamos a detenernos hasta iluminar a PR completo. CC6 ,False,952333076260061185,/AEEONLINE/status/952333076260061185,Engineering Group has just completed the works on line 36800 that goes from Sabana Llana TC to Canóvanas TC; we are not going to stop until we illuminate the full PR. CC6 pic.twitter.com/unbc1A3ivT,2
909,AEEONLINE,2017-10-29 13:14:16,8,22,Trabajos que realizan hoy nuestras brigadas en la Región Mayaguez. CC6 #PRSeLevanta pic.twitter.com/UYKjmuqV1f,Trabajos que realizan hoy nuestras brigadas en la Región Mayaguez. CC6 #PRSeLevanta ,False,924685829246783489,/AEEONLINE/status/924685829246783489,Works carried out today by our brigades in the Mayaguez Region. CC6 #PRSeLevanta pic.twitter.com/UYKjmuqV1f,2
910,AEEONLINE,2017-12-06 11:04:47,6,12,[HOY] Trabajos de brigadas en la Región Ponce. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/Y1rr0S4WNN,[HOY] Trabajos de brigadas en la Región Ponce. ¡Seguimos!  CC6 #PRSeLevanta ,False,938439085005459462,/AEEONLINE/status/938439085005459462,[TODAY] Works of brigades in the Ponce Region. We continue! CC6 #PRSeLevanta pic.twitter.com/Y1rr0S4WNN,2
911,AEEONLINE,2017-10-03 09:04:43,2,3,"Se cobra los ""costos fijos""; si no hay generación en la residencia, no se cobra esa parte. CC6","Se cobra los ""costos fijos""; si no hay generación en la residencia, no se cobra esa parte. CC6",False,915200945402925057,/AEEONLINE/status/915200945402925057,"The ""fixed costs"" are charged; if there is no generation in the residence, that part is not charged. CC6",2
912,AEEONLINE,2017-10-05 16:57:58,30,43,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Bayamón CC6 #AEEyacomenzamos   #PRSeLevanta pic.twitter.com/CO9GSLoIY0,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Bayamón CC6 #AEEyacomenzamos   #PRSeLevanta ,False,916044817305448448,/AEEONLINE/status/916044817305448448,WHAT THE AEE BRIGADES ARE DOING - Bayamón Region CC6 #AEEyacommend #PRSeLevanta pic.twitter.com/CO9GSLoIY0,2
913,AEEONLINE,2017-12-12 08:20:49,19,28,PREPA ANNOUNCES UTILITY INDUSTRY LEADERS WHO ARE FOUNDING MEMBERS OF ITS TRANSFORMATION ADVISORY COUNCIL CC6 pic.twitter.com/UMiDu9IXDm,PREPA ANNOUNCES UTILITY INDUSTRY LEADERS WHO ARE FOUNDING MEMBERS OF ITS TRANSFORMATION ADVISORY COUNCIL CC6 ,False,940572147331817472,/AEEONLINE/status/940572147331817472,PREPA ANNOUNCES UTILITY INDUSTRY LEADERS WHO ARE FOUNDING MEMBERS OF ITS TRANSFORMATION ADVISORY COUNCIL CC6 pic.twitter.com/UMiDu9IXDm,2
914,AEEONLINE,2017-09-18 10:19:10,2,4,# AEEHuracanes  #MariaPR  CC6 pic.twitter.com/9mWkyxZBkb,# AEEHuracanes  #MariaPR  CC6 ,False,909783861353119745,/AEEONLINE/status/909783861353119745,# AEEHuracanes  #MariaPR  CC6 pic.twitter.com/9mWkyxZBkb,2
915,AEEONLINE,2017-11-21 11:54:03,19,116,"Agradecemos a los niños peñolanos del Bo. Tallaboa Alta por sus muestras de cariño y la parranda ""improvisada"" para nuestro personal de la Técnica de Yauco, quienes energizaron anoche la Urb. Villa Esmeralda. ¡Seguimos! #PRSeLevanta  CC6","Agradecemos a los niños peñolanos del Bo. Tallaboa Alta por sus muestras de cariño y la parranda ""improvisada"" para nuestro personal de la Técnica de Yauco, quienes energizaron anoche la Urb. Villa Esmeralda. ¡Seguimos! #PRSeLevanta  CC6",False,933015664113090560,/AEEONLINE/status/933015664113090560,"We thank the Peñolan children of the Bo. Tallaboa Alta for their displays of affection and the ""improvised"" party for our staff from the Yauco Technique, who last night energized Villa Esmeralda. We continue! #PRSeLevanta CC6",2
916,AEEONLINE,2018-03-12 09:15:33,4,16,"RESUMEN del 11-3-18 (pm) - Contamos con 2,473 trabajadores en las líneas de distribución y 510 en las de transmisión. La generación para la fecha 92.9%  y 91.18% (1,343,073) clientes con servicio. __NEWLINE____NEWLINE__Continuamos con los trabajos de reparación del sistema... #unsoloequipo  CC6","RESUMEN del 11-3-18 (pm) - Contamos con 2,473 trabajadores en las líneas de distribución y 510 en las de transmisión. La generación para la fecha 92.9%  y 91.18% (1,343,073) clientes con servicio. __NEWLINE____NEWLINE__Continuamos con los trabajos de reparación del sistema... #unsoloequipo  CC6",False,973185728501944320,/AEEONLINE/status/973185728501944320,"SUMMARY 11-3-18 (pm) - We have 2,473 workers in the distribution lines and 510 in transmission lines. The generation for the date 92.9% and 91.18% (1,343,073) customers with service. __NEWLINE____NEWLINE__We continue with the repair work of the system ... #unit equipment CC6",2
917,AEEONLINE,2017-09-07 07:28:19,0,2,"Buen día, reportado en el evento A17090600202. CC6","Buen día, reportado en el evento A17090600202. CC6",False,905754601550479362,/AEEONLINE/status/905754601550479362,"Good day, reported in the event A17090600202. CC6",2
918,AEEONLINE,2017-11-20 13:02:08,11,22,Trabajos que realizan hoy nuestras brigadas en la Región Ponce. CC6 #PRSeLevanta pic.twitter.com/5yiTimztrD,Trabajos que realizan hoy nuestras brigadas en la Región Ponce. CC6 #PRSeLevanta ,False,932670408251363328,/AEEONLINE/status/932670408251363328,Work done today by our brigades in the Ponce Region. CC6 #PRSeLevanta pic.twitter.com/5yiTimztrD,2
919,AEEONLINE,2017-10-23 07:37:18,2,5,CC1 pic.twitter.com/OKvbBrzQ6c,CC1 ,False,922426702847971328,/AEEONLINE/status/922426702847971328,CC1 pic.twitter.com/OKvbBrzQ6c,2
920,AEEONLINE,2018-02-11 21:17:02,148,147,AEE Informa: Con el evento se perdieron 400 megavatios de generación y estamos comenzando a recuperarlos lo antes posible. CC1,AEE Informa: Con el evento se perdieron 400 megavatios de generación y estamos comenzando a recuperarlos lo antes posible. CC1,False,962873150101913600,/AEEONLINE/status/962873150101913600,AEE Reports: With the event 400 megawatts of generation were lost and we are beginning to recover them as soon as possible. CC1,2
921,AEEONLINE,2017-12-12 09:08:54,15,16,[HOY] Trabajos de brigadas en la Región Arecibo. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/STZdyLsxVj,[HOY] Trabajos de brigadas en la Región Arecibo. ¡Seguimos!  CC6 #PRSeLevanta ,False,940584249027190785,/AEEONLINE/status/940584249027190785,[TODAY] Works of brigades in the Arecibo Region. We continue! CC6 #PRSeLevanta pic.twitter.com/STZdyLsxVj,2
922,AEEONLINE,2017-12-21 16:03:56,34,152,Desde el aire se aprecian los trabajos que hace una de nuestras brigadas en la reparación de la línea 4700 que discurre de Ponce a Adjuntas. ¡Seguimos! CC6 pic.twitter.com/NulRxsanod,Desde el aire se aprecian los trabajos que hace una de nuestras brigadas en la reparación de la línea 4700 que discurre de Ponce a Adjuntas. ¡Seguimos! CC6 ,False,943950183385174016,/AEEONLINE/status/943950183385174016,From the air we can appreciate the work that one of our brigades does in the repair of line 4700 that runs from Ponce to Adjuntas. We continue! CC6 pic.twitter.com/NulRxsanod,2
923,AEEONLINE,2017-09-03 06:35:44,0,0,Ahora: Personal técnico atiende evento Subestación Cerámica para reestablecer servicio eléctrico en algunos sectores de Carolina. CC1,Ahora: Personal técnico atiende evento Subestación Cerámica para reestablecer servicio eléctrico en algunos sectores de Carolina. CC1,False,904291817948147713,/AEEONLINE/status/904291817948147713,Now: Technical staff attends Ceramic Substation event to reestablish electric service in some sectors of Carolina. CC1,2
924,AEEONLINE,2017-09-03 16:22:24,2,8,En breve conferencia del Gobernador de Puerto Rico. CC6 #PuertoRicoSePrepara  #AEEHuracanes,En breve conferencia del Gobernador de Puerto Rico. CC6 #PuertoRicoSePrepara  #AEEHuracanes,False,904439456605855745,/AEEONLINE/status/904439456605855745,In brief conference of the Governor of Puerto Rico. CC6 #PuertoRicoSePrepara #AEEHuracanes,2
925,AEEONLINE,2017-12-12 09:09:12,22,41,[HOY] Trabajos de brigadas en la Región Bayamón. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/qPt8wfV8SB,[HOY] Trabajos de brigadas en la Región Bayamón. ¡Seguimos!  CC6 #PRSeLevanta ,False,940584322058326021,/AEEONLINE/status/940584322058326021,[TODAY] Works of brigades in the Bayamón Region. We continue! CC6 #PRSeLevanta pic.twitter.com/qPt8wfV8SB,2
926,AEEONLINE,2018-02-24 10:52:08,13,35,"AEE Informa: Personal técnico atiende ahora avería por poste de distribución partido en Ave de Diego, esq. Calle Wilson, SJ. Lamentamos los inconvenientes. CC1","AEE Informa: Personal técnico atiende ahora avería por poste de distribución partido en Ave de Diego, esq. Calle Wilson, SJ. Lamentamos los inconvenientes. CC1",False,967426928431988736,/AEEONLINE/status/967426928431988736,"AEE Informs: Technical staff now deals with breakdown of the distribution post at Ave de Diego, esq. Wilson Street, SJ. We're sorry for the inconvinience. CC1",2
927,AEEONLINE,2018-01-12 20:42:23,8,26,AEE dice alcanzaron 80% de generación y 61% de clientes con luz __PIPE__ Telemundo Puerto Rico CC1 https://www. telemundopr.com/noticias/desta cados/AEE-dice-alcanzaron-80-de-generacion-y-61-de-clientes-con-luz-468974393.html   …,AEE dice alcanzaron 80% de generación y 61% de clientes con luz __PIPE__ Telemundo Puerto Rico CC1  telemundopr.com/noticias/desta cados/AEE-dice-alcanzaron-80-de-generacion-y-61-de-clientes-con-luz-468974393.html   …,False,951992791537717248,/AEEONLINE/status/951992791537717248,AEE says they reached 80% of generation and 61% of clients with electricity __PIPE__ Telemundo Puerto Rico CC1 https: // www. telemundopr.com/noticias/desta cados / AEE-says-reached-80-de-generacion-y-61-de-clientes-con-luz-468974393.html ...,2
928,AEEONLINE,2017-09-07 07:07:23,0,0,"Saludos, indique el lugar para corroborar si está reportado. CC6","Saludos, indique el lugar para corroborar si está reportado. CC6",False,905749332766466048,/AEEONLINE/status/905749332766466048,"Greetings, indicate the place to corroborate if it is reported. CC6",2
929,AEEONLINE,2018-03-23 15:56:03,11,18,CC1 http://m.primerahora.com/noticias/puert o-rico/nota/aeeaseguraqueyahaenergizadoal9355declientes-1274176/   …,CC1  o-rico/nota/aeeaseguraqueyahaenergizadoal9355declientes-1274176/   …,False,977272784870092802,/AEEONLINE/status/977272784870092802,CC1 http://m.primerahora.com/noticias/puert o-rico / memo / aeeaseguraqueya y energiagizadoal9355declientes-1274176 / ...,2
930,AEEONLINE,2017-09-07 13:31:24,2,2,EL MUNICIPIO DE CULEBRA ESTÁ REPORTADO. CC6,EL MUNICIPIO DE CULEBRA ESTÁ REPORTADO. CC6,False,905845973011894273,/AEEONLINE/status/905845973011894273,THE MUNICIPALITY OF CULEBRA IS REPORTED. CC6,2
931,AEEONLINE,2018-03-14 17:29:26,26,101,"AEE Informa: Personal técnico corrigió falla y energizó la linea 50200. Al momento,  se está normalizando el sistema.  Seguimos. CC1","AEE Informa: Personal técnico corrigió falla y energizó la linea 50200. Al momento,  se está normalizando el sistema.  Seguimos. CC1",False,974034794995769345,/AEEONLINE/status/974034794995769345,"AEE Informs: Technical personnel corrected failure and energized line 50200. At the moment, the system is being standardized. We continue CC1",2
932,AEEONLINE,2018-03-08 13:26:16,2,18,Compañeras comprometidas con PR que día a día hacen lo propio en sus respectivas áreas haciendo la diferencia. CC6 #JuntasPodemos pic.twitter.com/JndfBQxHC9,Compañeras comprometidas con PR que día a día hacen lo propio en sus respectivas áreas haciendo la diferencia. CC6 #JuntasPodemos ,False,971814370610204673,/AEEONLINE/status/971814370610204673,Companions committed to PR who do the same thing every day in their respective areas making the difference. CC6 #JuntasPodemos pic.twitter.com/JndfBQxHC9,2
933,AEEONLINE,2017-08-31 15:50:45,0,0,No. Las reparaciones de emergencia que nos llevaron a implementar los relevos de carga concluyeron anoche a las 10:30 PM. CC5,No. Las reparaciones de emergencia que nos llevaron a implementar los relevos de carga concluyeron anoche a las 10:30 PM. CC5,False,903344327597928451,/AEEONLINE/status/903344327597928451,No. The emergency repairs that led us to implement the loading relays concluded last night at 10:30 PM. CC5,2
934,AEEONLINE,2018-03-08 19:35:01,9,23,AEE Informa: El evento en las subestaciones Cana e Interamericana también afecta a varios sectores de Toa Alta que colindan con Bayamón.  Nuestras disculpas. Seguimos trabajando.  CC1,AEE Informa: El evento en las subestaciones Cana e Interamericana también afecta a varios sectores de Toa Alta que colindan con Bayamón.  Nuestras disculpas. Seguimos trabajando.  CC1,False,971907173117767681,/AEEONLINE/status/971907173117767681,AEE Informs: The event in the Cana and Interamericana substations also affects several sectors of Toa Alta that border Bayamón. Our apologies. We keep working. CC1,2
935,AEEONLINE,2017-09-07 09:44:23,0,1,"Saludos; personal realiza inspección de líneas para corroborar magnitud daños, no tengo estimado de tiempo. CC6","Saludos; personal realiza inspección de líneas para corroborar magnitud daños, no tengo estimado de tiempo. CC6",False,905788842535473152,/AEEONLINE/status/905788842535473152,"Regards; personnel performs inspection of lines to corroborate damage magnitude, I have no estimated time. CC6",2
936,AEEONLINE,2017-10-19 12:12:18,1,3,"Saludos, como sabrán hay problemas de comunicación y por eso no se publicado la actualización. CC6","Saludos, como sabrán hay problemas de comunicación y por eso no se publicado la actualización. CC6",False,921046358659878912,/AEEONLINE/status/921046358659878912,"Greetings, as you will know there are communication problems and therefore the update was not published. CC6",2
937,AEEONLINE,2017-12-07 08:39:25,17,71,Los trabajos continúan en la ciudad de Guaynabo en donde nuestras brigadas trabajan arduamente para restablecer el sistema eléctrico en esa área. CC6 pic.twitter.com/eNr6HaND76,Los trabajos continúan en la ciudad de Guaynabo en donde nuestras brigadas trabajan arduamente para restablecer el sistema eléctrico en esa área. CC6 ,False,938764887307800576,/AEEONLINE/status/938764887307800576,The works continue in the city of Guaynabo where our brigades work hard to reestablish the electrical system in that area. CC6 pic.twitter.com/eNr6HaND76,2
938,AEEONLINE,2017-11-08 09:53:57,10,19,Trabajos que realizan hoy nuestras brigadas en la Región Mayaguez. CC6 #PRSeLevanta pic.twitter.com/4yqzGCwDMg,Trabajos que realizan hoy nuestras brigadas en la Región Mayaguez. CC6 #PRSeLevanta ,False,928274397084966912,/AEEONLINE/status/928274397084966912,Works carried out today by our brigades in the Mayaguez Region. CC6 #PRSeLevanta pic.twitter.com/4yqzGCwDMg,2
939,AEEONLINE,2018-01-05 16:17:56,8,43,AEE cifra esperanzas en llegada de más materiales y brigadas __PIPE__ NotiUno 630 CC1 https://notiuno.com/aee-cifra-espe ranzas-en-llegada-de-mas-materiales-y-brigadas/   …,AEE cifra esperanzas en llegada de más materiales y brigadas __PIPE__ NotiUno 630 CC1  ranzas-en-llegada-de-mas-materiales-y-brigadas/   …,False,949389525607952384,/AEEONLINE/status/949389525607952384,AEE expects the arrival of more materials and brigades __PIPE__ NotiUno 630 CC1 https://notiuno.com/aee-cifra-espe ranzas-en-llegada-de-mas-materiales-y-brigadas / ...,2
940,AEEONLINE,2017-12-04 09:29:16,19,28,[HOY] Trabajos de brigadas en la Región Carolina. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/ukFpUYnKGe,[HOY] Trabajos de brigadas en la Región Carolina. ¡Seguimos!  CC6 #PRSeLevanta ,False,937690268995932161,/AEEONLINE/status/937690268995932161,[TODAY] Works of brigades in the Carolina Region. We continue! CC6 #PRSeLevanta pic.twitter.com/ukFpUYnKGe,2
941,AEEONLINE,2017-11-24 20:17:38,105,394,AEE informa que ya comenzó a energizar Humacao con la turbina de Yabucoa: Urbanización Parque de Candelero con servicio eléctrico. Seguimos! CC1 pic.twitter.com/Tz95i1DhNK,AEE informa que ya comenzó a energizar Humacao con la turbina de Yabucoa: Urbanización Parque de Candelero con servicio eléctrico. Seguimos! CC1 ,False,934229559830044672,/AEEONLINE/status/934229559830044672,AEE informs that it has already started to energize Humacao with the turbine of Yabucoa: Parque de Candelero Urbanization with electric service. We continue! CC1 pic.twitter.com/Tz95i1DhNK,2
942,AEEONLINE,2018-03-06 19:37:27,8,17,6-3-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm).__NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/CFxLxrEhON,6-3-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm).__NEWLINE____NEWLINE__Seguimos... CC6 ,False,971183009390039040,/AEEONLINE/status/971183009390039040,6-3-2018 - Sectors restored today (until 5:00 p.m.) .__ NEWLINE ____ NEWLINE__Follow us ... CC6 pic.twitter.com/CFxLxrEhON,2
943,AEEONLINE,2017-09-28 13:46:32,5,9,CC1 pic.twitter.com/bTmhcRvnOu,CC1 ,False,913459928186212352,/AEEONLINE/status/913459928186212352,CC1 pic.twitter.com/bTmhcRvnOu,2
944,AEEONLINE,2018-01-25 09:40:05,8,21,"25-1-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 pic.twitter.com/Wm2uRV7Mwt","25-1-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 ",False,956537160659800066,/AEEONLINE/status/956537160659800066,"01-25-2018 - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina. CC6 pic.twitter.com/Wm2uRV7Mwt",2
945,AEEONLINE,2018-02-23 19:31:19,6,14,La AEE asegura que préstamo de $300 millones es solución a corto plazo - CC1 http://bit.ly/2HIXrO6  ,La AEE asegura que préstamo de $300 millones es solución a corto plazo - CC1   ,False,967195199612112898,/AEEONLINE/status/967195199612112898,PREPA ensures a $ 300 million loan is a short-term solution - CC1 http://bit.ly/2HIXrO6,2
946,AEEONLINE,2017-10-21 16:18:02,11,33,HOY - brigadas AEE - Región Carolina CC6 #PRSeLevanta pic.twitter.com/PzBzWYO4kK,HOY - brigadas AEE - Región Carolina CC6 #PRSeLevanta ,False,921832973531582464,/AEEONLINE/status/921832973531582464,TODAY - AEE brigades - Carolina Region CC6 #PRSeLevanta pic.twitter.com/PzBzWYO4kK,2
947,AEEONLINE,2017-10-14 09:42:06,10,45,"Ricardo Ramos: ""Tenemos más de 50 hospitales conectados al servicio de energía eléctrica"". CC1","Ricardo Ramos: ""Tenemos más de 50 hospitales conectados al servicio de energía eléctrica"". CC1",False,919196619869949953,/AEEONLINE/status/919196619869949953,"Ricardo Ramos: ""We have more than 50 hospitals connected to the electric power service"". CC1",2
948,AEEONLINE,2017-12-11 14:06:54,27,62,[HOY] Trabajos de brigadas en las Regiones Caguas y Carolina. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/oKG42UY7Wp,[HOY] Trabajos de brigadas en las Regiones Caguas y Carolina. ¡Seguimos!  CC6 #PRSeLevanta ,False,940296852993466368,/AEEONLINE/status/940296852993466368,[TODAY] Brigade works in the Caguas and Carolina Regions. We continue! CC6 #PRSeLevanta pic.twitter.com/oKG42UY7Wp,2
949,AEEONLINE,2017-10-20 12:44:00,236,361,Se reporta falla en línea de San Juan a Palo Seco. Trabajaremos de inmediato para restablecer servicio.,Se reporta falla en línea de San Juan a Palo Seco. Trabajaremos de inmediato para restablecer servicio.,False,921416720845365249,/AEEONLINE/status/921416720845365249,Online fault is reported from San Juan to Palo Seco. We will work immediately to restore service.,2
