,Tweet,Manual Coding,Date,Permalink
694,#LKLD : @mylkldelectric is telling residents to prepare to be without power for possibly a week following #Irma . @FOX13News,5,9/8/2017,https://twitter.com/LucasBoggPhotog/status/906158971974758401
695,"@OUCreliableone says 10x normal staff to serve area during, after storm. Stay away from down power lines. #Fox35 pic.twitter.com/Vb64GLjzOc",5,9/8/2017,https://twitter.com/Fox35Matt/status/906212927258189824
696,@insideFPL storm center is set up here where you can download the app for real-time power info. #irma #hvac http:// ow.ly/HRsC30eYSWi,5,9/8/2017,https://twitter.com/CondAirNaples/status/906193021598932993
697,#Breaking @insideFPL says you should prepare for extended power outages after the storm. @CBS12 pic.twitter.com/GlKuBRbXf9,5,9/8/2017,https://twitter.com/Eric_Roby/status/906181533194756097
698,@insideFPL will NOT be turning off your power early before the storm. Please pass along! #Irma #FPL,5,9/8/2017,https://twitter.com/MACKONTHERADIO/status/906249099342696449
699,"Lol nah, I have a bunch of friends who work there and they're actually getting ready for right after the storm",5,9/8/2017,https://twitter.com/julienM135/status/906289633717358592
700,"• Avoid driving in damaged areas. You might interfere with rescue or restoration efforts, as well as jeopardize your own safety.",5,9/8/2017,https://twitter.com/CityCoralGables/status/906240745773916160
701,Please make safety your first priority after the storm has passed. Here are some basic tips that will keep you safe while the power is out:,5,9/8/2017,https://twitter.com/CityCoralGables/status/906240466617806848
702,Heroes of Public Power. Get inside the Weather Service building I heard it can withstand a category 5 storm. And I hope the island is empty,5,9/9/2017,https://twitter.com/Womyn2me/status/906664717602627585
703,We prepared for the storm bought a generator and portable ac worth every penny,5,9/15/2017,https://twitter.com/suebneat/status/908673384984260608
704,Still have no clue how to prepare for a hurricane? Checkout the new Storm Center Brevard Hurricane Guide! http:// bit.ly/2wfixxr @insideFPL,5,9/26/2017,https://twitter.com/NASHFM1027WHKR/status/912875694987898880
705,^^^ Land O Lakes Florida where we had tropical storm force winds...I have resorted to sleeping in the car with my dog so she doesn't die,5,9/14/2017,https://twitter.com/GoodCemeterian1/status/908457619655942144
706,There's a category 5 hurricane coming...pretty sure there *WILL* be outages.,5,9/7/2017,https://twitter.com/FloridaTropics1/status/905905425320747008
707,• The power you generate may flow back into power lines and cause injuries.,5,9/8/2017,https://twitter.com/CityCoralGables/status/906241507283304448
708,@insideFPL is expecting 9 million people in #Florida to lose power. #irma #hurricaneirma #StaySafeFlorida,5,9/8/2017,https://twitter.com/mrteejay73/status/906182491828039680
709,Email notice @OUCreliableone sent out to customers in the Orlando area #hurricaneirma #OUC pic.twitter.com/j8LPskkSml,5,9/11/2017,https://twitter.com/ToryPrichardOBJ/status/907102656795099136
710,"Hey..compared to wilma, Katrina and Wilma and Frances, this is really much a better/faster recovery",5,9/15/2017,https://twitter.com/merrymorris10/status/908626556251262976
711,Here's when @DukeEnergy says power should be back on in each county it serves. FULL list for other companies: http:// wfla.com/2017/09/16/pow er-outages-remain-in-tampa-bay-area-following-hurricane-irma/ … pic.twitter.com/VVv21sm5as,5,9/16/2017,https://twitter.com/WFLACorey/status/909047619623759872
712,Can confirm. Called ten minutes ago and was told the deadline is now Monday night.,5,9/17/2017,https://twitter.com/WKUsed2BAndy/status/909514470015291392
713,Can confirm. Called ten minutes ago and was told the deadline is now Monday night.,5,9/17/2017,https://twitter.com/WKUsed2BAndy/status/909514425782108160
714,@NewsfromJEA sent an email out today that regular operations resume Sept. 27. I think they should have given residents 30 days past #Irma .,5,9/22/2017,https://twitter.com/iAmKtownKris/status/911354156828512256
715,"UW Day of Caring: @DukeEnergy folks are hard at work outside. Later, inside to clean. THX! #community #volunteers @mindyhtaylor pic.twitter.com/OwjUnCqQp1",5,9/22/2017,https://twitter.com/bgcpeedee/status/911229855538270209
716,The new concrete poles helped to speed up recovery. Smart resilience planning by @insideFPL http:// newsroom.fpl.com/featured-stori es?item=30879 …,5,9/22/2017,https://twitter.com/CyberMurphy/status/911392090592022528
717,Thanks to all the volunteers. Let's rebuild a #BetterNaples @CollierSheriff @naplesfire @NCFRPio @insideFPL @NBC2 @winknews @NaplesPolice https:// twitter.com/DANCE99FLA/sta tus/911227575191695362 …,5,9/22/2017,https://twitter.com/gene_zamora/status/911235676569587713
718,"Hurricane Irma update from Positively Osceola's digital meteorologist Paul Smith. Be safe, be calm & be prepared #hurricaneirma @KUAdirect pic.twitter.com/rlw7maiXmJ",5,9/5/2017,https://twitter.com/positiveosceola/status/905187115499184129
719,Ana your truly luck your house wasn't destroyed by falling trees,5,9/12/2017,https://twitter.com/girolamo5151/status/907789768234119168
720,You seem pretty lucky. The damages don't look bad..especially the pool,5,9/12/2017,https://twitter.com/Nerdstradamus98/status/907743159651672064
721,Beautiful home! So happy it didn't get destroyed.,5,9/12/2017,https://twitter.com/angibell2/status/907724039761924098
722,I feel your pain- not with Irma but with manyprevious hurricanes which always hit here when it's both humid & hot as hell No AC = total suck,5,9/12/2017,https://twitter.com/PinkLemonadePie/status/907801926951108608
723,"Sorry, if you have to deal with that matt. I definitely feel for everyone dealing with the hurricane.",5,9/12/2017,https://twitter.com/VitoMalacari23/status/907803029658894338
724,Wow I'm so sorry you house has been destroyed. It looks like a complete gut job or tear down.,5,9/12/2017,https://twitter.com/HandycocksJohn/status/907717935837454341
725,So sorry to hear! JEA says they're on the way. I pray you get some relief soon!,5,9/15/2017,https://twitter.com/DawnANjax/status/908626791224496128
726,Seen them down here in Belleview Florida hopefully you guys will get relief soon as well as us down here,5,9/15/2017,https://twitter.com/goldwolfzero/status/908823263836540929
727,sorry man. being without power is the worst. Hopefully everything property-wise is kool and the gang. hurricanes suck.,5,9/15/2017,https://twitter.com/BoltsyAmsterdam/status/908780454958034944
728,I hope the rest of the affected people can get theirs back as soon as possible.,5,9/16/2017,https://twitter.com/TechRevoluti0n/status/909096873482473472
729,"Oh boy, I'm so sorry you still don't have power! Was there that much damage in your area?",5,9/16/2017,https://twitter.com/KLinFL/status/909253043601977346
730,Me too - we finally got ours back but I'm praying my neighbors get theirs back asap!,5,9/17/2017,https://twitter.com/HayleyWielgus/status/909511803125854211
731,"Thank you. Fingers crossed. Glad you've gotten relief, though! I hope the rest of your FL experience is much better!",5,9/17/2017,https://twitter.com/jessnotarabbit/status/909482501143498753
732,My heart goes out to all affected by Irma. Hope y'all get power back soon.,5,9/17/2017,https://twitter.com/BillieT123/status/909556968460898306
733,Hopefully it's just a safety clearance for a crew and it will be restored soon.,5,9/17/2017,https://twitter.com/BenSnow57/status/909531912414416897
734,Prayers for the Orange County residents.,5,9/17/2017,https://twitter.com/Katieann008/status/909435944184377345
735,We in our area are still praying for those without power it's not easy and some have to live in it and FEMA is hard do as quick as you can,5,9/21/2017,https://twitter.com/JudahWarrior12/status/910905912935768065
736,Crap-I feel bad for you. FPL gave me power. Failed to transfer wires from a damaged pole on Sunday.,5,9/22/2017,https://twitter.com/JimSimulacrum/status/911208151738961921
737,"I feel you bro , i dont think i could go through another storm",5,9/22/2017,https://twitter.com/Sayitaint_Scav/status/911372491259510784
738,"@insideFPL When storms gone bad, the #FPL will be there to turn the lights back on in #BadWeather #StormPreperation #HurricaneIrma #IrmaFL",6,9/7/2017,https://twitter.com/TBlackwe85/status/905840186797514752
739,@insideFPL uses biodiesel to ensure fuel availability in nat. disasters. It's why emergency fleets use #CleanFuels . http:// bit.ly/2jakqt1,6,9/8/2017,https://twitter.com/TNEnvironment/status/906268867361689606
740,"@insideFPL says it's prepared for #hurricaneIrma . 11,000 person crew to restore power. Call 1-800-4outage if you lose power. @WPTV",6,9/8/2017,https://twitter.com/StephanieWPTV/status/906081459374620672
741,Learn how @insideFPL protects its Turkey Point Nuclear Power Plant for #HurricanIrma http:// m.southdadenewsleader.com/mobile/news/pr otecting-turkey-point-during-hurricane/article_e0ece0d4-94cc-11e7-bcfa-6bd0cd77347a.html …,6,9/8/2017,https://twitter.com/SDNewsLeader/status/906336776347963393
742,#Breaking @insideFPL has assembled the biggest storm response team in history. @CBS12 pic.twitter.com/MbgSRrTwKe,6,9/9/2017,https://twitter.com/Eric_Roby/status/906543179553492994
743,Florida was prepared. It great that they tracked the hurricane weeks in advance as well.,6,9/12/2017,https://twitter.com/Eric93166362/status/907596775640272896
744,Florida was prepared. It great that they tracked the hurricane weeks in advance as well.,6,9/12/2017,https://twitter.com/Eric93166362/status/907596775640272896
745,They brought in thousands of people before the storm. They absolutely were prepared. Dont let the heat get the best of you.,6,9/14/2017,https://twitter.com/Stephademic/status/908523934894653445
746,"@insideFPL , the big Florida power company, was so prepared for the storm. They said they had thousands of workers and cars ready to help.",6,9/17/2017,https://twitter.com/dario1101/status/909493117866430464
747,"@DaveyTree crew from Ohio just arrived to ride out the storm and help with cleanup following #HurricaneIrma Thanks, guys! pic.twitter.com/HD1UMHMl14",6,9/8/2017,https://twitter.com/OUCreliableone/status/906198598043521025
748,VIDEO: @insideFPL mobilizing the largest restoration workforce ever assembled in U.S. history for #Irma recovery pic.twitter.com/27AjVW2w9c,6,9/11/2017,https://twitter.com/RossHoweyPhoto/status/907368875397976064
749,We're proud to provide hot meals to @DukeEnergy crews who are working tirelessly to restore power in the aftermath of Hurricane Irma. pic.twitter.com/jJFGYeIR9O,6,9/11/2017,https://twitter.com/CountryHamHouse/status/907350330224115712
750,"we evacuated to Montgomery, AL this morning there was at least 50 trucks parked next door ready to head to FL. Thanks to each and everyone.",6,9/11/2017,https://twitter.com/awskaggs/status/907304904162729984
751,"They bury power lines underground. After every hurricane, they can restore immediately due to sufficient technicians and well-maintained.",6,9/14/2017,https://twitter.com/yongjinpetition/status/908477125744668672
752,This is a beautiful site: ice bags for residents and @insideFPL working on the power lines ! #IrmaAftermath pic.twitter.com/NXpbqtitXg – bei Horace Mann Middle School,6,9/14/2017,https://twitter.com/AudreyMEdmonson/status/908464186367336449
753,"I saw the damage the day after and see them Working hard everyday, it sucks, I agree but we got this #lakelandstrong",6,9/14/2017,https://twitter.com/b24cc4b304fd432/status/908279072907825153
754,"Once the safety brief is complete, @DukeEnergy #RDU lineman Alex climbs this backyard pole to make repairs to the line. pic.twitter.com/UIpMHIoCMR",6,9/15/2017,https://twitter.com/DE_JeffB/status/908701503803686912
755,The Hollywood nursing home had power as seen on the news with a running fan and tv was on. So much run there not FPL's fault,6,9/17/2017,https://twitter.com/ehoffman_esther/status/909404433704013825
756,Amazing the amount of recovery - even rogue iguanas can't stop you! We're waiting on Cudjoe with a warm welcome! #keysrecovery #KeysStrong,6,9/21/2017,https://twitter.com/jerry_lieberman/status/910930685929693185
757,It's been what 2 days since one of the largest hurricanes hit the state.... maybe wait a few days before we start getting outraged.,6,9/12/2017,https://twitter.com/thetwattingfool/status/907737762006290434
758,Miami Gardens please.... the heat is going to be the death of me .... I know you all are working hard.... I'm just over this heat,6,9/12/2017,https://twitter.com/Tweetlin22/status/907715114438201344
759,Can i have a BILL relief...? like from @insideFPL ? https:// twitter.com/lyft/status/90 7319842465656832 …,6,9/14/2017,https://twitter.com/msiguess/status/908370331487887362
760,"You realize this reads as a guarantee and not an estimate right? ""...residents WILL be restored..."",,,,""909064045692620800",6,9/16/2017,
761,@DukeEnergy Give your customer service reps raises. They have been pleasant and professional despite your mismanagement of this crisis.,6,9/16/2017,https://twitter.com/StephanieSarkis/status/909147950751916032
762,Before y’all pay your FPL bills make sure they take off the “storm charge” no wonder coral gables is sewing y’all @insideFPL,6,9/25/2017,https://twitter.com/kamtothemad/status/912435826679861253
763,@DukeEnergy Why are you shutting off power to my home & telling me that I have to pay for a new pole damaged by #HurricaineIrma ?,6,9/25/2017,https://twitter.com/mr_roddy/status/912427294362406912
764,@DukeEnergy here's some good reading for you. #HurricaneIrma #outage #Florida http://www. orlandosentinel.com/news/hurricane -irma-recovery/os-lauren-ritchie-duke-energy-blew-it-20170921-story.html …,6,9/26/2017,https://twitter.com/LauraIProsser/status/912612335172423680
765,"76,000 people without power already! O: thank goodness @insideFPL 's going to try their hardest to restore it after storm.",6,9/9/2017,https://twitter.com/TheUnproPro/status/906645234288865286
766,Heros. RT @KeysEnergy : All KEYS Line &Electrical workers have decided to ride out storm in Key West to be ready to restore power after #Irma,6,9/8/2017,https://twitter.com/FMPAnews/status/906126288326414336
767,We should also take a moment to thank @insideFPL . They are also 1st responders leaving their families to help yours. Bless you! pic.twitter.com/8mOpzg1nvO,6,9/7/2017,https://twitter.com/NyerinFl/status/905854028634087430
768,"America's electric utilities, keeping the lights on even in the face of the hurricane. Stay safe out there, @insideFPL linemen! https:// twitter.com/FPL_Newsroom/s tatus/906224115664789506 …",6,9/8/2017,https://twitter.com/JDSkees/status/906231836610883585
769,Thank you @insideFPL for your leadership in preparing to get residents back up & running after the storm. #HurricaneIrma https:// twitter.com/insidefpl/stat us/906291216916127745 …,6,9/9/2017,https://twitter.com/CityYearMiami/status/906556170684510208
770,Thinking of so many people working so hard to ensure our safety. Thank you! @ManateeGov @insideFPL + so many 2 list! pic.twitter.com/M26FwazbE9,6,9/9/2017,https://twitter.com/BronwynBeightol/status/906481945831501824
771,Still have power and cable in Homestead & able to follow the storm. I feel much more at ease. #fpl #thankyou #hurricaneirma @insideFPL,6,9/9/2017,https://twitter.com/AllDayMelyA/status/906700501223399424
772,the best thing on the planet after a storm is to see the caravans of military and FPL. FPL rocks #hurricaneirma2017 #Irma #florida,6,9/9/2017,https://twitter.com/advisingtrump2/status/906598280649433088
773,"Took a power bump in North Naples (Willoughby Acres area) due to IRMA feeder band. But, we recovered. Nice @insideFPL ! #FPL #LongNite",6,9/9/2017,https://twitter.com/jmperretta/status/906680292273946625
774,"I would like to give a shoutout to @insideFPL , @TMobile , and @XFINITY for providing excellent service during hurricane Irma",6,9/10/2017,https://twitter.com/pipe_3123/status/907050783358808065
775,"Thank you FPL we finally got our lights back on , such a blessing @insideFPL #hurricaneirma pic.twitter.com/hFmhUVXZZL",6,9/10/2017,https://twitter.com/Lorelis_x3/status/907047546736046081
776,Go FPL @insideFPL ! I see lights coming back on! :) #hurricaneimra #power #restored pic.twitter.com/QxasV843nP,6,9/10/2017,https://twitter.com/IrmaBlows/status/907022119036506112
777,Shout out to @insideFPL for us only losig power for less than 3 hrs in Delray Beach during #hurricaneirma pic.twitter.com/zCzYRXUaNN,6,9/10/2017,https://twitter.com/JessDiehr/status/907055084516859906
778,@insideFPL thanks for responding to our report back in January that this tree on your property would be dangerous during hurricane season. pic.twitter.com/Yc7qeeT3BJ,6,9/11/2017,https://twitter.com/AndrewLeiva1/status/907335702555381765
779,THANK U @insideFPL Only without power for 18 hours I know u guys have a massive job ahead GREAT work & Thanks!,6,9/11/2017,https://twitter.com/LakersCanes305/status/907389228035792897
780,I was only without for the peaks of the storm! They did an awesome job so did #fpl,6,9/11/2017,https://twitter.com/prgirlangel/status/907268810880819200
781,#hurricaneimra we thrived. So thankful we have power! @insideFPL,6,9/11/2017,https://twitter.com/jordono015/status/907221436435181569
782,@insideFPL my family and friends have been through many hurricanes. Someone needs to recognize how quick power is being restored! Nice work!,6,9/11/2017,https://twitter.com/akimsu/status/907214886362505216
783,Thoroughly impressed with @DIRECTV & @insideFPL barely lost my signal/power thru the whole #hurricaneIrma #portsaintlucie,6,9/11/2017,https://twitter.com/JennayHerron/status/907213203096162305
784,"Fantastic job to KUA! On behalf of Embassy Suites and hundreds of hurricane refugees, we appreciate the efforts!",6,9/11/2017,https://twitter.com/hale_dennis/status/907438363208241152
785,@DukeEnergy you da real MVP! We were in Irmas path and in 24 hours you restored power after the largest Atlantic storm in history. Bravo!,6,9/11/2017,https://twitter.com/EanMeyer/status/907427157361807360
786,@insideFPL in the same night!???? You guys are the real MVP's!!!! Thank you for working same day as hurricane Irma getting us up and going!,6,9/11/2017,https://twitter.com/Babolafia/status/907147617121062912
787,Like to thank the great work from @OUCreliableone and @GetSpectrum for their great work during hurricane Irma. Never lost anything!,6,9/11/2017,https://twitter.com/tcpandora1/status/907379084153561088
788,Thanks to JEA for getting out quickly to assess the damage and try to restore power. #BeSafe #HurricaneIrma @NewsfromJEA @wjxt4 @FCN2go pic.twitter.com/c8nyOdWpLL,6,9/11/2017,https://twitter.com/JohnNewman44/status/907334341784739842
789,Scary situation earlier. Utility pole fell on @PolkCoSheriff car during storm with deputy & medic inside. Tks @mylkldelectric for assisting pic.twitter.com/mLoN6LbJfD,6,9/11/2017,https://twitter.com/LakelandPD/status/907139149198655488
790,My fellow #Carolinians always pull through to help others…ALL others @DukeEnergy #thankyou #SC #NC #hurricaneirma #CarolinaGirl #rt pic.twitter.com/FD0Ui8TMAY,6,9/11/2017,https://twitter.com/kazroxx/status/907287379387588613
791,Shoutout to all #lineman at @scegnews @GeorgiaPower @insideFPL You deserve our gratitude for all you do. #hurricaneimra #PowerOutages https:// twitter.com/postandcourier /status/907363641195986944 …,6,9/11/2017,https://twitter.com/jessiewhitmire/status/907373259620012034
792,"@insideFPL thank you for restoring our power fast, we are in Broward County much love to all your first responders and staff. https:// twitter.com/insidefpl/stat us/907250096978395136 …",6,9/11/2017,https://twitter.com/fabyvargas15/status/907250932118953987
793,Ok storm is over. @insideFPL I know it's a lot of work but you guys can do it. Thanks in advance for working to restore our power.,6,9/11/2017,https://twitter.com/Bethmonique/status/907241196132737024
794,This one goes out to the people at @insideFPL for bringing back electricity at the stroke of Midnight #hurricaneimra #MiamiLakes pic.twitter.com/dnWCwwa6ni,6,9/11/2017,https://twitter.com/Grwnwomanreadya/status/907094735675908096
795,@OUCreliableone You're truly the reliable one. We had power during and after the storm. THANKS!,6,9/11/2017,https://twitter.com/TheAndyToonz/status/907283956449640448
796,Lighting all candles &hoping @mylkldelectric can get power on fast.Shout out to the linemen working their butts off! Thanx #hurricaneimra pic.twitter.com/pWfieB64bQ,6,9/11/2017,https://twitter.com/HollyBelle15/status/907415352388222977
797,"Thanks to @DukeEnergy workers trying to restore power! We are still waiting, but seeing entitled hate all over Twitter. #hurricaneirma",6,9/11/2017,https://twitter.com/TommyFrain2013/status/907391059986182144
798,"Thank you, @DukeEnergy ! Less than 12 hours before power was restored after #hurricaneimra God bless you for your service to our community! pic.twitter.com/VvRCZtpCVl",6,9/11/2017,https://twitter.com/AndreaKrell/status/907350559090466819
799,Thank you for reporting your outage. Our crews have been in the field assessing damage to our system.,6,9/11/2017,https://twitter.com/OUCreliableone/status/907308867708735488
800,"1129 STESTON STREET COLLEGE PARK, ORLANDO FL. Thank you for your service and all our are doing in such a devastating time.",6,9/11/2017,https://twitter.com/ivanairs/status/907299281652076550
801,"Thanks to @OUCreliableone & the City of Pratt, Kansas for all your help with #hurricaneimra Your the real superheroes!",6,9/11/2017,https://twitter.com/JDesignM/status/907293829480554498
802,@OUCreliableone Thank you for restoring power as quickly as possible!! #hurricaneirma2017,6,9/11/2017,https://twitter.com/Teacher_DanaD/status/907270300412338176
803,Hi Troy. Thank you for reporting. Our crews are in the field assessing and repairing damages. Please be patient.,6,9/11/2017,https://twitter.com/OUCreliableone/status/907238403288289280
804,Thank u @KUAdirect for your quick work and taking care of bussiness real quick in the aftermath of #HurricaneIrma,6,9/11/2017,https://twitter.com/larroyo08/status/907368421343494144
805,A huge kudos to @GainesvillePD @GainesvilleGov @GRU4U & all of the 1st responders who have worked their tails off in recovering from #Irma,6,9/11/2017,https://twitter.com/SteveChrz/status/907410190693171200
806,"We want to say thank you, thank you and thank you again. You are our #hurricanelrma heroes. @NewsfromJEA @FCN2go @wjxt4 @991wqik @JSOPIO",6,9/11/2017,https://twitter.com/tofalynchile/status/907427851825229824
807,Thank you @NewsfromJEA for the power and air conditioning. Thank you to all of the first responders for taking care of those in need.,6,9/11/2017,https://twitter.com/ArredondoJeff/status/907421516714967040
808,Thanks @NewsfromJEA for all your hard work getting everyone back up and going. Power back after down for only 18 hrs in #hurricaneirma2017 .,6,9/11/2017,https://twitter.com/jdartigas/status/907417534403629056
809,Thanks @NewsfromJEA for getting our power back on so quickly. #jea #hurricaneimra,6,9/11/2017,https://twitter.com/GrantFields_/status/907399552994611200
810,Thanks to all first responders and @NewsfromJEA we know your doing everything you can to help others!,6,9/11/2017,https://twitter.com/HightideBurrito/status/907389295450882048
811,Props to @FLGovScott @lennycurry @NewsfromJEA and all the first responders here in NE FL. Awesome job! Now for the clean-up.,6,9/11/2017,https://twitter.com/JasonWittmer/status/907361155265462273
812,Huge thanks to @mylkldelectric for quickly restoring our power. #hurricaneimra #FloridaStrong,6,9/11/2017,https://twitter.com/Liftamus_Max/status/907339031205367808
813,Thanks to @PolkCoSheriff and all our emergency personnel for keeping watch during this looooong ordeal.,6,9/11/2017,https://twitter.com/ScubaNewb/status/907162879610290177
814,@DukeEnergy are crews working around the clock or only during daylight hours? Thanks for all you are doing for FL residents!,6,9/11/2017,https://twitter.com/jantmann/status/907436876096851969
815,@DukeEnergy You guys are doing great job. We still have no power but we know that you are working hard. The safety of your workers is first!,6,9/11/2017,https://twitter.com/Hcuevas3/status/907426104612442112
816,@DukeEnergy Thanks for all your hard work during hurricane Irma! Thanks for restoring power so fast in Belle Isle FL.,6,9/11/2017,https://twitter.com/Chad76782983/status/907425823317209088
817,"Shout out to @DukeEnergy from Clearwater My power was back up less than 12 hrs after the storm Clearly, y'all were hustling... THANK YOU!",6,9/11/2017,https://twitter.com/96point8percent/status/907418621990797312
818,@DukeEnergy you all are amazing. Great response to hurricane Irma.,6,9/11/2017,https://twitter.com/dmccourt2/status/907416656904941568
819,"As I live and breathe, we have POWER! Was last told it would be 9 days! Thank you @DukeEnergy !!!!!!! #irma #hurricaneimra #Orlando",6,9/11/2017,https://twitter.com/FoghornUNICORN/status/907412169637146625
820,Thank you @DukeEnergy for all your amazing persistence throughout this storm. The fact that we have power back already is incredible.,6,9/11/2017,https://twitter.com/dgriffints_crew/status/907408417865728000
821,Thank you @DukeEnergy less than 24 hours after the storm and you have our power restored. We appreciate your hard-working crews!,6,9/11/2017,https://twitter.com/MarthaSugalski/status/907400600253554689
822,@DukeEnergy thanks for doing an awesome job on getting my power back quickly #hurricaneimra #proudcustomer,6,9/11/2017,https://twitter.com/RonixPalms/status/907371279853944832
823,@DukeEnergy the community of river watch in Tarpon Springs thanks you for restoring our power back to us we were not affected by hurricane,6,9/11/2017,https://twitter.com/2ueleven/status/907359005332447232
824,Thank you @DukeEnergy for the incredible communication strategy and response during #hurricaneimra That is some project management!,6,9/11/2017,https://twitter.com/candaceriddle/status/907340641679618049
825,To the lineman with @DukeEnergy @insideFPL & @OUCreliableone ... you have some long hours ahead of you!! Thank you in advance #hurricaneirma,6,9/11/2017,https://twitter.com/Meggles819/status/907323523479343104
826,Thanks to @DukeEnergy for getting our power back on only after 15 hours after going out during hurricane Irma! Thank you!,6,9/11/2017,https://twitter.com/tblauren12/status/907320392666243073
827,You guys came through for me on several occasions during my 12 years is #NorthCarolina #GreatPeople #dukepower #hurricaneimra #nopower,6,9/11/2017,https://twitter.com/kazroxx/status/907310496344354824
828,"Thank you @DukeEnergy for keeping pwr on, @FLGovScott for the info, @wchannelband for going above and beyond during #hurricaneimra",6,9/11/2017,https://twitter.com/MonicaKubesa/status/907295475136688128
829,shout out to @DukeEnergy for keeping my power on through the storm,6,9/11/2017,https://twitter.com/Ramos_Antonio_/status/907284007913758720
830,Big props to @DukeEnergy for keeping our power on during #hurricaneimra,6,9/11/2017,https://twitter.com/dgal46/status/907245640626962432
831,Thank you for your hard work! Our power just came on and I want to cry! Losing power after a hurricane is harder than the storm itself,6,9/11/2017,https://twitter.com/kjude86/status/907441189934321664
832,"Thanks for the update. They're on benissimo, I can't remember the house number. Happy to hear damage seems minimal. Stay safe!",6,9/11/2017,https://twitter.com/ARW_KW/status/907405315217518592
833,And we have power back. Thank you @insideFPL we've been very lucky with #Irma . I hope everyone else in South Florida makes speedy recovery,6,9/11/2017,https://twitter.com/danpeabee/status/907330002227736576
834,My #HurricaneIrma post storm top 5 1. @FLGovScott 2. @insideFPL 3. All First Responders 4. Shelter Volunteers 5. Helping Neighbors,6,9/11/2017,https://twitter.com/MartinAsinari/status/907307217799577603
835,We've seen at least two on the outer streets Thank you guys so much and please stay safe!,6,9/11/2017,https://twitter.com/intomusicsports/status/907302501027893250
836,Huge thanks to @DukeEnergy for restoring power to many already! Hoping your linemen stay safe and people are patient during #Irma recovery.,6,9/11/2017,https://twitter.com/CanesGirl4U/status/907373153738948608
837,"Thank you to the volunteers, shelters, and first responders who are out there putting in work to get everyone safe and repair damage!",6,9/11/2017,https://twitter.com/MandaPandamonia/status/907350394279485445
838,"Just got our power back, thanks FPL! You sure were ready,and we appreciate all the preparation, and post storm action! @insideFPL #IRMA pic.twitter.com/I5guax9Vq9",6,9/11/2017,https://twitter.com/PelmanEli/status/907291936641482752
839,Yesterday u attack @RealJamesWoods & post carefully selected & cropped pics 2 give impression ur house was damaged. No damage in these pics.,6,9/12/2017,https://twitter.com/LSNortheast/status/907775824417447936
840,So happy & grateful with the way @insideFPL is handling things! Post #hurricaneirma,6,9/12/2017,https://twitter.com/breaking_thru/status/907768160840974336
841,"YES, POWER IS ON! Thanks @insideFPL ! Top notch work. #hurricaneirma",6,9/12/2017,https://twitter.com/DFLenick/status/907493998415241216
842,And a huge thanks to every police officer helping us through Irma!,6,9/12/2017,https://twitter.com/LG44230994/status/907784695135428609
843,You and @FLGovScott have done tremendous job during #hurricaneirma ~ very daunting task handled with much planning & follow through,6,9/12/2017,https://twitter.com/lkblankenship/status/907628905040883712
844,"FPL Update:388,630/739,000 are out of power. Restored power to over 292,160! Thanks for restoring power to our residents @insidefpl",6,9/12/2017,https://twitter.com/CityGreenacres/status/907586630437019648
845,@OUCreliableone Thank you for all the hard work. Power is back on. You guys are amazing!! #irma #hurricaneirma #oucrocks,6,9/12/2017,https://twitter.com/yoli_ole/status/907728407802384384
846,@KUAdirect thank you for the updates and swift recovery. We were prepared for days without power,6,9/12/2017,9.08E+017
847,WGOT wants to thank all the first responders @AlachuaSheriff @GainesvillePD and @GRU4U employees for how well they handled #IrmaHurricane,6,9/12/2017,https://twitter.com/wgotlp/status/907798264153600010
848,"A huge thanks to @NewsfromJEA for restoring our power & others in just over 24 hrs, despite the massive pull on their resources. Well done!",6,9/12/2017,https://twitter.com/ealaspada/status/907666867963166720
849,Thanks to all the crews who have worked so hard over last few days. Your pre storm prep & post storm work have been great!! @NewsfromJEA,6,9/12/2017,https://twitter.com/Joe__Wiseman/status/907576515742887936
850,Thank you @DukeEnergy for getting our power back up and running! #hurricaneirma was a biaatch!,6,9/12/2017,https://twitter.com/cdayss/status/907786731189137408
851,Thanks for getting our power back! Major undertaking! Lots of damage.,6,9/12/2017,https://twitter.com/AnybodyHome/status/907781178383589377
852,Thank you @DukeEnergy . I know you're inundated. The area is safe for Duke to assess but is very dangerous for customers. Pls prioritize. TY.,6,9/12/2017,https://twitter.com/stacey6291/status/907761814208905217
853,Thanks @DukeEnergy and all the volunteers who have come to help out after #IRMA .,6,9/12/2017,https://twitter.com/Fen1xMonk3y/status/907719208288518145
854,@dukeenergy is doing a much better job restoring power to our beach properties ! @tecoenergy is an epic fail total disaster,6,9/12/2017,https://twitter.com/Mickjon54883918/status/907716551763218432
855,I want to thank all @DukeEnergy @CLWPublicSafety @Publix @PinellasEM @my_pcs and everyone else who worked through the storm for us,6,9/12/2017,https://twitter.com/jairomeo/status/907714166894493701
856,We came home this morning to find electricity! Thank you so much for the speedy recovery! Thanks @DukeEnergy for hard work after storm!,6,9/12/2017,https://twitter.com/SamuelChayanne/status/907608210554703873
857,Thank you for all of your efforts during this time! I hope others affected show patience and appreciation! #FloridaStrong,6,9/12/2017,https://twitter.com/jb_the_engineer/status/907588289196163072
858,"Thank you so much, We understand your enforcement to resolve",6,9/12/2017,https://twitter.com/fdcanton/status/907588215154069504
859,"@DukeEnergy Thanks for the new meter in Bloomington, IN and best to you during storm outages. Be safe!",6,9/12/2017,https://twitter.com/NolaDebina/status/907558350283530241
