Order,ID,Tweet,Date,Permalink,Category,Unrelated,Manual Coding,Informative?
247,10968," Didn't have power Sunday or most of yesterday, finally got power yesterday night, and now it's 3:30am and it's gone out again",2017-09-12,https://twitter.com/laurenmgarbett/status/907507217158598656,2,,8,
248,24509,when will I get power in Bartow. It's hot.,2017-09-12,https://twitter.com/MoniqueeUnique/status/907767267521331200,2,,4,
249,24669,Please make assisted living facilities a priority. Golden Pond on 402 Lakeview Rd Winter Garden needs power!,2017-09-12,https://twitter.com/DeejinFL/status/907748886067994624,2,,4,
250,15952,please focus on incident 2005406915 it's extremely dangerous out here without power. It still shows assessing! Help us please!,2017-09-11,https://twitter.com/ForsakenZombi/status/907370458005241858,2,,4,
251,27644,if my power is flickering on and off does this by chance mean you guys are working on I?,2017-09-11,https://twitter.com/CaneGangg_/status/907331877492621312,2,,4,
252,1210,Not where we're at Everyone in our hood got power back except the school. They've called and we're told FPL would call back 3 weeks no power,2017-09-20,https://twitter.com/ZPGIFs/status/910639375188406273,2,,8,
253,23314,I really wish you guys would do it sector-by-sector and make sure everybody is actually getting power restored as quickly as possible,2017-09-13,https://twitter.com/goldwolfzero/status/908022700567941121,2,,2,
254,23889," I don't think it's asking to much to want to why at our house the powers out, and to say ""we're working on it",2017-09-13,9.08E+17,1,,4,
255,15578," OFFICIALLY DAY 3 NO POWER, NO UPDATE, NO CREW IN SIGHT. 32205. Myra st and willowbranch. Turn our power back on there is no dmg",2017-09-13,https://twitter.com/HOBOTw1tcH/status/907862045562990592,2,,2,
256,8678," PLEASE come to West Park, we're going on day 3 with nothing. All cities surrounding us has power, please help.",2017-09-12,https://twitter.com/bahjasheart/status/907798213167644672,2,,4,
257,15544,When will power be restored at 3877 windridge ct 32257?,2017-09-13,https://twitter.com/martindam9/status/907956430946349056,2,,4,
258,8992,any idea when power will be restored on 69th St & Harding Ave Miami Beach?,2017-09-12,https://twitter.com/DeeLiRiouS13/status/907761484507303936,2,,4,
259,4854,"Why did the number of customers in Miami-Dade without power go up by 5k between 9am and 10am? Pure incompetence? Laziness? Liars, all. ",2017-09-15,https://twitter.com/atomish/status/908695177757433856,2,,2,
260,22977,We need minimal work to get our power back! Why not just make the simple fixes as fast as possible then tackle rebuilding Tampa bay?,2017-09-13,https://twitter.com/Causedtheflames/status/908069082272071680,2,,4,
261,8278,"3rd night with no air conditioner done, come on  I want my power back on TODAY not by the end of the weekend!",2017-09-13,https://twitter.com/itsdeeeeylo/status/907922296274345984,2,,2,
262,27132,"Mother on oxygen without power for 24 hours now in Whitney Lakes....  , we need power ASAP!",2017-09-11,https://twitter.com/scarabproperty/status/907395202838618112,2,,4,
263,9914," tree entangled in power line on Jog Rd just south of Celebration Blvd, across from Apoxee Trail. ",2017-09-12,https://twitter.com/NadineClarke18/status/907670625380118531,2,,8,
264,8627,literally melting since one day before #Irma still no power 33137 Miami Fl,2017-09-12,https://twitter.com/clafrisa/status/907803033416945664,2,,8,
265,23295,"No power yet no sign of a truck, heck had to put a sign up in front of subdivision saying no power..around the clock service yeah right",2017-09-13,https://twitter.com/jc32817/status/908026286672629761,2,,2,
266,16656,855-398-2370 is a  claims number going viral. We verified that food loss from a storm cannot be reimbursed. Contact your insurer.,2017-09-18,https://twitter.com/WinterHavenSun/status/909851858763689984,2,,5,
267,9456,please restore power to the area close to the hospital in Port Charlotte and prove that property value doesn't dictate priority.,2017-09-12,https://twitter.com/donovancarm/status/907714219239460864,2,,4,
268,12992,Lies and more lies. Last six hours without storm nor even a 5 mph wind. Still no power in boca raton. Please don't miento people.,2017-09-11,https://twitter.com/Elroro1982/status/907187166618546176,2,,8,
269,5541,Everyone in ormond by the sea has power even next street over get over here I'm not waiting till 11pm Sunday to have power this is crazy !,2017-09-14,https://twitter.com/JEFFGORDON5/status/908458387222011906,2,,4,
270,15293,why is Ortega Forest not on your outage map? We still have downed wires and no power.,2017-09-15,https://twitter.com/SenorDeDuval/status/908710212340785153,2,,4,
271,23274,Did your power drop again recently. If it gets turned on and cuts back off that just means there's another problem down the line,2017-09-13,https://twitter.com/Imperfect10n/status/908029256768376832,2,,5,
272,13629,More than 2 million customers without power in #Florida as #HurricaneIrma moves through the state. #HurricaneIrma,2017-09-10,https://twitter.com/GioMaselli/status/906967210488467456,2,,8,
273,27965,".  has 4,500 crews on standby across the Carolinas, with 150 headed to  this afternoon for damage assessment.",2017-09-11,https://twitter.com/ABensonIJ/status/907257891123593216,2,,8,
274,342,Is there a website where I can see the neighborhoods that are without power right now?,2017-09-11,https://twitter.com/caio_coimbra/status/907299351978037249,2,,4,
275,26018,"Bright side: Most of TLH has power so those residents won't be hunting down generators, gas cans, and water. ",2017-09-12,https://twitter.com/bonfantimike/status/907604485899517952,2,,5,
276,476,going on to 8 days without power. Can someone check this out Parker street area there's power all around us,2017-09-17,https://twitter.com/HELLAMAS/status/909284214192959488,2,,4,
277,16284,I'm amazed what utility co. can do to create these win-win situations w/ their customers I've heard hot water tank timers are next. True?,2017-09-21,https://twitter.com/RobertGeertsen8/status/911000516255035392,2,,3,
278,20751,WHERE IS THE POWER WE WERE PROMISED BY MIDNIGHT DUKE ENERGY?????WTF!!!!,2017-09-15,https://twitter.com/1xJessex1/status/908545226892963846,2,,2,
279,2902,thank you #fplcalvary #fpl #power #restore #workinghard,2017-09-16,https://twitter.com/Mnkygrl0384/status/909257061376118784,6,,6,
280,4276,Yeah we've lost a big amount of food bc of the power outage. We have not seen any trucks or people fixing anything at all in our area.,2017-09-15,https://twitter.com/alerequenae/status/908840631644114946,2,,8,
281,27591," we are almost 24 hrs without power, when you turn it on hunters creek?",2017-09-11,https://twitter.com/msgama_oficial/status/907339125522669568,2,,2,
282,28181,Down to only 400  customers without power. 300 are in the NW between 34th st. and I-75.,2017-09-10,https://twitter.com/PoeforMayor/status/906985355882254336,2,,8,
283,1578,Because they can't do anything after an emergency if the document is not notarized,2017-09-19,https://twitter.com/jose_rafael1/status/910192304031494144,8,,8,
284,14439,any chance you can help out  get the power back on in West Orlando? No DE trucks seen in ORL since Irma!,2017-09-15,https://twitter.com/GSWilliamsJr/status/908873795536027649,2,,4,
285,6210,THIS is the order that  is using to determine who gets power restored first:  bit.ly/2fduWeA,2017-09-14,https://twitter.com/newtropicmiami/status/908329998293106688,2,,8,
286,24718,says a week to assess the damage? No tidal surge and still no power. What are you doing to fix their cluster f*ck?,2017-09-12,https://twitter.com/daylightdis/status/907743189397884930,2,,2,
287,25143,Latest via  on total restoration times (latest possible estimate) - Pinellas/Pasco: Midnight Fri - Currently 1M w/o power #WTSP,2017-09-12,https://twitter.com/Ry_Bass/status/907698637790224385,2,,8,
288,20693,"It's 3:15 am on Friday Dukey where's my damn electricity?! By Midnight Friday you say, yet here I am... no power and it's hot as fuck!",2017-09-15,https://twitter.com/tonyakelly88/status/908589962466963456,2,,2,
289,13433,Dear  I would greatly appreciate your efforts to restore power in Doral FL. Doral Park Condos... Regards... #Irma #Outage,2017-09-10,https://twitter.com/ElViejoCRS15/status/907036574986227712,2,,4,
290,25082,can you please delay electricity to come back by sept 14? i'm not ready for having power yet. thanks.,2017-09-12,https://twitter.com/GeoffTheHero/status/907703635961823232,2,1,,
291,860,"Hey  what the fuck? Your truck pulls up to neighbor's house, it leaves and now my power is out. No notice/call/message? Bullshit.",2017-09-29,https://twitter.com/BudElliott3/status/913786448951828480,2,,2,
292,24705,Spin control. This storm was expected to be way worse. You are a Mickey mouse company,2017-09-12,https://twitter.com/AllDayINC123/status/907744325769023489,2,,1,
293,1466,We're continuing to help  restore power to customers affected by #HurricaneIrma . Here's another look at what our crews have seen.,2017-09-19,https://twitter.com/WIPublicService/status/910269873049280512,2,,8,
294,23263,My while fucking town is powerd. Every traffic light in ia powered. Businesses powered. No residential power. Get out of here w lies,2017-09-13,https://twitter.com/Sheetnutz/status/908030959920054272,2,,8,
295,20731,power is off on 80th Ave NE in St Pete. Can we get an estimate on repair?,2017-09-15,https://twitter.com/DebiPowers/status/908551888257159168,2,,4,
296,27423,u have power?,2017-09-11,https://twitter.com/LeenaMarte/status/907363014051028992,2,,4,
297,1686,We are trying to stay positive! Where are the trucks?? No power 72nd ave and 134th street. Come on,2017-09-19,https://twitter.com/RafaellaSargi/status/910108309746798593,2,,2,
298,28094,"Oh I have been following it. Since you guys refuse to restore power to NW Gainesville, there isn't much else to do. #Forgotten",2017-09-13,https://twitter.com/Gangrell84/status/908051368111374336,2,,2,
299,5433,Thank you. I'm still waiting for my electricity. 5 days w/o power already.,2017-09-14,https://twitter.com/ti9800_tt/status/908477960512049158,2,,2,
300,7717,If  had a competitor they wouldn't be so horrible ... a month without power for Wilma and still no power now,2017-09-13,https://twitter.com/Boutalottathing/status/908001748673028096,2,,2,
301,8401,I know you're busy  but I've got a few months worth of insulin that's gonna go bad if I don't get power soon.,2017-09-13,https://twitter.com/Sudsanity/status/907855400162217984,2,,4,
302,23756,You win. It's my bday this weekend. I am using my bday wish to ask for electricity to my house. #OneWish #Power,2017-09-13,https://twitter.com/hooknamburi/status/907958157456023552,2,,4,
303,6597,Lmfaoooooo I have power now crazy gyalllll,2017-09-13,https://twitter.com/Sneaker_Barb/status/908161653740621825,2,,8,
304,19228,Due to weather? You mean the extreme heat? We are well aware because we are living in it without ac or fans!,2017-09-16,https://twitter.com/Marylou98787300/status/908940071553904640,2,,2,
305,6350,"Day 5 no power-our food is spoiled, our money is spent and we are desperate for AC. Please restore our power!",2017-09-14,https://twitter.com/anjolcake/status/908296658898780160,2,,4,
306,14868,the outage map shows that my house should have power but we do not!,2017-09-12,https://twitter.com/StephNassar/status/907457347672580096,2,,8,
307,23062,"Not us! On a well. No power, no water! Used up our 3 day rations. HELP! SEMINOLE COUNTY LONGWOOD.",2017-09-13,https://twitter.com/irish468/status/908055496531292160,2,,4,
308,26815,But let's make a big PR show and then not restore any power.,2017-09-11,https://twitter.com/Smartypants903/status/907424062057611265,2,,3,
309,1901,I slept like a baby last night since  restored my power. I woke up every two hours wanting to suck on a titty/lol,2017-09-18,https://twitter.com/Marcus_WinsBAMN/status/909916462403473408,2,,8,
310,26854,.. Dirty  is wanting families 2 pay 4 clean drinking water. We did nothing WRONG here.,2017-09-11,https://twitter.com/nutgraham/status/907419751550517248,2,,1,
311,4315,Finaly our Power Lineman get some kind of recognition. They need national recognition  . What are you gonna do about it??,2017-09-15,https://twitter.com/jwadd21/status/908829261540106240,2,,4,
312,22246," over 100 hrs with no power in Orlando, in sweltering heat, no idea if Duke Energy even cares if we're here, alive or dead.",2017-09-14,https://twitter.com/kegjimmy/status/908200475652128768,2,,2,
313,9090,"Hey I was right, power was restored! To all the houses around my house and 5 of my neighbors, great!",2017-09-12,https://twitter.com/ThatJohnKlein/status/907752560638996481,2,,6,
314,22065,#hurricaneirma  can you please help tweet my mom's senior park day 5 no power no food or medicine another 5 days,2017-09-14,https://twitter.com/snoopy_saindon/status/908307088375533574,2,,4,
315,17220,We never truly lost power here. We just kept having surges and with everyone I know not having power it was scaring me. Osceola is good.,2017-09-17,https://twitter.com/CATDPBG2000/status/909544413692559363,2,,8,
316,6518,So happy that my power is back on! Thank you so much,2017-09-14,https://twitter.com/aleskabear/status/908182515697029120,6,,6,
317,11935,TELL THAT S.O.B. TO GET MY POWER ON. ITS 200 DEGREES IN MY APT.,2017-09-11,https://twitter.com/StevenEhrlich3/status/907380175595335680,2,,2,
318,12587,is someone trying to restore power for all the people living in 33312?,2017-09-11,https://twitter.com/littlesighh/status/907282044459343872,2,,4,
319,10104,what's the estimated time for Deltona to get their power back ?,2017-09-12,https://twitter.com/sugennybaez/status/907648254405464071,2,,4,
320,13573,I LOVE YOU  THANK YOU FOR GIVING ME MY POWER BACK,2017-09-10,https://twitter.com/melvdiaz/status/906990495213211648,6,,6,
321,12273," since you guys can't give me an estimated time as to when my power is coming back, I'll do the same when I have to pay my bill",2017-09-11,https://twitter.com/AndyyyB_001/status/907333966172246023,2,,1,
322,9164,We're still out because you're powering the rich neighborhoods. Stop being stingy and give up power in Garden Woods.,2017-09-12,https://twitter.com/TMarino92/status/907743532143845376,2,,4,
323,9171,why y'all got 100 trucks just posted at Magic city casino when million of houses still don't have power?,2017-09-12,https://twitter.com/sviintp/status/907742654754160640,2,,2,
324,16793,You scumbag Liars! Osceola is not full restored. On day 8 with no power. Media and State Senators have been notified. Go to hell,2017-09-18,https://twitter.com/brianjjtorpey/status/909793002624778245,2,,8,
325,13910,"There are a lot of people without power in Boynton Beach on 23rd Ave & Federal HWY, 23 Rd ave & seacrest. #Irma #IrmaPalmBeach ",2017-09-10,https://twitter.com/Pwal2k_rot/status/906829303450624001,2,,8,
326,11704,Large teees hanging on power lines in Estancia (on Glades Road  feet from Powerline Road) in Boca Raton,2017-09-11,https://twitter.com/tmeyers4/status/907400861067997184,2,,8,
327,15632,Celebrating the power returning. Thanks  and  .,2017-09-12,https://twitter.com/GoRatsGo/status/907763962296586240,2,,6,
328,9674,33173 NO POWER FOR X4 DAYS,2017-09-12,https://twitter.com/BieberAnimalxo/status/907694732402417665,2,,2,
329,22145,Had a bucket truck and a pickup restore power to everyone but my street last night. Wtf is going on here,2017-09-14,https://twitter.com/Wraith0161/status/908286114020184065,2,,2,
330,27597,Passed 22 hours without power. :(,2017-09-11,https://twitter.com/ChrisCanBowl/status/907338712547303424,2,,8,
331,11991,US HWY 441 in canal point needs power newborn babies and elderly out here the surrounding areas have power,2017-09-11,https://twitter.com/Hellyeahfran_/status/907373118381051904,2,,4,
332,24056,Tangelo park Orlando FL have no power wen international drive has power I have a 2 month old who is getting sick cause I can't warm bottles,2017-09-13,https://twitter.com/Cashene3/status/907839798001520641,2,,2,
333,15577,"Does anyone know what ""crew status restored"" means on their outage map? It can't mean power is restored because power is out",2017-09-13,https://twitter.com/Sarahja81619425/status/907882283755081729,2,,4,
334,3124,how about getting my power back on for my birthday?? I live in fort Myers off mcgregor north of the golf course west of mcgregor,2017-09-16,https://twitter.com/Ericsh23/status/909191435534073856,2,,4,
335,20378,All of my family (live right by the entrance of the KEYS) have their power back on. I don't because I have  . #FireDukeEnergy,2017-09-15,https://twitter.com/jessnotarabbit/status/908706993610919936,2,,2,
336,9299,...do you have power?,2017-09-12,https://twitter.com/RevJets/status/907727918327005185,2,,4,
337,13596,.  reports more than 2.3 million customers without power in Florida as Irma hammers the state  wapo.st/2vX3EDT,2017-09-10,https://twitter.com/markberman/status/906977146505191424,2,,8,
338,1516,are you working in Crown Pointe East Naples yet? Houses still no power.,2017-09-19,https://twitter.com/PatsyBing/status/910240237732995072,2,,4,
339,1932,Day 9 no power!!!! Neighbor had a heart attack. Haven't seen anyone even working in our neighborhood. It is grim in Fort Myers.,2017-09-18,https://twitter.com/lovelandToni/status/909900919734767616,2,,2,
340,18026,And wouldn't that mean if I'm still without power they will once again knowingly miss their self imposed 1159 Pinellas County deadline?,2017-09-16,https://twitter.com/jschintgen1/status/909232739722891264,2,,2,
341,10894,Hurricane Bae might need to work for  . Y'all got any single men in northeast Fl? Asking for a friend. He must love God and cats.,2017-09-12,https://twitter.com/Toni_with_a_T/status/907542147531931651,2,,0,
342,9510,Thanks for the hard work. Do you have an ETA on Brevard County specifically Merritt Island? Have has power 1/2 doesn't,2017-09-12,https://twitter.com/susanssperling/status/907710318582927360,2,,6,
343,17123,Power finally restored here in St Pete after 8 days. I hear people cheering in the streets.,2017-09-17,https://twitter.com/Paintthedayaway/status/909580342159450113,2,,8,
344,10220," I know you guys are busy but please, everyone around my street is up.We all have well water so no power=no water!",2017-09-12,https://twitter.com/PandasGotToys/status/907635039411810305,2,,2,
345,26904,This is ridiculous. I lost power at 12am and my power came back on at 6:20pm and went off 20mins later. Whats up with the power,2017-09-11,https://twitter.com/sMiLiNGbRiGHt4u/status/907415500807970816,2,,2,
346,18504,You can't tell if we have power or not and we're supposed to trust you with a nuclear power plant? #DUKEENERGYIRMAFAILURE #isthisajoke,2017-09-16,https://twitter.com/jyoung2k/status/909126787480870912,2,,1,
347,4566,can anyone explain what this is and if it's causing our power to not get fixed as of yet?,2017-09-15,https://twitter.com/Sometn/status/908760942678302720,2,,4,
348,15313,And now we're not even showing on the outage map as not having power. Cmon  y'all need to start communicating better,2017-09-15,https://twitter.com/MustSee58/status/908662849291120640,2,,1,
349,27223,The moment when  puts your power back on #hurricaneirma #youguysarefast #ThankYou,2017-09-11,https://twitter.com/eyeswithpride/status/907385575543631872,2,,6,
350,11168,Y'all can imagine how frustrating it is that you see out your window and the people across a small lake have power and I don't,2017-09-11,https://twitter.com/LewisJay4/status/907449608984461312,2,,2,
351,18737,and i am 5 house from a substation ans havnt had power since sunday night...going on 6 days,2017-09-16,https://twitter.com/craigplumley/status/909082943427096578,2,,2,
352,20018,"I understand you're angry about the power outages, but I have a feeling you have no clue what you're talking about.",2017-09-15,https://twitter.com/JTBassPlayer/status/908773952302010368,2,,5,
353,27446,#Clearwater & #Largo no power going on 24 hrs. No one from  any where near. Customer service sucks. Better have to pay for this.,2017-09-11,https://twitter.com/kizzle8807/status/907359391212548097,2,,3,
354,11512,all the streets around me have power while my street is still without it.,2017-09-11,https://twitter.com/TeamGearHead/status/907417707687108608,2,,2,
355,19449,2) If you couldn't get us power you should have told us earlier so we could plan. The heat is bad. Your lies make it worse.,2017-09-15,https://twitter.com/crevette32/status/908872115348176896,2,,1,
356,14228,When is the power going out?,2017-09-08,https://twitter.com/Claudiaaam_/status/906258427567013888,2,,4,
357,11522,Ain't no way y'all brung all these people and cutler bay still don't have power,2017-09-11,https://twitter.com/ImaMindlessMF/status/907416792443879426,2,,2,
358,4325,Please look into why  is posting that people's power is restored on their system when it's not true. Fudging numbers?,2017-09-15,https://twitter.com/mkzoe/status/908826668227289088,2,,4,
359,3463,My outage is not from damage. It's human error. Crew did not reset my Transformer.,2017-09-16,https://twitter.com/Betterduck/status/909109758078128128,2,,2,
360,14046,"Just a gentle breeze here and the power's already out. This is gonna be a rough ride, eh,  ? #hurricaneirma",2017-09-09,https://twitter.com/TaraSegall/status/906639322568433669,2,,2,
361,18710,apparently iâm the first to report in my area for power outage?? how the hell is that accurate?,2017-09-16,https://twitter.com/graviely/status/909088201364688896,2,,2,
362,11851,"Welcome to the club.. 29 hrs and counting.. no power in Miramar,Fl.. this sucks, oh well.",2017-09-11,https://twitter.com/flyguspin_gus/status/907387870314483713,2,,2,
363,16753,I'd love to give some kind words if you can give me some power in Pinellas! #freemonthofpower,2017-09-18,https://twitter.com/Matt_Hickman_/status/909813067000795141,2,,4,
364,7953,not to be pushy... but when is Melbourne/Indialantic power coming back?,2017-09-13,https://twitter.com/_Rebel_Wheels_/status/907973447283855362,2,,4,
365,25171," 2 Trees down and on power line blocking half of 4 ln rd, 22nd Ave N & 53 St N Pinellas 33710 creating hazard, timeline???",2017-09-12,https://twitter.com/NicholsAmys/status/907696440217968640,2,,8,
366,17724,still no power day 8. Called hotline AGAIN & put on hold. Wasting precious cell phone power holding. Evil #DUKEENERGYIRMAFAILURE,2017-09-17,https://twitter.com/DonnaMaineSmith/status/909398911399456768,2,,2,
367,1032,"N here s the broken line. Twice the update said""Power Restore"".I had to file new reports.They think GOD comes at night to fix their problems ",2017-09-22,https://twitter.com/roddge/status/911253449022623744,2,,2,
368,19810,The biker bar 500 yards away from our house has plenty of power. Our neighborhood? Hell no.,2017-09-15,https://twitter.com/WKUsed2BAndy/status/908810975565971456,2,,8,
369,2888,I really need my power back on I want to cry,2017-09-16,https://twitter.com/daniinichh/status/909262493427617792,2,,4,
370,14961,"As awesome as  is is as awful as  is. Come on, cable/internet isn't as hard to restore as power, is it?",2017-09-11,https://twitter.com/hey_turk/status/907358546643357697,6,,4,
371,26738,over 24 hours of no power !!! duke is the best,2017-09-11,https://twitter.com/LeenaMarte/status/907434533594828802,2,,2,
372,9799,Great job  &  taking care of the City after the storm!! Also thank you  for your efforts!!,2017-09-12,https://twitter.com/emiliochg/status/907682394521600002,6,,6,
373,12117,How about some power????,2017-09-11,https://twitter.com/DoubleAgentsMP/status/907358214240522241,2,,4,
374,5660," I know you're working hard & we thank u for ur dedication. We think this is part of what has our power out. Oakland Park,FL 33334 ",2017-09-14,https://twitter.com/Itsclaumendoza/status/908437596744880128,6,,6,
375,8928,our app said we have power but our office is still down! Breaker reset did not work! 4700 W Prospect Rd Suite 115 Ft Laud 33309,2017-09-12,https://twitter.com/MyTitleCompany/status/907766320065851392,2,,4,
376,18880,Thank you to all the Electrical Trucks from all over the State & Duke Energy for coming to our aid after Hurricane Irma!,2017-09-16,https://twitter.com/727_735/status/909060849326788608,2,,6,
377,21424,I want power so my dog can sit in the house and not die. So I can lay in my bed and not fear having a heat stroke as you take your time,2017-09-14,https://twitter.com/Beesutalks/status/908423631088312322,2,,2,
378,23596,"This is a flat out lie, stop with this BS! Nobody in Jefferson county has gotten power back.",2017-09-13,https://twitter.com/jmarriottc/status/907979658892804096,2,,2,
379,13515,I swear  better not make us wait as long as we did for power after #Matthew or I'm gonna go apeshit crazy on them!,2017-09-10,https://twitter.com/tm_sweetT/status/907008148032180225,2,,2,
380,8452,I swear... can you just please turn on the power...,2017-09-13,https://twitter.com/Stayrandom_/status/907830718683901952,2,,4,
381,19861,Have you been to the public meetings involving upgrading the power grid? Citizens in favor or upgrading are typically far far outnumbered by,2017-09-15,https://twitter.com/TommyFrain2013/status/908803511382630400,2,,1,
382,25941,updates on North Pinellas? Everyone around me has power?,2017-09-12,https://twitter.com/jfo54a/status/907613928989044736,2,,4,
383,8301,Stop tweeting and get people their power back! My poor grandma is suffering in this fucking heat and the street in front of mine got power,2017-09-13,https://twitter.com/G_Speaks/status/907917956721659905,2,,2,
384,19089,.  I'm am going to report u to the state  this is bullshit price gouging this is we don't even have power,2017-09-16,https://twitter.com/woman_on_a_rant/status/909030588606238721,2,,3,
385,15376,Thank you for restoring our power on Dunmire Ave!!!!!! Thank you! Gracias!!!!! Gracias!!!!,2017-09-14,https://twitter.com/Melodypj4/status/908387503236939776,6,,6,
386,18848,Duke is the Power Company,2017-09-16,https://twitter.com/DraftDiamonds/status/909066479290785793,2,1,,
387,18469,Great job keeping my power on during #Irma ! Not so great I lose power 5 days *after* the storm,2017-09-16,https://twitter.com/2rightsmakeleft/status/909135279730171904,2,,2,
388,22372," Yes, we have power! Thank you!",2017-09-13,https://twitter.com/lenaindigo/status/908161450425888768,6,,6,
389,2855,doesn't care about their customers. Still no power is ridiculous. Lack of care = lack of power! Terrible.,2017-09-17,https://twitter.com/bluesunfront/status/909342980758228994,2,,2,
390,25194,I love how this still shows up in my email after almost 48 hours with no power  #wheresdukeenergy,2017-09-12,https://twitter.com/erikadiliberto/status/907694630082400256,2,,2,
391,23700,Lokanotosa only road off of Rouse Road w/o power. bogus,2017-09-13,https://twitter.com/Juration/status/907967455489916928,2,,2,
392,12489,We're going a bit crazy without power but holding out. Will probably have to toss everything in the fridge :(,2017-09-11,https://twitter.com/MizzBassie/status/907299504449359872,2,,8,
393,7897,That's great however lost power on Sat and still none. All others I know lost later and have power. Doesn't make sense.,2017-09-13,https://twitter.com/Merryooo/status/907980178072260608,2,,2,
394,20648,power out Sunday the 10th at 17:00 today is Friday the 15th no power.,2017-09-15,https://twitter.com/DickLaser/status/908653160444686337,2,,2,
395,25547,.  ...I promise... if you get my power restored in Longwood/lake Mary FL today I will bake & deliver you all homemade cookies!,2017-09-12,https://twitter.com/CandaceNews6/status/907658109350543360,2,,4,
396,4680,"Ticket #290, no electricity, no water (well), 21 miles from town, and trapped due to this tree laying on a powerline and blocking our road! ",2017-09-15,https://twitter.com/JLong904/status/908730827483369472,2,,2,
397,12684,Our 400+ member crew is headed to #FL to help w/ Hurricane #Irma â part of the largest restoration workforce in U.S. history. RT,2017-09-11,https://twitter.com/XcelEnergyMN/status/907264766263078912,2,,8,
398,11189,I think anyone rude or inconsiderate on this post doesn't deserve their power back yet. ~,2017-09-11,https://twitter.com/WolfixShadow/status/907447540433539072,2,,6,
399,25767,is there any updates on how long power will be out and don't give me that broken website,2017-09-12,https://twitter.com/Darrens74659195/status/907635406606405632,2,,4,
400,5686,Come fix Miramar power is a fucking hotbox over here,2017-09-14,https://twitter.com/jokewon1/status/908434542469484544,2,,4,
401,22724,We had power at the Bradford Cove sub division on University then you took it away last night. Please give it back!!,2017-09-13,https://twitter.com/Tiana_Jimenez/status/908108272632303616,2,,4,
402,3024,My neighborhood still has no power! I want our power back in 33168! I can't spend another night in a hot house! Please!,2017-09-16,https://twitter.com/FantasiaSongz/status/909217565347528704,2,,4,
403,14370,Just received a call from  asking us to report power outages online during Irma. Without power it would be hard to report it.,2017-09-07,https://twitter.com/ronaldomenezes/status/905776677359378432,2,,2,
404,12918,Florida Power is  not  just FYI,2017-09-11,https://twitter.com/brynbehr/status/907213854488367104,2,,5,
405,18561,You are right this is unacceptable. We need to create legislation on power restoration expectations.,2017-09-16,https://twitter.com/ericksuarez1013/status/909114943634591744,2,,1,
406,21158,Shout out to  for working around the clock to finally give us POWER #HurricaneIrmaRelief,2017-09-14,https://twitter.com/KaylaHuth/status/908470251007901698,2,,6,
407,4972,Neighbor put up guards so people won't run over it. Today is day 5 without power :(,2017-09-15,https://twitter.com/Sarah_Kidd12/status/908664700547813378,2,,8,
408,1283,The level of incompetence in running customer-facing operations is off the charts. I think FPL believes *it* is the victim of the storm.,2017-09-20,https://twitter.com/MarilynEtz/status/910535407279931392,3,,3,
409,20335,still no power in my neighborhood w no damage. ppl are getting ill. Survey was here Monday. Plz help us!,2017-09-15,https://twitter.com/erinnelansing/status/908715245526487041,2,,4,
410,22949," Im in Clearwater in bay cove apts. can you even tell me the cause of my power outage. Down pole, tree on line, trans stn #power",2017-09-13,https://twitter.com/RealestAaron/status/908073879180120065,2,,4,
411,19824,when are you fixing Madeira beachs power!,2017-09-15,https://twitter.com/BriHartman/status/908808404587761665,2,,4,
412,21835,How is it that everyone has power in my area except 4 houses on my street? Can someone please come back. Can't get live person on the phone,2017-09-14,https://twitter.com/AmericanConsum1/status/908345205581078528,2,,4,
413,10493,"Where are your 'regular updates?' You've told us NOTHING! You are incompetent! 48 hrs w/no power & no info. Way to suck, fpl!",2017-09-12,https://twitter.com/LyndaDaniel1982/status/907608028412874752,2,,2,
414,352,Hope all the crews are safe out there while trying to restore power to Kissimmee.,2017-09-11,https://twitter.com/clay_brice/status/907278398896177162,2,,5,
415,23713,"From  : Central/Northern service areas (Hernando, Citrus, Polk & Marion counties) should have power by Sunday, Sept 17th. #Irma",2017-09-13,https://twitter.com/IanReitz/status/907963607467556864,2,,8,
416,28106,"Your crews are no where to be found in NW Gainesville. Either forgot about us, or don't care. 7k total without power, half are in NW GNV!",2017-09-13,https://twitter.com/Gangrell84/status/908008074044231682,2,,2,
417,19778,Were you among the  customers whose recent bill skyrocket...  tampanews.co/were-you-among -the-dukeenergy-customers-whose-recent-bill-skyrocketed-via-saradinatale/ â¦ #TampaBay #power,2017-09-15,https://twitter.com/Tampa_Live/status/908816744030105600,2,,3,
418,20787,"Again, refer back to my tweet.Not saying ALL Duke energy customers don't have power & im not saying Duke customers are the only 1 w/out it.",2017-09-14,https://twitter.com/DariLamastus/status/908526310078722049,2,,5,
419,20494,".  sucls. Still no power. Their phone msg says text 'Status' to 57801. When I do that, I get 'Access denied' What a crap company.",2017-09-15,https://twitter.com/mikeopin/status/908689008141758464,2,,3,
420,1269,Please send to south east florida as well!!! Still no power!!!!,2017-09-20,https://twitter.com/Chofie13/status/910545135498416128,2,,4,
421,15614,How many people live in downtown compared to Avondale without power??????,2017-09-12,https://twitter.com/JackBobeck/status/907783365025247232,2,,4,
422,16777,Your best isn't good enough. Yes we know how much damage there is but we expect you to be able to handle it. You cannot.,2017-09-18,https://twitter.com/weew/status/909798083642449922,2,,2,
