Tweet,Code,Category,Date,Permalink
My health issues are killing me it's 90 degrees in my house and there's no relief. Disappointing when Comcast gets to you before FPL!,2,0,9/13/2017,https://twitter.com/_JackRackham/status/908071300605857793
@insideFPL THOUSANDS of ELDERLY Kings Point residents STILL waiting for a crew. Why aren't they a priority this far into restoration?,2,0,9/13/2017,https://twitter.com/bleacherbabe1/status/907926179499438080
"I'll give them 4 miserable impossible hot days and nights in an area that didn't even get damage. They are pathetic, incompetent, & corrupt.",2,0,9/13/2017,https://twitter.com/LyndaDaniel1982/status/907897454808453120
"Their ""assessing"" the damage",2,0,9/13/2017,https://twitter.com/sunshinejade98/status/907896804238389248
"@KeysEnergy I think in 2017, regardless of damage, 30 days is too long. The state needs to send out more workers.",2,0,9/13/2017,https://twitter.com/surfacebookshat/status/907999276730650624
All your bragging about the crews coming to help should be embarrassing to you - you should staff correctly for these massive outages,2,0,9/13/2017,https://twitter.com/Garden_Warrior/status/908151782232264704
when will i see JEA they bypass my street twice today i still have one tree leaning on my pole and my ground to my house is damage,2,0,9/13/2017,https://twitter.com/YoungStunna109/status/908065261730791424
"By ASAP, they mean 5AM to 9PM. 500k plus no power is considered a non emergency by Duke.",2,0,9/13/2017,https://twitter.com/xolcious/status/908129127588397056
@DukeEnergy why are there crews sitting at our high school not getting work --please let other help Florida who want to help #hurricaneimra,2,0,9/13/2017,https://twitter.com/HotMesChef/status/908128698796269568
Way to go @insideFPL for making death seem preferable to enduring this Florida heat.,2,2,9/14/2017,https://twitter.com/TheWaterboatman/status/908291722353967104
Grumpy here again. Tired of photo ops. Every 10 min. u stop to take 1 is that much time taken away from residents who are without power.,2,2,9/14/2017,https://twitter.com/pianobug/status/908353934502350848
"When the lawsuits get filed, Duke saying they won't pay OT because this is not considered an emergency is not going to look good",2,2,9/14/2017,https://twitter.com/JimBailey01/status/908454437072580608
I've reported and your customer service reps said there is no power to lines so its not an emergency. I hope that's true.,2,2,9/14/2017,https://twitter.com/DMagic_FL/status/908389673499848706
"@DukeEnergy gets a failing grade for management in an emergency. Good at bilking, bad at service, terrible in a crisis. #FAIL",2,2,9/14/2017,https://twitter.com/Davidwrg/status/908385469012103170
How is this not an emergency ? I live in mobile home park w mostly elderly. It's reaching 98 in our homes! We are sick! This is a f'in joke! pic.twitter.com/JX2UDvzX0z,2,2,9/14/2017,https://twitter.com/BetaShields/status/908381690212618241
This morning they said they ONLY had crews working 5am-9pm. And that this outage was NOT an emergency.,2,2,9/14/2017,https://twitter.com/TomCalen/status/908375480008675329
I wonder if they even qualify for the mythical 'emergency' power restoration that gets done between 9pm and 5am.,2,2,9/14/2017,https://twitter.com/durpx5/status/908328121811824640
"Yeah wth progress Energy, we always had power within 4 days, even through hurricane Charlie",2,2,9/14/2017,https://twitter.com/CaptainNikia/status/908318980527595520
"Orange County is last on their list. Looking at midnight Sunday, but I'm sure even that deadline won't be met. These people don't care.",2,2,9/14/2017,https://twitter.com/afrobaesiac/status/908316466977677313
My house is 93° inside! The downed lines & poles look EXACTLY the same since the storm! FPL hasn't even come to LOOK at this 5 days later! pic.twitter.com/KaIArmCi8c,2,3,9/14/2017,https://twitter.com/nicolemontana57/status/908465123785891840
"86 yo on one side of me & 82 yo on the other. Neither in good health & no place to go. Come on FPL, maybe fix the street? Happens evy storm.",2,3,9/14/2017,https://twitter.com/RobinBorgognone/status/908435573282664448
More deaths to come on the hands of FPL! Hamlet cc in Delray average age 86. No breathing machines!,2,3,9/14/2017,https://twitter.com/BrianChickloski/status/908383438012633089
NYT scrutinized @insideFPL alleged lack of response at deadly nursing home. Now this. https:// twitter.com/maryannbatlle/ status/908324030561837062 …,2,3,9/14/2017,https://twitter.com/ArekSarkissian/status/908324419961049088
@insideFPL night shift after #hurricaneIrma . I hope this they were going to ny house!!! pic.twitter.com/W2Goqn96kz,2,3,9/14/2017,https://twitter.com/Mali_R/status/908290986681552896
@insideFPL This Is how long residents have been without power. https:// twitter.com/cecinavarrete1 7/status/905220250647613440 …,2,4,9/14/2017,https://twitter.com/AleiaElle/status/908483691579658240
My neighborhood got power today one thing we would not make it in attack on our country grid system I was so hot I couldn't talk to people,2,4,9/14/2017,https://twitter.com/nay652_naomi/status/908436861437259776
Still no power 6 days now. 33435 everyone around us has power. WTF ? Did you forget about us? Say your still investigating the damage,2,4,9/14/2017,https://twitter.com/mailman26165/status/908330086427971584
Still without power day 5 now in lansford ave Port Charlotte. Not seeing visible damage but 48 people without power.,2,4,9/14/2017,https://twitter.com/LindaLouis19/status/908313915850936320
@FLGovScott @DukeEnergy Duke just admitted power in severe temps is not an emergency. So when my son with CHD...1 of 2,2,4,9/14/2017,https://twitter.com/jenniferelesher/status/908469902566182912
@DukeEnergy I have multiple destroyed poles in neighborhood. Lines are in the street. After 4 days not a single truck out here. Top notch. pic.twitter.com/IaUDmqjLUu,2,4,9/14/2017,https://twitter.com/matthew_luton/status/908426363694145537
This gap is only widened with hurricanes. Especially since @DukeEnergy won't get off their ass and turn on my power! #Irmagerd #NoAC pic.twitter.com/GnnjLjL29P,2,4,9/14/2017,https://twitter.com/RonSnowXXX/status/908362698727022592
Not sure what that means. Can tell you have never lost power and only lost ATT after storm. @ATTCares gives no updates like @insideFPL,2,5,9/14/2017,https://twitter.com/bferguson73/status/908320939858956288
This is serious. People have already died from heat stroke at a nursing home because they would rather get a McDonald's up and running.,2,5,9/14/2017,https://twitter.com/ShadowAlpha/status/908205059305033729
@DukeEnergy where is our 12am report for current outages by county in Florida? Or have you stopped working at night time during our crisis?,2,5,9/14/2017,https://twitter.com/Feartheancients/status/908191275450556417
If the damage is to your equipment why not come fix it instead of leaving us without power. Someone was here and never came back!!! pic.twitter.com/XfrW5OeFIA,2,8,9/14/2017,https://twitter.com/Adestria4590/status/908495383118123008
"How is possible that they will restore power until sunday at 11 pm, if my didn't suffer any tornados or flooding! What kind of sick joke ! pic.twitter.com/JLHngTRApu",2,8,9/14/2017,https://twitter.com/JoseChelemanuel/status/908350655840096256
Duke Energy considers the hurricane aftermath is NOT emergency. So NO overtime to restore. Orange County without power more than 84 hours. pic.twitter.com/m87SMW4J6a,2,8,9/14/2017,https://twitter.com/Nathan81695995/status/908308127992434689
Instead of removing damaged poles you guys just leave them there and bring in a new pole. So it's no surprise when they knock out the power.,2,9,9/14/2017,https://twitter.com/miamihurricane5/status/908492210357882881
Hey @insideFPL ! #Calusa in #Kendall lost power again after a loud explosion. What gives? Can't even report a specific incident on phone,2,9,9/14/2017,https://twitter.com/ChrisMorot/status/908491860305436672
"Your app sucks. Every time I go on it the info is different. It goes from 62 to 450 people affected, crews are in the area then sorry. What?",2,9,9/14/2017,https://twitter.com/pianolaw22/status/908451115552952322
"no you have not! however, if it were factual, still horrible. your production is below 20% a day. in crisis mode, that is EXTREMELY poor!",2,9,9/14/2017,https://twitter.com/RevJets/status/908446046023450625
The storm wasnt even here on Friday. How tf the power went out on Friday? I'm fed the fuck up with @insideFPL at this point,2,9,9/14/2017,https://twitter.com/okenn_non/status/908440052979642368
"My area was barely affected yet we have not had power in 5 days, yet everyone around us does. Can FPL please explain this",2,9,9/14/2017,https://twitter.com/Yfonseca17/status/908413235497504768
"With you, worst part is they're still assesing the cause of the damage. We need better transparency!",2,9,9/14/2017,https://twitter.com/OccupyIND/status/908407830839009282
Disastrous response. Shameful. Homes are now been destroyed from mold and pest infestation because of no A.C.,2,9,9/14/2017,https://twitter.com/john_e_01/status/908369030913970176
@insideFPL Crew came out and told me the line to the house is damaged. No repair timeline.Marked work order complete online.Still no power!,2,9,9/14/2017,https://twitter.com/82ndABNVET/status/908289711130730496
Why does a carpet store have power before residential areas? I'm a police officer... guess I'll keep wearing dirty uniforms. #FPLOutage,2,9,9/14/2017,https://twitter.com/beyondbloodpc/status/908233060453371904
See dozens of trucks pass my area daily. My building is still without power even though everyone on my street has it. What's going on here?,2,9,9/14/2017,https://twitter.com/insaneshadow85/status/908214055508246529
@OUCreliableone your site keeps crashing as I'm trying to pay my bill. I can't login and keep getting redirected to your storm message,2,9,9/14/2017,https://twitter.com/Shawzyy/status/908351727539249152
"@mylkldelectric claims power is restored on my street but I'm still in darkness, no fallen trees or lines, had power throughout storm",2,9,9/14/2017,https://twitter.com/fiahkris/status/908328517720473601
"Once again, if @DukeEnergy spent more on action (overtime, floodlights) than on PR we would all be fine. @DE_AnaGibbs @PinellasCoNews https:// twitter.com/timmyneely/sta tus/908365412190093312 …",2,9,9/14/2017,https://twitter.com/jlark8/status/908530701305307136
The fact is right now currently buildings with no inhabitants or still in construction phase have power while residents do not priorities?,2,9,9/14/2017,https://twitter.com/Chuckcobb10/status/908515626616000512
"PS. Not complaining about the 5 days. Completely understandable. The bill, however, is not. #hurricaneirma @DukeEnergy",2,0,9/15/2017,https://twitter.com/citizen_tina/status/908715088432988160
That's today slap dick. God won't be able to help you if these deadlines are as much BS as this twitter feed,2,0,9/15/2017,https://twitter.com/JimBailey01/status/908695687583461376
@DukeEnergy is lying. No way #pinellasdeadline . Lines down my neighborhood. No trucks here. #AfterIRMA @abcactionnews @BN9 #Pinellas,2,0,9/15/2017,https://twitter.com/em7corey/status/908672644542812160
I'm very skeptical that duke will meet it's 1200 Sunday deadline for my house.,2,0,9/15/2017,https://twitter.com/Ferric242/status/908672383145402373
Wonderful. @DukeEnergy @DE_AnaGibbs better get a lot done early then. You have over 100k to get up by tonight's deadline in Pinellas https:// twitter.com/bn9weather/sta tus/908621222396690433 …,2,0,9/15/2017,https://twitter.com/jlark8/status/908651394277748736
@DukeEnergy 4 days not even a damage assessment team you people are the worst #DukeEnergysucks,2,0,9/15/2017,https://twitter.com/Beachbum2361/status/908542351991119872
"Lmaoooo @insideFPL just posted a map, I'm not getting power back until Monday I'm dead.",2,1,9/15/2017,https://twitter.com/MarlinsTalk/status/908888839359516672
"@DukeEnergy I've officially come out of my @Twitter hiatus b/c of you. Been patient for your midnight deadline, so now what? #HurricaneIrma pic.twitter.com/J6thv0K1bi",2,1,9/15/2017,https://twitter.com/mary_marandi/status/908881645096378369
"@DukeEnergy Why aren't your crews working overtime and getting paid overtime? This is not business as usual, this is a crisis.",2,1,9/15/2017,https://twitter.com/Kuwwbie/status/908852718558695426
"This is in the same neighborhood, day after the storm. The homeowner cleared it two days ago. Where's @DukeEnergy ? We're doing their work! pic.twitter.com/xpQ7tg4ALf",2,1,9/15/2017,https://twitter.com/AndrewWTrey/status/908850279705190400
People are even begging for power at this point and there's only a little over 6 hours until the midnight deadline! @DukeEnergy pic.twitter.com/jNXGqUZcTo,2,1,9/15/2017,https://twitter.com/chienneparfait/status/908808911578435586
I haven't seen a truck in my area all week. The trees are all still down.. The hurricane passed five days ago and they HAVEN'T EVEN STARTED,2,2,9/15/2017,https://twitter.com/MSL82200/status/908895689903628288
"2 crews later and still no light! My storm ticket has been ""in progress"" for over 24 hrs!",2,2,9/15/2017,https://twitter.com/Its_LidiBaybayy/status/908842964671188992
How about you stop fighting solar & become a non profit. My bills doubled & im sitting in the dark for 6 days. No damage either 33919,2,2,9/15/2017,https://twitter.com/careerfed/status/908834397297750016
Same. Went from 1945 affected to 88. Rest of the hood has power except my street in the back.,2,2,9/15/2017,https://twitter.com/WoIfsBIood/status/908793493241389056
"Generally been patient with @insideFPL since the storm hit the whole state, but their response has been... less than organized.",2,2,9/15/2017,https://twitter.com/AlexMiglio/status/908784952690532352
@insideFPL FPL says my power has been restored. It's not. To keep their promise to restore power now a new issue not related to hurricane,2,2,9/15/2017,https://twitter.com/Steve_841/status/908773122362478593
@insideFPL why leave this in the street after 4 days post storm when you had already replaced the adjoining poles and transformers on 9/11? pic.twitter.com/Hh6R1BsFvg,2,2,9/15/2017,https://twitter.com/FrankCMartin/status/908747317708230656
". @insideFPL won't take phone calls from hurricane victims, tells us to use our mobile devices. Most still don't have data available at home",2,2,9/15/2017,https://twitter.com/apricoco/status/908745256161677312
@insideFPL What....not even a response? Very poor communication with your affected customers. 6 days with no power and NO solution for weeks,2,2,9/15/2017,https://twitter.com/scottgerowRE/status/908696857911668736
"FakeNews: #indicate damage that needs long repairs, instead of misinfo volunteer @UnitedWayLHG until power restored #sharingiscaring",2,2,9/15/2017,https://twitter.com/LCECSWFL/status/908671884300038144
@insideFPL broken promises after hurricane Wilma but your stock price is up so it is all good https:// finance.yahoo.com/quote/NEE/prof ile?p=NEE …,2,2,9/15/2017,https://twitter.com/mrlovely954/status/908671005996064768
At this point I assume you have a small enough number of affected accounts that you could update us on specific areas you will be at next?,2,2,9/15/2017,https://twitter.com/StuMcgillicudy/status/908640306257711105
More bullshit excuses for unreliable service. The storm was over by 9PM and no crews to be found. Working through the night my fucking ass.,2,2,9/15/2017,https://twitter.com/Carbon_Coded/status/908691289587232768
@NewsfromJEA would really love a response on an eta. Been out since Sun eve. Keep getting runaround. Really taking a toll on my pet's health,2,2,9/15/2017,https://twitter.com/feanix/status/908622136948006912
"Day 6, still out of fucking power. Fuck hurricanes and fuck @DukeEnergy as all of my friends with a different provider have power already.",2,2,9/15/2017,https://twitter.com/andino1152/status/908890193729654785
@DukeEnergy how come people that got hit with a cat3+ hurricane have power back and Orlando still suffering?,2,2,9/15/2017,https://twitter.com/gothicsushi2/status/908877510372462592
@DukeEnergy maybe the Twitter account asshole is personally up on the poles trying to meet the 12pm deadline !?!,2,2,9/15/2017,https://twitter.com/AllDayINC123/status/908876432537001984
Will @DukeEnergy make its own midnight deadline to restore power in @PinellasCoNews ? My Clearwater neighbors increasingly skeptical.,2,2,9/15/2017,https://twitter.com/CharlieFrago/status/908870722080186368
"So residents get power, then businesses. Wow. That makes sense, huh @DukeEnergy ???",2,2,9/15/2017,https://twitter.com/UF7Gator/status/908849635011198976
"Yeah I figured their midnight Friday deadline for Pinellas was another blatant lie, but was hoping they would prove me wrong. Jokes on me.",2,2,9/15/2017,https://twitter.com/LC_Drod29/status/908788136112730113
@DukeEnergy Still snapped cables laying in yards and driveways here in Pinellas. Untouched since the hurricane. Maybe tomorrow.,2,2,9/15/2017,https://twitter.com/gamesage53/status/908734127213617153
"Stop puffing yourself, my cat is close to death, there were 50 units staged doing nothing so this ""we won't stop"" PR move is tiresome",2,2,9/15/2017,https://twitter.com/Derubermensch1/status/908733083247095809
"Read: the exact same times we've had all week. That is until the deadline hits, then we will have ""unexpected difficulties"",,,,""908726719112237056",2,2,9/15/2017,
Hey @DukeEnergy how we lookin on that #Dunedin #deadline ? My 4 month old is seriously in need of #power !! #poorbaby #plshurry #sohot #update,2,2,9/15/2017,https://twitter.com/Inkstainedshts/status/908703764860817408
Power outage data on both floridadisaster and your site says your workers haven't fixed anything in Pinellas in the past 8 work hours.,2,2,9/15/2017,https://twitter.com/MegatonThrustmn/status/908677716194492416
@DukeEnergy #pinellasdeadline 8:30 am We've lines down & I don't see how my power will be back by deadline w no trucks working. #Pinellas,2,2,9/15/2017,https://twitter.com/em7corey/status/908671808622284800
"It really pains me that human indecency, not a hurricane, left us w/o power for an entire week. @insideFPL only gives us false promises",2,3,9/15/2017,https://twitter.com/guez_megalonyx/status/908884529376579586
"Um, @insideFPL what is going on? Stop completing tickets that aren't complete! Original ticket 530: power is NOT restored. #hurricaneirma",2,3,9/15/2017,https://twitter.com/jessicahodder/status/908774690444988416
@insideFPL Day 5 & your still assessing the cause? Might have been the hurricane. Might be the tree that fell on the power line. Total BS pic.twitter.com/5g1d8CE6LS,2,3,9/15/2017,https://twitter.com/CaptThunder/status/908671575892877312
. @RepTedYoho @GRU4U using emergency resources to prepare for @GatorsFB game vs @Vol_Football instead of restoring residential power #Irma,2,3,9/15/2017,https://twitter.com/adamovera/status/908802695661867008
"Friday Outage Reports for @DukeEnergy show no progress. They all say the same thing: ""No change from Thursday"" https:// patch.com/florida/southt ampa/hurricane-irma-latest-central-florida-county-county-power-outages …",2,3,9/15/2017,https://twitter.com/BestPolQuotes/status/908873430354862080
It's pretty clear they won't make the deadline. I've watched the numbers daily. I don't see how they can even get close to their promise. pic.twitter.com/LDeXu9v0bq,2,3,9/15/2017,https://twitter.com/ItsNoxbrand/status/908828468405817344
"@DukeEnergy first trucks in our area since the storm. Three hours after first sighting, haven't moved. You guys really are bad at this. pic.twitter.com/S3DUdmZZyn",2,3,9/15/2017,https://twitter.com/UF7Gator/status/908803681604300802
Day 6 & no crews in site. Downed power lines in yard causing serious safety hazard. Hard to believe @insideFPL is so unprepared! #FPLOutage https:// twitter.com/insidefpl/stat us/908718938787328010 …,2,4,9/15/2017,https://twitter.com/ellenwidom/status/908896851457388544
@wsvn @FLGovScott @insideFPL there is a nursing home on our block and not one FPL truck has come by. Not good @insideFPL,2,4,9/15/2017,https://twitter.com/ingiH65/status/908668367644561408
"Day number 5 without power, this is increasingly frustrating. @insideFPL can we work on this. I didn't lose power until after the storm...",2,4,9/15/2017,https://twitter.com/shanehawks/status/908637056355708928
"So it's taken almost 5 full days after a tropical storm hits, to get 87% of power back? Pathetic. That's a poor #because some never lost",2,4,9/15/2017,https://twitter.com/MustSee58/status/908666410003566593
Really @DukeEnergy ? I've literally reported my power outrage for days and this is your response. #hurricaneimra pic.twitter.com/G89azr0hbV,2,4,9/15/2017,https://twitter.com/photoninjaawp/status/908817808456404992
"95% of my neighborhood doesn't have power... ""check your breakers"" nice one... @DukeEnergy #hurricaneirma #FloridaStrong pic.twitter.com/levX2PyrqM",2,4,9/15/2017,https://twitter.com/shellee13/status/908756860110589957
@DukeEnergy A little more than 12 hrs from your established deadline in Zephyrhills and still no power. Patience running thin after 6 days,2,4,9/15/2017,https://twitter.com/brkrsteve66/status/908712946582343683
Lehigh got hit worse the cc and nfm and they wont ignore the semi undamaged places to focus on a headache of a county,2,5,9/15/2017,https://twitter.com/Bobbybo74620108/status/908697866872528899
"I blame #fpl company for the deaths of those from the nursing home in Hollywood FLNot the workers,but the company who says they shld be last",2,5,9/15/2017,https://twitter.com/tm_sweetT/status/908691268166922241
An outage map that works based on how many people report no power. Doesn't even take into account if people have evacuated and not reported,2,5,9/15/2017,https://twitter.com/zechs34/status/908709507966148609
@FLGovScott NOT providing global ETR?when they attempt to file for storm cost recovery..customers will pay significantly..fail,2,5,9/15/2017,https://twitter.com/ninjaconnection/status/908686898327113729
@FLGovScott @dukeenergy NOT providing global ETR?when they attempt to file for storm cost recovery..customers will pay significantly..fail,2,5,9/15/2017,https://twitter.com/ninjaconnection/status/908685580770344960
@FLGovScott @dukeenergy NOT providing global ETR?when they attempt to file for storm cost recovery..customers will pay significantly..fail,2,5,9/15/2017,https://twitter.com/ninjaconnection/status/908685487551938561
"People finding they've been marked complete and still w/o power, how can we trust the deadline or database to true? #DukeEnergy",2,5,9/15/2017,https://twitter.com/hardknocksmom/status/908681605287481344
"@DukeEnergy People finding they've been marked complete and still w/o power, how can we trust the deadline or database to true? #DukeEnergy",2,5,9/15/2017,https://twitter.com/hardknocksmom/status/908677722817335297
Still no in Dunedin. @DukeEnergy missed last nights deadline...look for more of the same tonight!,2,0,9/16/2017,https://twitter.com/NickiMurphy1/status/909123036460326913
Duke is a huge company and it is not too much to ask that they relay factual information especially after a hurricane.,2,0,9/16/2017,https://twitter.com/dbuckeyes2/status/909122471768576001
Day 6 no power! I think @DukeEnergy has forgotten Orlandia Heights Debary. Hot + old people - = Photo: me atop twister debris pic.twitter.com/FcVImYUH32 – bei City Of DeBary,2,0,9/16/2017,https://twitter.com/philzcatz/status/909095444231356417
Must have sent every single asset to Pinellas to meet you new deadline.,2,0,9/16/2017,https://twitter.com/17gsxs13/status/909081750638354433
That's pretty much it @DukeEnergy Nice job putting a self imposed deadline and failing. https:// twitter.com/NatassjaLeyba/ status/909061535129063426 …,2,0,9/16/2017,https://twitter.com/jpetramala/status/909075715886342144
@DukeEnergy what's the weather?..any more storms coming our way? We wouldn't know cause we have no power still after 6 days,2,0,9/16/2017,https://twitter.com/beachdancer/status/909054350064017408
Reported downed line last night as an emergency. Lady from @DukeEnergy told me they had no idea about this tree. #DUKEENERGYIRMAFAILURE pic.twitter.com/uPFaYk0uow,2,0,9/16/2017,https://twitter.com/laurajhutton/status/909046877907292160
"@DukeEnergy telling us there's no power outage in our area; I call them they say maybe tomorrow - 6 days without power, no relief, forgotten",2,0,9/16/2017,https://twitter.com/GORExJESS/status/909026678768324608
@DukeEnergy well that midnight deadline check bounced. Let's see you write another one your butt can't cash Duke.,2,0,9/16/2017,https://twitter.com/crodrigo572/status/908921548970577920
"At least you've seen trucks. We have only seen 1 or 2 in the entire neighborhood, and it's been a week since the storm passed",2,1,9/16/2017,https://twitter.com/MSL82200/status/909154751375437824
My backyard and backdoor are not safe and 7 days after storm I still have not been told when FPL will cut these branches. pic.twitter.com/AaYE7akvrY,2,1,9/16/2017,https://twitter.com/skilo1557/status/909125754402824192
praying @insideFPL does some magic and brings my #power back tonight!!! seriously can't take it any longer,2,1,9/16/2017,https://twitter.com/j0j04LYF/status/909096414961168384
have been on storm recovery over twenty years and I have to say this is the worst i have ever seen..no crews anywhere to be found,2,1,9/16/2017,https://twitter.com/aaronatkinson20/status/909096474855788545
@DukeEnergy I'm in Pinellas county and it's 8:30pm. Is it safe to say as the 2nd deadline approaches I will still not have power?,2,1,9/16/2017,https://twitter.com/Sarah61898921/status/909212761334468609
"@DukeEnergy less than 4 hrs to go before you miss another deadline. The phrase is ""under promise and over deliver"" BTW. #Pinellas",2,1,9/16/2017,https://twitter.com/koshtoo/status/909208692154912768
"People plan their lives based on what theyre being told. Duke continues to commit to deadlines, not meet them, and offer zero updates.",2,1,9/16/2017,https://twitter.com/fltomtom/status/909194710840901632
@DukeEnergy With your 2nd deadline approaching in 6hours.Downed lines dont seem to matter and neither does my 94 yearold grandmother#nopower,2,1,9/16/2017,https://twitter.com/JZukelman/status/909171294939308033
@DukeEnergy we have 350 units impacted on our grid - are we not important? @Kriseman how can you let them treat your residents this way?,2,1,9/16/2017,https://twitter.com/jamiryan_/status/909168697469784064
"Duke energy is killing people and doesnt care, 5 elderly people dead due to heat and a child going without o2 and dukes reply ""be patient"",,,,""909141323524931584",2,1,9/16/2017,
To bad we can't switch to FPL or OCU. Need to get it opened up like in Texas. Then they might be more motivated not to put residents last,2,1,9/16/2017,https://twitter.com/chanurn/status/909124377924505601
@DukeEnergy restoration is not levelized across customers paying the same. The damage is similar across the territory.,2,1,9/16/2017,https://twitter.com/ceogozaly1/status/909020739180859392
1st it was Friday now it's today what is it really I'm in town and all my meds are damaged due to heat wires r still down.,2,1,9/16/2017,https://twitter.com/thfjjd/status/909010537102626817
"@DukeEnergy , I have not complained, until now. Still no power, down line across from my house. Not in your ""affected"" area of Pinellas? https:// twitter.com/DukeEnergy/sta tus/908900001912418304 …",2,1,9/16/2017,https://twitter.com/nathanharens/status/908966768378556416
"I have called many times about a cable down on my property to no avail. The entire neighborhood has power, except us. It is a safety hazard.",2,2,9/16/2017,https://twitter.com/ohap33/status/909173671981445120
7th day of no power while ALL my neighbors have power! We had tropical storm impact! This is UNACCEPTABLE!,2,2,9/16/2017,https://twitter.com/Its_LidiBaybayy/status/909125426353713152
24/7 ? Stop lying! Your customers are suffering because your inability to respond to a natural disaster effectively,2,2,9/16/2017,https://twitter.com/reeda15/status/909100826215329792
I know! But I lost power before the hurricane! It's incredible,2,2,9/16/2017,https://twitter.com/Maria_Barahona/status/909099582352740352
Same there hasn't been one! We also lost power on sept 11 at 8 am. The complex next to us and the nursing home next to us has power.,2,2,9/16/2017,https://twitter.com/palepixie09/status/909073229934981122
Congrats @insideFPL - I now have elderly patients clinically dehydrated bc their nursing home has no AC or power.,2,2,9/16/2017,https://twitter.com/BromoSouthern/status/909050874160386048
@wsvn @Local10Sports this emergency was reported 6 days ago on 77 terr14 place. i guess it only counts depending on your area @insideFPL pic.twitter.com/Wrfb8IZLPA,2,2,9/16/2017,https://twitter.com/tooeasy2829/status/909033497322541058
@insideFPL please come fix the fuse you damaged at Blu Atlantic instead of throwing away our tickets please believe we're out of power!!!,2,2,9/16/2017,https://twitter.com/mariya_feldman/status/909019606622375937
And I have live cables in my yard and no sight of @insideFPL all this time. I thought that was considered an emergency. But oh well.,2,2,9/16/2017,https://twitter.com/xxsabribrixx/status/908919664142618624
"I am in Madeira ave, Coral Gables, and I have no electricity since Saturday. The storm can no longer be an excuse.",2,2,9/16/2017,https://twitter.com/juanfariall/status/908913500931706881
Worst storm response ever.. Like a ghost town.. Meaning no crews anywhere in north or east lakeland..I have rode everywhere..pathetic,2,2,9/16/2017,https://twitter.com/aaronatkinson20/status/909066667803766785
Getting tired of seeing everyone else on my street have power. 7 days of no power. Not a single truck has been out to assess damage near us.,2,2,9/16/2017,https://twitter.com/HippJaclyn/status/909234952860049408
And wouldn't that mean if I'm still without power they will once again knowingly miss their self imposed 1159 Pinellas County deadline?,2,2,9/16/2017,https://twitter.com/jschintgen1/status/909232739722891264
"@DukeEnergy duke wont even remove a power line in a lake thats been there for a weeweek, has stolen money from feema and have killed people",2,2,9/16/2017,https://twitter.com/550792/status/909193811749777408
"There's a knot of power lines in my backyard and @DukeEnergy hasn't even come to cut the dead ones out yet, let alone put up new ones.",2,2,9/16/2017,https://twitter.com/MikeManganello/status/909182831678623744
"@DukeEnergy just so you know, not having power in FL in summer IS an emergency. People can die from the heat.",2,2,9/16/2017,https://twitter.com/jupiterstar/status/909166280720158721
They are hoping for the afternoon thunderstorm in pinellas so they have their excuse again.,2,2,9/16/2017,https://twitter.com/eyecansee714/status/909162325680300032
Thousands in #Florida fume as @DukeEnergy misses deadline to restore power after #HurricaneIrma http://www. tampabay.com/news/weather/h urricanes/power-update-19-million-customers-in-florida-still-powerless-five-days/2337576 … via @ZackSampson,2,2,9/16/2017,https://twitter.com/craigtimes/status/909162237788553217
6 days without power @DukeEnergy I know it's not as easy as this but c'mon. Pay overtime and work overnight. State of emergency in Florida! pic.twitter.com/sMB6cDdfw1,2,2,9/16/2017,https://twitter.com/shoddycast/status/909159170259210242
@DukeEnergy there is no point in talking with them obviously deadlines are not as important to them #falsestatements,2,2,9/16/2017,https://twitter.com/Christo48734153/status/909131842158235649
I call bullshit on that!!! You are hedging your beys because you KNOW you will miss tonights deadline as well!,2,2,9/16/2017,https://twitter.com/NickiMurphy1/status/909115004850462720
"Tell me why the fuck I am one of 21k without power when I see no damage, downed lines, etc. give me my fucking power",2,2,9/16/2017,https://twitter.com/bjohnjr91/status/909067063595032576
96% restoration in Pinellas County? I guess the downed power line safety issue in my backyard is a 4% issue.,2,2,9/16/2017,https://twitter.com/walsh_matt_r/status/909037916558647297
"They should be worried, people are going to become unhinged if these deadlines pass and nothing! The heat index is over 100 degrees!",2,2,9/16/2017,https://twitter.com/AskSuSu/status/908972463090012165
Thousands fume as @DukeEnergy misses deadline to restore power. By @TB_Times @ZackSampson @Josh_Solomon15 http://www. tampabay.com/news/weather/h urricanes/power-update-19-million-customers-in-florida-still-powerless-five-days/2337576 … #Irma,2,2,9/16/2017,https://twitter.com/jthalji/status/908903472736751621
@insideFPL transformer and power lines done. Fpl has yet assessed the situation. Wondering how can crew see damage if pole is on ground. pic.twitter.com/vFApDKGiIa,2,3,9/16/2017,https://twitter.com/Agutz86/status/909250376939040768
@insideFPL tentatively will b 8 days w/o power w Irma versus 12 w Wilma. Yet 4 past 12 yrs u have tacked on a hurricane surcharge 4 what? pic.twitter.com/WBVWFLMQZD,2,3,9/16/2017,https://twitter.com/Michael62200340/status/909167003528826881
@insideFPL We still have a tree on a power line from the emergency I called in. Is anyone coming to check? #HurricaneIrmaAftermath pic.twitter.com/B9oa34SfFe,2,3,9/16/2017,https://twitter.com/KurtBell28/status/909020522746466308
FPL cleared utilities easement regularly so we avoided these disasters/extended outages. Duke never does & now leaves a huge mess?,2,3,9/16/2017,https://twitter.com/Myhiddenmadness/status/909179976745963520
