Tweet,Manual Coding,Date,Permalink,,,
"At minimum,  needs to work on managing customer expectations for the next hurricane.",1,09/21/2017,https://twitter.com/stein_katherine/status/910877431527018498,,,
".  : $3 billion for storm hardening didn't mean power wd stay on, but it enabled quicker service restoration  hrld.us/2xygVlB",6,09/21/2017,https://twitter.com/stein_katherine/status/910877241793482753,,,
Great start.  failed us. Hope for a better solution.In MB no window broken but most residents without Power.Bad network maintenance,2,09/21/2017,https://twitter.com/roddge/status/910863060235116544,,,
.  spent $3 billion preparing for a storm. So why did Irma knock out the lights?  miamiherald.com/news/weather/h urricane/article174521756.html … by,1,09/21/2017,https://twitter.com/ByKristenMClark/status/910860088159690752,,,
"The sun was barely up and crews head to restore power in the Fort Myers. Crews restored 5,000 yesterday. #irmarecovery  ",7,09/21/2017,https://twitter.com/GulfPower/status/910854964838305792,,,
".  Continues Working With  To ""Ensure"" Power Comes Back  shark-tank.com/2017/09/21/gov -scott-continues-working-with-fpl-to-ensure-power-comes-back/ … #sayfie #hurricaneirma #USA",7,09/21/2017,https://twitter.com/THESHARKTANK1/status/910852658944192513,,,
Still thinking of those who sued  for taking 7 days! My thoughts and prayers with and the Caribbean! #StayStrong  twitter.com/cnn/status/910 773869203591168 …,5,09/21/2017,https://twitter.com/JustBeris/status/910823590878154755,,,
That's a really shitty declaration. The hurricane didn't spoil their food. No electricity has spoiled it.,8,09/21/2017,https://twitter.com/Pepper6012/status/910776378366332928,,,
"he definitely went into great detail Lmfao! Youre a joke. Please show me more facts/deatils of these ""pre storm hikes""-or show me your bill",3,09/20/2017,https://twitter.com/cjtheway/status/910692099162611712,,,
In case the article and many tweets arent clear enough for you:  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,5,09/20/2017,https://twitter.com/MSL82200/status/910692001770823680,,,
Hey Fpl. What happened ?? Customer service...Tee is your hurricane.. oust that racist!!!,1,09/20/2017,https://twitter.com/jerseysong/status/910684154068643840,,,
"If I paid taxes to  to prepare 4 a new storm & I went thru the same case as Wilma, do I get my money back?  stop FPL",1,09/20/2017,https://twitter.com/JValencia34/status/910680597009506304,,,
Sparking transformer then explosion but no one cares. Is all fire works in North Miami #1%WithOutPower #FPLOutage,2,09/20/2017,https://twitter.com/JValencia34/status/910678459927711744,,,
Wow.  + others frivolously sue  for alleged slow response but they haven’t taken down hurricane shutters yet.  twitter.com/Vince_Lago/sta tus/910531557865197569 …,6,09/20/2017,https://twitter.com/ZichellaEric/status/910670903788343296,,,
If safety was a real priority I wouldn't have downed power lines in my yard from September 10th.,2,09/20/2017,https://twitter.com/kerryconstantin/status/910667064821592066,,,
"price hikes 100% ONLY happened due to the storm. Gas prices were NOT due to go up, haha. Do you know what youre talking about ?",3,09/20/2017,https://twitter.com/cjtheway/status/910651478947373056,,,
And FPL gave us and everyone price hikes so we would be ready for the next storm. Where'd all that money go? I still got 70 yr old power,1,09/20/2017,https://twitter.com/ZPGIFs/status/910638340583632896,,,
Dude - there is power outages all through Florida. Doubt they are purposely doing this. I work in IT and can confirm its not easy to recover,6,09/20/2017,https://twitter.com/cjtheway/status/910638215496962049,,,
It's been over 10 days the storm hit!! Still no power in North Miami? The last time I checked we do not live in a third world country!,2,09/20/2017,https://twitter.com/johnsmokefl420/status/910622952244350976,,,
"If this is what  considers ""ready"" - we'd hate to see what would have happened to #SoFlo in Cat 4 or 5 hurricane. #EndFPLmonopoly ",1,09/20/2017,https://twitter.com/titleandclosing/status/910620334000414720,,,
"I know the damage in parts of Bonita is bad, but what about the areas in Bonita that still have no power with very little/damage ",2,09/20/2017,https://twitter.com/shakex11x/status/910617378433769472,,,
"Yes and if the 5pm update says 80 ppl out in Broward, yet 175 are affected in my neighborhood how exactly does that work? ",2,09/20/2017,https://twitter.com/Greg_Cousins/status/910611437772578823,,,
Thank you! Flawless operation. Seeing FPL trucks on highway is like seeing the Avengers! Congrats guys!A HURRICANE affected the WHOLE STATE!,6,09/20/2017,https://twitter.com/tweets_tita/status/910607419688013824,,,
better hope FPL doesn't serve those islands.....they wont see service until next hurricane season,1,09/20/2017,https://twitter.com/paulewalle/status/910592644140748801,,,
Got an email that someone set up a new  account at my address & my account is being closed but FPL wont take non-emergency calls,1,09/20/2017,https://twitter.com/teradactyll/status/910574963672981504,,,
"Patrick Davidson, team lead for the storm team assisting FPL, talks about accomplishments over the last few days. #irmarecovery  ",7,09/20/2017,https://twitter.com/GulfPower/status/910571998891397121,,,
It's been 12 days. What are you doing? My area barely sustained wind damage.,2,09/20/2017,https://twitter.com/DavidMQuinones/status/910569040820801536,,,
".  3 days & counting since power restored to ALL other houses in neighborhood... Dangerous live wire, dozens of calls, no action  – bei Bayside Historic District",2,09/20/2017,https://twitter.com/JWoodleyPhoto/status/910559700655239177,,,
"Big thanks to the men and women of  for working around the clock to bring back power. Horrible storm, but great response!",6,09/20/2017,https://twitter.com/REALKevinCooper/status/910552944055078914,,,
"They may get rescued but also get plague and cholera and zika. No worries, btdt immune. Only the strong and well bleached survive.",0,09/20/2017,https://twitter.com/cafebacon007/status/910551309685870593,,,
"Thanks to  ,  ,  ,  ,  and thousands of volunteers, We will be  again!",6,09/20/2017,https://twitter.com/BW1021/status/910551298885525504,,,
Under Trump ..only Monkeys are getting rescued these days ..,0,09/20/2017,https://twitter.com/Sid_soothsayer/status/910548866306641920,,,
im in that 1% with #NOPower Two deadlines already missed. Please give us a more accurate time frame! #FPL #SouthEastFlorida,2,09/20/2017,https://twitter.com/Chofie13/status/910545666979565569,,,
#Irma sucked 4 all FL but in the end we should thank  and FL authorities. All did a #greatjob given the circumstances #thankyou,6,09/20/2017,https://twitter.com/JoelAndresFrewa/status/910544336185647105,,,
#FPL ticket #2492 There has been temporary power fix to homes tree and its wires still pose a #safety hazard!,7,09/20/2017,https://twitter.com/sjgstone/status/910541330790719489,,,
.  says 50k outages remain. FPL had 12k damaged poles in Hurricane Wilma. Could be less than 1k from Irma thx to grid hardening.,1,09/20/2017,https://twitter.com/TeamWetDog/status/910540781244567557,,,
The level of incompetence in running customer-facing operations is off the charts. I think FPL believes *it* is the victim of the storm.,3,09/20/2017,https://twitter.com/MarilynEtz/status/910535407279931392,,,
"As of this morning, our crews continue aid restoration. Part are heading to North Fort Myers, others to Arcadia. #irmarecovery  ",7,09/20/2017,https://twitter.com/GulfPower/status/910532493966663680,,,
One appreciates the dangerous efforts of Benjamin Franklin flying a kite during a thunderstorm. #Hialeah #HialeahPowerOutages,0,09/20/2017,https://twitter.com/ciDhialeah/status/910530878069182467,,,
Congratulations  FPL Restores 97% of Customers Impacted by Hurricane Irma  tdworld.com/electric-utili ty-operations/fpl-has-restored-97-percent-customers-impacted-hurricane-irma …,8,09/20/2017,https://twitter.com/Evluma1/status/910527539482853381,,,
" , funny how so many people still without power but y'all make sure the tolls are working fine right?",2,09/20/2017,https://twitter.com/InfraredJay91/status/910516650721660928,,,
I've been without power for 10 days. Clearly 2 billion dollars isn't enough to maintain power during one stormy boi #occupyfpl,2,09/20/2017,https://twitter.com/elgranmongo/status/910512306618028032,,,
"you are not prepared for Cat 1 conds, hope you are enjoying your billion per year profits you got from us for hurricane prep.",1,09/20/2017,https://twitter.com/Ramoana/status/910500972518154240,,,
"FPL had a decade to prepare for Irma-most of Miami's power grid went dead quickly in Cat 1 conditions after 12 years of ""resiliency efforts"",,,,""910500533475201025",1,09/20/2017,,,,
Remember when deadlines meant something?,2,09/20/2017,https://twitter.com/miguelendara/status/910497190455517184,,,
Here is an article that shows how  restores power after #hurricaneirma  buff.ly/2xfTAEY,5,09/20/2017,https://twitter.com/GoBrunoAir/status/910496291209273344,,,
My revised deadline has come and gone.. not a linesman a utility truck or tree removal company has even sniff my street...lost faith..,2,09/20/2017,https://twitter.com/N_perets/status/910469591272497153,,,
Week and a half after Irma and we just got power back and still don't have telephone.  and  not prepared for the hurricane.,1,09/20/2017,https://twitter.com/danijfv/status/910468340556197889,,,
It would be 1 thing if I was in a storm surge area/Marco/Everglades. But I have u-ground power lines. Wtf could possibly be happening?,1,09/20/2017,https://twitter.com/CLEvsWorld88/status/910448447924445184,,,
"Signal went ded after me tweeting cheery ho. 6a edt just got this. This hurricane shit like being in labor, gona last forever .",2,09/20/2017,https://twitter.com/cafebacon007/status/910448183636930560,,,
"Irma east coast restored, still waiting 12 hours on non storm related ticket. FPL where are you? ",2,09/20/2017,https://twitter.com/boglander/status/910445009794723842,,,
" : 2nd hurricane FPL did the same thing-90% power restored to Countryside, FPL leaves 150 homes without power! Finish the job!",2,09/20/2017,https://twitter.com/farrellcob/status/910444351922348032,,,
Just like FPL covers up ongoing excessive non-storm related power surge complaints - you can call and call but they NEVER give explanation !,2,09/20/2017,https://twitter.com/JJ7701/status/910389108450742272,,,
" Still have a damaged, leaning pole between homes shared by FPL,ATT,Comcast. Hazard that will collapse. New unusedpole next to it.",2,09/20/2017,https://twitter.com/JimSimulacrum/status/910384015248674818,,,
Finally got power back in #Miami after 10 days without. Hoping  will do some upgrades before next hurricane. We were lucky w/Irma.,1,09/20/2017,https://twitter.com/96flygirl/status/910378975876276224,,,
is now responsible for the lives in 9 elderly people whom they let die of heatstroke ! #irmaaftermath,2,09/20/2017,https://twitter.com/Lucifur665/status/910373275544539138,,,
" My deadline to receive power tonight at midnight got extended another day. What can we do, who can we pay to get FPL to So. Miami",2,09/20/2017,https://twitter.com/Anarojas/status/910357479678201857,,,
"We are beginning Day 12. We've been on more than half a dozen tickets. There are 1,000 outages left, storm barely touched my neighborhood.",2,09/20/2017,https://twitter.com/David_Quinones/status/910357438267879425,,,
"So 73 affected people down to just me. One person. 11:44 came and went,  , so I am the last one. ",2,09/20/2017,https://twitter.com/David_Quinones/status/910356692516442117,,,
Can I get I real update please?! Y'all have been giving false deadlines and we're fed up!,2,09/19/2017,https://twitter.com/Gigi_Fontaine/status/910346289203810305,,,
don't think you guys are going to make the deadline. I hate you so much.,2,09/19/2017,https://twitter.com/kd_drunkenmastr/status/910340642227851264,,,
Yeah and I think I'll just keep blasting this message until something happens,2,09/19/2017,https://twitter.com/ChaoticHotMess/status/910323498895200256,,,
10pm update  claims 470 without power in Broward yet no trucks in my neighborhood w 175 affected.,2,09/19/2017,https://twitter.com/Greg_Cousins/status/910322963148427264,,,
Nope...it's that way in every hurricane I can remember since Andrew. Happens in other States too.,6,09/19/2017,https://twitter.com/305FoLife/status/910320629500514304,,,
"So much for that 2 billion spent to be ""storm ready"" lost power before anything really started!",1,09/19/2017,https://twitter.com/ST00RX/status/910319542328549379,,,
still waiting for your deadline 11:45,2,09/19/2017,https://twitter.com/vabule/status/910319383599304704,,,
What about North Miami Beach? You keep pushing the deadline. I can only wish for your monopoly to end.... #wishfulthinking,2,09/19/2017,https://twitter.com/phboulton/status/910314976350543872,,,
"Yes!!! Don’t know if it was the humid/muggy weather or what, but aftermath this time around felt worse than Wilma, kinda made ppl stir crazy",1,09/19/2017,https://twitter.com/SpiffUpLife/status/910310264309977088,,,
the state of FLA. should make the utility companies to recover from the hurricane quicker.,1,09/19/2017,https://twitter.com/Bartome01641309/status/910307320982376453,,,
Thank you FPL for working around the clock and getting the community powered on after this tragedy.,6,09/19/2017,https://twitter.com/Johnthegreek27/status/910300176232976384,,,
can u send someone pls. You missed 3rd deadline. Our community residents are ready to tip u,2,09/19/2017,https://twitter.com/girishnandanan/status/910300136701616128,,,
Past your own deadline! Sad! #EpicFail,2,09/19/2017,https://twitter.com/Tree0819/status/910297318972411907,,,
Another professional contract missed due to non-hurricane related power outage. Will add this to my claim! Bills don't stop coming!,2,09/19/2017,https://twitter.com/AleiaElle/status/910296295679709186,,,
The 11:45 deadline is a joke. FPL will not provide answers to real restoration time. This is an ongoing problem that has been neglected!,2,09/19/2017,https://twitter.com/AleiaElle/status/910295600553447424,,,
Kudos to  for their extraordinary response after #IrmaHurricane . 5 million people's power restored in one week. Unprecedent.,6,09/19/2017,https://twitter.com/alscharff/status/910294959584051200,,,
"   #Day11 still no help. Children, lost wages, non-storm related outage. No answers!",2,09/19/2017,https://twitter.com/AleiaElle/status/910294058886729733,,,
*CONFIRMED* our non-storm related power outage is because of negligence. Will not be fixed this evening... #Day11,2,09/19/2017,https://twitter.com/AleiaElle/status/910293451295662085,,,
Im guessing the 22nd deadline you had for west coast of florida isnt getting completed in time.,2,09/19/2017,https://twitter.com/xSirEric/status/910293205098356736,,,
"3. And now, w the absolute incompetence of  and the public sector's response to #hurricaneIrma , I have no faith left.",2,09/19/2017,https://twitter.com/David_Quinones/status/910291608209362944,,,
U read cypher? Hope so. Got gas to keep gelato cold 4 tonights big night again at baconmotel . Least i can smirk again.Heard stormsbrewin?,0,09/19/2017,https://twitter.com/cafebacon007/status/910286961277054976,,,
By the way I know the linemen are doing what they can but  was definitely not prepared for a storm. #PostIrma,1,09/19/2017,https://twitter.com/FatBoyJiuJitsu/status/910282083293114368,,,
"   7 pm deadline North Miami ""WE NEED HELP"" 11th days no power Reference tiquet #10220 ",2,09/19/2017,https://twitter.com/vabule/status/910276650541158400,,,
Whoever has it is better off than those in Fort Myers who need  . No flood no bldg damage and no power 8+ days.,2,09/19/2017,https://twitter.com/parkerspolitic1/status/910272524705026054,,,
"I'm glad  mobilized 22k crews, it seems as if  evacuated leaving us with no svc, what they call system maintenance",1,09/19/2017,https://twitter.com/GastonRaoul/status/910270129786818560,,,
We're continuing to help  restore power to customers affected by #HurricaneIrma . Here's another look at what our crews have seen.,7,09/19/2017,https://twitter.com/WIPublicService/status/910269873049280512,,,
You can apply for assistance at  disasterassistance.gov . Everyone I know that applied is getting at least 500 dollars. Some already got it,5,09/19/2017,https://twitter.com/MSL82200/status/910263870954115073,,,
Wow!  has raised more than $132k in hurricane relief funds and have offered help to  ! Read:  on.edison.com/2hh2991,8,09/19/2017,https://twitter.com/SCE_Business/status/910263537762680832,,,
you guys were even less prepared for the hurricane than  .,1,09/19/2017,https://twitter.com/Bartome01641309/status/910260464092946433,,,
What is the hold up on Fuchsia Drive in San Carlos Park? There is no major damage or flooding so WHAT IS IT????,2,09/19/2017,https://twitter.com/paulewalle/status/910254663148167168,,,
City Manager provides the latest update regarding  restoring power to the 220 homes affected. Watch  tinyurl.com/ybcajtbj .,8,09/19/2017,https://twitter.com/CityNMB/status/910254152713953280,,,
"Are the lift stations still on generators? My sidewalk keeps flooding with soapy looking water, but we haven't used dishwasher or laundry.",2,09/19/2017,https://twitter.com/WeSpyU/status/910252778706145280,,,
if it's not your fault whose fault is it? You said you were ready! You said you learned from previous storms. #EpicFail,1,09/19/2017,https://twitter.com/Tree0819/status/910249737433047041,,,
cat 5 storm Guadalupe filming submerged parking lot WITH LIGHTS ON DURING STORM call them !!,2,09/19/2017,https://twitter.com/DocRotsen/status/910249651869224961,,,
Ask him why  couldn't tweet updates hourly since their site is down as much as my power throughout the recovery! Poor planning.,1,09/19/2017,https://twitter.com/NeilHUSA/status/910247282557276160,,,
"Your absolutely correct and that’s the problem, they haven’t learned. And with a NextEraEnergy revenue stream of 17billion nothing’s changed",1,09/19/2017,https://twitter.com/aeire83/status/910246558146408450,,,
"Gulf Power crews restored power to 500 customers in the Palatka area, assisting FP&L with restoration. #irmarecovery  ",7,09/19/2017,https://twitter.com/GulfPower/status/910226512686829568,,,
"Again, this catastrophic grid failure resulted from a glorified windstorm. Not even really a hurricane in Miami-Dade.",1,09/19/2017,https://twitter.com/David_Quinones/status/910224407905406981,,,
"Fort Myers also without FPL power. No floods, no big structure damaged and no  .",2,09/19/2017,https://twitter.com/parkerspolitic1/status/910221285879435266,,,
"They said for safety reasons not to touch the tree or the lines as they ""may still be live"" and this situation was consider priority.",5,09/19/2017,https://twitter.com/AleiaElle/status/910220822857621504,,,
But fortunately I have receipts of the same people affected and the same line for 8 days from August - September!,2,09/19/2017,https://twitter.com/AleiaElle/status/910218432553078785,,,
"Much of Fort Myers still without power. No floods, no building damage, no  . Day 8 no power.",2,09/19/2017,https://twitter.com/parkerspolitic1/status/910218287451172864,,,
We can't touch the tree according g to them. Power was out before storm even hit Cuba. They are saying it's a cause if a main line since sat,2,09/19/2017,https://twitter.com/AleiaElle/status/910217819798818817,,,
gofundme.com/irma-relief-fo r-car-and-home-damage …,0,09/19/2017,https://twitter.com/Russevers1/status/910215404555001862,,,
"Need power first. Much of Fort Myers still no power from  . No structure damage, but 8 days no power. ",2,09/19/2017,https://twitter.com/parkerspolitic1/status/910205732171190272,,,
Ive had 3 different deadlines 3 different ticket numbers and 3 text that my electric was restored and nothing  is a joke,2,09/19/2017,https://twitter.com/Marina_Bull/status/910204778491334657,,,
Thank you   Feeling a bit' of alright now. #survived8dayswithoutpower #hurricaneirma Continued prayers 4 evryone.,5,09/19/2017,https://twitter.com/JuleszeyJules/status/910200780606582784,,,
Now if we can do the same to  for being a monopoly and ruining people's business by poorly managing this tropical storm.,1,09/19/2017,https://twitter.com/Mrmanuvers/status/910198152447365121,,,
"That only gets to show you that you don't have any right, not even after and emergency. ",2,09/19/2017,https://twitter.com/jose_rafael1/status/910192605211787264,,,
Because they can't do anything after an emergency if the document is not notarized,8,09/19/2017,https://twitter.com/jose_rafael1/status/910192304031494144,,,
Thanks god we don't have children in this house in the best country of the world where the  can't do anything after an emergency,1,09/19/2017,https://twitter.com/jose_rafael1/status/910191974640123909,,,
bonita is seeing a lot of linesman hanging out at the dog track but half the city is 10 days w/o power even in non flooded areas,2,09/19/2017,https://twitter.com/shakex11x/status/910188152618352640,,,
Looks like  is less a power company than a lobbyist-profiteering monopoly.  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 … #irma #climatejustice,3,09/19/2017,https://twitter.com/climatebrad/status/910187965086703616,,,
"Yeah, good luck with that. Even if it gains traction, local gov'ts would open themselves up if they don't deliver svcs on time.Tree cleanup?",2,09/19/2017,https://twitter.com/larry4000/status/910173156589043713,,,
I agree we just dodged a 180 mph storm and people are complaining #HurricaneIrma #Miami,6,09/19/2017,https://twitter.com/MarioLitano/status/910172171695247361,,,
.  facing class-action law suit from residents of  . Would you take FPL to court? Story  .com,3,09/19/2017,https://twitter.com/WillardNBC6/status/910171034644619264,,,
.  facing class-action law suit from residents of  . Would you take FPL to court? Details  .com,3,09/19/2017,https://twitter.com/WillardNBC6/status/910170218168815616,,,
"Reminder of the POS power company we have,  :  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …",5,09/19/2017,https://twitter.com/Sharkonwheels/status/910166757876404224,,,
"Over a week!!! 1,000's in South Florida have NO power. Lives endangered. FPL needs better plan  sun-sentinel.com/news/weather/h urricane/fl-reg-hurricane-irma-power-restored-20170917-story.html …  ",2,09/19/2017,https://twitter.com/TheRightMelody/status/910166481991798784,,,
"Whats working in S Florida:  Check,  Check,  Check,  Check,  Check,   Nope",0,09/19/2017,https://twitter.com/theNickNiti/status/910165412293353472,,,
".  says ""We tried to get  to come to this meeting. They declined."" Even the nursing home industry has a rep here.",8,09/19/2017,https://twitter.com/Daniel_Sweeney/status/910162545314553858,,,
I propose the rest of Florida affected by power outages start a class action lawsuit against City of Coral Gables,3,09/19/2017,https://twitter.com/redneckdad0404/status/910160787104288768,,,
Miami Residents to File Class-Action Suit Against  for Inadequate #Irma Preparation  miaminewtimes.com/news/fpl-sued- for-inadequate-hurricane-irma-response-in-miami-9681461 … via,3,09/19/2017,https://twitter.com/GeorgeCavros/status/910159187300282369,,,
SunnyIslesBeach had power during Irma Now no power since 09/16 worker damaged FPL equipment 46 families affected OLD people,2,09/19/2017,https://twitter.com/erwinjoe/status/910146883049402369,,,
"I'm so sorry for you, Hector - Please stay safe through this next storm!",5,09/19/2017,https://twitter.com/rinrose13/status/910145753229795328,,,
Sorry to hear that Erin. It took12 days for us to get electricity and now we expect another storm. Hope you get electricity soon.,5,09/19/2017,https://twitter.com/HectorCFA/status/910138008111861760,,,
"After slipping their deadline 3 times,  swore we'd have power at 11:45 last night. Still no power",2,09/19/2017,https://twitter.com/Shoq/status/910136926639968256,,,
They will take me to court before I pay one penny of storm charge. I'll start putting up my solar panels now.,6,09/19/2017,https://twitter.com/ajb31969/status/910134816988950528,,,
" Our cancer/oncology practice continues to remain without power a week after the storm, Shocked/saddened  usoncology.com/patients/pract ices/cancer-care-centers-brevard/cancer-care-centers-brevard-sebastian …",2,09/19/2017,https://twitter.com/rchopra0/status/910134199692148737,,,
Except for this small detail:  zerohedge.com/news/2017-09-1 8/florida-you-cant-use-your-own-solar-panels-crisis …,0,09/19/2017,https://twitter.com/AndyTraenkner/status/910131867390812160,,,
11 days of hotel bills. Half the neighborhood has power. According to storm ticket 51 units affected. I guess not a priority,2,09/19/2017,https://twitter.com/BhargavsVivek/status/910126563575914496,,,
"""Last time we had a major hurricane, there wasn't power for a month."" -  rep and marketing genius",8,09/19/2017,https://twitter.com/ninaonthemark/status/910125353313632256,,,
"Ed Morrell and Sam Smith show handwritten drawings and notes from two children in Interlachen, SW of Jacksonville. #IRMArecovery  ",2,09/19/2017,https://twitter.com/GulfPower/status/910125275001901056,,,
So your deadline is at 18hrs to turn my power on according to ur original estimate. A Billion last year in profit eh? ... What a joke.,2,09/19/2017,https://twitter.com/PigFloydBBQ/status/910122011854327810,,,
My mom didn't have to evacuate from hurricane Irma but she is now evacuating from  incompetence.,2,09/19/2017,https://twitter.com/ablarcomRD/status/910118649981210624,,,
" I stand with FPL. Thx for all you are doing. These are natural disasters and no matter how much we prepare, it won't be enough.",6,09/19/2017,https://twitter.com/GraceLitano/status/910116468121010177,,,
"#FPLoutage #irma   Hey  , I'll pay your extra ""storm charges"" when you pay my hotel bill. 10 days and counting.",3,09/19/2017,https://twitter.com/Josh_Kotler/status/910109347799322625,,,
Yall r awesome and yall rock!!! We appreciate everything yall r doing. Im praying that yall stay safe. And praying 4 ur families.,6,09/19/2017,https://twitter.com/amy_hars/status/910106015122776070,,,
"This is a very evil place bs, fl, blackness is its soul, death and destruction is its legacy. Built on souls of forgotten dead, i remembrthm",0,09/19/2017,https://twitter.com/cafebacon007/status/910101427711889408,,,
everyday the estimated date & time changes. Pregnant & no power 4 over 1 week! Yet u are quick to charge extra fees 4 disasters!,2,09/19/2017,https://twitter.com/Ms_understood44/status/910095948080144384,,,
damage cannot be the reason for failure to restore. There's been no trucks assessing my street. It's just a failure. Period.,2,09/19/2017,https://twitter.com/JustinLetoLaw/status/910092030021337088,,,
#WhatILearnedToday  sells disaster trailers before the hurricane hits &  bans solar panel use during a power outage.,1,09/19/2017,https://twitter.com/SleeveDidIt/status/910091715494768640,,,
Well still no power in Yulee maybe fpl's waiting for the hurricane season to be over that way they don't have to do double the work,2,09/19/2017,https://twitter.com/Raymond20953301/status/910083975959498752,,,
Say  get my boy  some power man hurricane irma came thru 2 weeks ago.. yall hella scando..,2,09/19/2017,https://twitter.com/Bldglt/status/910021261757157376,,,
"You should be,  lobbied to make it illegal in Florida to use solar power after acts of nature such as hurricanes; senseless, greed  twitter.com/insidefpl/stat us/908729705569882114 …",3,09/19/2017,https://twitter.com/CasualSec/status/910011867883560960,,,
"It's amazing, you never realize what you have until a major hurricane roles in lol",1,09/19/2017,https://twitter.com/JosephLocus/status/910005905361702912,,,
You missed the deadline you set 3x! It's unfair to give deadlines that you don't meet! Be honest. Right now you have no credibility with me,2,09/19/2017,https://twitter.com/ghaa5454/status/909996486309679104,,,
Hey   been having power surges the last hour. Should we turn off / unplug to prevent damage to our electronics?,5,09/19/2017,https://twitter.com/cruzerflorida/status/909992510616948736,,,
"And if that's not infuriating enough, remember the tone-deaf tweets and self-congratulatory info they fed to residents during #Irma",1,09/18/2017,https://twitter.com/CaitlinReagan/status/909979759454642176,,,
"Is  going to give money back to customers for over a decade of rate hikes to ""better prepare for storms"" only to fail anyway?",1,09/18/2017,https://twitter.com/Tribulacion/status/909978995890032640,,,
"So, remember the weeks that  left you sweltering in the heat during #Irma recovery when it comes time to vote.",1,09/18/2017,https://twitter.com/CaitlinReagan/status/909978619384090624,,,
FPL knowingly Florida is prone to destructive hurricane's. Negligence on FPL having the technology to build new power grid infrastructure,1,09/18/2017,https://twitter.com/kosmikdj/status/909970607286218752,,,
"I think the same, everyone that I know has said 4 or 5 days &, here we're in zones with no flooding or tornados waiting 4  , mercy?",2,09/18/2017,https://twitter.com/a_matar/status/909968336385167361,,,
.  crew member meets with utility workers at  (  ) staging area  heraldtribune.com/news/20170918/ star-of-deadliest-catch-meets-privately-with-utility-workers-at-robarts-arena …,8,09/18/2017,https://twitter.com/ReadCarlos/status/909964976965718016,,,
"In Florida, You Can’t Use Your Own Solar Panels in a Crisis |   libertyblitzkrieg.com/2017/09/18/in- florida-you-cant-use-your-own-solar-panels-in-a-crisis/ …",8,09/18/2017,https://twitter.com/agada1/status/909962855763595264,,,
"All their focus is on Miami...when #Irma made landfall in Naples, yet they keep patting themselves on the back like they're heroes.",2,09/18/2017,https://twitter.com/CaitlinReagan/status/909958164958908416,,,
What the deal with Cutler Bay? There are 40 residents without power at Sunset Bay Apts.,2,09/18/2017,https://twitter.com/Johnny1quest/status/909955684661366784,,,
"Our 80-person storm team works to assist FP&L with restoration. More than 5,000 customers were w/o power Sunday. #IRMArecovery  ",7,09/18/2017,https://twitter.com/GulfPower/status/909952691341729792,,,
" Bill Orlove, come visit us tomorrow in Collier County and explain why we don't have power! Worst recovery rate! #FPLLies",2,09/18/2017,https://twitter.com/RxJedi/status/909948887171035136,,,
" Up our rates and pass along your inflated recovery costs, while we get no answers or explanation! #FPLLies #CollierCounty",3,09/18/2017,https://twitter.com/RxJedi/status/909948454394384384,,,
"We can thank  for this nonsense~> In Florida, You Can't Use Your Own Solar Panels In A Crisis | Zero Hedge  zerohedge.com/news/2017-09-1 8/florida-you-cant-use-your-own-solar-panels-crisis …",1,09/18/2017,https://twitter.com/AndyTraenkner/status/909947954877943808,,,
FPL FLORIDA are a shame hello? The hurricane Irma did not pass for Broward and everybody do not have light.,2,09/18/2017,https://twitter.com/mfont01/status/909941773925015552,,,
"It has been 8 days now here in 33125, no debris, no flooding, no poles down, I would really like to understand the delay....",4,09/18/2017,https://twitter.com/Ayran92/status/909939034675404805,,,
Come visit some homes you've passed over and see the damage caused by your inability to provide the services you are paid for!,2,09/18/2017,https://twitter.com/RxJedi/status/909938895638482944,,,
3 hours and 15 minutes until  deadline that they already moved back.,2,09/18/2017,https://twitter.com/Betterduck/status/909936918183497729,,,
You missed your second deadline. You are abusing your monopoly status and you have lost any trust you had. Please check my DM.,2,09/18/2017,https://twitter.com/JustinKramm_SF/status/909936694555742208,,,
"An 80-person storm team is assisting FP&L with restoration. More than 5,000 customers were without power Sunday. #IRMArecovery  ",8,09/18/2017,https://twitter.com/GulfPower/status/909935972619554816,,,
Wow my deadline was 11:45 last night and I saw the truck at 10:30 came on a little after,2,09/18/2017,https://twitter.com/5xNatl_Champs/status/909931525390598144,,,
You'd think in 2017 there was a way to prevent what happened after hurricane Wilma from happening again... Yeah right! Crooks!,1,09/18/2017,https://twitter.com/donata_13/status/909927819404365824,,,
Very impressed with  during this hurricane. Run for president. . Very sad that 20 of us left for 8 powerless by,6,09/18/2017,https://twitter.com/simplyzenFL/status/909926209949184005,,,
"The storm was a week ago  , where you at though? ",2,09/18/2017,https://twitter.com/MellyOnTheBeat/status/909925557458042880,,,
" numbers as of 7pm: 18,200 accounts affected, 16,730 restored, & 1,470 still out. 92% of the electricity in #NMB has been restored ",8,09/18/2017,https://twitter.com/CityNMB/status/909925042196271104,,,
get ready to pay extra soon  sun-sentinel.com/news/weather/h urricane/fl-bz-fpl-irma-cost-recovery-report-20170918-story.html …,8,09/18/2017,https://twitter.com/mrlovely954/status/909924844371939329,,,
"Am I gonna get power by deadline. Says ""In Progress"",,,,""909924632014331904",2,09/18/2017,,,,
